"ple0160","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Yes","1999","Full Time","lower secondary degree","73","0.0351224519085093","0.0267765754054691","0.0434683284115496"
"Yes","1999","Full Time","secondary school degree","125","0.0662584176153269","0.0555329357674308","0.076983899463223"
"Yes","1999","Full Time","college entrance qualification","101","0.0851686779702646","0.0693226496017363","0.101014706338793"
"Yes","1999","Full Time","Other degree","11","","",""
"Yes","1999","Full Time","no degree/no degree yet","3","","",""
"Yes","1999","Part Time","lower secondary degree","64","0.0525632379476147","0.0388547241591255","0.066271751736104"
"Yes","1999","Part Time","secondary school degree","95","0.0930274427084999","0.0745856024764818","0.111469282940518"
"Yes","1999","Part Time","college entrance qualification","57","0.0798428641663289","0.0568535235143076","0.10283220481835"
"Yes","1999","Part Time","Other degree","3","","",""
"Yes","1999","Part Time","no degree/no degree yet","3","","",""
"Yes","1999","Not Working","lower secondary degree","37","0.013633972978233","0.0091985913075158","0.0180693546489502"
"Yes","1999","Not Working","secondary school degree","39","0.0453871946481696","0.0313359562686308","0.0594384330277085"
"Yes","1999","Not Working","college entrance qualification","31","0.0543620436245032","0.0345676064361214","0.074156480812885"
"Yes","1999","Not Working","Other degree","9","","",""
"Yes","1999","Not Working","no degree/no degree yet","13","","",""
"No","1999","Full Time","lower secondary degree","1796","0.964877548091491","0.95653167158845","0.973223424594531"
"No","1999","Full Time","secondary school degree","1941","0.933741582384673","0.923016100536777","0.944467064232569"
"No","1999","Full Time","college entrance qualification","1091","0.914831322029735","0.898985293661207","0.930677350398264"
"No","1999","Full Time","Other degree","398","0.971972109465748","0.955976214457831","0.987968004473664"
"No","1999","Full Time","no degree/no degree yet","128","0.978358078095488","0.95344030231415","1.00327585387683"
"No","1999","Part Time","lower secondary degree","954","0.947436762052385","0.933728248263896","0.961145275840875"
"No","1999","Part Time","secondary school degree","858","0.9069725572915","0.888530717059482","0.925414397523518"
"No","1999","Part Time","college entrance qualification","477","0.920157135833671","0.89716779518165","0.943146476485692"
"No","1999","Part Time","Other degree","184","0.993789246229018","0.98252903363585","1.00504945882219"
"No","1999","Part Time","no degree/no degree yet","129","0.986124637088884","0.966169753181403","1.00607952099636"
"No","1999","Not Working","lower secondary degree","2589","0.986366027021767","0.98193064535105","0.990801408692484"
"No","1999","Not Working","secondary school degree","804","0.95461280535183","0.940561566972292","0.968664043731369"
"No","1999","Not Working","college entrance qualification","473","0.945637956375497","0.925843519187115","0.965432393563879"
"No","1999","Not Working","Other degree","326","0.972302432648555","0.954729380928664","0.989875484368446"
"No","1999","Not Working","no degree/no degree yet","503","0.980369094954539","0.968399258752306","0.992338931156771"
"Yes","2000","Full Time","lower secondary degree","156","0.0488288133300215","0.0413816652671025","0.0562759613929404"
"Yes","2000","Full Time","secondary school degree","335","0.0902814151971976","0.0810171057641158","0.0995457246302794"
"Yes","2000","Full Time","college entrance qualification","259","0.107970605685825","0.095790747882341","0.120150463489309"
"Yes","2000","Full Time","Other degree","31","0.0572256133399516","0.038140661277946","0.0763105654019573"
"Yes","2000","Full Time","no degree/no degree yet","4","","",""
"Yes","2000","Part Time","lower secondary degree","100","0.0541180820216877","0.043648567789972","0.0645875962534035"
"Yes","2000","Part Time","secondary school degree","175","0.101398830626798","0.0868383900127337","0.115959271240863"
"Yes","2000","Part Time","college entrance qualification","130","0.110595883716874","0.0922444199022675","0.128947347531481"
"Yes","2000","Part Time","Other degree","25","","",""
"Yes","2000","Part Time","no degree/no degree yet","7","","",""
"Yes","2000","Not Working","lower secondary degree","74","0.0135161486747372","0.0103007001596174","0.0167315971898569"
"Yes","2000","Not Working","secondary school degree","67","0.0350474077921787","0.0262034998299738","0.0438913157543837"
"Yes","2000","Not Working","college entrance qualification","62","0.0522430733425669","0.039234556674307","0.0652515900108268"
"Yes","2000","Not Working","Other degree","13","","",""
"Yes","2000","Not Working","no degree/no degree yet","18","","",""
"No","2000","Full Time","lower secondary degree","3061","0.951171186669979","0.94372403860706","0.958618334732897"
"No","2000","Full Time","secondary school degree","3341","0.909718584802802","0.900454275369721","0.918982894235884"
"No","2000","Full Time","college entrance qualification","2235","0.892029394314175","0.879849536510691","0.904209252117659"
"No","2000","Full Time","Other degree","538","0.942774386660048","0.923689434598043","0.961859338722054"
"No","2000","Full Time","no degree/no degree yet","101","0.968346917746646","0.934859864561133","1.00183397093216"
"No","2000","Part Time","lower secondary degree","1694","0.945881917978312","0.935412403746596","0.956351432210028"
"No","2000","Part Time","secondary school degree","1476","0.898601169373202","0.884040728759137","0.913161609987266"
