"ple0160","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","2007","Full Time","general elemantary","412","0.956033711627986","0.936811476826813","0.975255946429159"
"No","2007","Full Time","middle vocational","3441","0.930349812507592","0.922147590668562","0.938552034346622"
"No","2007","Full Time","vocational + Abi","512","0.939147334642396","0.919186487939882","0.95910818134491"
"No","2007","Full Time","higher vocational","670","0.941600416966792","0.924351687490933","0.95884914644265"
"No","2007","Full Time","higher education","2142","0.939374462988311","0.929563863477695","0.949185062498927"
"No","2007","Part Time","in school","50","0.988531419194512","0.959309207600618","1.01775363078841"
"No","2007","Part Time","inadequately","40","0.918474316002286","0.834714272078149","1.00223435992642"
"No","2007","Part Time","general elemantary","408","0.911029391775651","0.884783076121554","0.937275707429747"
"No","2007","Part Time","middle vocational","2286","0.937414576897711","0.927819580150208","0.947009573645214"
"No","2007","Part Time","vocational + Abi","302","0.956768124308418","0.934519612678353","0.979016635938484"
"No","2007","Part Time","higher vocational","301","0.923973021696697","0.89493369035155","0.953012353041843"
"No","2007","Part Time","higher education","863","0.918329072457934","0.900840452096422","0.935817692819446"
"No","2007","Not Working","in school","272","0.948931673628128","0.92337413975535","0.974489207500906"
"No","2007","Not Working","inadequately","131","0.940947739947685","0.901475768228427","0.980419711666942"
"No","2007","Not Working","general elemantary","1281","0.968632447796486","0.959204100982885","0.978060794610087"
"No","2007","Not Working","middle vocational","3994","0.966202695495825","0.960687461825981","0.97171792916567"
"No","2007","Not Working","vocational + Abi","278","0.965253719623409","0.944212229221191","0.986295210025628"
"No","2007","Not Working","higher vocational","475","0.965779438243378","0.949682895924247","0.981875980562508"
"No","2007","Not Working","higher education","1124","0.981359817223587","0.973542848221326","0.989176786225849"
"Yes","2008","Full Time","in school","","","",""
"Yes","2008","Full Time","inadequately","1","","",""
"Yes","2008","Full Time","general elemantary","28","","",""
"Yes","2008","Full Time","middle vocational","223","0.0542336324590788","0.0468426648389018","0.0616246000792559"
"Yes","2008","Full Time","vocational + Abi","34","0.0593346078063695","0.0388708808851313","0.0797983347276077"
"Yes","2008","Full Time","higher vocational","35","0.0485715643022136","0.0322696363762598","0.0648734922281673"
"Yes","2008","Full Time","higher education","120","0.0592011524564042","0.0492091973423863","0.0691931075704221"
"Yes","2008","Part Time","in school","5","","",""
"Yes","2008","Part Time","inadequately","","","",""
"Yes","2008","Part Time","general elemantary","38","0.0912359112382875","0.0633300826360262","0.119141739840549"
"Yes","2008","Part Time","middle vocational","166","0.0713273816813539","0.0608091281608892","0.0818456352018186"
"Yes","2008","Part Time","vocational + Abi","30","0.0831400942832203","0.0532609664582726","0.113019222108168"
"Yes","2008","Part Time","higher vocational","15","","",""
"Yes","2008","Part Time","higher education","74","0.0883364374294778","0.0697341405801223","0.106938734278833"
"Yes","2008","Not Working","in school","12","","",""
"Yes","2008","Not Working","inadequately","4","","",""
"Yes","2008","Not Working","general elemantary","22","","",""
"Yes","2008","Not Working","middle vocational","104","0.0227763293812482","0.0180723177322859","0.0274803410302105"
"Yes","2008","Not Working","vocational + Abi","10","","",""
"Yes","2008","Not Working","higher vocational","9","","",""
"Yes","2008","Not Working","higher education","25","","",""
"No","2008","Full Time","in school","1","","",""
"No","2008","Full Time","inadequately","38","0.922941941885338","0.839244533834344","1.00663934993633"
"No","2008","Full Time","general elemantary","393","0.94261055865433","0.920393365447978","0.964827751860682"
"No","2008","Full Time","middle vocational","3384","0.945766367540921","0.938375399920744","0.953157335161098"
"No","2008","Full Time","vocational + Abi","478","0.940665392193631","0.920201665272392","0.961129119114869"
"No","2008","Full Time","higher vocational","633","0.951428435697786","0.935126507771833","0.96773036362374"
"No","2008","Full Time","higher education","2023","0.940798847543596","0.930806892429578","0.950790802657614"
"No","2008","Part Time","in school","59","0.956750501182733","0.90691394857667","1.0065870537888"
"No","2008","Part Time","inadequately","31","1","1","1"
"No","2008","Part Time","general elemantary","371","0.908764088761712","0.880858260159451","0.936669917363974"
"No","2008","Part Time","middle vocational","2134","0.928672618318646","0.918154364798181","0.939190871839111"
"No","2008","Part Time","vocational + Abi","298","0.91685990571678","0.886980777891832","0.946739033541727"
"No","2008","Part Time","higher vocational","279","0.925269135580531","0.895211247260785","0.955327023900278"
"No","2008","Part Time","higher education","820","0.911663562570522","0.893061265721167","0.930265859419878"
"No","2008","Not Working","in school","277","0.937419454267487","0.9094949273811","0.965343981153873"
"No","2008","Not Working","inadequately","113","0.967994714618554","0.93610119084478","0.999888238392329"
"No","2008","Not Working","general elemantary","1181","0.980333463827709","0.972487141793662","0.988179785861756"
"No","2008","Not Working","middle vocational","3760","0.977223670618752","0.97251965896979","0.981927682267714"
"No","2008","Not Working","vocational + Abi","247","0.969827099286367","0.948913093743537","0.990741104829198"
"No","2008","Not Working","higher vocational","447","0.981591751072825","0.969253961496791","0.99392954064886"
"No","2008","Not Working","higher education","1135","0.980902082120765","0.973025733411781","0.98877843082975"
"Yes","2009","Full Time","in school","","","",""
"Yes","2009","Full Time","inadequately","","","",""
"Yes","2009","Full Time","general elemantary","17","","",""
"Yes","2009","Full Time","middle vocational","176","0.0504519423074322","0.0430456772802591","0.0578582073346053"
"Yes","2009","Full Time","vocational + Abi","32","0.0649407936129504","0.042826796294463","0.0870547909314379"
"Yes","2009","Full Time","higher vocational","29","","",""
"Yes","2009","Full Time","higher education","101","0.0509916631399684","0.0414737000746464","0.0605096262052904"
"Yes","2009","Part Time","in school","6","","",""
"Yes","2009","Part Time","inadequately","","","",""
"Yes","2009","Part Time","general elemantary","29","","",""
"Yes","2009","Part Time","middle vocational","125","0.0609427509550025","0.050941799736071","0.0709437021739341"
"Yes","2009","Part Time","vocational + Abi","16","","",""
"Yes","2009","Part Time","higher vocational","14","","",""
"Yes","2009","Part Time","higher education","67","0.0984149968330921","0.0788231404254496","0.118006853240735"
"Yes","2009","Not Working","in school","4","","",""
"Yes","2009","Not Working","inadequately","1","","",""
"Yes","2009","Not Working","general elemantary","17","","",""
"Yes","2009","Not Working","middle vocational","66","0.0162735903210989","0.0121126597693978","0.0204345208728"
"Yes","2009","Not Working","vocational + Abi","6","","",""
"Yes","2009","Not Working","higher vocational","6","","",""
"Yes","2009","Not Working","higher education","22","","",""
"No","2009","Full Time","in school","1","","",""
"No","2009","Full Time","inadequately","40","1","1","1"
"No","2009","Full Time","general elemantary","373","0.956147988063294","0.935825676415475","0.976470299711114"
"No","2009","Full Time","middle vocational","3179","0.949548057692568","0.942141792665395","0.956954322719741"
"No","2009","Full Time","vocational + Abi","445","0.93505920638705","0.912945209068562","0.957173203705537"
"No","2009","Full Time","higher vocational","578","0.950755834774661","0.933542475433442","0.967969194115881"
"No","2009","Full Time","higher education","1951","0.949008336860032","0.93949037379471","0.958526299925354"
"No","2009","Part Time","in school","53","0.933566026834805","0.870019807404633","0.997112246264976"
"No","2009","Part Time","inadequately","32","1","1","1"
"No","2009","Part Time","general elemantary","334","0.89461253562225","0.863025654499556","0.926199416744945"
"No","2009","Part Time","middle vocational","2073","0.939057249044997","0.929056297826066","0.949058200263929"
"No","2009","Part Time","vocational + Abi","266","0.931008477093568","0.901428473641656","0.96058848054548"
"No","2009","Part Time","higher vocational","290","0.932225775950796","0.903970202245196","0.960481349656396"
"No","2009","Part Time","higher education","821","0.901585003166908","0.881993146759265","0.92117685957455"
"No","2009","Not Working","in school","247","0.979921655858738","0.962568804173018","0.997274507544459"
"No","2009","Not Working","inadequately","96","0.987091978668732","0.964628817532174","1.00955513980529"
"No","2009","Not Working","general elemantary","1041","0.985377903213597","0.97814501931575","0.992610787111443"
"No","2009","Not Working","middle vocational","3486","0.983726409678901","0.9795654791272","0.987887340230602"
"No","2009","Not Working","vocational + Abi","238","0.954523159377881","0.928380994121386","0.980665324634375"
"No","2009","Not Working","higher vocational","419","0.99285060998382","0.984840655020532","1.00086056494711"
"No","2009","Not Working","higher education","1083","0.978757706317207","0.970256016540455","0.98725939609396"
"Yes","2010","Full Time","in school","","","",""
"Yes","2010","Full Time","inadequately","","","",""
"Yes","2010","Full Time","general elemantary","16","","",""
"Yes","2010","Full Time","middle vocational","146","0.0339471061557225","0.0274851758741417","0.0404090364373033"
"Yes","2010","Full Time","vocational + Abi","19","","",""
"Yes","2010","Full Time","higher vocational","21","","",""
"Yes","2010","Full Time","higher education","73","0.0353014956111638","0.0270896725828898","0.0435133186394379"
"Yes","2010","Part Time","in school","1","","",""
"Yes","2010","Part Time","inadequately","2","","",""
"Yes","2010","Part Time","general elemantary","23","","",""
"Yes","2010","Part Time","middle vocational","118","0.0482521662273045","0.0389505410652694","0.0575537913893397"
"Yes","2010","Part Time","vocational + Abi","22","","",""
"Yes","2010","Part Time","higher vocational","10","","",""
"Yes","2010","Part Time","higher education","65","0.106816474210283","0.0855844065411489","0.128048541879416"
"Yes","2010","Not Working","in school","6","","",""
"Yes","2010","Not Working","inadequately","3","","",""
"Yes","2010","Not Working","general elemantary","12","","",""
"Yes","2010","Not Working","middle vocational","62","0.0184203918336906","0.0138207412063416","0.0230200424610397"
"Yes","2010","Not Working","vocational + Abi","2","","",""
"Yes","2010","Not Working","higher vocational","8","","",""
"Yes","2010","Not Working","higher education","22","","",""
"No","2010","Full Time","in school","1","","",""
"No","2010","Full Time","inadequately","23","","",""
"No","2010","Full Time","general elemantary","329","0.964252852242676","0.944661937831113","0.983843766654239"
"No","2010","Full Time","middle vocational","2871","0.966052893844278","0.959590963562697","0.972514824125858"
"No","2010","Full Time","vocational + Abi","434","0.947544076988888","0.927013745236473","0.968074408741304"
"No","2010","Full Time","higher vocational","566","0.956470275653665","0.939963671450442","0.972976879856887"
"No","2010","Full Time","higher education","1867","0.964698504388836","0.956486681360562","0.97291032741711"
"No","2010","Part Time","in school","55","0.997398766619648","0.984058080992139","1.01073945224716"
"No","2010","Part Time","inadequately","25","","",""
"No","2010","Part Time","general elemantary","315","0.918591388285364","0.889438197146826","0.947744579423902"
"No","2010","Part Time","middle vocational","1921","0.951747833772695","0.94244620861066","0.961049458934731"
"No","2010","Part Time","vocational + Abi","248","0.892728979796251","0.855817009219898","0.929640950372605"
"No","2010","Part Time","higher vocational","260","0.955572081382822","0.93099524834691","0.980148914418734"
"No","2010","Part Time","higher education","748","0.893183525789717","0.871951458120584","0.914415593458851"
"No","2010","Not Working","in school","209","0.951957088529817","0.923371166401148","0.980543010658486"
"No","2010","Not Working","inadequately","88","0.963496469537","0.924964616653128","1.00202832242087"
"No","2010","Not Working","general elemantary","941","0.988501669172211","0.981732930546698","0.995270407797723"
"No","2010","Not Working","middle vocational","3221","0.981579608166309","0.97697995753896","0.986179258793658"
"No","2010","Not Working","vocational + Abi","222","0.990918869167542","0.978496252121886","1.0033414862132"
"No","2010","Not Working","higher vocational","395","0.97595758813052","0.961002118444651","0.99091305781639"
"No","2010","Not Working","higher education","1063","0.969490733471924","0.959257310225552","0.979724156718296"
"Yes","2011","Full Time","in school","","","",""
"Yes","2011","Full Time","inadequately","1","","",""
"Yes","2011","Full Time","general elemantary","21","","",""
"Yes","2011","Full Time","middle vocational","213","0.0529975497891732","0.0457446020424705","0.0602504975358759"
"Yes","2011","Full Time","vocational + Abi","43","0.0809876022118767","0.0583919941400219","0.103583210283731"
"Yes","2011","Full Time","higher vocational","33","0.0529339914696093","0.0360305322956035","0.0698374506436151"
"Yes","2011","Full Time","higher education","116","0.0533709319638406","0.0441769327875513","0.0625649311401298"
"Yes","2011","Part Time","in school","3","","",""
"Yes","2011","Part Time","inadequately","4","","",""
"Yes","2011","Part Time","general elemantary","28","","",""
"Yes","2011","Part Time","middle vocational","198","0.0682025751895034","0.0585441266738088","0.077861023705198"
"Yes","2011","Part Time","vocational + Abi","25","","",""
"Yes","2011","Part Time","higher vocational","20","","",""
"Yes","2011","Part Time","higher education","73","0.0822549373650304","0.0649108444906542","0.0995990302394067"
"Yes","2011","Not Working","in school","6","","",""
"Yes","2011","Not Working","inadequately","5","","",""
"Yes","2011","Not Working","general elemantary","26","","",""
"Yes","2011","Not Working","middle vocational","129","0.0321259517973882","0.0268289064581759","0.0374229971366004"
"Yes","2011","Not Working","vocational + Abi","12","","",""
"Yes","2011","Not Working","higher vocational","16","","",""
"Yes","2011","Not Working","higher education","36","0.0339938058112483","0.0242803842475652","0.0437072273749313"
"No","2011","Full Time","in school","5","","",""
"No","2011","Full Time","inadequately","42","0.999340045802666","0.991664179416623","1.00701591218871"
"No","2011","Full Time","general elemantary","449","0.970193548445233","0.954819668282032","0.985567428608435"
"No","2011","Full Time","middle vocational","3452","0.947002450210827","0.939749502464124","0.95425539795753"
"No","2011","Full Time","vocational + Abi","517","0.919012397788123","0.896416789716268","0.941608005859978"
"No","2011","Full Time","higher vocational","641","0.947066008530391","0.930162549356385","0.963969467704397"
"No","2011","Full Time","higher education","2180","0.946629068036159","0.93743506885987","0.955823067212449"
"No","2011","Part Time","in school","56","0.962025549460663","0.913254608173532","1.01079649074779"
"No","2011","Part Time","inadequately","47","0.962534363141418","0.910416370026044","1.01465235625679"
"No","2011","Part Time","general elemantary","413","0.940196567858546","0.918065560552928","0.962327575164163"
"No","2011","Part Time","middle vocational","2419","0.931797424810497","0.922138976294802","0.941455873326191"
"No","2011","Part Time","vocational + Abi","350","0.915135961697709","0.886930246578504","0.943341676816913"
"No","2011","Part Time","higher vocational","283","0.938139555004885","0.91101472528798","0.96526438472179"
"No","2011","Part Time","higher education","891","0.91774506263497","0.900400969760593","0.935089155509346"
"No","2011","Not Working","in school","243","0.97390874301993","0.954109205278495","0.993708280761364"
"No","2011","Not Working","inadequately","134","0.931920884154067","0.890047586290353","0.973794182017781"
"No","2011","Not Working","general elemantary","1248","0.97942626446362","0.97163144920804","0.9872210797192"
"No","2011","Not Working","middle vocational","4128","0.967874048202612","0.9625770028634","0.973171093541824"
"No","2011","Not Working","vocational + Abi","260","0.968806575086228","0.948147365174458","0.989465784997998"
"No","2011","Not Working","higher vocational","458","0.966214114070332","0.949948769629329","0.982479458511335"
"No","2011","Not Working","higher education","1301","0.966006194188752","0.956292772625069","0.975719615752435"
"Yes","2012","Full Time","in school","","","",""
"Yes","2012","Full Time","inadequately","2","","",""
"Yes","2012","Full Time","general elemantary","18","","",""
"Yes","2012","Full Time","middle vocational","160","0.0451276781830064","0.0383039387341158","0.0519514176318971"
"Yes","2012","Full Time","vocational + Abi","22","","",""
"Yes","2012","Full Time","higher vocational","31","0.0400463273182705","0.0254904567351932","0.0546021979013479"
"Yes","2012","Full Time","higher education","90","0.0460983448932586","0.0373929690819324","0.0548037207045848"
"Yes","2012","Part Time","in school","","","",""
"Yes","2012","Part Time","inadequately","3","","",""
"Yes","2012","Part Time","general elemantary","22","","",""
"Yes","2012","Part Time","middle vocational","132","0.0461486898654755","0.0379440730676017","0.0543533066633494"
"Yes","2012","Part Time","vocational + Abi","21","","",""
"Yes","2012","Part Time","higher vocational","9","","",""
"Yes","2012","Part Time","higher education","64","0.0778790335086499","0.061615677765831","0.0941423892514688"
"Yes","2012","Not Working","in school","6","","",""
"Yes","2012","Not Working","inadequately","5","","",""
"Yes","2012","Not Working","general elemantary","28","","",""
"Yes","2012","Not Working","middle vocational","104","0.0242349006923685","0.0196170854394959","0.028852715945241"
"Yes","2012","Not Working","vocational + Abi","9","","",""
"Yes","2012","Not Working","higher vocational","7","","",""
"Yes","2012","Not Working","higher education","25","","",""
"No","2012","Full Time","in school","","","",""
"No","2012","Full Time","inadequately","44","0.985590531578259","0.951152254467873","1.02002880868864"
"No","2012","Full Time","general elemantary","431","0.95887859796058","0.940511493754714","0.977245702166446"
"No","2012","Full Time","middle vocational","3395","0.954872321816994","0.948048582368103","0.961696061265884"
"No","2012","Full Time","vocational + Abi","542","0.960444315218447","0.944358277308378","0.976530353128515"
"No","2012","Full Time","higher vocational","666","0.959953672681729","0.945397802098652","0.974509543264807"
"No","2012","Full Time","higher education","2139","0.953901655106741","0.945196279295415","0.962607030918067"
"No","2012","Part Time","in school","69","1","1","1"
"No","2012","Part Time","inadequately","51","0.908847727912313","0.832079675417633","0.985615780406992"
"No","2012","Part Time","general elemantary","447","0.96280720485807","0.945681015386266","0.979933394329874"
"No","2012","Part Time","middle vocational","2380","0.953851310134525","0.945646693336651","0.962055926932398"
"No","2012","Part Time","vocational + Abi","360","0.938116324485431","0.913922640704987","0.962310008265876"
"No","2012","Part Time","higher vocational","257","0.967216870117365","0.945817824167586","0.988615916067144"
"No","2012","Part Time","higher education","979","0.92212096649135","0.905857610748531","0.938384322234169"
"No","2012","Not Working","in school","207","0.978394493342678","0.958869202274646","0.99791978441071"
"No","2012","Not Working","inadequately","126","0.970515845431381","0.941548540034024","0.999483150828739"
"No","2012","Not Working","general elemantary","1179","0.977532370384765","0.969171747053616","0.985892993715914"
"No","2012","Not Working","middle vocational","4156","0.975765099307632","0.971147284054759","0.980382914560504"
"No","2012","Not Working","vocational + Abi","255","0.966747301200795","0.945119316134314","0.988375286267275"
"No","2012","Not Working","higher vocational","478","0.98531957444244","0.974615845575179","0.996023303309702"
"No","2012","Not Working","higher education","1362","0.973168570956389","0.964664521058794","0.981672620853984"
"Yes","2013","Full Time","in school","1","","",""
"Yes","2013","Full Time","inadequately","1","","",""
"Yes","2013","Full Time","general elemantary","10","","",""
"Yes","2013","Full Time","middle vocational","92","0.0295691489883611","0.0237309379007189","0.0354073600760034"
"Yes","2013","Full Time","vocational + Abi","16","","",""
"Yes","2013","Full Time","higher vocational","21","","",""
"Yes","2013","Full Time","higher education","59","0.0233422159330973","0.0169074144356998","0.0297770174304947"
"Yes","2013","Part Time","in school","3","","",""
"Yes","2013","Part Time","inadequately","","","",""
"Yes","2013","Part Time","general elemantary","16","","",""
"Yes","2013","Part Time","middle vocational","86","0.0363815897336962","0.0288290420151312","0.0439341374522611"
"Yes","2013","Part Time","vocational + Abi","12","","",""
"Yes","2013","Part Time","higher vocational","6","","",""
"Yes","2013","Part Time","higher education","37","0.0298325103003318","0.0194023519623022","0.0402626686383614"
"Yes","2013","Not Working","in school","4","","",""
"Yes","2013","Not Working","inadequately","1","","",""
"Yes","2013","Not Working","general elemantary","17","","",""
"Yes","2013","Not Working","middle vocational","59","0.011990495413294","0.00855642001216652","0.0154245708144215"
"Yes","2013","Not Working","vocational + Abi","6","","",""
"Yes","2013","Not Working","higher vocational","4","","",""
"Yes","2013","Not Working","higher education","16","","",""
"No","2013","Full Time","in school","2","","",""
"No","2013","Full Time","inadequately","40","0.971448638980732","0.920471026391101","1.02242625157036"
"No","2013","Full Time","general elemantary","390","0.983651313875321","0.971223918615094","0.996078709135547"
"No","2013","Full Time","middle vocational","3142","0.970430851011639","0.964592639923997","0.976269062099281"
"No","2013","Full Time","vocational + Abi","504","0.958348800441191","0.941176757025756","0.975520843856626"
"No","2013","Full Time","higher vocational","596","0.970223600502286","0.956812095449213","0.983635105555359"
"No","2013","Full Time","higher education","2056","0.976657784066903","0.970222982569505","0.9830925855643"
"No","2013","Part Time","in school","60","0.990379133651336","0.96627532628506","1.01448294101761"
"No","2013","Part Time","inadequately","39","1","1","1"
"No","2013","Part Time","general elemantary","377","0.953017794072159","0.932097440382278","0.97393814776204"
"No","2013","Part Time","middle vocational","2275","0.963618410266304","0.956065862547739","0.971170957984869"
"No","2013","Part Time","vocational + Abi","335","0.953026057573597","0.930764054066733","0.975288061080461"
"No","2013","Part Time","higher vocational","262","0.972285826100919","0.95263283578228","0.991938816419558"
"No","2013","Part Time","higher education","985","0.970167489699668","0.959737331361639","0.980597648037698"
"No","2013","Not Working","in school","188","0.984434555612223","0.966925139507448","1.001943971717"
"No","2013","Not Working","inadequately","114","0.991069667384094","0.973875344400619","1.00826399036757"
"No","2013","Not Working","general elemantary","1055","0.983487751179583","0.975859266327514","0.991116236031653"
"No","2013","Not Working","middle vocational","3800","0.988009504586706","0.984575429185578","0.991443579987834"
"No","2013","Not Working","vocational + Abi","229","0.974040900082932","0.953710422930151","0.994371377235713"
"No","2013","Not Working","higher vocational","444","0.980623376545494","0.967859010358212","0.993387742732777"
"No","2013","Not Working","higher education","1323","0.988726675763288","0.983071814852181","0.994381536674396"
"Yes","2014","Full Time","in school","","","",""
"Yes","2014","Full Time","inadequately","4","","",""
"Yes","2014","Full Time","general elemantary","22","","",""
"Yes","2014","Full Time","middle vocational","156","0.0279029583774437","0.0231037818010688","0.0327021349538186"
"Yes","2014","Full Time","vocational + Abi","35","0.0531889040289157","0.0386084991094917","0.0677693089483396"
"Yes","2014","Full Time","higher vocational","27","","",""
"Yes","2014","Full Time","higher education","98","0.038062326406559","0.0311749015480753","0.0449497512650427"
"Yes","2014","Part Time","in school","1","","",""
"Yes","2014","Part Time","inadequately","5","","",""
"Yes","2014","Part Time","general elemantary","48","0.0472754416327231","0.0328024088863728","0.0617484743790734"
"Yes","2014","Part Time","middle vocational","144","0.035565561457846","0.0294697726116269","0.041661350304065"
"Yes","2014","Part Time","vocational + Abi","34","0.0374686132934371","0.0237766056788919","0.0511606209079824"
"Yes","2014","Part Time","higher vocational","13","","",""
"Yes","2014","Part Time","higher education","89","0.0591272788246734","0.0478821580705963","0.0703723995787505"
"Yes","2014","Not Working","in school","10","","",""
"Yes","2014","Not Working","inadequately","10","","",""
"Yes","2014","Not Working","general elemantary","34","0.0181600409662535","0.0114272578870053","0.0248928240455018"
"Yes","2014","Not Working","middle vocational","77","0.0147893345954787","0.0112695681453829","0.0183091010455745"
"Yes","2014","Not Working","vocational + Abi","6","","",""
"Yes","2014","Not Working","higher vocational","9","","",""
"Yes","2014","Not Working","higher education","32","0.0202813706317863","0.0133286246947299","0.0272341165688426"
"No","2014","Full Time","in school","5","","",""
"No","2014","Full Time","inadequately","86","0.976659486959549","0.945466740029291","1.00785223388981"
"No","2014","Full Time","general elemantary","759","0.986286045410175","0.978129516649834","0.994442574170516"
"No","2014","Full Time","middle vocational","4368","0.972097041622556","0.967297865046181","0.976896218198931"
"No","2014","Full Time","vocational + Abi","875","0.946811095971084","0.93223069105166","0.961391500890508"
"No","2014","Full Time","higher vocational","755","0.966655216377758","0.95407191884276","0.979238513912755"
"No","2014","Full Time","higher education","2867","0.961937673593441","0.955050248734957","0.968825098451925"
"No","2014","Part Time","in school","75","0.949981126232728","0.900973266345612","0.998988986119845"
"No","2014","Part Time","inadequately","129","0.980009272804609","0.956310542392409","1.00370800321681"
"No","2014","Part Time","general elemantary","778","0.952724558367277","0.938251525620927","0.967197591113627"
"No","2014","Part Time","middle vocational","3402","0.964434438542154","0.958338649695935","0.970530227388373"
"No","2014","Part Time","vocational + Abi","705","0.962531386706563","0.948839379092018","0.976223394321108"
"No","2014","Part Time","higher vocational","345","0.969687504620789","0.951927898801246","0.987447110440333"
"No","2014","Part Time","higher education","1601","0.940872721175327","0.929627600421249","0.952117841929404"
"No","2014","Not Working","in school","354","0.954804058162476","0.933463575003654","0.976144541321298"
"No","2014","Not Working","inadequately","270","0.968085249747411","0.94749689693265","0.988673602562171"
"No","2014","Not Working","general elemantary","1477","0.981839959033746","0.975107175954498","0.988572742112995"
"No","2014","Not Working","middle vocational","4441","0.985210665404521","0.981690898954426","0.988730431854617"
"No","2014","Not Working","vocational + Abi","400","0.992640393155488","0.984326425062552","1.00095436124842"
"No","2014","Not Working","higher vocational","450","0.977174483237393","0.963511733402891","0.990837233071895"
"No","2014","Not Working","higher education","1547","0.979718629368214","0.972765883431157","0.98667137530527"
"Yes","2015","Full Time","in school","","","",""
"Yes","2015","Full Time","inadequately","1","","",""
"Yes","2015","Full Time","general elemantary","29","","",""
"Yes","2015","Full Time","middle vocational","143","0.0251499178169599","0.0204031591550515","0.0298966764788683"
"Yes","2015","Full Time","vocational + Abi","37","0.0499984368153965","0.0356720199579916","0.0643248536728015"
"Yes","2015","Full Time","higher vocational","26","","",""
"Yes","2015","Full Time","higher education","95","0.0357287836925156","0.028838923271034","0.0426186441139972"
"Yes","2015","Part Time","in school","","","",""
"Yes","2015","Part Time","inadequately","3","","",""
"Yes","2015","Part Time","general elemantary","34","0.0268864130964854","0.0148435520489403","0.0389292741440305"
"Yes","2015","Part Time","middle vocational","142","0.0376157244547065","0.0312004835505181","0.044030965358895"
"Yes","2015","Part Time","vocational + Abi","30","0.0586969216327643","0.041575051052146","0.0758187922133826"
"Yes","2015","Part Time","higher vocational","15","","",""
"Yes","2015","Part Time","higher education","89","0.0591583748066587","0.0476735873426289","0.0706431622706885"
"Yes","2015","Not Working","in school","8","","",""
"Yes","2015","Not Working","inadequately","8","","",""
"Yes","2015","Not Working","general elemantary","16","","",""
"Yes","2015","Not Working","middle vocational","82","0.0198385912664445","0.0155929584431856","0.0240842240897034"
"Yes","2015","Not Working","vocational + Abi","11","","",""
"Yes","2015","Not Working","higher vocational","10","","",""
"Yes","2015","Not Working","higher education","30","0.0160248372215247","0.00963171701000405","0.0224179574330453"
"No","2015","Full Time","in school","2","","",""
"No","2015","Full Time","inadequately","81","0.999239353086388","0.993272195829058","1.00520651034372"
"No","2015","Full Time","general elemantary","642","0.957597816806751","0.942351234114268","0.972844399499233"
"No","2015","Full Time","middle vocational","4037","0.97485008218304","0.970103323521132","0.979596840844948"
"No","2015","Full Time","vocational + Abi","852","0.950001563184603","0.935675146327198","0.964327980042008"
"No","2015","Full Time","higher vocational","726","0.964948742254361","0.951804271753078","0.978093212755644"
"No","2015","Full Time","higher education","2693","0.964271216307484","0.957381355886003","0.971161076728966"
"No","2015","Part Time","in school","72","1","1","1"
"No","2015","Part Time","inadequately","89","0.969624172192413","0.934555448899372","1.00469289548545"
"No","2015","Part Time","general elemantary","659","0.973113586903515","0.961070725855969","0.98515644795106"
"No","2015","Part Time","middle vocational","3237","0.962384275545293","0.955969034641105","0.968799516449482"
"No","2015","Part Time","vocational + Abi","694","0.941303078367236","0.924181207786617","0.958424948947854"
"No","2015","Part Time","higher vocational","330","0.969111441947226","0.950854660294104","0.987368223600349"
"No","2015","Part Time","higher education","1532","0.940841625193341","0.929356837729312","0.952326412657371"
"No","2015","Not Working","in school","268","0.96531539451578","0.943728183061275","0.986902605970286"
"No","2015","Not Working","inadequately","229","0.977676047667629","0.958867426943671","0.996484668391586"
"No","2015","Not Working","general elemantary","1302","0.983000247359405","0.976021322851793","0.989979171867018"
"No","2015","Not Working","middle vocational","4062","0.980161408733555","0.975915775910297","0.984407041556814"
"No","2015","Not Working","vocational + Abi","335","0.987144769253457","0.975275051170928","0.999014487335986"
"No","2015","Not Working","higher vocational","424","0.989295793296535","0.979614273208204","0.998977313384866"
"No","2015","Not Working","higher education","1452","0.983975162778475","0.977582042566955","0.990368282989996"
"Yes","2016","Full Time","in school","","","",""
"Yes","2016","Full Time","inadequately","2","","",""
"Yes","2016","Full Time","general elemantary","29","","",""
"Yes","2016","Full Time","middle vocational","187","0.0491377324658903","0.0424070792010905","0.0558683857306901"
"Yes","2016","Full Time","vocational + Abi","39","0.066773453729768","0.0507470677964205","0.0827998396631155"
"Yes","2016","Full Time","higher vocational","23","","",""
"Yes","2016","Full Time","higher education","126","0.0440925547137522","0.0363715509960757","0.0518135584314287"
"Yes","2016","Part Time","in school","5","","",""
"Yes","2016","Part Time","inadequately","6","","",""
"Yes","2016","Part Time","general elemantary","34","0.0415375946972839","0.0267140630530824","0.0563611263414855"
"Yes","2016","Part Time","middle vocational","132","0.0408451634827638","0.0339819526605599","0.0477083743049677"
"Yes","2016","Part Time","vocational + Abi","31","0.024810583583574","0.0134250997053167","0.0361960674618313"
"Yes","2016","Part Time","higher vocational","14","","",""
"Yes","2016","Part Time","higher education","95","0.0634404590691125","0.0518053579885269","0.0750755601496981"
"Yes","2016","Not Working","in school","7","","",""
"Yes","2016","Not Working","inadequately","7","","",""
"Yes","2016","Not Working","general elemantary","25","","",""
"Yes","2016","Not Working","middle vocational","74","0.0161253900945888","0.0121544043015418","0.0200963758876358"
