"ple0160","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"No","1999","Employed","(Married) couple without C. ","2113","0.948072039397458","0.938912103430048","0.957231975364869"
"No","1999","Employed","1-pers.-HH","793","0.926550599730887","0.90907468542539","0.944026514036385"
"No","1999","Employed","Couple + C. GT 16 ","1635","0.944782919948352","0.934038673395281","0.955527166501422"
"No","1999","Employed","Couple + C. LE 16 ","2230","0.936710809405041","0.926943174498582","0.9464784443115"
"No","1999","Employed","Couple + C. LE and GT 16","785","0.934520794677915","0.917772435480015","0.951269153875814"
"No","1999","Employed","Single parent ","436","0.944674723521659","0.923873348454376","0.965476098588943"
"No","1999","Not Employed","(Married) couple without C. ","1849","0.984414106715472","0.978814933154083","0.99001328027686"
"No","1999","Not Employed","1-pers.-HH","831","0.990651079890634","0.984139172830736","0.997162986950531"
"No","1999","Not Employed","Couple + C. GT 16 ","746","0.976253664389033","0.965478347569607","0.98702898120846"
"No","1999","Not Employed","Couple + C. LE 16 ","600","0.914528235989454","0.892951878619458","0.936104593359449"
"No","1999","Not Employed","Couple + C. LE and GT 16","316","0.972129072271572","0.954233561902405","0.990024582640739"
"No","1999","Not Employed","Single parent ","242","0.947262440760005","0.919775500111","0.974749381409009"
"Yes","1999","Employed","(Married) couple without C. ","141","0.0519279606025416","0.0427680246351308","0.0610878965699524"
"Yes","1999","Employed","1-pers.-HH","63","0.0734494002691128","0.0559734859636154","0.0909253145746101"
"Yes","1999","Employed","Couple + C. GT 16 ","101","0.0552170800516484","0.0444728334985782","0.0659613266047185"
"Yes","1999","Employed","Couple + C. LE 16 ","157","0.0632891905949586","0.0535215556884995","0.0730568255014178"
"Yes","1999","Employed","Couple + C. LE and GT 16","53","0.0654792053220853","0.0487308461241859","0.0822275645199847"
"Yes","1999","Employed","Single parent ","28","","",""
"Yes","1999","Not Employed","(Married) couple without C. ","31","0.0155858932845283","0.00998671972313999","0.0211850668459166"
"Yes","1999","Not Employed","1-pers.-HH","8","","",""
