"ple0160","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","2014","Saxony","higher vocational","127","0.999763118675232","0.997097137530173","1.00242909982029"
"No","2014","Saxony","higher education","427","0.972825647286871","0.957650744898817","0.988000549674925"
"No","2014","Saxony-Anhalt","in school","15","","",""
"No","2014","Saxony-Anhalt","inadequately","19","","",""
"No","2014","Saxony-Anhalt","general elemantary","73","0.947397834286901","0.8981709270066","0.996624741567201"
"No","2014","Saxony-Anhalt","middle vocational","491","0.968093388586406","0.952840153223016","0.983346623949795"
"No","2014","Saxony-Anhalt","vocational + Abi","41","1","1","1"
"No","2014","Saxony-Anhalt","higher vocational","61","0.926110052095418","0.862021260456567","0.990198843734268"
"No","2014","Saxony-Anhalt","higher education","213","0.988822407987598","0.974866659922465","1.00277815605273"
"No","2014","Thuringia","in school","8","","",""
"No","2014","Thuringia","inadequately","7","","",""
"No","2014","Thuringia","general elemantary","56","0.972505009991754","0.931469873692952","1.01354014629056"
"No","2014","Thuringia","middle vocational","564","0.981471966710321","0.970449779589903","0.992494153830739"
"No","2014","Thuringia","vocational + Abi","45","0.9540589710498","0.894205804640024","1.01391213745958"
"No","2014","Thuringia","higher vocational","70","0.999150521478469","0.99237394135507","1.00592710160187"
"No","2014","Thuringia","higher education","209","0.95440221198892","0.926773309109381","0.98203111486846"
"Yes","2015","Schleswig-Holstein","in school","","","",""
"Yes","2015","Schleswig-Holstein","inadequately","","","",""
"Yes","2015","Schleswig-Holstein","general elemantary","2","","",""
"Yes","2015","Schleswig-Holstein","middle vocational","14","","",""
"Yes","2015","Schleswig-Holstein","vocational + Abi","1","","",""
"Yes","2015","Schleswig-Holstein","higher vocational","4","","",""
"Yes","2015","Schleswig-Holstein","higher education","5","","",""
"Yes","2015","Hamburg","in school","","","",""
"Yes","2015","Hamburg","inadequately","","","",""
"Yes","2015","Hamburg","general elemantary","1","","",""
"Yes","2015","Hamburg","middle vocational","1","","",""
"Yes","2015","Hamburg","vocational + Abi","1","","",""
"Yes","2015","Hamburg","higher vocational","","","",""
"Yes","2015","Hamburg","higher education","2","","",""
"Yes","2015","Lower Saxony","in school","","","",""
"Yes","2015","Lower Saxony","inadequately","1","","",""
"Yes","2015","Lower Saxony","general elemantary","9","","",""
"Yes","2015","Lower Saxony","middle vocational","37","0.0306053260878483","0.0205890163591042","0.0406216358165924"
"Yes","2015","Lower Saxony","vocational + Abi","8","","",""
"Yes","2015","Lower Saxony","higher vocational","3","","",""
"Yes","2015","Lower Saxony","higher education","28","","",""
"Yes","2015","Bremen","in school","","","",""
"Yes","2015","Bremen","inadequately","","","",""
"Yes","2015","Bremen","general elemantary","","","",""
"Yes","2015","Bremen","middle vocational","1","","",""
"Yes","2015","Bremen","vocational + Abi","1","","",""
"Yes","2015","Bremen","higher vocational","","","",""
"Yes","2015","Bremen","higher education","1","","",""
"Yes","2015","North Rhine-Westphalia","in school","5","","",""
"Yes","2015","North Rhine-Westphalia","inadequately","6","","",""
"Yes","2015","North Rhine-Westphalia","general elemantary","23","","",""
"Yes","2015","North Rhine-Westphalia","middle vocational","56","0.0221686763382467","0.0161106285194942","0.0282267241569992"
"Yes","2015","North Rhine-Westphalia","vocational + Abi","22","","",""
"Yes","2015","North Rhine-Westphalia","higher vocational","5","","",""
"Yes","2015","North Rhine-Westphalia","higher education","35","0.0346330926793116","0.0237179214821457","0.0455482638764776"
"Yes","2015","Hesse","in school","","","",""
"Yes","2015","Hesse","inadequately","","","",""
"Yes","2015","Hesse","general elemantary","5","","",""
"Yes","2015","Hesse","middle vocational","24","","",""
"Yes","2015","Hesse","vocational + Abi","5","","",""
"Yes","2015","Hesse","higher vocational","2","","",""
"Yes","2015","Hesse","higher education","15","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","in school","","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","inadequately","2","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","general elemantary","4","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","middle vocational","29","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","vocational + Abi","3","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","higher vocational","2","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","higher education","7","","",""
"Yes","2015","Baden-Württemberg","in school","","","",""
"Yes","2015","Baden-Württemberg","inadequately","","","",""
"Yes","2015","Baden-Württemberg","general elemantary","7","","",""
"Yes","2015","Baden-Württemberg","middle vocational","49","0.0313169337159334","0.0218562381120084","0.0407776293198584"
"Yes","2015","Baden-Württemberg","vocational + Abi","5","","",""
"Yes","2015","Baden-Württemberg","higher vocational","7","","",""
"Yes","2015","Baden-Württemberg","higher education","33","0.0372433078615667","0.0238073628241499","0.0506792528989834"
"Yes","2015","Bavaria","in school","1","","",""
"Yes","2015","Bavaria","inadequately","2","","",""
"Yes","2015","Bavaria","general elemantary","12","","",""
"Yes","2015","Bavaria","middle vocational","67","0.0269270838859124","0.0198593869296821","0.0339947808421426"
"Yes","2015","Bavaria","vocational + Abi","20","","",""
"Yes","2015","Bavaria","higher vocational","9","","",""
"Yes","2015","Bavaria","higher education","37","0.0421553365838119","0.0290199739294391","0.0552906992381846"
"Yes","2015","Berlin","in school","","","",""
"Yes","2015","Berlin","inadequately","1","","",""
"Yes","2015","Berlin","general elemantary","1","","",""
"Yes","2015","Berlin","middle vocational","13","","",""
"Yes","2015","Berlin","vocational + Abi","3","","",""
"Yes","2015","Berlin","higher vocational","2","","",""
"Yes","2015","Berlin","higher education","14","","",""
"Yes","2015","Brandenburg","in school","","","",""
"Yes","2015","Brandenburg","inadequately","","","",""
"Yes","2015","Brandenburg","general elemantary","4","","",""
"Yes","2015","Brandenburg","middle vocational","14","","",""
"Yes","2015","Brandenburg","vocational + Abi","2","","",""
"Yes","2015","Brandenburg","higher vocational","5","","",""
"Yes","2015","Brandenburg","higher education","8","","",""
"Yes","2015","Mecklenburg-Western Pomerania","in school","","","",""
"Yes","2015","Mecklenburg-Western Pomerania","inadequately","","","",""
"Yes","2015","Mecklenburg-Western Pomerania","general elemantary","1","","",""
"Yes","2015","Mecklenburg-Western Pomerania","middle vocational","11","","",""
"Yes","2015","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Yes","2015","Mecklenburg-Western Pomerania","higher vocational","2","","",""
"Yes","2015","Mecklenburg-Western Pomerania","higher education","5","","",""
"Yes","2015","Saxony","in school","","","",""
"Yes","2015","Saxony","inadequately","","","",""
"Yes","2015","Saxony","general elemantary","3","","",""
"Yes","2015","Saxony","middle vocational","23","","",""
"Yes","2015","Saxony","vocational + Abi","3","","",""
"Yes","2015","Saxony","higher vocational","2","","",""
"Yes","2015","Saxony","higher education","9","","",""
"Yes","2015","Saxony-Anhalt","in school","1","","",""
"Yes","2015","Saxony-Anhalt","inadequately","","","",""
"Yes","2015","Saxony-Anhalt","general elemantary","3","","",""
"Yes","2015","Saxony-Anhalt","middle vocational","10","","",""
"Yes","2015","Saxony-Anhalt","vocational + Abi","","","",""
"Yes","2015","Saxony-Anhalt","higher vocational","2","","",""
"Yes","2015","Saxony-Anhalt","higher education","11","","",""
"Yes","2015","Thuringia","in school","1","","",""
"Yes","2015","Thuringia","inadequately","","","",""
"Yes","2015","Thuringia","general elemantary","4","","",""
"Yes","2015","Thuringia","middle vocational","18","","",""
"Yes","2015","Thuringia","vocational + Abi","4","","",""
"Yes","2015","Thuringia","higher vocational","6","","",""
"Yes","2015","Thuringia","higher education","4","","",""
"No","2015","Schleswig-Holstein","in school","25","","",""
"No","2015","Schleswig-Holstein","inadequately","17","","",""
"No","2015","Schleswig-Holstein","general elemantary","91","0.969763431691309","0.934961306235919","1.0045655571467"
"No","2015","Schleswig-Holstein","middle vocational","415","0.983175087352068","0.971004507035726","0.995345667668411"
"No","2015","Schleswig-Holstein","vocational + Abi","76","0.978136392467584","0.945472845109675","1.01079993982549"
"No","2015","Schleswig-Holstein","higher vocational","45","0.885136406441612","0.795858015861018","0.974414797022206"
"No","2015","Schleswig-Holstein","higher education","145","0.982836852081598","0.96205225306703","1.00362145109616"
"No","2015","Hamburg","in school","7","","",""
"No","2015","Hamburg","inadequately","5","","",""
"No","2015","Hamburg","general elemantary","30","0.994384692655954","0.968080121551537","1.02068926376037"
"No","2015","Hamburg","middle vocational","161","0.989708962807021","0.974168143559463","1.00524978205458"
"No","2015","Hamburg","vocational + Abi","37","0.985237545892403","0.946892783596903","1.0235823081879"
"No","2015","Hamburg","higher vocational","22","","",""
"No","2015","Hamburg","higher education","145","0.995918303948667","0.98561155704551","1.00622505085182"
"No","2015","Lower Saxony","in school","39","1","1","1"
"No","2015","Lower Saxony","inadequately","55","0.998678291878168","0.989162725091598","1.00819385866474"
"No","2015","Lower Saxony","general elemantary","312","0.981934888807305","0.967364966368027","0.996504811246584"
"No","2015","Lower Saxony","middle vocational","1099","0.969394673912152","0.959378364183408","0.979410983640896"
"No","2015","Lower Saxony","vocational + Abi","177","0.945601577884762","0.912919514173473","0.978283641596051"
"No","2015","Lower Saxony","higher vocational","115","0.971159329177416","0.940962940318366","1.00135571803647"
"No","2015","Lower Saxony","higher education","473","0.938923361182345","0.917954161038232","0.959892561326458"
"No","2015","Bremen","in school","5","","",""
"No","2015","Bremen","inadequately","8","","",""
"No","2015","Bremen","general elemantary","23","","",""
"No","2015","Bremen","middle vocational","69","0.989323449108481","0.965247483751731","1.01339941446523"
"No","2015","Bremen","vocational + Abi","15","","",""
"No","2015","Bremen","higher vocational","3","","",""
"No","2015","Bremen","higher education","37","0.99256929881075","0.965263705953576","1.01987489166792"
"No","2015","North Rhine-Westphalia","in school","74","0.951484266058201","0.904106273674014","0.998862258442389"
"No","2015","North Rhine-Westphalia","inadequately","125","0.961476297515557","0.928519443787041","0.994433151244072"
"No","2015","North Rhine-Westphalia","general elemantary","628","0.971357016294791","0.95854385876804","0.984170173821543"
"No","2015","North Rhine-Westphalia","middle vocational","2213","0.977831323661753","0.971773275843001","0.983889371480506"
"No","2015","North Rhine-Westphalia","vocational + Abi","534","0.928418406077676","0.906990326601307","0.949846485554045"
"No","2015","North Rhine-Westphalia","higher vocational","259","0.989236689402783","0.97678956094186","1.00168381786371"
"No","2015","North Rhine-Westphalia","higher education","1043","0.965366907320688","0.954451736123522","0.976282078517854"
"No","2015","Hesse","in school","25","","",""
"No","2015","Hesse","inadequately","36","1","1","1"
"No","2015","Hesse","general elemantary","173","0.963557502982589","0.936029102860983","0.991085903104196"
"No","2015","Hesse","middle vocational","690","0.970073249084394","0.957575522079275","0.982570976089513"
"No","2015","Hesse","vocational + Abi","151","0.986383300436959","0.96819699105187","1.00456960982205"
"No","2015","Hesse","higher vocational","76","0.992933619740758","0.974344475400439","1.01152276408108"
"No","2015","Hesse","higher education","463","0.969300172097227","0.953835836778205","0.984764507416249"
"No","2015","Rhineland-Palatinate,Saarland","in school","21","","",""
"No","2015","Rhineland-Palatinate,Saarland","inadequately","20","","",""
"No","2015","Rhineland-Palatinate,Saarland","general elemantary","239","0.996638932716774","0.98936193092814","1.00391593450541"
"No","2015","Rhineland-Palatinate,Saarland","middle vocational","678","0.969894016457994","0.957298182294464","0.982489850621523"
"No","2015","Rhineland-Palatinate,Saarland","vocational + Abi","110","0.949976846999568","0.909783801868383","0.990169892130753"
"No","2015","Rhineland-Palatinate,Saarland","higher vocational","90","0.991206153075376","0.972128470311344","1.01028383583941"
"No","2015","Rhineland-Palatinate,Saarland","higher education","262","0.984539533070954","0.969796058882789","0.999283007259118"
"No","2015","Baden-Württemberg","in school","45","1","1","1"
"No","2015","Baden-Württemberg","inadequately","32","1","1","1"
"No","2015","Baden-Württemberg","general elemantary","348","0.98766606594858","0.976184799607377","0.999147332289783"
"No","2015","Baden-Württemberg","middle vocational","1253","0.968683066284067","0.959222370680142","0.978143761887992"
"No","2015","Baden-Württemberg","vocational + Abi","224","0.994097752190865","0.984176794088111","1.00401871029362"
"No","2015","Baden-Württemberg","higher vocational","198","0.981841238916193","0.963562976738817","1.00011950109357"
"No","2015","Baden-Württemberg","higher education","730","0.962756692138433","0.949320747101017","0.97619263717585"
"No","2015","Bavaria","in school","41","0.860536684823228","0.755766398044958","0.965306971601497"
"No","2015","Bavaria","inadequately","44","0.987671056162506","0.955782248891444","1.01955986343357"
"No","2015","Bavaria","general elemantary","397","0.977001817902754","0.962474652641582","0.991528983163926"
"No","2015","Bavaria","middle vocational","1948","0.973072916114088","0.966005219157857","0.980140613070318"
"No","2015","Bavaria","vocational + Abi","261","0.944616916423959","0.9178738405405","0.971359992307417"
"No","2015","Bavaria","higher vocational","260","0.982486902530804","0.96681156799339","0.998162237068219"
"No","2015","Bavaria","higher education","862","0.957844663416188","0.944709300761815","0.970980026070561"
"No","2015","Berlin","in school","12","","",""
"No","2015","Berlin","inadequately","11","","",""
"No","2015","Berlin","general elemantary","58","0.996722271923409","0.982137634827667","1.01130690901915"
"No","2015","Berlin","middle vocational","332","0.971457236105156","0.953886158382035","0.989028313828276"
"No","2015","Berlin","vocational + Abi","55","0.972863555521751","0.931048128750715","1.01467898229279"
"No","2015","Berlin","higher vocational","58","0.98497055014521","0.954184382462197","1.01575671782822"
"No","2015","Berlin","higher education","339","0.965468190535108","0.946420628745356","0.984515752324859"
"No","2015","Brandenburg","in school","9","","",""
"No","2015","Brandenburg","inadequately","8","","",""
"No","2015","Brandenburg","general elemantary","76","0.875558793592641","0.803227228725939","0.947890358459344"
"No","2015","Brandenburg","middle vocational","470","0.983715284627209","0.972439410841871","0.994991158412546"
"No","2015","Brandenburg","vocational + Abi","72","0.981082721392135","0.950043245841437","1.01212219694283"
"No","2015","Brandenburg","higher vocational","62","0.923249625000609","0.859509851968502","0.986989398032716"
"No","2015","Brandenburg","higher education","242","0.975589645520842","0.956460361257056","0.994718929784628"
"No","2015","Mecklenburg-Western Pomerania","in school","12","","",""
"No","2015","Mecklenburg-Western Pomerania","inadequately","11","","",""
"No","2015","Mecklenburg-Western Pomerania","general elemantary","30","0.989195421980529","0.952802896234288","1.02558794772677"
"No","2015","Mecklenburg-Western Pomerania","middle vocational","279","0.98200962707112","0.966711895087633","0.997307359054606"
"No","2015","Mecklenburg-Western Pomerania","vocational + Abi","26","","",""
"No","2015","Mecklenburg-Western Pomerania","higher vocational","45","0.975748722951344","0.931770724022539","1.01972672188015"
"No","2015","Mecklenburg-Western Pomerania","higher education","128","0.96655562081726","0.935999567071451","0.997111674563068"
"No","2015","Saxony","in school","11","","",""
"No","2015","Saxony","inadequately","6","","",""
"No","2015","Saxony","general elemantary","86","0.938827694760514","0.889039835020316","0.988615554500713"
"No","2015","Saxony","middle vocational","761","0.973733702813582","0.962539076847169","0.984928328779995"
"No","2015","Saxony","vocational + Abi","75","0.901550566876392","0.8354351950106","0.967665938742183"
"No","2015","Saxony","higher vocational","121","0.992301175181192","0.976854695872722","1.00774765448966"
"No","2015","Saxony","higher education","402","0.969364373214355","0.952704024310151","0.986024722118559"
"No","2015","Saxony-Anhalt","in school","8","","",""
"No","2015","Saxony-Anhalt","inadequately","16","","",""
"No","2015","Saxony-Anhalt","general elemantary","64","0.969977542432476","0.929116010076074","1.01083907478888"
"No","2015","Saxony-Anhalt","middle vocational","455","0.986116726782798","0.975481868363564","0.996751585202032"
"No","2015","Saxony-Anhalt","vocational + Abi","35","1","1","1"
"No","2015","Saxony-Anhalt","higher vocational","63","0.939744824419737","0.881896129964982","0.997593518874492"
"No","2015","Saxony-Anhalt","higher education","202","0.910830530019391","0.872558176324155","0.949102883714627"
"No","2015","Thuringia","in school","8","","",""
"No","2015","Thuringia","inadequately","5","","",""
"No","2015","Thuringia","general elemantary","48","0.950762336285224","0.891955052200929","1.00956962036952"
"No","2015","Thuringia","middle vocational","513","0.951621991126001","0.933372235213244","0.969871747038759"
"No","2015","Thuringia","vocational + Abi","33","0.938752535804963","0.861490375563551","1.01601469604638"
"No","2015","Thuringia","higher vocational","63","0.844573807152729","0.759085945412053","0.930061668893405"
"No","2015","Thuringia","higher education","204","0.973099962734941","0.95111267841689","0.995087247052992"
"Yes","2016","Schleswig-Holstein","in school","","","",""
"Yes","2016","Schleswig-Holstein","inadequately","1","","",""
"Yes","2016","Schleswig-Holstein","general elemantary","3","","",""
"Yes","2016","Schleswig-Holstein","middle vocational","16","","",""
"Yes","2016","Schleswig-Holstein","vocational + Abi","1","","",""
"Yes","2016","Schleswig-Holstein","higher vocational","","","",""
"Yes","2016","Schleswig-Holstein","higher education","8","","",""
"Yes","2016","Hamburg","in school","1","","",""
"Yes","2016","Hamburg","inadequately","","","",""
"Yes","2016","Hamburg","general elemantary","1","","",""
"Yes","2016","Hamburg","middle vocational","4","","",""
"Yes","2016","Hamburg","vocational + Abi","2","","",""
"Yes","2016","Hamburg","higher vocational","","","",""
"Yes","2016","Hamburg","higher education","9","","",""
"Yes","2016","Lower Saxony","in school","3","","",""
"Yes","2016","Lower Saxony","inadequately","2","","",""
"Yes","2016","Lower Saxony","general elemantary","19","","",""
"Yes","2016","Lower Saxony","middle vocational","38","0.03169834191055","0.0213262483772003","0.0420704354438997"
"Yes","2016","Lower Saxony","vocational + Abi","18","","",""
"Yes","2016","Lower Saxony","higher vocational","5","","",""
"Yes","2016","Lower Saxony","higher education","21","","",""
"Yes","2016","Bremen","in school","","","",""
"Yes","2016","Bremen","inadequately","","","",""
"Yes","2016","Bremen","general elemantary","","","",""
"Yes","2016","Bremen","middle vocational","","","",""
"Yes","2016","Bremen","vocational + Abi","1","","",""
"Yes","2016","Bremen","higher vocational","","","",""
"Yes","2016","Bremen","higher education","1","","",""
"Yes","2016","North Rhine-Westphalia","in school","1","","",""
"Yes","2016","North Rhine-Westphalia","inadequately","4","","",""
"Yes","2016","North Rhine-Westphalia","general elemantary","26","","",""
"Yes","2016","North Rhine-Westphalia","middle vocational","64","0.0210639953501558","0.0150208110242064","0.0271071796761052"
"Yes","2016","North Rhine-Westphalia","vocational + Abi","19","","",""
"Yes","2016","North Rhine-Westphalia","higher vocational","3","","",""
"Yes","2016","North Rhine-Westphalia","higher education","37","0.0403325374893491","0.0285663948608839","0.0520986801178143"
"Yes","2016","Hesse","in school","1","","",""
"Yes","2016","Hesse","inadequately","1","","",""
"Yes","2016","Hesse","general elemantary","8","","",""
"Yes","2016","Hesse","middle vocational","22","","",""
"Yes","2016","Hesse","vocational + Abi","4","","",""
"Yes","2016","Hesse","higher vocational","3","","",""
"Yes","2016","Hesse","higher education","18","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","in school","","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","inadequately","3","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","general elemantary","2","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","middle vocational","10","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","vocational + Abi","4","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","higher vocational","2","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","higher education","8","","",""
"Yes","2016","Baden-Württemberg","in school","1","","",""
"Yes","2016","Baden-Württemberg","inadequately","2","","",""
"Yes","2016","Baden-Württemberg","general elemantary","8","","",""
"Yes","2016","Baden-Württemberg","middle vocational","55","0.0489141254640863","0.0367055353865523","0.0611227155416203"
"Yes","2016","Baden-Württemberg","vocational + Abi","6","","",""
"Yes","2016","Baden-Württemberg","higher vocational","8","","",""
"Yes","2016","Baden-Württemberg","higher education","39","0.0561558019153549","0.0398522895133986","0.0724593143173111"
"Yes","2016","Bavaria","in school","1","","",""
"Yes","2016","Bavaria","inadequately","1","","",""
"Yes","2016","Bavaria","general elemantary","10","","",""
"Yes","2016","Bavaria","middle vocational","64","0.0351754514257553","0.0268368835684242","0.0435140192830863"
"Yes","2016","Bavaria","vocational + Abi","12","","",""
"Yes","2016","Bavaria","higher vocational","7","","",""
"Yes","2016","Bavaria","higher education","37","0.0304124179469363","0.0192981101307084","0.0415267257631643"
"Yes","2016","Berlin","in school","1","","",""
"Yes","2016","Berlin","inadequately","","","",""
"Yes","2016","Berlin","general elemantary","5","","",""
"Yes","2016","Berlin","middle vocational","14","","",""
"Yes","2016","Berlin","vocational + Abi","2","","",""
"Yes","2016","Berlin","higher vocational","","","",""
"Yes","2016","Berlin","higher education","12","","",""
"Yes","2016","Brandenburg","in school","","","",""
"Yes","2016","Brandenburg","inadequately","","","",""
"Yes","2016","Brandenburg","general elemantary","1","","",""
"Yes","2016","Brandenburg","middle vocational","14","","",""
"Yes","2016","Brandenburg","vocational + Abi","","","",""
"Yes","2016","Brandenburg","higher vocational","2","","",""
"Yes","2016","Brandenburg","higher education","9","","",""
"Yes","2016","Mecklenburg-Western Pomerania","in school","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","inadequately","1","","",""
"Yes","2016","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","middle vocational","11","","",""
"Yes","2016","Mecklenburg-Western Pomerania","vocational + Abi","2","","",""
"Yes","2016","Mecklenburg-Western Pomerania","higher vocational","1","","",""
"Yes","2016","Mecklenburg-Western Pomerania","higher education","7","","",""
"Yes","2016","Saxony","in school","1","","",""
"Yes","2016","Saxony","inadequately","","","",""
"Yes","2016","Saxony","general elemantary","2","","",""
"Yes","2016","Saxony","middle vocational","44","0.0588900978120502","0.0420078955387833","0.0757723000853171"
"Yes","2016","Saxony","vocational + Abi","6","","",""
"Yes","2016","Saxony","higher vocational","9","","",""
"Yes","2016","Saxony","higher education","20","","",""
"Yes","2016","Saxony-Anhalt","in school","1","","",""
"Yes","2016","Saxony-Anhalt","inadequately","","","",""
"Yes","2016","Saxony-Anhalt","general elemantary","3","","",""
"Yes","2016","Saxony-Anhalt","middle vocational","15","","",""
"Yes","2016","Saxony-Anhalt","vocational + Abi","1","","",""
"Yes","2016","Saxony-Anhalt","higher vocational","2","","",""
"Yes","2016","Saxony-Anhalt","higher education","18","","",""
"Yes","2016","Thuringia","in school","1","","",""
"Yes","2016","Thuringia","inadequately","","","",""
"Yes","2016","Thuringia","general elemantary","","","",""
"Yes","2016","Thuringia","middle vocational","22","","",""
"Yes","2016","Thuringia","vocational + Abi","3","","",""
"Yes","2016","Thuringia","higher vocational","4","","",""
"Yes","2016","Thuringia","higher education","11","","",""
"No","2016","Schleswig-Holstein","in school","12","","",""
"No","2016","Schleswig-Holstein","inadequately","16","","",""
"No","2016","Schleswig-Holstein","general elemantary","102","0.952757805272913","0.912178021195667","0.993337589350159"
"No","2016","Schleswig-Holstein","middle vocational","366","0.95026180960565","0.928460477153462","0.972063142057839"
"No","2016","Schleswig-Holstein","vocational + Abi","74","0.967610441705461","0.927544971385658","1.00767591202526"
"No","2016","Schleswig-Holstein","higher vocational","49","1","1","1"
"No","2016","Schleswig-Holstein","higher education","146","0.928315055467878","0.887572393160646","0.969057717775109"
"No","2016","Hamburg","in school","7","","",""
"No","2016","Hamburg","inadequately","4","","",""
"No","2016","Hamburg","general elemantary","35","0.967850618425505","0.910228752419494","1.02547248443152"
"No","2016","Hamburg","middle vocational","145","0.96295775989432","0.932632313903774","0.993283205884867"
"No","2016","Hamburg","vocational + Abi","41","0.885180670536697","0.789892864574946","0.980468476498448"
"No","2016","Hamburg","higher vocational","20","","",""
"No","2016","Hamburg","higher education","143","0.946354867029847","0.910535453563605","0.982174280496088"
"No","2016","Lower Saxony","in school","28","","",""
"No","2016","Lower Saxony","inadequately","58","0.99393366829118","0.974285854033522","1.01358148254884"
"No","2016","Lower Saxony","general elemantary","283","0.953219913696623","0.929403756828102","0.977036070565144"
"No","2016","Lower Saxony","middle vocational","1058","0.96830165808945","0.9579295645561","0.9786737516228"
"No","2016","Lower Saxony","vocational + Abi","185","0.924316152794517","0.887932027088627","0.960700278500407"
"No","2016","Lower Saxony","higher vocational","103","0.95837610137038","0.920707839709753","0.996044363031007"
"No","2016","Lower Saxony","higher education","480","0.968062905824073","0.952666167912033","0.983459643736113"
"No","2016","Bremen","in school","4","","",""
"No","2016","Bremen","inadequately","10","","",""
"No","2016","Bremen","general elemantary","19","","",""
"No","2016","Bremen","middle vocational","69","1","1","1"
"No","2016","Bremen","vocational + Abi","16","","",""
"No","2016","Bremen","higher vocational","3","","",""
"No","2016","Bremen","higher education","38","0.996648315297239","0.978509106721375","1.0147875238731"
"No","2016","North Rhine-Westphalia","in school","88","0.999600404924764","0.995448223101074","1.00375258674845"
"No","2016","North Rhine-Westphalia","inadequately","136","0.983222515948718","0.961947328352732","1.0044977035447"
"No","2016","North Rhine-Westphalia","general elemantary","600","0.982435175742034","0.972144715933441","0.992725635550626"
"No","2016","North Rhine-Westphalia","middle vocational","2105","0.978936004649844","0.972892820323895","0.984979188975794"
"No","2016","North Rhine-Westphalia","vocational + Abi","545","0.95851513647074","0.94205805346458","0.974972219476901"
"No","2016","North Rhine-Westphalia","higher vocational","243","0.997159062492873","0.990507960647537","1.00381016433821"
"No","2016","North Rhine-Westphalia","higher education","1037","0.959667462510651","0.947901319882186","0.971433605139116"
"No","2016","Hesse","in school","23","","",""
"No","2016","Hesse","inadequately","26","","",""
"No","2016","Hesse","general elemantary","165","0.9442598331064","0.910073310304241","0.978446355908558"
"No","2016","Hesse","middle vocational","639","0.964155660934599","0.949983658200502","0.978327663668697"
"No","2016","Hesse","vocational + Abi","142","0.983206931217612","0.962363982389927","1.0040498800453"
"No","2016","Hesse","higher vocational","70","0.948748627936527","0.898164415858217","0.999332840014838"
"No","2016","Hesse","higher education","456","0.96193420937935","0.944707630688187","0.979160788070514"
"No","2016","Rhineland-Palatinate,Saarland","in school","23","","",""
"No","2016","Rhineland-Palatinate,Saarland","inadequately","18","","",""
"No","2016","Rhineland-Palatinate,Saarland","general elemantary","240","0.998919924964771","0.994781522634563","1.00305832729498"
"No","2016","Rhineland-Palatinate,Saarland","middle vocational","666","0.983998176365017","0.974538927978503","0.993457424751531"
"No","2016","Rhineland-Palatinate,Saarland","vocational + Abi","116","0.844483653905508","0.779643936446782","0.909323371364235"
"No","2016","Rhineland-Palatinate,Saarland","higher vocational","86","0.992037323417345","0.973467819611347","1.01060682722334"
"No","2016","Rhineland-Palatinate,Saarland","higher education","265","0.990148588017864","0.978432943261011","1.00186423277472"
"No","2016","Baden-Württemberg","in school","36","0.999847696928209","0.99587149450526","1.00382389935116"
"No","2016","Baden-Württemberg","inadequately","23","","",""
"No","2016","Baden-Württemberg","general elemantary","316","0.9928964381383","0.983751818508361","1.00204105776824"
"No","2016","Baden-Württemberg","middle vocational","1144","0.951085874535914","0.93887728445838","0.963294464613448"
"No","2016","Baden-Württemberg","vocational + Abi","246","0.971980856801776","0.951605552582925","0.992356161020627"
"No","2016","Baden-Württemberg","higher vocational","167","0.971995594532163","0.947551475297698","0.996439713766629"
"No","2016","Baden-Württemberg","higher education","727","0.943844198084645","0.927540685682689","0.960147710486601"
"No","2016","Bavaria","in school","46","0.955193269733034","0.896048490462573","1.01433804900349"
"No","2016","Bavaria","inadequately","43","0.987439929042587","0.954534076923365","1.02034578116181"
"No","2016","Bavaria","general elemantary","380","0.978643428018178","0.964295347624276","0.99299150841208"
"No","2016","Bavaria","middle vocational","1811","0.964824548574245","0.956485980716914","0.973163116431576"
"No","2016","Bavaria","vocational + Abi","286","0.965638165028084","0.944956507422781","0.986319822633388"
"No","2016","Bavaria","higher vocational","237","0.978224932110536","0.959912235498619","0.996537628722453"
"No","2016","Bavaria","higher education","880","0.969587582053064","0.958473274236836","0.980701889869292"
"No","2016","Berlin","in school","13","","",""
"No","2016","Berlin","inadequately","14","","",""
"No","2016","Berlin","general elemantary","53","0.954093666021063","0.900233720900737","1.00795361114139"
"No","2016","Berlin","middle vocational","312","0.940708388168397","0.915071611054935","0.966345165281859"
"No","2016","Berlin","vocational + Abi","60","0.982411109163001","0.949690746738104","1.0151314715879"
