"ple0160","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2002","Couple + C. LE 16 ","higher vocational","25","","","","1"
"Yes","2002","Couple + C. LE 16 ","higher education","47","0.0554698625074186","0.0386921972725105","0.0722475277423266","1"
"Yes","2002","Couple + C. GT 16 ","in school","8","","","","1"
"Yes","2002","Couple + C. GT 16 ","inadequately","1","","","","1"
"Yes","2002","Couple + C. GT 16 ","general elemantary","33","0.052971014981561","0.0339027605061651","0.0720392694569569","1"
"Yes","2002","Couple + C. GT 16 ","middle vocational","91","0.0441998689970325","0.0344806684117753","0.0539190695822897","1"
"Yes","2002","Couple + C. GT 16 ","vocational + Abi","19","","","","1"
"Yes","2002","Couple + C. GT 16 ","higher vocational","7","","","","1"
"Yes","2002","Couple + C. GT 16 ","higher education","21","","","","1"
"Yes","2002","Couple + C. LE and GT 16","in school","7","","","","1"
"Yes","2002","Couple + C. LE and GT 16","inadequately","2","","","","1"
"Yes","2002","Couple + C. LE and GT 16","general elemantary","15","","","","1"
"Yes","2002","Couple + C. LE and GT 16","middle vocational","39","0.0638323430454247","0.045825869320145","0.0818388167707045","1"
"Yes","2002","Couple + C. LE and GT 16","vocational + Abi","6","","","","1"
"Yes","2002","Couple + C. LE and GT 16","higher vocational","3","","","","1"
"Yes","2002","Couple + C. LE and GT 16","higher education","11","","","","1"
"No","2003","(Married) couple without C. ","higher vocational","476","0.969363043479822","0.954196965240874","0.98452912171877","2"
"No","2003","(Married) couple without C. ","higher education","989","0.935776069447116","0.921004056991532","0.9505480819027","2"
"No","2003","(Married) couple without C. ","vocational + Abi","269","0.91294758112929","0.880993536343887","0.944901625914693","2"
"No","2003","Couple + C. GT 16 ","in school","223","0.9372582610742","0.90625395082809","0.968262571320311","2"
"No","2003","Couple + C. GT 16 ","inadequately","57","0.996591623858909","0.981592480057445","1.01159076766037","2"
"No","2003","Couple + C. GT 16 ","general elemantary","476","0.929046461592511","0.906741835574887","0.951351087610135","2"
"No","2003","Couple + C. GT 16 ","middle vocational","1566","0.941583428090919","0.930365305546879","0.952801550634959","2"
"No","2003","Couple + C. GT 16 ","vocational + Abi","142","0.981310727835923","0.959418553838327","1.00320290183352","2"
"No","2003","1-pers.-HH","inadequately","23","","","","2"
"No","2003","1-pers.-HH","general elemantary","416","0.984122841575951","0.972196618988461","0.996049064163441","2"
"No","2003","1-pers.-HH","middle vocational","1376","0.967583930107505","0.958385417671492","0.976782442543518","2"
"No","2003","1-pers.-HH","vocational + Abi","146","0.968417229423748","0.940795930551431","0.996038528296066","2"
"No","2003","(Married) couple without C. ","middle vocational","3320","0.961065858654786","0.954627866814091","0.96750385049548","2"
"No","2003","Couple + C. GT 16 ","higher vocational","189","0.905200502654826","0.864602141401137","0.945798863908514","2"
"No","2003","Couple + C. LE and GT 16","middle vocational","615","0.920832660171887","0.900433892005853","0.941231428337922","2"
"No","2003","Couple + C. LE and GT 16","vocational + Abi","52","0.968954813307159","0.924319047078379","1.01359057953594","2"
"No","2003","Couple + C. LE and GT 16","higher vocational","82","0.871398871320205","0.803363070131656","0.939434672508754","2"
"No","2003","Couple + C. LE and GT 16","higher education","162","0.89948239833372","0.855797654782624","0.943167141884817","2"
"No","2003","1-pers.-HH","in school","4","","","","2"
"No","2003","1-pers.-HH","higher vocational","187","0.986493483349646","0.970166112160961","1.00282085453833","2"
"No","2003","1-pers.-HH","higher education","324","0.945001865467969","0.920840284372888","0.96916344656305","2"
"No","2003","(Married) couple without C. ","in school","1","","","","2"
"No","2003","(Married) couple without C. ","inadequately","66","0.958970073306077","0.911473356813836","1.00646678979832","2"
"No","2003","(Married) couple without C. ","general elemantary","727","0.986741796853286","0.97850642746156","0.994977166245011","2"
"No","2003","Single parent ","in school","51","0.908274394603873","0.833991653169935","0.982557136037811","2"
"No","2003","Single parent ","inadequately","23","","","","2"
"No","2003","Single parent ","general elemantary","210","0.91395354734101","0.877229323258401","0.950677771423618","2"
"No","2003","Single parent ","middle vocational","472","0.931255111152712","0.909230986669249","0.953279235636175","2"
"No","2003","Single parent ","vocational + Abi","42","1","1","1","2"
"No","2003","Single parent ","higher vocational","39","0.878638103540179","0.783229392658857","0.974046814421501","2"
"No","2003","Single parent ","higher education","76","0.846101216876005","0.769835805327804","0.922366628424206","2"
"No","2003","Couple + C. LE 16 ","in school","","","","","2"
"No","2003","Couple + C. LE 16 ","inadequately","35","0.973841850766659","0.922414405252709","1.02526929628061","2"
"No","2003","Couple + C. LE 16 ","general elemantary","306","0.977900225719056","0.961691616869042","0.99410883456907","2"
"No","2003","Couple + C. LE 16 ","middle vocational","1813","0.924577690559072","0.912916669057258","0.936238712060886","2"
"No","2003","Couple + C. LE 16 ","vocational + Abi","277","0.906840424926011","0.874220920650991","0.939459929201032","2"
"No","2003","Couple + C. LE 16 ","higher vocational","346","0.942495518261901","0.918774259954057","0.966216776569745","2"
"No","2003","Couple + C. LE 16 ","higher education","574","0.900596478852755","0.877195486442221","0.923997471263289","2"
"No","2003","Couple + C. GT 16 ","higher education","393","0.95801145651871","0.93883032592992","0.977192587107499","2"
"No","2003","Couple + C. LE and GT 16","in school","167","0.934136146844253","0.898393156590528","0.969879137097978","2"
"No","2003","Couple + C. LE and GT 16","inadequately","23","","","","2"
"No","2003","Couple + C. LE and GT 16","general elemantary","266","0.933494042406001","0.904667457562473","0.962320627249529","2"
"Yes","2003","1-pers.-HH","in school","","","","","1"
"Yes","2003","1-pers.-HH","inadequately","","","","","1"
"Yes","2003","1-pers.-HH","general elemantary","6","","","","1"
"Yes","2003","1-pers.-HH","middle vocational","48","0.0324160698924952","0.0232175574564824","0.041614582328508","1"
"Yes","2003","1-pers.-HH","vocational + Abi","8","","","","1"
"Yes","2003","1-pers.-HH","higher vocational","5","","","","1"
"Yes","2003","1-pers.-HH","higher education","18","","","","1"
"Yes","2003","(Married) couple without C. ","in school","1","","","","1"
"Yes","2003","(Married) couple without C. ","inadequately","1","","","","1"
"Yes","2003","(Married) couple without C. ","general elemantary","14","","","","1"
"Yes","2003","(Married) couple without C. ","middle vocational","148","0.0389341413452144","0.0324961495045201","0.0453721331859088","1"
"Yes","2003","(Married) couple without C. ","vocational + Abi","30","0.08705241887071","0.0550983740853075","0.119006463656112","1"
"Yes","2003","(Married) couple without C. ","higher vocational","20","","","","1"
"Yes","2003","(Married) couple without C. ","higher education","69","0.0642239305528843","0.0494519180973003","0.0789959430084683","1"
"Yes","2003","Single parent ","in school","7","","","","1"
"Yes","2003","Single parent ","inadequately","1","","","","1"
"Yes","2003","Single parent ","general elemantary","14","","","","1"
"Yes","2003","Single parent ","middle vocational","35","0.0687448888472884","0.0467207643638254","0.0907690133307515","1"
"Yes","2003","Single parent ","vocational + Abi","","","","","1"
"Yes","2003","Single parent ","higher vocational","6","","","","1"
"Yes","2003","Single parent ","higher education","10","","","","1"
"Yes","2003","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2003","Couple + C. LE 16 ","inadequately","2","","","","1"
"Yes","2003","Couple + C. LE 16 ","general elemantary","10","","","","1"
"Yes","2003","Couple + C. LE 16 ","middle vocational","157","0.075422309440928","0.0637612879391144","0.0870833309427416","1"
"Yes","2003","Couple + C. LE 16 ","vocational + Abi","28","","","","1"
"Yes","2003","Couple + C. LE 16 ","higher vocational","24","","","","1"
"Yes","2003","Couple + C. LE 16 ","higher education","54","0.0994035211472448","0.0760025287367109","0.122804513557779","1"
"Yes","2003","Couple + C. GT 16 ","in school","12","","","","1"
"Yes","2003","Couple + C. GT 16 ","inadequately","1","","","","1"
"Yes","2003","Couple + C. GT 16 ","general elemantary","33","0.0709535384074889","0.0486489123898649","0.093258164425113","1"
"Yes","2003","Couple + C. GT 16 ","middle vocational","113","0.058416571909081","0.047198449365041","0.0696346944531211","1"
"Yes","2003","Couple + C. GT 16 ","vocational + Abi","5","","","","1"
"Yes","2003","Couple + C. GT 16 ","higher vocational","11","","","","1"
"Yes","2003","Couple + C. GT 16 ","higher education","27","","","","1"
"Yes","2003","Couple + C. LE and GT 16","in school","18","","","","1"
"Yes","2003","Couple + C. LE and GT 16","inadequately","","","","","1"
"Yes","2003","Couple + C. LE and GT 16","general elemantary","21","","","","1"
"Yes","2003","Couple + C. LE and GT 16","middle vocational","58","0.0791673398281124","0.0587685716620783","0.0995661079941466","1"
"Yes","2003","Couple + C. LE and GT 16","vocational + Abi","6","","","","1"
"Yes","2003","Couple + C. LE and GT 16","higher vocational","11","","","","1"
"Yes","2003","Couple + C. LE and GT 16","higher education","20","","","","1"
"No","2004","1-pers.-HH","inadequately","17","","","","2"
"No","2004","(Married) couple without C. ","middle vocational","3643","0.955677666256527","0.949158794519704","0.962196537993349","2"
"No","2004","(Married) couple without C. ","vocational + Abi","307","0.903997502175981","0.872866453437869","0.935128550914093","2"
"No","2004","(Married) couple without C. ","higher vocational","550","0.944169431470755","0.925516478654915","0.962822384286596","2"
"No","2004","(Married) couple without C. ","higher education","1546","0.942968533826872","0.931809392783801","0.954127674869944","2"
"No","2004","Couple + C. GT 16 ","in school","263","0.983020789563976","0.967751394177358","0.998290184950594","2"
"No","2004","Couple + C. GT 16 ","inadequately","63","0.984517890753683","0.954270704949573","1.01476507655779","2"
"No","2004","Couple + C. GT 16 ","general elemantary","445","0.932922328304889","0.91056667909336","0.955277977516417","2"
"No","2004","Couple + C. GT 16 ","middle vocational","1755","0.937507410638695","0.926580584613692","0.948434236663699","2"
"No","2004","Couple + C. GT 16 ","vocational + Abi","178","0.961144166611104","0.933665625472724","0.988622707749483","2"
"No","2004","1-pers.-HH","general elemantary","420","0.980743590236904","0.967754484209527","0.993732696264282","2"
"No","2004","1-pers.-HH","middle vocational","1466","0.960534747893793","0.950756475748022","0.970313020039563","2"
"No","2004","1-pers.-HH","vocational + Abi","146","0.90285095391839","0.85766188222658","0.948040025610201","2"
"No","2004","1-pers.-HH","in school","3","","","","2"
"No","2004","1-pers.-HH","higher vocational","192","0.957668223482671","0.92983324766814","0.985503199297202","2"
"No","2004","1-pers.-HH","higher education","512","0.945721291984096","0.92669973011605","0.964742853852142","2"
"No","2004","(Married) couple without C. ","in school","1","","","","2"
"No","2004","(Married) couple without C. ","inadequately","62","0.990062313496839","0.965568763918006","1.01455586307567","2"
"No","2004","(Married) couple without C. ","general elemantary","726","0.969628651667992","0.957355308458195","0.981901994877788","2"
"No","2004","Couple + C. GT 16 ","higher vocational","217","0.943480812752455","0.913506781363094","0.973454844141817","2"
"No","2004","Couple + C. LE and GT 16","middle vocational","661","0.936771820004051","0.918832307651337","0.954711332356765","2"
"No","2004","Couple + C. LE and GT 16","vocational + Abi","58","0.902252752507061","0.828331618194939","0.976173886819182","2"
"No","2004","Couple + C. LE and GT 16","higher vocational","103","0.932483673275915","0.886220662757642","0.978746683794188","2"
"No","2004","Couple + C. LE and GT 16","higher education","262","0.93032032373513","0.900498212086641","0.960142435383619","2"
"No","2004","Single parent ","in school","70","0.883788841138981","0.812207323588381","0.955370358689581","2"
"No","2004","Single parent ","inadequately","18","","","","2"
"No","2004","Single parent ","general elemantary","215","0.937595114215964","0.906197428956093","0.968992799475835","2"
"No","2004","Single parent ","middle vocational","488","0.92617215427754","0.903846780369962","0.948497528185118","2"
"No","2004","Single parent ","vocational + Abi","40","0.936795502945683","0.865700639782643","1.00789036610872","2"
"No","2004","Single parent ","higher vocational","44","0.889674469182385","0.802835098873137","0.976513839491633","2"
"No","2004","Single parent ","higher education","103","0.890138746929055","0.832734134063805","0.947543359794306","2"
"No","2004","Couple + C. LE 16 ","in school","","","","","2"
"No","2004","Couple + C. LE 16 ","inadequately","33","0.982768521118913","0.939026834263926","1.0265102079739","2"
"No","2004","Couple + C. LE 16 ","general elemantary","287","0.958827959635683","0.93652976453142","0.981126154739946","2"
"No","2004","Couple + C. LE 16 ","middle vocational","1834","0.915301190107119","0.903134995181929","0.927467385032309","2"
"No","2004","Couple + C. LE 16 ","vocational + Abi","301","0.868759971749092","0.832273388103053","0.90524655539513","2"
"No","2004","Couple + C. LE 16 ","higher vocational","393","0.939180965262932","0.916591379568329","0.961770550957536","2"
"No","2004","Couple + C. LE 16 ","higher education","863","0.941536627589091","0.926441574508424","0.956631680669758","2"
"No","2004","Couple + C. GT 16 ","higher education","634","0.942118476957318","0.924528045479287","0.959708908435348","2"
"No","2004","Couple + C. LE and GT 16","in school","246","0.938483760401318","0.90944497230013","0.967522548502505","2"
"No","2004","Couple + C. LE and GT 16","inadequately","27","","","","2"
"No","2004","Couple + C. LE and GT 16","general elemantary","243","0.933188139054865","0.902895352364635","0.963480925745095","2"
"Yes","2004","1-pers.-HH","in school","","","","","1"
"Yes","2004","1-pers.-HH","inadequately","2","","","","1"
"Yes","2004","1-pers.-HH","general elemantary","10","","","","1"
"Yes","2004","1-pers.-HH","middle vocational","57","0.0394652521062074","0.0296869799604371","0.0492435242519777","1"
"Yes","2004","1-pers.-HH","vocational + Abi","19","","","","1"
"Yes","2004","1-pers.-HH","higher vocational","9","","","","1"
"Yes","2004","1-pers.-HH","higher education","33","0.0542787080159042","0.0352571461478581","0.0733002698839502","1"
"Yes","2004","(Married) couple without C. ","in school","1","","","","1"
"Yes","2004","(Married) couple without C. ","inadequately","1","","","","1"
"Yes","2004","(Married) couple without C. ","general elemantary","25","","","","1"
"Yes","2004","(Married) couple without C. ","middle vocational","186","0.0443223337434734","0.0378034620066506","0.0508412054802963","1"
"Yes","2004","(Married) couple without C. ","vocational + Abi","37","0.096002497824019","0.0648714490859067","0.127133546562131","1"
"Yes","2004","(Married) couple without C. ","higher vocational","32","0.0558305685292447","0.0371776157134041","0.0744835213450854","1"
"Yes","2004","(Married) couple without C. ","higher education","113","0.057031466173128","0.0458723251300565","0.0681906072161995","1"
"Yes","2004","Single parent ","in school","7","","","","1"
"Yes","2004","Single parent ","inadequately","1","","","","1"
"Yes","2004","Single parent ","general elemantary","13","","","","1"
"Yes","2004","Single parent ","middle vocational","39","0.0738278457224598","0.0515024718148814","0.0961532196300382","1"
"Yes","2004","Single parent ","vocational + Abi","5","","","","1"
"Yes","2004","Single parent ","higher vocational","6","","","","1"
"Yes","2004","Single parent ","higher education","11","","","","1"
"Yes","2004","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2004","Couple + C. LE 16 ","inadequately","1","","","","1"
"Yes","2004","Couple + C. LE 16 ","general elemantary","18","","","","1"
"Yes","2004","Couple + C. LE 16 ","middle vocational","178","0.0846988098928808","0.0725326149676907","0.0968650048180708","1"
"Yes","2004","Couple + C. LE 16 ","vocational + Abi","28","","","","1"
"Yes","2004","Couple + C. LE 16 ","higher vocational","37","0.0608190347370675","0.0382294490424639","0.0834086204316711","1"
"Yes","2004","Couple + C. LE 16 ","higher education","65","0.0584633724109093","0.0433683193302424","0.0735584254915762","1"
"Yes","2004","Couple + C. GT 16 ","in school","12","","","","1"
"Yes","2004","Couple + C. GT 16 ","inadequately","1","","","","1"
"Yes","2004","Couple + C. GT 16 ","general elemantary","36","0.0670776716951115","0.0447220224835826","0.0894333209066403","1"
"Yes","2004","Couple + C. GT 16 ","middle vocational","130","0.0624925893613047","0.0515657633363008","0.0734194153863085","1"
"Yes","2004","Couple + C. GT 16 ","vocational + Abi","12","","","","1"
"Yes","2004","Couple + C. GT 16 ","higher vocational","11","","","","1"
"Yes","2004","Couple + C. GT 16 ","higher education","43","0.0578815230426823","0.0402910915646522","0.0754719545207125","1"
"Yes","2004","Couple + C. LE and GT 16","in school","17","","","","1"
"Yes","2004","Couple + C. LE and GT 16","inadequately","4","","","","1"
"Yes","2004","Couple + C. LE and GT 16","general elemantary","18","","","","1"
"Yes","2004","Couple + C. LE and GT 16","middle vocational","46","0.0632281799959492","0.0452886676432354","0.0811676923486631","1"
"Yes","2004","Couple + C. LE and GT 16","vocational + Abi","4","","","","1"
"Yes","2004","Couple + C. LE and GT 16","higher vocational","10","","","","1"
"Yes","2004","Couple + C. LE and GT 16","higher education","18","","","","1"
"No","2005","(Married) couple without C. ","inadequately","55","0.941911618954531","0.883212323728962","1.0006109141801","2"
"No","2005","(Married) couple without C. ","general elemantary","667","0.954536432746311","0.939059978061937","0.970012887430684","2"
"No","2005","(Married) couple without C. ","middle vocational","3483","0.962281246282323","0.956104020181719","0.968458472382927","2"
"No","2005","(Married) couple without C. ","in school","4","","","","2"
"No","2005","1-pers.-HH","inadequately","24","","","","2"
"No","2005","1-pers.-HH","vocational + Abi","163","0.936195096188064","0.900189362250854","0.972200830125273","2"
"No","2005","1-pers.-HH","higher vocational","185","0.950698114647714","0.920311391755094","0.981084837540334","2"
"No","2005","1-pers.-HH","higher education","512","0.949954423447145","0.931781710838371","0.968127136055919","2"
"No","2005","(Married) couple without C. ","vocational + Abi","317","0.914934354662378","0.885623361298393","0.944245348026363","2"
"No","2005","(Married) couple without C. ","higher vocational","534","0.969141429121819","0.954792731756915","0.983490126486724","2"
"No","2005","(Married) couple without C. ","higher education","1570","0.940829788244129","0.929445307931774","0.952214268556484","2"
"No","2005","1-pers.-HH","general elemantary","416","0.966771485366787","0.949870049651338","0.983672921082235","2"
"No","2005","1-pers.-HH","middle vocational","1450","0.957627509846481","0.947494172386315","0.967760847306646","2"
"No","2005","1-pers.-HH","in school","3","","","","2"
"No","2005","Couple + C. GT 16 ","in school","259","0.981790023306725","0.965751792371512","0.997828254241938","2"
"No","2005","Couple + C. GT 16 ","inadequately","49","1","1","1","2"
"No","2005","Couple + C. GT 16 ","general elemantary","389","0.941393752997532","0.918956759881652","0.963830746113412","2"
"No","2005","Couple + C. GT 16 ","middle vocational","1661","0.940991908489483","0.929992466246084","0.951991350732882","2"
"No","2005","Couple + C. GT 16 ","vocational + Abi","162","0.919170505991789","0.87843558879519","0.959905423188388","2"
"No","2005","Couple + C. LE and GT 16","middle vocational","600","0.922225743160386","0.901652907720186","0.942798578600585","2"
"No","2005","Couple + C. LE and GT 16","vocational + Abi","55","0.968861761339329","0.92337007806024","1.01435344461842","2"
"No","2005","Couple + C. LE and GT 16","higher vocational","96","0.961703914953646","0.924642042242983","0.99876578766431","2"
"No","2005","Couple + C. LE and GT 16","higher education","272","0.965605058618844","0.944557637037689","0.9866524802","2"
"No","2005","Couple + C. GT 16 ","higher vocational","203","0.958115160204311","0.930759212414805","0.985471107993817","2"
"No","2005","Couple + C. GT 16 ","higher education","579","0.934240139965491","0.914745644825407","0.953734635105574","2"
"No","2005","Couple + C. LE and GT 16","in school","240","0.961497587473895","0.937694718765137","0.985300456182653","2"
"No","2005","Couple + C. LE and GT 16","inadequately","27","","","","2"
"No","2005","Couple + C. LE and GT 16","general elemantary","222","0.890501207137968","0.851077134010877","0.92992528026506","2"
"No","2005","Single parent ","in school","96","0.935475831631622","0.887797011588394","0.98315465167485","2"
"No","2005","Single parent ","inadequately","19","","","","2"
"No","2005","Single parent ","general elemantary","194","0.923884968505238","0.887846976062601","0.959922960947875","2"
"No","2005","Single parent ","middle vocational","501","0.941252888868122","0.921233234518031","0.961272543218213","2"
"No","2005","Single parent ","vocational + Abi","37","0.880791771892554","0.781606793398611","0.979976750386497","2"
"No","2005","Single parent ","higher vocational","47","0.93968543170647","0.874347503140955","1.00502336027198","2"
"No","2005","Single parent ","higher education","113","0.971042538016326","0.940527179869376","1.00155789616328","2"
"No","2005","Couple + C. LE 16 ","in school","2","","","","2"
"No","2005","Couple + C. LE 16 ","inadequately","35","1","1","1","2"
"No","2005","Couple + C. LE 16 ","general elemantary","255","0.955309071433121","0.930708506207947","0.979909636658296","2"
"No","2005","Couple + C. LE 16 ","middle vocational","1692","0.932349058375231","0.920801323121716","0.943896793628745","2"
"No","2005","Couple + C. LE 16 ","vocational + Abi","290","0.890413545128308","0.85586278672096","0.924964303535656","2"
"No","2005","Couple + C. LE 16 ","higher vocational","384","0.966210603720531","0.948678092509664","0.983743114931398","2"
"No","2005","Couple + C. LE 16 ","higher education","772","0.914267803014387","0.895209706795058","0.933325899233717","2"
"Yes","2005","1-pers.-HH","in school","","","","","1"
"Yes","2005","1-pers.-HH","inadequately","2","","","","1"
"Yes","2005","1-pers.-HH","general elemantary","16","","","","1"
"Yes","2005","1-pers.-HH","middle vocational","68","0.0423724901535194","0.0322391526933541","0.0525058276136848","1"
"Yes","2005","1-pers.-HH","vocational + Abi","14","","","","1"
"Yes","2005","1-pers.-HH","higher vocational","10","","","","1"
"Yes","2005","1-pers.-HH","higher education","41","0.050045576552855","0.0318728639440807","0.0682182891616294","1"
"Yes","2005","(Married) couple without C. ","in school","","","","","1"
"Yes","2005","(Married) couple without C. ","inadequately","6","","","","1"
"Yes","2005","(Married) couple without C. ","general elemantary","29","","","","1"
"Yes","2005","(Married) couple without C. ","middle vocational","171","0.037718753717677","0.0315415276170731","0.043895979818281","1"
"Yes","2005","(Married) couple without C. ","vocational + Abi","31","0.0850656453376223","0.0557546519736374","0.114376638701607","1"
"Yes","2005","(Married) couple without C. ","higher vocational","24","","","","1"
"Yes","2005","(Married) couple without C. ","higher education","80","0.0591702117558709","0.0477857314435155","0.0705546920682263","1"
"Yes","2005","Single parent ","in school","6","","","","1"
"Yes","2005","Single parent ","inadequately","","","","","1"
"Yes","2005","Single parent ","general elemantary","14","","","","1"
"Yes","2005","Single parent ","middle vocational","29","","","","1"
"Yes","2005","Single parent ","vocational + Abi","4","","","","1"
"Yes","2005","Single parent ","higher vocational","4","","","","1"
"Yes","2005","Single parent ","higher education","3","","","","1"
"Yes","2005","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2005","Couple + C. LE 16 ","inadequately","","","","","1"
"Yes","2005","Couple + C. LE 16 ","general elemantary","16","","","","1"
"Yes","2005","Couple + C. LE 16 ","middle vocational","125","0.0676509416247693","0.056103206371255","0.0791986768782835","1"
"Yes","2005","Couple + C. LE 16 ","vocational + Abi","24","","","","1"
"Yes","2005","Couple + C. LE 16 ","higher vocational","24","","","","1"
"Yes","2005","Couple + C. LE 16 ","higher education","57","0.0857321969856125","0.0666741007662827","0.104790293204942","1"
"Yes","2005","Couple + C. GT 16 ","in school","8","","","","1"
"Yes","2005","Couple + C. GT 16 ","inadequately","","","","","1"
"Yes","2005","Couple + C. GT 16 ","general elemantary","32","0.0586062470024681","0.0361692538865879","0.0810432401183483","1"
"Yes","2005","Couple + C. GT 16 ","middle vocational","102","0.0590080915105173","0.0480086492671182","0.0700075337539163","1"
"Yes","2005","Couple + C. GT 16 ","vocational + Abi","10","","","","1"
"Yes","2005","Couple + C. GT 16 ","higher vocational","3","","","","1"
"Yes","2005","Couple + C. GT 16 ","higher education","42","0.0657598600345092","0.0462653648944257","0.0852543551745928","1"
"Yes","2005","Couple + C. LE and GT 16","in school","11","","","","1"
"Yes","2005","Couple + C. LE and GT 16","inadequately","2","","","","1"
"Yes","2005","Couple + C. LE and GT 16","general elemantary","19","","","","1"
"Yes","2005","Couple + C. LE and GT 16","middle vocational","51","0.0777742568396144","0.0572014213994147","0.0983470922798142","1"
"Yes","2005","Couple + C. LE and GT 16","vocational + Abi","1","","","","1"
"Yes","2005","Couple + C. LE and GT 16","higher vocational","7","","","","1"
"Yes","2005","Couple + C. LE and GT 16","higher education","16","","","","1"
"No","2006","1-pers.-HH","inadequately","29","","","","2"
"No","2006","1-pers.-HH","general elemantary","465","0.965656118561247","0.949465408605637","0.981846828516857","2"
"No","2006","1-pers.-HH","middle vocational","1660","0.968310652756096","0.960010480838245","0.976610824673947","2"
"No","2006","1-pers.-HH","vocational + Abi","178","0.944201203217557","0.911563771037897","0.976838635397217","2"
"No","2006","1-pers.-HH","higher vocational","218","0.967538854917102","0.94443364084619","0.990644068988014","2"
"No","2006","1-pers.-HH","higher education","610","0.963175046373222","0.948618232799516","0.977731859946928","2"
"No","2006","(Married) couple without C. ","in school","5","","","","2"
"No","2006","(Married) couple without C. ","inadequately","67","0.974052871515836","0.936541800670592","1.01156394236108","2"
"No","2006","(Married) couple without C. ","general elemantary","721","0.976256170833043","0.965316131114656","0.987196210551431","2"
"No","2006","(Married) couple without C. ","middle vocational","4007","0.97422276998903","0.969391485075632","0.979054054902428","2"
"No","2006","(Married) couple without C. ","vocational + Abi","341","0.944458931743495","0.920799980244616","0.968117883242374","2"
"No","2006","(Married) couple without C. ","higher vocational","601","0.955637729171612","0.939534172818938","0.971741285524285","2"
"No","2006","(Married) couple without C. ","higher education","1771","0.941322684360633","0.930644945741043","0.952000422980224","2"
"No","2006","Couple + C. LE and GT 16","middle vocational","561","0.924581549462317","0.903574495086044","0.94558860383859","2"
"No","2006","Couple + C. LE and GT 16","vocational + Abi","65","0.955326954733722","0.906225718151266","1.00442819131618","2"
"No","2006","Couple + C. LE and GT 16","higher vocational","92","0.91605463610513","0.861703686350888","0.970405585859372","2"
"No","2006","Couple + C. LE and GT 16","higher education","248","0.957092582837355","0.932268610991724","0.981916554682986","2"
"No","2006","1-pers.-HH","in school","5","","","","2"
"No","2006","Couple + C. GT 16 ","in school","163","0.911069615925526","0.869253955967889","0.952885275883164","2"
"No","2006","Couple + C. GT 16 ","inadequately","46","1","1","1","2"
"No","2006","Couple + C. GT 16 ","general elemantary","413","0.936406832666191","0.913527419157678","0.959286246174703","2"
"No","2006","Couple + C. GT 16 ","middle vocational","1727","0.937171795705057","0.926069392760355","0.948274198649759","2"
"No","2006","Couple + C. GT 16 ","vocational + Abi","152","0.896319746643303","0.850084906272779","0.942554587013828","2"
"No","2006","Couple + C. GT 16 ","higher vocational","202","0.962012730208445","0.936095749939302","0.987929710477588","2"
"No","2006","Couple + C. GT 16 ","higher education","627","0.954461496534082","0.938507674058444","0.97041531900972","2"
"No","2006","Couple + C. LE and GT 16","in school","128","0.956662714339497","0.922315502865692","0.991009925813302","2"
"No","2006","Couple + C. LE and GT 16","inadequately","28","","","","2"
"No","2006","Couple + C. LE and GT 16","general elemantary","207","0.941876072085145","0.911166764861152","0.972585379309138","2"
"No","2006","Single parent ","in school","58","0.995895545635717","0.979581686959","1.01220940431243","2"
"No","2006","Single parent ","inadequately","24","","","","2"
"No","2006","Single parent ","general elemantary","207","0.97308142079858","0.951346455740084","0.994816385857075","2"
"No","2006","Single parent ","middle vocational","562","0.940808358300163","0.921734427431484","0.959882289168841","2"
"No","2006","Single parent ","vocational + Abi","43","0.935845012759735","0.865036356670233","1.00665366884924","2"
"No","2006","Single parent ","higher vocational","47","0.920728568906451","0.848671702802334","0.992785435010569","2"
"No","2006","Single parent ","higher education","139","0.919815698854232","0.876354916046377","0.963276481662087","2"
"No","2006","Couple + C. LE 16 ","in school","","","","","2"
"No","2006","Couple + C. LE 16 ","inadequately","28","","","","2"
"No","2006","Couple + C. LE 16 ","general elemantary","252","0.941524087721513","0.913536180241132","0.969511995201893","2"
"No","2006","Couple + C. LE 16 ","middle vocational","1778","0.930439512048887","0.919012307501509","0.941866716596265","2"
"No","2006","Couple + C. LE 16 ","vocational + Abi","339","0.923595781481712","0.896343598386828","0.950847964576596","2"
"No","2006","Couple + C. LE 16 ","higher vocational","371","0.960795535120403","0.941680119229506","0.979910951011301","2"
"No","2006","Couple + C. LE 16 ","higher education","869","0.933994774638269","0.91799408847689","0.949995460799648","2"
"Yes","2006","1-pers.-HH","in school","","","","","1"
"Yes","2006","1-pers.-HH","inadequately","","","","","1"
"Yes","2006","1-pers.-HH","general elemantary","21","","","","1"
"Yes","2006","1-pers.-HH","middle vocational","51","0.031689347243904","0.0233891753260529","0.039989519161755","1"
"Yes","2006","1-pers.-HH","vocational + Abi","12","","","","1"
"Yes","2006","1-pers.-HH","higher vocational","8","","","","1"
"Yes","2006","1-pers.-HH","higher education","33","0.0368249536267777","0.0222681400530717","0.0513817672004836","1"
"Yes","2006","(Married) couple without C. ","in school","1","","","","1"
"Yes","2006","(Married) couple without C. ","inadequately","2","","","","1"
