"ple0160","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"No","1999","(Married) couple without C. ","direct migration background","561","0.983576568377035","0.973224077665272","0.993929059088799","2"
"No","1999","(Married) couple without C. ","indirect migration background","76","0.886116507806842","0.818182967252775","0.954050048360909","2"
"No","1999","(Married) couple without C. ","no migration background","3325","0.964888194627693","0.958764890067369","0.971011499188018","2"
"No","1999","1-pers.-HH","direct migration background","164","0.977408326186536","0.954871016258282","0.999945636114791","2"
"No","1999","1-pers.-HH","indirect migration background","59","0.971450633074295","0.929658765174618","1.01324250097397","2"
"No","1999","1-pers.-HH","no migration background","1401","0.960598258057213","0.950642790930707","0.970553725183719","2"
"No","1999","Couple + C. GT 16 ","direct migration background","429","0.9862850369568","0.975392988147469","0.997177085766132","2"
"No","1999","Couple + C. GT 16 ","indirect migration background","180","0.9037478469191","0.862137790860878","0.945357902977322","2"
"No","1999","Couple + C. GT 16 ","no migration background","1772","0.952563143401608","0.942933726114395","0.962192560688822","2"
"No","1999","Couple + C. LE 16 ","direct migration background","563","0.969320915628326","0.955310804261177","0.983331026995476","2"
"No","1999","Couple + C. LE 16 ","indirect migration background","92","0.943238457004956","0.897659084735725","0.988817829274187","2"
"No","1999","Couple + C. LE 16 ","no migration background","2175","0.924396955111632","0.9137108197019","0.935083090521364","2"
"No","1999","Couple + C. LE and GT 16","direct migration background","212","0.979455422137812","0.960581629792261","0.998329214483364","2"
"No","1999","Couple + C. LE and GT 16","indirect migration background","94","0.948106665841454","0.904413362361017","0.991799969321892","2"
"No","1999","Couple + C. LE and GT 16","no migration background","795","0.937994430596839","0.921753090310271","0.954235770883406","2"
"No","1999","Single parent ","direct migration background","101","0.985226357987689","0.961927143720023","1.00852557225536","2"
"No","1999","Single parent ","indirect migration background","49","0.917171918267598","0.842258330736625","0.992085505798572","2"
"No","1999","Single parent ","no migration background","528","0.942145454132839","0.922860366505661","0.961430541760017","2"
"Yes","1999","(Married) couple without C. ","direct migration background","18","","","","1"
