"ple0160","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2003","(Married) couple without C. ","(2c_voc) vocational maturity certificate","354","0.92395978222622","0.897551459517633","0.950368104934808"
"No","2003","(Married) couple without C. ","(3a) lower tertiary education","499","0.943187351755303","0.923553795845017","0.96282090766559"
"No","2003","(Married) couple without C. ","(3b) higher tertiary education","490","0.928352064816858","0.906269951159272","0.950434178474444"
"No","2003","Single parent ","(0) in school","51","0.908274394603873","0.833991653169935","0.982557136037811"
"No","2003","Single parent ","(1a) inadequately completed","17","","",""
"No","2003","Single parent ","(1b) general elementary school","155","0.951541515058969","0.918474928133453","0.984608101984486"
"No","2003","Single parent ","(1c) basic vocational qualification","229","0.950472412166341","0.923022825043076","0.977921999289606"
"No","2003","Single parent ","(2b) intermediate general qualification","63","0.827629455511246","0.739148751968585","0.916110159053906"
"No","2003","Single parent ","(2a) intermediate vocational","231","0.917403932492639","0.883683891621084","0.951123973364195"
"No","2003","Single parent ","(2c_gen) general maturity certificate","41","0.839582002327844","0.732356043148369","0.94680796150732"
"No","2003","Single parent ","(2c_voc) vocational maturity certificate","49","0.983828466023342","0.948866295253402","1.01879063679328"
"No","2003","Single parent ","(3a) lower tertiary education","40","0.80448088434639","0.688604666708196","0.920357101984584"
"No","2003","Single parent ","(3b) higher tertiary education","36","0.908826328971383","0.82071508482997","0.996937573112797"
"No","2003","Couple + C. LE 16 ","(0) in school","","","",""
"No","2003","Couple + C. LE 16 ","(1a) inadequately completed","40","0.979798398791506","0.937249854586087","1.02234694299692"
"No","2003","Couple + C. LE 16 ","(1b) general elementary school","246","0.983839088346954","0.968332145101321","0.999346031592586"
"No","2003","Couple + C. LE 16 ","(1c) basic vocational qualification","870","0.948707967708634","0.934515257659213","0.962900677758056"
"No","2003","Couple + C. LE 16 ","(2b) intermediate general qualification","61","0.954947757624185","0.903729378692248","1.00616613655612"
"No","2003","Couple + C. LE 16 ","(2a) intermediate vocational","1126","0.908013084531701","0.891888089382204","0.924138079681199"
"No","2003","Couple + C. LE 16 ","(2c_gen) general maturity certificate","65","0.954851478530934","0.906212017967994","1.00349093909387"
"No","2003","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","364","0.90867003960915","0.880474160243936","0.936865918974364"
"No","2003","Couple + C. LE 16 ","(3a) lower tertiary education","228","0.894327462196379","0.856521474829712","0.932133449563047"
"No","2003","Couple + C. LE 16 ","(3b) higher tertiary education","346","0.905434530421034","0.875778903586838","0.93509015725523"
"No","2003","Couple + C. GT 16 ","(0) in school","223","0.9372582610742","0.90625395082809","0.968262571320311"
"No","2003","Couple + C. GT 16 ","(1a) inadequately completed","47","1","1","1"
"No","2003","Couple + C. GT 16 ","(1b) general elementary school","309","0.962166075598274","0.941228882159452","0.983103269037095"
"No","2003","Couple + C. GT 16 ","(1c) basic vocational qualification","799","0.964804942600079","0.95229873411153","0.977311151088629"
"No","2003","Couple + C. GT 16 ","(2b) intermediate general qualification","182","0.872584597564731","0.827051288060044","0.918117907069417"
"No","2003","Couple + C. GT 16 ","(2a) intermediate vocational","700","0.906366761826001","0.885628111208613","0.927105412443389"
"No","2003","Couple + C. GT 16 ","(2c_gen) general maturity certificate","215","0.905396692572176","0.868674737941006","0.942118647203346"
"No","2003","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","173","0.976621183310486","0.954546922404901","0.998695444216072"
"No","2003","Couple + C. GT 16 ","(3a) lower tertiary education","183","0.945198736572504","0.913656684456119","0.976740788688889"
"No","2003","Couple + C. GT 16 ","(3b) higher tertiary education","210","0.971101572119938","0.94896521320518","0.993237931034696"
"No","2003","Couple + C. LE and GT 16","(0) in school","167","0.934136146844253","0.898393156590528","0.969879137097978"
"No","2003","Couple + C. LE and GT 16","(1a) inadequately completed","22","","",""
"No","2003","Couple + C. LE and GT 16","(1b) general elementary school","169","0.943340459792647","0.909659880128222","0.977021039457073"
"No","2003","Couple + C. LE and GT 16","(1c) basic vocational qualification","290","0.934061879206216","0.906568252662814","0.961555505749618"
"No","2003","Couple + C. LE and GT 16","(2b) intermediate general qualification","101","0.916206853148096","0.864427959494512","0.967985746801679"
"No","2003","Couple + C. LE and GT 16","(2a) intermediate vocational","306","0.903595311199547","0.872314997424199","0.934875624974894"
"No","2003","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","82","0.88592830264856","0.820251035053399","0.95160557024372"
"No","2003","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","63","0.942112391632959","0.887791976758553","0.996432806507364"
"No","2003","Couple + C. LE and GT 16","(3a) lower tertiary education","77","0.88197468107513","0.814564979383638","0.949384382766622"
"No","2003","Couple + C. LE and GT 16","(3b) higher tertiary education","85","0.915833385547093","0.85970761338552","0.971959157708666"
"Yes","2004","1-pers.-HH","(0) in school","","","",""
"Yes","2004","1-pers.-HH","(1a) inadequately completed","2","","",""
"Yes","2004","1-pers.-HH","(1b) general elementary school","7","","",""
"Yes","2004","1-pers.-HH","(1c) basic vocational qualification","19","","",""
"Yes","2004","1-pers.-HH","(2b) intermediate general qualification","3","","",""
"Yes","2004","1-pers.-HH","(2a) intermediate vocational","35","0.0661819463086355","0.0465661289369888","0.0857977636802823"
"Yes","2004","1-pers.-HH","(2c_gen) general maturity certificate","8","","",""
"Yes","2004","1-pers.-HH","(2c_voc) vocational maturity certificate","23","","",""
"Yes","2004","1-pers.-HH","(3a) lower tertiary education","9","","",""
"Yes","2004","1-pers.-HH","(3b) higher tertiary education","24","","",""
"Yes","2004","(Married) couple without C. ","(0) in school","1","","",""
"Yes","2004","(Married) couple without C. ","(1a) inadequately completed","1","","",""
"Yes","2004","(Married) couple without C. ","(1b) general elementary school","13","","",""
"Yes","2004","(Married) couple without C. ","(1c) basic vocational qualification","80","0.0322323190063224","0.0254925962940456","0.0389720417185992"
"Yes","2004","(Married) couple without C. ","(2b) intermediate general qualification","12","","",""
"Yes","2004","(Married) couple without C. ","(2a) intermediate vocational","125","0.0771714467863954","0.0635847832002588","0.0907581103725321"
"Yes","2004","(Married) couple without C. ","(2c_gen) general maturity certificate","10","","",""
"Yes","2004","(Married) couple without C. ","(2c_voc) vocational maturity certificate","39","0.0792806318684506","0.054776639888511","0.10378462384839"
"Yes","2004","(Married) couple without C. ","(3a) lower tertiary education","46","0.0514566742359124","0.0350434873647055","0.0678698611071194"
"Yes","2004","(Married) couple without C. ","(3b) higher tertiary education","67","0.0614906107109007","0.0463180577681887","0.0766631636536128"
"Yes","2004","Single parent ","(0) in school","7","","",""
"Yes","2004","Single parent ","(1a) inadequately completed","1","","",""
"Yes","2004","Single parent ","(1b) general elementary school","6","","",""
"Yes","2004","Single parent ","(1c) basic vocational qualification","16","","",""
"Yes","2004","Single parent ","(2b) intermediate general qualification","7","","",""
"Yes","2004","Single parent ","(2a) intermediate vocational","26","","",""
"Yes","2004","Single parent ","(2c_gen) general maturity certificate","2","","",""
"Yes","2004","Single parent ","(2c_voc) vocational maturity certificate","6","","",""
"Yes","2004","Single parent ","(3a) lower tertiary education","5","","",""
"Yes","2004","Single parent ","(3b) higher tertiary education","6","","",""
"Yes","2004","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2004","Couple + C. LE 16 ","(1a) inadequately completed","1","","",""
"Yes","2004","Couple + C. LE 16 ","(1b) general elementary school","12","","",""
"Yes","2004","Couple + C. LE 16 ","(1c) basic vocational qualification","74","0.0877446670548701","0.069240118542498","0.106249215567242"
"Yes","2004","Couple + C. LE 16 ","(2b) intermediate general qualification","6","","",""
"Yes","2004","Couple + C. LE 16 ","(2a) intermediate vocational","118","0.0795460084507269","0.0649487477597098","0.094143269141744"
"Yes","2004","Couple + C. LE 16 ","(2c_gen) general maturity certificate","5","","",""
"Yes","2004","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","44","0.110843590360549","0.0821858461215236","0.139501334599575"
"Yes","2004","Couple + C. LE 16 ","(3a) lower tertiary education","26","","",""
"Yes","2004","Couple + C. LE 16 ","(3b) higher tertiary education","39","0.0640670179708223","0.0444735145607104","0.0836605213809342"
"Yes","2004","Couple + C. GT 16 ","(0) in school","12","","",""
"Yes","2004","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"Yes","2004","Couple + C. GT 16 ","(1b) general elementary school","11","","",""
"Yes","2004","Couple + C. GT 16 ","(1c) basic vocational qualification","42","0.0428261835488359","0.0294187352813492","0.0562336318163227"
"Yes","2004","Couple + C. GT 16 ","(2b) intermediate general qualification","25","","",""
"Yes","2004","Couple + C. GT 16 ","(2a) intermediate vocational","62","0.0759867364392129","0.058110138749627","0.0938633341287988"
"Yes","2004","Couple + C. GT 16 ","(2c_gen) general maturity certificate","30","0.0888546001121203","0.0579677875353449","0.119741412688896"
"Yes","2004","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","15","","",""
"Yes","2004","Couple + C. GT 16 ","(3a) lower tertiary education","20","","",""
"Yes","2004","Couple + C. GT 16 ","(3b) higher tertiary education","23","","",""
"Yes","2004","Couple + C. LE and GT 16","(0) in school","17","","",""
"Yes","2004","Couple + C. LE and GT 16","(1a) inadequately completed","4","","",""
"Yes","2004","Couple + C. LE and GT 16","(1b) general elementary school","6","","",""
"Yes","2004","Couple + C. LE and GT 16","(1c) basic vocational qualification","20","","",""
"Yes","2004","Couple + C. LE and GT 16","(2b) intermediate general qualification","12","","",""
"Yes","2004","Couple + C. LE and GT 16","(2a) intermediate vocational","28","","",""
"Yes","2004","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","7","","",""
"Yes","2004","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","5","","",""
"Yes","2004","Couple + C. LE and GT 16","(3a) lower tertiary education","6","","",""
"Yes","2004","Couple + C. LE and GT 16","(3b) higher tertiary education","12","","",""
"No","2004","1-pers.-HH","(0) in school","3","","",""
"No","2004","1-pers.-HH","(1a) inadequately completed","24","","",""
"No","2004","1-pers.-HH","(1b) general elementary school","372","0.980735279126882","0.966896883404431","0.994573674849334"
"No","2004","1-pers.-HH","(1c) basic vocational qualification","882","0.979520043800535","0.970271851087992","0.988768236513079"
"No","2004","1-pers.-HH","(2b) intermediate general qualification","49","0.98101464242891","0.943921506198152","1.01810777865967"
"No","2004","1-pers.-HH","(2a) intermediate vocational","582","0.933818053691365","0.914202236319718","0.953433871063011"
"No","2004","1-pers.-HH","(2c_gen) general maturity certificate","126","0.937155486946891","0.896065575934977","0.978245397958804"
"No","2004","1-pers.-HH","(2c_voc) vocational maturity certificate","200","0.918930326790734","0.883106979536538","0.95475367404493"
"No","2004","1-pers.-HH","(3a) lower tertiary education","215","0.943663117083085","0.913468538030324","0.973857696135846"
"No","2004","1-pers.-HH","(3b) higher tertiary education","297","0.947308499699745","0.922867915976979","0.971749083422511"
"No","2004","(Married) couple without C. ","(0) in school","2","","",""
"No","2004","(Married) couple without C. ","(1a) inadequately completed","79","0.992204469514608","0.972932481177506","1.01147645785171"
"No","2004","(Married) couple without C. ","(1b) general elementary school","653","0.976252822740498","0.964689087896646","0.987816557584349"
"No","2004","(Married) couple without C. ","(1c) basic vocational qualification","2558","0.967767680993677","0.961027958281401","0.974507403705954"
"No","2004","(Married) couple without C. ","(2b) intermediate general qualification","77","0.908315325489301","0.848361102013077","0.968269548965525"
"No","2004","(Married) couple without C. ","(2a) intermediate vocational","1357","0.922828553213605","0.909241889627468","0.936415216799741"
"No","2004","(Married) couple without C. ","(2c_gen) general maturity certificate","121","0.9480194492105","0.910005629965743","0.986033268455258"
"No","2004","(Married) couple without C. ","(2c_voc) vocational maturity certificate","428","0.920719368131549","0.89621537615161","0.945223360111489"
"No","2004","(Married) couple without C. ","(3a) lower tertiary education","650","0.948543325764088","0.932130138892881","0.964956512635294"
"No","2004","(Married) couple without C. ","(3b) higher tertiary education","896","0.938509389289099","0.923336836346387","0.953681942231811"
"No","2004","Single parent ","(0) in school","70","0.883788841138981","0.812207323588381","0.955370358689581"
"No","2004","Single parent ","(1a) inadequately completed","15","","",""
"No","2004","Single parent ","(1b) general elementary school","153","0.963935962516024","0.934955134250254","0.992916790781794"
"No","2004","Single parent ","(1c) basic vocational qualification","225","0.924629457405638","0.891300306224586","0.95795860858669"
"No","2004","Single parent ","(2b) intermediate general qualification","67","0.870355503085829","0.793820938753001","0.946890067418657"
"No","2004","Single parent ","(2a) intermediate vocational","235","0.908184578456448","0.873151950647148","0.943217206265748"
"No","2004","Single parent ","(2c_gen) general maturity certificate","58","0.966789839900596","0.921450625652555","1.01212905414864"
"No","2004","Single parent ","(2c_voc) vocational maturity certificate","51","0.943220239092857","0.883142442186119","1.0032980359996"
"No","2004","Single parent ","(3a) lower tertiary education","43","0.928604046587857","0.855762433120402","1.00144566005531"
"No","2004","Single parent ","(3b) higher tertiary education","60","0.848356445869445","0.761824338088854","0.934888553650036"
"No","2004","Couple + C. LE 16 ","(0) in school","","","",""
"No","2004","Couple + C. LE 16 ","(1a) inadequately completed","37","0.986534794881336","0.949889435672575","1.0231801540901"
"No","2004","Couple + C. LE 16 ","(1b) general elementary school","231","0.966814541490762","0.944293397236013","0.98933568574551"
"No","2004","Couple + C. LE 16 ","(1c) basic vocational qualification","824","0.91225533294513","0.893750784432758","0.930759881457502"
"No","2004","Couple + C. LE 16 ","(2b) intermediate general qualification","59","0.931698786576796","0.87037296328096","0.993024609872633"
"No","2004","Couple + C. LE 16 ","(2a) intermediate vocational","1202","0.920453991549273","0.905856730858256","0.93505125224029"
"No","2004","Couple + C. LE 16 ","(2c_gen) general maturity certificate","74","0.955536791292177","0.910084199517142","1.00098938306721"
"No","2004","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","417","0.889156409639451","0.860498665400425","0.917814153878476"
"No","2004","Couple + C. LE 16 ","(3a) lower tertiary education","302","0.9507760387358","0.92736403614934","0.97418804132226"
"No","2004","Couple + C. LE 16 ","(3b) higher tertiary education","561","0.935932982029178","0.916339478619066","0.95552648543929"
"No","2004","Couple + C. GT 16 ","(0) in school","263","0.983020789563976","0.967751394177358","0.998290184950594"
"No","2004","Couple + C. GT 16 ","(1a) inadequately completed","53","0.980632709514893","0.943875813305637","1.01738960572415"
"No","2004","Couple + C. GT 16 ","(1b) general elementary school","285","0.955253834819995","0.931701197685093","0.978806471954898"
"No","2004","Couple + C. GT 16 ","(1c) basic vocational qualification","834","0.957173816451164","0.943766368183677","0.970581264718651"
"No","2004","Couple + C. GT 16 ","(2b) intermediate general qualification","177","0.89797364365263","0.856232880048542","0.939714407256718"
"No","2004","Couple + C. GT 16 ","(2a) intermediate vocational","782","0.924013263560787","0.906136665871201","0.941889861250373"
"No","2004","Couple + C. GT 16 ","(2c_gen) general maturity certificate","296","0.91114539988788","0.880258587311104","0.942032212464655"
"No","2004","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","222","0.964861438836521","0.941419238121021","0.98830363955202"
"No","2004","Couple + C. GT 16 ","(3a) lower tertiary education","245","0.92457782757878","0.892783736796395","0.956371918361165"
"No","2004","Couple + C. GT 16 ","(3b) higher tertiary education","389","0.95590277691366","0.936077833084905","0.975727720742415"
"No","2004","Couple + C. LE and GT 16","(0) in school","247","0.938619783663464","0.909666009217447","0.967573558109481"
"No","2004","Couple + C. LE and GT 16","(1a) inadequately completed","23","","",""
"No","2004","Couple + C. LE and GT 16","(1b) general elementary school","154","0.957138691773895","0.925754695227919","0.988522688319871"
"No","2004","Couple + C. LE and GT 16","(1c) basic vocational qualification","323","0.948557207690949","0.925179869362644","0.971934546019254"
"No","2004","Couple + C. LE and GT 16","(2b) intermediate general qualification","96","0.885947709233627","0.825997284495144","0.945898133972111"
"No","2004","Couple + C. LE and GT 16","(2a) intermediate vocational","323","0.920279930141609","0.891943943212619","0.948615917070598"
"No","2004","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","80","0.909860192067575","0.849682696294015","0.970037687841135"
"No","2004","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","81","0.925605569318474","0.870145289397325","0.981065849239622"
"No","2004","Couple + C. LE and GT 16","(3a) lower tertiary education","101","0.962629722093321","0.926692127982285","0.998567316204358"
"No","2004","Couple + C. LE and GT 16","(3b) higher tertiary education","161","0.903832714175501","0.859900534898581","0.947764893452421"
"Yes","2005","1-pers.-HH","(0) in school","1","","",""
"Yes","2005","1-pers.-HH","(1a) inadequately completed","3","","",""
"Yes","2005","1-pers.-HH","(1b) general elementary school","11","","",""
"Yes","2005","1-pers.-HH","(1c) basic vocational qualification","23","","",""
"Yes","2005","1-pers.-HH","(2b) intermediate general qualification","5","","",""
"Yes","2005","1-pers.-HH","(2a) intermediate vocational","38","0.04786280009749","0.0311798985772975","0.0645457016176826"
"Yes","2005","1-pers.-HH","(2c_gen) general maturity certificate","11","","",""
"Yes","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","17","","",""
"Yes","2005","1-pers.-HH","(3a) lower tertiary education","12","","",""
"Yes","2005","1-pers.-HH","(3b) higher tertiary education","29","","",""
"Yes","2005","(Married) couple without C. ","(0) in school","","","",""
"Yes","2005","(Married) couple without C. ","(1a) inadequately completed","6","","",""
"Yes","2005","(Married) couple without C. ","(1b) general elementary school","20","","",""
"Yes","2005","(Married) couple without C. ","(1c) basic vocational qualification","81","0.0305838486008445","0.0238436589403551","0.037324038261334"
"Yes","2005","(Married) couple without C. ","(2b) intermediate general qualification","9","","",""
"Yes","2005","(Married) couple without C. ","(2a) intermediate vocational","91","0.0507326422475366","0.0393305734943668","0.0621347110007065"
"Yes","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","14","","",""
"Yes","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","37","0.0728167262876626","0.0492758007484435","0.0963576518268817"
"Yes","2005","(Married) couple without C. ","(3a) lower tertiary education","36","0.0598248129444967","0.0421674216607558","0.0774822042282377"
"Yes","2005","(Married) couple without C. ","(3b) higher tertiary education","44","0.0586780540687262","0.0437879043148876","0.0735682038225648"
"Yes","2005","Single parent ","(0) in school","6","","",""
"Yes","2005","Single parent ","(1a) inadequately completed","","","",""
"Yes","2005","Single parent ","(1b) general elementary school","8","","",""
"Yes","2005","Single parent ","(1c) basic vocational qualification","9","","",""
"Yes","2005","Single parent ","(2b) intermediate general qualification","6","","",""
"Yes","2005","Single parent ","(2a) intermediate vocational","16","","",""
"Yes","2005","Single parent ","(2c_gen) general maturity certificate","7","","",""
"Yes","2005","Single parent ","(2c_voc) vocational maturity certificate","5","","",""
"Yes","2005","Single parent ","(3a) lower tertiary education","1","","",""
"Yes","2005","Single parent ","(3b) higher tertiary education","2","","",""
"Yes","2005","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2005","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Yes","2005","Couple + C. LE 16 ","(1b) general elementary school","12","","",""
"Yes","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","42","0.0389074024944777","0.0255242125489843","0.0522905924399712"
"Yes","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","4","","",""
"Yes","2005","Couple + C. LE 16 ","(2a) intermediate vocational","92","0.0827319056804559","0.067203759942116","0.0982600514187958"
"Yes","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","7","","",""
"Yes","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","32","0.0873361260551503","0.0608960056885699","0.113776246421731"
"Yes","2005","Couple + C. LE 16 ","(3a) lower tertiary education","27","","",""
"Yes","2005","Couple + C. LE 16 ","(3b) higher tertiary education","30","0.0662952504405305","0.0452913621317559","0.087299138749305"
"Yes","2005","Couple + C. GT 16 ","(0) in school","8","","",""
"Yes","2005","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Yes","2005","Couple + C. GT 16 ","(1b) general elementary school","11","","",""
"Yes","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","33","0.0464919218444235","0.0320279746869986","0.0609558690018483"
"Yes","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","21","","",""
"Yes","2005","Couple + C. GT 16 ","(2a) intermediate vocational","39","0.0513285838097654","0.0361227101119508","0.06653445750758"
"Yes","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","31","0.131407311067217","0.0916933192376523","0.171121302896782"
"Yes","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","11","","",""
"Yes","2005","Couple + C. GT 16 ","(3a) lower tertiary education","15","","",""
"Yes","2005","Couple + C. GT 16 ","(3b) higher tertiary education","27","","",""
"Yes","2005","Couple + C. LE and GT 16","(0) in school","11","","",""
"Yes","2005","Couple + C. LE and GT 16","(1a) inadequately completed","2","","",""
"Yes","2005","Couple + C. LE and GT 16","(1b) general elementary school","6","","",""
"Yes","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","16","","",""
"Yes","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","13","","",""
"Yes","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","30","0.0922399086355709","0.0607319286622549","0.123747888608887"
"Yes","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","11","","",""
"Yes","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","1","","",""
"Yes","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","10","","",""
"Yes","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","6","","",""
"No","2005","1-pers.-HH","(0) in school","3","","",""
"No","2005","1-pers.-HH","(1a) inadequately completed","29","","",""
"No","2005","1-pers.-HH","(1b) general elementary school","371","0.976118045443952","0.960807082190451","0.991429008697453"
"No","2005","1-pers.-HH","(1c) basic vocational qualification","852","0.964501956759217","0.952241749046005","0.976762164472428"
"No","2005","1-pers.-HH","(2b) intermediate general qualification","50","0.891062021697657","0.808722115327183","0.973401928068131"
"No","2005","1-pers.-HH","(2a) intermediate vocational","591","0.95213719990251","0.935454298382317","0.968820101422703"
"No","2005","1-pers.-HH","(2c_gen) general maturity certificate","128","0.934735291966392","0.893674794117995","0.975795789814788"
"No","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","212","0.940002228512894","0.90924392690218","0.970760530123607"
"No","2005","1-pers.-HH","(3a) lower tertiary education","215","0.97227725642276","0.950919858968406","0.993634653877113"
"No","2005","1-pers.-HH","(3b) higher tertiary education","297","0.9331374320811","0.906022805822913","0.960252058339288"
"No","2005","(Married) couple without C. ","(0) in school","4","","",""
"No","2005","(Married) couple without C. ","(1a) inadequately completed","73","0.958426317947679","0.914409042648844","1.00244359324651"
"No","2005","(Married) couple without C. ","(1b) general elementary school","583","0.955686998091174","0.939261715146765","0.972112281035582"
"No","2005","(Married) couple without C. ","(1c) basic vocational qualification","2426","0.969416151399155","0.962675961738666","0.976156341059645"
"No","2005","(Married) couple without C. ","(2b) intermediate general qualification","85","0.945771632207471","0.89999007375621","0.991553190658732"
"No","2005","(Married) couple without C. ","(2a) intermediate vocational","1332","0.949267357752463","0.937865288999294","0.960669426505633"
"No","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","113","0.961434307008638","0.927944965524073","0.994923648493203"
"No","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","431","0.927183273712337","0.903642348173118","0.950724199251556"
"No","2005","(Married) couple without C. ","(3a) lower tertiary education","657","0.940175187055503","0.922517795771762","0.957832578339244"
"No","2005","(Married) couple without C. ","(3b) higher tertiary education","913","0.941321945931274","0.926431796177435","0.956212095685112"
"No","2005","Single parent ","(0) in school","96","0.935475831631622","0.887797011588394","0.98315465167485"
"No","2005","Single parent ","(1a) inadequately completed","15","","",""
"No","2005","Single parent ","(1b) general elementary school","142","0.931766812262183","0.891415848605875","0.972117775918491"
"No","2005","Single parent ","(1c) basic vocational qualification","228","0.960384105398661","0.93555099417505","0.985217216622272"
"No","2005","Single parent ","(2b) intermediate general qualification","57","0.905195284016748","0.832857711894966","0.97753285613853"
"No","2005","Single parent ","(2a) intermediate vocational","245","0.930963335841479","0.900207040319102","0.961719631363855"
"No","2005","Single parent ","(2c_gen) general maturity certificate","56","0.890942025372205","0.813970294498443","0.967913756245966"
"No","2005","Single parent ","(2c_voc) vocational maturity certificate","48","0.898233888670595","0.816837251248173","0.979630526093017"
"No","2005","Single parent ","(3a) lower tertiary education","46","0.993788445663213","0.971326556603075","1.01625033472335"
"No","2005","Single parent ","(3b) higher tertiary education","67","0.951141165594002","0.900276336932925","1.00200599425508"
"No","2005","Couple + C. LE 16 ","(0) in school","2","","",""
"No","2005","Couple + C. LE 16 ","(1a) inadequately completed","35","1","1","1"
"No","2005","Couple + C. LE 16 ","(1b) general elementary school","202","0.949323965558815","0.919937338731145","0.978710592386485"
"No","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","760","0.961092597505522","0.947709407560029","0.974475787451016"
"No","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","58","0.977303157167592","0.940230849364282","1.0143754649709"
"No","2005","Couple + C. LE 16 ","(2a) intermediate vocational","1117","0.917268094319544","0.901739948581204","0.932796240057884"
"No","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","71","0.937457978848594","0.883722311027821","0.991193646669367"
"No","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","406","0.91266387394485","0.886223753578269","0.93910399431143"
"No","2005","Couple + C. LE 16 ","(3a) lower tertiary education","263","0.881517760835572","0.8443221879474","0.918713333723743"
"No","2005","Couple + C. LE 16 ","(3b) higher tertiary education","509","0.93370474955947","0.912700861250695","0.954708637868244"
"No","2005","Couple + C. GT 16 ","(0) in school","260","0.981804737879779","0.965802806122089","0.997806669637468"
"No","2005","Couple + C. GT 16 ","(1a) inadequately completed","38","1","1","1"
"No","2005","Couple + C. GT 16 ","(1b) general elementary school","259","0.960506795832236","0.937275276409007","0.983738315255464"
"No","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","781","0.953508078155576","0.939044130998152","0.967972025313001"
"No","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","146","0.914466531419603","0.872049350151922","0.956883712687283"
"No","2005","Couple + C. GT 16 ","(2a) intermediate vocational","770","0.948671416190235","0.93346554249242","0.963877289888049"
"No","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","247","0.868592688932783","0.828878697103218","0.908306680762348"
"No","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","205","0.93289977424132","0.899534038939758","0.966265509542882"
"No","2005","Couple + C. GT 16 ","(3a) lower tertiary education","217","0.933979818951814","0.902026851266261","0.965932786637367"
"No","2005","Couple + C. GT 16 ","(3b) higher tertiary education","362","0.934413041928873","0.909812114466833","0.959013969390912"
"No","2005","Couple + C. LE and GT 16","(0) in school","242","0.961799657415715","0.938180534388636","0.985418780442795"
"No","2005","Couple + C. LE and GT 16","(1a) inadequately completed","26","","",""
"No","2005","Couple + C. LE and GT 16","(1b) general elementary school","130","0.949398507714576","0.912561480782839","0.986235534646313"
"No","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","291","0.954587880907776","0.931297706242538","0.977878055573013"
"No","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","96","0.815069037855864","0.742184256623267","0.887953819088461"
"No","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","294","0.907760091364429","0.876252111391113","0.939268071337745"
"No","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","74","0.85744580776067","0.783121313007437","0.931770302513903"
"No","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","76","0.980577799360303","0.949753516965848","1.01140208175476"
"No","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","105","0.943280297102596","0.901005013856307","0.985555580348885"
"No","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","167","0.984280155411617","0.965744475201652","1.00281583562158"
"Yes","2006","1-pers.-HH","(0) in school","","","",""
"Yes","2006","1-pers.-HH","(1a) inadequately completed","","","",""
