"ple0160","year","education","n","percent","lower_confidence","upper_confidence"
"Yes","2004","college entrance qualification","402","0.0698119575856382","0.0629867064219788","0.0766372087492976"
"Yes","2004","lower secondary degree","293","0.0369924446770533","0.0327372835393411","0.0412476058147655"
"Yes","2004","no degree/no degree yet","49","0.0609710746442358","0.0453037264209926","0.0766384228674789"
"Yes","2004","Other degree","49","0.0421379677457714","0.0307424463644198","0.0535334891271229"
"Yes","2004","secondary school degree","521","0.0772657173314199","0.07065286790747","0.0838785667553699"
"No","2005","college entrance qualification","4785","0.928958750677847","0.921941933595412","0.935975567760282"
"No","2005","lower secondary degree","6783","0.962478054141788","0.958045823738289","0.966910284545288"
"No","2005","no degree/no degree yet","860","0.960800848763901","0.948107829374418","0.973493868153384"
"No","2005","Other degree","1082","0.954706075438521","0.942538431796096","0.966873719080946"
"No","2005","secondary school degree","5554","0.934829506102238","0.928566278724013","0.941092733480463"
"Yes","2005","college entrance qualification","364","0.0710412493221527","0.0640244322397177","0.0780580664045877"
"Yes","2005","lower secondary degree","279","0.0375219458582116","0.0330897154547122","0.0419541762617109"
"Yes","2005","no degree/no degree yet","38","0.0391991512360988","0.0265061318466155","0.0518921706255821"
"Yes","2005","Other degree","40","0.0452939245614792","0.0331262809190543","0.0574615682039042"
"Yes","2005","secondary school degree","412","0.0651704938977619","0.0589072665195369","0.0714337212759869"
"No","2006","college entrance qualification","5260","0.941194025690906","0.935025658789755","0.947362392592058"
"No","2006","lower secondary degree","7364","0.968999596967149","0.965101962732462","0.972897231201837"
"No","2006","no degree/no degree yet","620","0.96672561978015","0.952927104965372","0.980524134594927"
"No","2006","Other degree","1145","0.945598147255886","0.932765459724252","0.958430834787519"
"No","2006","secondary school degree","6073","0.946252405340787","0.940743622917095","0.95176118776448"
"Yes","2006","college entrance qualification","328","0.0588059743090935","0.052637607407942","0.064974341210245"
"Yes","2006","lower secondary degree","232","0.0310004030328506","0.0271027687981631","0.0348980372675381"
"Yes","2006","no degree/no degree yet","29","","",""
"Yes","2006","Other degree","55","0.0544018527441145","0.041569165212481","0.067234540275748"
"Yes","2006","secondary school degree","365","0.0537475946592127","0.04823881223552","0.0592563770829054"
"No","2007","college entrance qualification","5057","0.938287921622903","0.9318644978522","0.944711345393606"
"No","2007","lower secondary degree","6598","0.957766011900982","0.953019454521805","0.962512569280159"
"No","2007","no degree/no degree yet","532","0.945434736336646","0.926538491567318","0.964330981105975"
"No","2007","Other degree","1032","0.961639850541042","0.9501263970792","0.973153304002883"
"No","2007","secondary school degree","5669","0.94228547425666","0.9363896481092","0.948181300404121"
"Yes","2007","college entrance qualification","334","0.0617120783770972","0.055288654606394","0.0681355021478004"
"Yes","2007","lower secondary degree","299","0.0422339880990182","0.0374874307198412","0.0469805454781952"
"Yes","2007","no degree/no degree yet","23","","",""
"Yes","2007","Other degree","37","0.0383601494589584","0.0268466959971165","0.0498736029208003"
"Yes","2007","secondary school degree","341","0.0577145257433395","0.0518186995958792","0.0636103518907997"
"No","2008","college entrance qualification","4829","0.939851119116636","0.933351803967881","0.94635043426539"
"No","2008","lower secondary degree","6268","0.969487055123112","0.965302600986571","0.973671509259653"
"No","2008","no degree/no degree yet","529","0.952518581820232","0.934761530046579","0.970275633593884"
"No","2008","Other degree","898","0.958061798473393","0.945322089840008","0.970801507106777"
"No","2008","secondary school degree","5428","0.941058348324444","0.934974625728723","0.947142070920165"
"Yes","2008","college entrance qualification","312","0.0601488808833643","0.0536495657346099","0.0666481960321187"
"Yes","2008","lower secondary degree","222","0.0305129448768881","0.0263284907403468","0.0346973990134295"
"Yes","2008","no degree/no degree yet","22","","",""
"Yes","2008","Other degree","53","0.0419382015266071","0.0291984928932225","0.0546779101599917"
"Yes","2008","secondary school degree","329","0.0589416516755562","0.052857929079835","0.0650253742712774"
"No","2009","college entrance qualification","4632","0.937467021839325","0.930691903661958","0.944242140016693"
"No","2009","lower secondary degree","5815","0.970922222358569","0.966658237113145","0.975186207603993"
"No","2009","no degree/no degree yet","476","0.983743421780817","0.972511887162324","0.994974956399309"
"No","2009","Other degree","771","0.948632346610118","0.933439768014817","0.963824925205418"
"No","2009","secondary school degree","5187","0.956232887568793","0.950792573204023","0.961673201933563"
"Yes","2009","college entrance qualification","274","0.0625329781606746","0.0557578599833068","0.0693080963380424"
"Yes","2009","lower secondary degree","150","0.0290777776414313","0.0248137923960074","0.0333417628868551"
"Yes","2009","no degree/no degree yet","11","","",""
"Yes","2009","Other degree","40","0.0513676533898821","0.0361750747945817","0.0665602319851825"
"Yes","2009","secondary school degree","245","0.0437671124312069","0.0383267980664366","0.0492074267959771"
"No","2010","college entrance qualification","4440","0.943046718957231","0.936401295617133","0.949692142297329"
"No","2010","lower secondary degree","5252","0.97612185085348","0.972044601579034","0.980199100127926"
"No","2010","no degree/no degree yet","411","0.974493163968436","0.959433172122145","0.989553155814727"
"No","2010","Other degree","701","0.97180579905218","0.959740208568795","0.983871389535566"
"No","2010","secondary school degree","4832","0.963865883390009","0.95871921209476","0.969012554685258"
"Yes","2010","college entrance qualification","232","0.0569532810427691","0.0503078577026712","0.063598704382867"
"Yes","2010","lower secondary degree","134","0.0238781491465195","0.0198008998720737","0.0279553984209654"
"Yes","2010","no degree/no degree yet","10","","",""
"Yes","2010","Other degree","22","","",""
"Yes","2010","secondary school degree","219","0.0361341166099911","0.0309874453147418","0.0412807879052404"
"No","2011","college entrance qualification","5322","0.936496090620246","0.930144565420435","0.942847615820056"
"No","2011","lower secondary degree","6493","0.966246032571811","0.961930408046214","0.970561657097407"
"No","2011","no degree/no degree yet","547","0.971874463672624","0.958265907399943","0.985483019945306"
"No","2011","Other degree","1102","0.957240252495008","0.945506333616891","0.968974171373126"
"No","2011","secondary school degree","5837","0.944794968880127","0.93910426288861","0.950485674871643"
"Yes","2011","college entrance qualification","341","0.0635039093797543","0.0571523841799439","0.0698554345795648"
"Yes","2011","lower secondary degree","234","0.0337539674281896","0.0294383429025932","0.038069591953786"
"Yes","2011","no degree/no degree yet","20","","",""
"Yes","2011","Other degree","40","0.0427597475049915","0.0310258286268738","0.0544936663831093"
"Yes","2011","secondary school degree","350","0.0552050311198735","0.0495143251283574","0.0608957371113896"
"No","2012","college entrance qualification","5449","0.950824736472321","0.945204817412585","0.956444655532058"
"No","2012","lower secondary degree","6344","0.975113243722951","0.971335463594942","0.97889102385096"
"No","2012","no degree/no degree yet","534","0.974014267077801","0.960718393081172","0.987310141074431"
"No","2012","Other degree","1142","0.969722417168896","0.959929124165008","0.979515710172783"
"No","2012","secondary school degree","5821","0.953124441560781","0.947812696614346","0.958436186507215"
"Yes","2012","college entrance qualification","238","0.0491752635276785","0.0435553444679423","0.0547951825874147"
"Yes","2012","lower secondary degree","188","0.0248867562770491","0.0211089761490403","0.0286645364050578"
"Yes","2012","no degree/no degree yet","16","","",""
"Yes","2012","Other degree","34","0.0302775828311041","0.0204842898272164","0.0400708758349917"
"Yes","2012","secondary school degree","262","0.0468755584392195","0.0415638134927849","0.052187303385654"
"No","2013","college entrance qualification","5244","0.970904961937007","0.966424239241035","0.975385684632978"
"No","2013","lower secondary degree","5767","0.983935807116072","0.980720984659233","0.987150629572911"
"No","2013","no degree/no degree yet","479","0.98993711363513","0.98108181386439","0.998792413405871"
"No","2013","Other degree","998","0.966758280738451","0.955762250916048","0.977754310560855"
"No","2013","secondary school degree","5495","0.972029182334491","0.967729320146446","0.976329044522536"
"Yes","2013","college entrance qualification","161","0.0290950380629932","0.0246143153670216","0.0335757607589649"
"Yes","2013","lower secondary degree","108","0.0160641928839282","0.0128493704270892","0.0192790153407672"
"Yes","2013","no degree/no degree yet","9","","",""
"Yes","2013","Other degree","23","","",""
"Yes","2013","secondary school degree","154","0.0279708176655089","0.0236709554774638","0.032270679853554"
"No","2014","college entrance qualification","7156","0.955442009644599","0.95075453377037","0.960129485518829"
"No","2014","lower secondary degree","6747","0.982321354678921","0.979217136704612","0.985425572653229"
"No","2014","no degree/no degree yet","977","0.968795144539486","0.95804554898517","0.979544740093802"
"No","2014","Other degree","3200","0.965301481546277","0.959064818324934","0.97153814476762"
"No","2014","secondary school degree","7320","0.976546678702534","0.973134576271664","0.979958781133405"
"Yes","2014","college entrance qualification","287","0.0445579903554007","0.0398705144811711","0.0492454662296304"
"Yes","2014","lower secondary degree","176","0.0176786453210794","0.0145744273467704","0.0207828632953884"
"Yes","2014","no degree/no degree yet","28","","",""
"Yes","2014","Other degree","108","0.0346985184537234","0.0284618552323805","0.0409351816750664"
"Yes","2014","secondary school degree","237","0.0234533212974659","0.0200412188665953","0.0268654237283365"
"No","2015","college entrance qualification","6823","0.955524273370084","0.950736545093328","0.96031200164684"
"No","2015","lower secondary degree","6174","0.979015334210854","0.975488000809723","0.982542667611984"
"No","2015","no degree/no degree yet","803","0.977523209548722","0.967390096928093","0.987656322169352"
"No","2015","Other degree","2697","0.971118224477564","0.964896088696773","0.977340360258354"
"No","2015","secondary school degree","6920","0.97617499381786","0.97263688983179","0.979713097803931"
"Yes","2015","college entrance qualification","299","0.044475726629916","0.0396879983531597","0.0492634549066723"
"Yes","2015","lower secondary degree","169","0.0209846657891464","0.0174573323880156","0.0245119991902772"
"Yes","2015","no degree/no degree yet","19","","",""
"Yes","2015","Other degree","86","0.0288817755224362","0.0226596397416456","0.0351039113032268"
"Yes","2015","secondary school degree","217","0.0238250061821397","0.0202869021960693","0.0273631101682101"
"No","2016","college entrance qualification","6480","0.950533292402122","0.945377143046538","0.955689441757705"
"No","2016","lower secondary degree","5718","0.982085143156564","0.978687302773532","0.985482983539595"
"No","2016","no degree/no degree yet","785","0.976448215201061","0.966024096733719","0.986872333668403"
"No","2016","Other degree","3147","0.975437062085912","0.970115413505558","0.980758710666266"
"No","2016","secondary school degree","6341","0.9633980150503","0.958875884230856","0.967920145869744"
"Yes","2016","college entrance qualification","314","0.0494667075978784","0.0443105582422945","0.0546228569534623"
"Yes","2016","lower secondary degree","136","0.0179148568434364","0.0145170164604047","0.021312697226468"
"Yes","2016","no degree/no degree yet","28","","",""
"Yes","2016","Other degree","103","0.0245629379140879","0.019241289333734","0.0298845864944418"
"Yes","2016","secondary school degree","283","0.0366019849496995","0.0320798541302555","0.0411241157691435"
"No","2017","college entrance qualification","7510","0.951770288809084","0.947049648499587","0.956490929118581"
"No","2017","lower secondary degree","5912","0.977545986791185","0.973822274015786","0.981269699566584"
"No","2017","no degree/no degree yet","890","0.977358353320325","0.967740652696244","0.986976053944405"
"No","2017","Other degree","3014","0.977985647303041","0.97281795449774","0.983153340108343"
"No","2017","secondary school degree","7244","0.962091501893852","0.957791995332864","0.96639100845484"
"Yes","2017","college entrance qualification","403","0.0482297111909161","0.0435090708814193","0.052950351500413"
"Yes","2017","lower secondary degree","169","0.0224540132088152","0.0187303004334159","0.0261777259842145"
"Yes","2017","no degree/no degree yet","29","","",""
"Yes","2017","Other degree","83","0.0220143526969584","0.0168466598916571","0.0271820455022598"
"Yes","2017","secondary school degree","335","0.0379084981061478","0.0336089915451598","0.0422080046671358"
"No","2018","college entrance qualification","7314","0.957977496690264","0.953482571420048","0.96247242196048"
"No","2018","lower secondary degree","5593","0.980940857332049","0.97739836180582","0.984483352858278"
"No","2018","no degree/no degree yet","846","0.966238355688469","0.954257305129922","0.978219406247017"
"No","2018","Other degree","2844","0.977863510282836","0.972536202630634","0.983190817935037"
"No","2018","secondary school degree","6986","0.968830115841312","0.964827533946684","0.97283269773594"
"Yes","2018","college entrance qualification","340","0.042022503309736","0.0375275780395202","0.0465174285799519"
"Yes","2018","lower secondary degree","130","0.019059142667951","0.015516647141722","0.0226016381941801"
"Yes","2018","no degree/no degree yet","27","","",""
"Yes","2018","Other degree","86","0.0221364897171642","0.0168091820649629","0.0274637973693655"
"Yes","2018","secondary school degree","255","0.0311698841586885","0.0271673022640605","0.0351724660533164"
"No","2019","college entrance qualification","8226","0.954808122766379","0.950406363090672","0.959209882442087"
"No","2019","lower secondary degree","5198","0.979301816279709","0.975477862065031","0.983125770494388"
"No","2019","no degree/no degree yet","761","0.977249008229825","0.966791568748645","0.987706447711006"
"No","2019","Other degree","2507","0.970047991932759","0.963451485522552","0.976644498342966"
"No","2019","secondary school degree","7225","0.974843042718854","0.971284855108124","0.978401230329584"
"Yes","2019","college entrance qualification","329","0.0451918772336205","0.0407901175579129","0.049593636909328"
"Yes","2019","lower secondary degree","127","0.0206981837202908","0.016874229505612","0.0245221379349696"
"Yes","2019","no degree/no degree yet","20","","",""
"Yes","2019","Other degree","58","0.0299520080672409","0.0233555016570342","0.0365485144774476"
"Yes","2019","secondary school degree","216","0.025156957281146","0.0215987696704156","0.0287151448918763"
