"ple0160","year","education","n","percent","lower_confidence","upper_confidence"
"No","1999","college entrance qualification","2041","0.923734597428009","0.912718366075452","0.934750828780567"
"No","1999","lower secondary degree","5339","0.973507779802453","0.969268588786381","0.977746970818524"
"No","1999","no degree/no degree yet","760","0.980937091361963","0.971334365658907","0.99053981706502"
"No","1999","Other degree","908","0.976862008163161","0.967204775557334","0.986519240768988"
"No","1999","secondary school degree","3603","0.933124903569838","0.925246394178805","0.941003412960871"
"Yes","1999","college entrance qualification","189","0.0762654025719906","0.065249171219433","0.0872816339245482"
"Yes","1999","lower secondary degree","174","0.0264922201975475","0.0222530291814757","0.0307314112136194"
"Yes","1999","no degree/no degree yet","19","","",""
"Yes","1999","Other degree","23","","",""
"Yes","1999","secondary school degree","259","0.0668750964301623","0.0589965870391293","0.0747536058211954"
"No","2000","college entrance qualification","4291","0.905448776703677","0.897120927829745","0.913776625577609"
"No","2000","lower secondary degree","9635","0.968855154528573","0.96544454534768","0.972265763709465"
"No","2000","no degree/no degree yet","890","0.971313823475917","0.960521711237074","0.98210593571476"
"No","2000","Other degree","1474","0.950348197471294","0.939509576844385","0.961186818098203"
"No","2000","secondary school degree","6411","0.922148067283349","0.915865940855037","0.928430193711661"
"Yes","2000","college entrance qualification","451","0.094551223296323","0.0862233744223907","0.102879072170255"
"Yes","2000","lower secondary degree","330","0.0311448454714272","0.0277342362905348","0.0345554546523196"
"Yes","2000","no degree/no degree yet","29","","",""
"Yes","2000","Other degree","69","0.0496518025287062","0.0388131819017975","0.060490423155615"
"Yes","2000","secondary school degree","577","0.0778519327166511","0.0715698062883395","0.0841340591449628"
"No","2001","college entrance qualification","4026","0.906512088707713","0.89795881019203","0.915065367223396"
"No","2001","lower secondary degree","8459","0.965078762334619","0.961235076544487","0.968922448124751"
"No","2001","no degree/no degree yet","838","0.968981631631595","0.957454919434691","0.980508343828499"
"No","2001","Other degree","1317","0.951912980023718","0.940592011269596","0.963233948777839"
"No","2001","secondary school degree","5922","0.926684914348988","0.920318401818647","0.933051426879329"
"Yes","2001","college entrance qualification","424","0.0934879112922874","0.0849346327766043","0.10204118980797"
"Yes","2001","lower secondary degree","304","0.0349212376653806","0.0310775518752489","0.0387649234555124"
"Yes","2001","no degree/no degree yet","31","0.0310183683684049","0.0194916561715008","0.042545080565309"
"Yes","2001","Other degree","55","0.0480870199762825","0.0367660512221609","0.059407988730404"
"Yes","2001","secondary school degree","517","0.0733150856510117","0.0669485731206707","0.0796815981813527"
"No","2002","college entrance qualification","3439","0.934644857244184","0.926674774327168","0.9426149401612"
"No","2002","lower secondary degree","7536","0.973075106348571","0.969474666935652","0.976675545761489"
"No","2002","no degree/no degree yet","739","0.966065671665042","0.953218463063057","0.978912880267027"
"No","2002","Other degree","1180","0.967838293950206","0.957946309431366","0.977730278469047"
"No","2002","secondary school degree","5483","0.940959211710075","0.934915668651657","0.947002754768493"
"Yes","2002","college entrance qualification","255","0.0653551427558161","0.0573850598388001","0.0733252256728321"
"Yes","2002","lower secondary degree","228","0.0269248936514293","0.0233244542385111","0.0305253330643475"
"Yes","2002","no degree/no degree yet","24","","",""
"Yes","2002","Other degree","42","0.0321617060497938","0.0222697215309532","0.0420536905686343"
"Yes","2002","secondary school degree","360","0.0590407882899248","0.0529972452315066","0.065084331348343"
"No","2003","college entrance qualification","3324","0.926008168605193","0.917471792971564","0.934544544238822"
"No","2003","lower secondary degree","7150","0.971205993022707","0.967397414037424","0.97501457200799"
"No","2003","no degree/no degree yet","712","0.947118067009418","0.931186106929033","0.963050027089803"
"No","2003","Other degree","1116","0.964086826950137","0.953351132311628","0.974822521588646"
"No","2003","secondary school degree","5201","0.922718602350882","0.915757456707654","0.929679747994111"
"Yes","2003","college entrance qualification","288","0.0739918313948067","0.0654554557611777","0.0825282070284358"
"Yes","2003","lower secondary degree","256","0.0287940069772928","0.0249854279920097","0.0326025859625759"
"Yes","2003","no degree/no degree yet","46","0.0528819329905822","0.0369499729101971","0.0688138930709673"
"Yes","2003","Other degree","38","0.0359131730498632","0.0251774784113541","0.0466488676883723"
"Yes","2003","secondary school degree","452","0.0772813976491176","0.0703202520058893","0.0842425432923459"
"No","2004","college entrance qualification","4953","0.930188042414362","0.923362791250702","0.937013293578021"
"No","2004","lower secondary degree","7265","0.963007555322947","0.958752394185235","0.967262716460659"
"No","2004","no degree/no degree yet","847","0.939028925355764","0.923361577132521","0.954696273579007"
"No","2004","Other degree","1145","0.957862032254229","0.946466510872877","0.96925755363558"
"No","2004","secondary school degree","5742","0.92273428266858","0.91612143324463","0.92934713209253"
