"ple0160","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"No","1999","(Married) couple without C. ","3962","0.966527794992123","0.961044871445427","0.972010718538819"
"No","1999","1-pers.-HH","1624","0.962286440789544","0.953217340942375","0.971355540636712"
"No","1999","Couple + C. GT 16 ","2381","0.954542704739561","0.946382197708689","0.962703211770433"
"No","1999","Couple + C. LE 16 ","2830","0.932221659050705","0.923274430028387","0.941168888073023"
"No","1999","Couple + C. LE and GT 16","1101","0.945966884379603","0.932973382744703","0.958960386014504"
"No","1999","Single parent ","678","0.945573951887174","0.928980489336291","0.962167414438057"
"Yes","1999","(Married) couple without C. ","172","0.033472205007877","0.027989281461181","0.038955128554573"
"Yes","1999","1-pers.-HH","71","0.0377135592104565","0.0286444593632884","0.0467826590576246"
"Yes","1999","Couple + C. GT 16 ","122","0.0454572952604394","0.0372967882295674","0.0536178022913115"
"Yes","1999","Couple + C. LE 16 ","202","0.0677783409492948","0.0588311119269766","0.0767255699716129"
"Yes","1999","Couple + C. LE and GT 16","62","0.0540331156203969","0.0410396139854963","0.0670266172552974"
"Yes","1999","Single parent ","40","0.0544260481128261","0.0378325855619433","0.071019510663709"
"No","2000","(Married) couple without C. ","7201","0.951994423032154","0.947179952979639","0.956808893084668"
"No","2000","1-pers.-HH","3170","0.947335837038363","0.939790118328185","0.95488155574854"
"No","2000","Couple + C. GT 16 ","3705","0.939686271428313","0.932267713723782","0.947104829132843"
"No","2000","Couple + C. LE 16 ","4858","0.923346781294127","0.916149683194588","0.930543879393665"
"No","2000","Couple + C. LE and GT 16","1808","0.937269742968098","0.926479827103928","0.948059658832268"
"No","2000","Single parent ","1142","0.953335422190989","0.941426537147189","0.965244307234789"
"Yes","2000","(Married) couple without C. ","373","0.0480055769678463","0.0431911069153314","0.0528200470203611"
"Yes","2000","1-pers.-HH","196","0.0526641629616373","0.0451184442514596","0.060209881671815"
"Yes","2000","Couple + C. GT 16 ","251","0.0603137285716872","0.0528951708671565","0.0677322862762178"
"Yes","2000","Couple + C. LE 16 ","391","0.0766532187058734","0.0694561206063346","0.0838503168054121"
"Yes","2000","Couple + C. LE and GT 16","132","0.0627302570319024","0.0519403411677326","0.0735201728960723"
"Yes","2000","Single parent ","63","0.0466645778090111","0.0347556927652109","0.0585734628528113"
"No","2001","(Married) couple without C. ","6571","0.951988689236706","0.946945730956154","0.957031647517257"
