"ple0160","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Yes","1999","16-34 y.","lower secondary degree","70","0.0476496809195278","0.0353484034198663","0.0599509584191893"
"Yes","1999","16-34 y.","secondary school degree","155","0.112692163282976","0.0971735909844697","0.128210735581483"
"Yes","1999","16-34 y.","college entrance qualification","115","0.122677213833504","0.102095343454025","0.143259084212984"
"Yes","1999","16-34 y.","Other degree","5","","",""
"Yes","1999","16-34 y.","no degree/no degree yet","14","","",""
"Yes","1999","35-65 y.","lower secondary degree","96","0.0319933201623232","0.025754977807093","0.0382316625175534"
"Yes","1999","35-65 y.","secondary school degree","101","0.0473904014004929","0.0381567114659747","0.056624091335011"
"Yes","1999","35-65 y.","college entrance qualification","73","0.0554486359230896","0.041985543576666","0.0689117282695133"
"Yes","1999","35-65 y.","Other degree","16","","",""
"Yes","1999","35-65 y.","no degree/no degree yet","5","","",""
"Yes","1999","66 and older","lower secondary degree","8","","",""
"Yes","1999","66 and older","secondary school degree","3","","",""
"Yes","1999","66 and older","college entrance qualification","1","","",""
"Yes","1999","66 and older","Other degree","2","","",""
"Yes","1999","66 and older","no degree/no degree yet","","","",""
"No","1999","16-34 y.","lower secondary degree","1082","0.952350319080472","0.940049041580811","0.964651596580134"
"No","1999","16-34 y.","secondary school degree","1440","0.887307836717024","0.871789264418517","0.90282640901553"
"No","1999","16-34 y.","college entrance qualification","861","0.877322786166496","0.856740915787016","0.897904656545976"
"No","1999","16-34 y.","Other degree","185","0.983825592781456","0.965888810568228","1.00176237499469"
"No","1999","16-34 y.","no degree/no degree yet","379","0.974492483091823","0.958905030192914","0.990079935990732"
"No","1999","35-65 y.","lower secondary degree","2961","0.968006679837677","0.961768337482447","0.974245022192907"
"No","1999","35-65 y.","secondary school degree","1933","0.952609598599507","0.943375908664989","0.961843288534025"
"No","1999","35-65 y.","college entrance qualification","1037","0.94455136407691","0.931088271730487","0.958014456423334"
"No","1999","35-65 y.","Other degree","660","0.978378095278502","0.967413942511232","0.989342248045772"
"No","1999","35-65 y.","no degree/no degree yet","318","0.986027775000738","0.973227355892566","0.99882819410891"
"No","1999","66 and older","lower secondary degree","1296","0.992882905418312","0.988320333945693","0.997445476890931"
"No","1999","66 and older","secondary school degree","230","0.989475730119558","0.976372791943796","1.00257866829532"
"No","1999","66 and older","college entrance qualification","143","0.991489900792792","0.976486894069553","1.00649290751603"
"No","1999","66 and older","Other degree","63","0.949863786047527","0.896812264360089","1.00291530773496"
"No","1999","66 and older","no degree/no degree yet","63","1","1","1"
"Yes","2000","16-34 y.","lower secondary degree","118","0.0678032183147213","0.0558907422769308","0.0797156943525117"
"Yes","2000","16-34 y.","secondary school degree","299","0.111450967483223","0.0994103489826738","0.123491585983773"
"Yes","2000","16-34 y.","college entrance qualification","286","0.158093625610251","0.141584626179395","0.174602625041107"
"Yes","2000","16-34 y.","Other degree","29","","",""
"Yes","2000","16-34 y.","no degree/no degree yet","24","","",""
"Yes","2000","35-65 y.","lower secondary degree","191","0.0341674878563492","0.0294618578101323","0.0388731179025661"
"Yes","2000","35-65 y.","secondary school degree","274","0.069938502437196","0.0619114114456286","0.0779655934287635"
"Yes","2000","35-65 y.","college entrance qualification","159","0.0643076444519891","0.0546804951274839","0.0739347937764943"
"Yes","2000","35-65 y.","Other degree","40","0.0492187661370873","0.0361466504457606","0.0622908818284139"
"Yes","2000","35-65 y.","no degree/no degree yet","5","","",""
"Yes","2000","66 and older","lower secondary degree","21","","",""
"Yes","2000","66 and older","secondary school degree","4","","",""
"Yes","2000","66 and older","college entrance qualification","6","","",""
"Yes","2000","66 and older","Other degree","","","",""
"Yes","2000","66 and older","no degree/no degree yet","","","",""
"No","2000","16-34 y.","lower secondary degree","1593","0.932196781685279","0.920284305647488","0.944109257723069"
"No","2000","16-34 y.","secondary school degree","2325","0.888549032516777","0.876508414016227","0.900589651017326"
"No","2000","16-34 y.","college entrance qualification","1590","0.841906374389749","0.825397374958893","0.858415373820605"
"No","2000","16-34 y.","Other degree","311","0.9246414911433","0.896583183712129","0.952699798574471"
"No","2000","16-34 y.","no degree/no degree yet","537","0.960475754792283","0.944352910635331","0.976598598949235"
"No","2000","35-65 y.","lower secondary degree","5534","0.965832512143651","0.961126882097434","0.970538142189868"
"No","2000","35-65 y.","secondary school degree","3604","0.930061497562804","0.922034406571237","0.938088588554371"
"No","2000","35-65 y.","college entrance qualification","2335","0.935692355548011","0.926065206223506","0.945319504872516"
"No","2000","35-65 y.","Other degree","1012","0.950781233862913","0.937709118171586","0.963853349554239"
"No","2000","35-65 y.","no degree/no degree yet","274","0.981057177597261","0.965061026678139","0.997053328516383"
"No","2000","66 and older","lower secondary degree","2508","0.991161870693179","0.987514111628846","0.994809629757512"
"No","2000","66 and older","secondary school degree","482","0.991268151385751","0.982996758849682","0.999539543921821"
"No","2000","66 and older","college entrance qualification","364","0.979933569695931","0.965645268145766","0.994221871246097"
"No","2000","66 and older","Other degree","151","1","1","1"
"No","2000","66 and older","no degree/no degree yet","79","1","1","1"
"Yes","2001","16-34 y.","lower secondary degree","124","0.102673658152818","0.086897435779581","0.118449880526055"
"Yes","2001","16-34 y.","secondary school degree","263","0.107443597734954","0.0946507141045444","0.120236481365364"
"Yes","2001","16-34 y.","college entrance qualification","265","0.159822249982284","0.142220932345349","0.177423567619218"
"Yes","2001","16-34 y.","Other degree","20","","",""
"Yes","2001","16-34 y.","no degree/no degree yet","28","","",""
"Yes","2001","35-65 y.","lower secondary degree","164","0.0335151372719497","0.0285260103533614","0.038504264190538"
"Yes","2001","35-65 y.","secondary school degree","253","0.0681538376560045","0.0600413496782225","0.0762663256337865"
"Yes","2001","35-65 y.","college entrance qualification","148","0.0616016902383428","0.0519886418511034","0.0712147386255823"
"Yes","2001","35-65 y.","Other degree","35","0.0468732637450292","0.0334747363666502","0.0602717911234081"
"Yes","2001","35-65 y.","no degree/no degree yet","3","","",""
"Yes","2001","66 and older","lower secondary degree","16","","",""
"Yes","2001","66 and older","secondary school degree","1","","",""
"Yes","2001","66 and older","college entrance qualification","11","","",""
"Yes","2001","66 and older","Other degree","","","",""
"Yes","2001","66 and older","no degree/no degree yet","","","",""
"No","2001","16-34 y.","lower secondary degree","1298","0.897326341847182","0.881550119473945","0.913102564220419"
"No","2001","16-34 y.","secondary school degree","1988","0.892556402265046","0.879763518634636","0.905349285895456"
"No","2001","16-34 y.","college entrance qualification","1400","0.840177750017716","0.822576432380782","0.857779067654651"
"No","2001","16-34 y.","Other degree","246","0.919227995261104","0.886482668771709","0.951973321750499"
"No","2001","16-34 y.","no degree/no degree yet","575","0.955963318733633","0.939586960121674","0.972339677345591"
"No","2001","35-65 y.","lower secondary degree","4835","0.96648486272805","0.961495735809462","0.971473989646639"
"No","2001","35-65 y.","secondary school degree","3454","0.931846162343995","0.923733674366213","0.939958650321778"
"No","2001","35-65 y.","college entrance qualification","2255","0.938398309761657","0.928785261374418","0.948011358148897"
"No","2001","35-65 y.","Other degree","921","0.953126736254971","0.939728208876592","0.96652526363335"
"No","2001","35-65 y.","no degree/no degree yet","196","0.991920061922646","0.979481679475018","1.00435844437027"
"No","2001","66 and older","lower secondary degree","2326","0.991586910677695","0.987887796059855","0.995286025295535"
"No","2001","66 and older","secondary school degree","480","0.999095002731752","0.99640778670914","1.00178221875436"
"No","2001","66 and older","college entrance qualification","371","0.962772397079528","0.943787390094066","0.981757404064991"
"No","2001","66 and older","Other degree","150","1","1","1"
"No","2001","66 and older","no degree/no degree yet","67","1","1","1"
"Yes","2002","16-34 y.","lower secondary degree","76","0.0704696001893406","0.0558913653334777","0.0850478350452034"
"Yes","2002","16-34 y.","secondary school degree","185","0.0917827085024402","0.0789151789605048","0.104650238044376"
"Yes","2002","16-34 y.","college entrance qualification","156","0.109807067356572","0.0934473245056185","0.126166810207525"
"Yes","2002","16-34 y.","Other degree","10","","",""
"Yes","2002","16-34 y.","no degree/no degree yet","20","","",""
