"ple0160","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","1999","general elemantary","2361","0.968997765617284","0.962143012855005","0.975852518379563","2"
"No","1999","higher education","1841","0.939814084788109","0.929306474594359","0.950321694981859","2"
"No","1999","higher vocational","777","0.941905659091301","0.925924113024936","0.957887205157665","2"
"No","1999","in school","310","0.973393119842225","0.955788093158062","0.990998146526389","2"
"No","1999","inadequately","416","0.979213054163272","0.965664990431283","0.992761117895261","2"
"No","1999","middle vocational","6605","0.954500462303757","0.949601365620659","0.959399558986855","2"
"No","1999","vocational + Abi","466","0.920786633825744","0.897301395451507","0.944271872199981","2"
"Yes","1999","higher vocational","46","0.0580943409086994","0.0421127948423351","0.0740758869750637","1"
"Yes","1999","inadequately","10","","","","1"
"Yes","1999","vocational + Abi","42","0.0792133661742556","0.0557281278000185","0.102698604548493","1"
"Yes","1999","general elemantary","95","0.0310022343827162","0.0241474816204374","0.0378569871449951","1"
"Yes","1999","higher education","127","0.0601859152118912","0.049678305018141","0.0706935254056413","1"
"Yes","1999","in school","11","","","","1"
"Yes","1999","middle vocational","346","0.0454995376962429","0.0406004410131451","0.0503986343793406","1"
"No","2000","general elemantary","3421","0.965919734394182","0.95996643569719","0.971873033091174","2"
"No","2000","higher education","3531","0.920374986881354","0.911806005506992","0.928943968255716","2"
"No","2000","higher vocational","1773","0.941258580033482","0.930657652072735","0.951859507994229","2"
"No","2000","in school","475","0.962144114009567","0.945331615349349","0.978956612669785","2"
"No","2000","inadequately","394","0.978991556792854","0.96498981783531","0.992993295750399","2"
"No","2000","middle vocational","12108","0.945370643076111","0.941442148566071","0.949299137586152","2"
"No","2000","vocational + Abi","1013","0.897775744087183","0.880089034461406","0.915462453712961","2"
"Yes","2000","general elemantary","147","0.0340802656058184","0.0281269669088264","0.0400335643028105","1"
"Yes","2000","higher vocational","117","0.0587414199665183","0.0481404920057714","0.0693423479272651","1"
"Yes","2000","inadequately","9","","","","1"
"Yes","2000","vocational + Abi","114","0.102224255912817","0.0845375462870387","0.119910965538594","1"
"Yes","2000","higher education","303","0.079625013118646","0.0710560317442843","0.0881939944930076","1"
"Yes","2000","in school","20","","","","1"
"Yes","2000","middle vocational","747","0.0546293569238889","0.0507008624138483","0.0585578514339294","1"
"No","2001","general elemantary","2980","0.962200445418375","0.955502140633275","0.968898750203476","2"
"No","2001","higher education","3286","0.914919802958278","0.90575873853475","0.924080867381806","2"
"No","2001","higher vocational","1575","0.943880466862714","0.932858573385803","0.954902360339624","2"
"No","2001","in school","524","0.96523983249182","0.949875619546199","0.980604045437442","2"
"No","2001","inadequately","302","0.962401965532882","0.941260810159977","0.983543120905787","2"
"No","2001","middle vocational","10934","0.945450435636059","0.941322179484652","0.949578691787467","2"
"No","2001","vocational + Abi","975","0.910628492603556","0.893590814910204","0.927666170296909","2"
"Yes","2001","general elemantary","134","0.0377995545816249","0.0311012497965244","0.0444978593667254","1"
"Yes","2001","higher vocational","100","0.0561195331372864","0.0450976396603763","0.0671414266141966","1"
"Yes","2001","inadequately","9","","","","1"
"Yes","2001","vocational + Abi","102","0.0893715073964435","0.072333829703091","0.106409185089796","1"
"Yes","2001","higher education","277","0.0850801970417218","0.0759191326181939","0.0942412614652498","1"
"Yes","2001","in school","22","","","","1"
"Yes","2001","middle vocational","691","0.0545495643639405","0.0504213082125334","0.0586778205153477","1"
"No","2002","middle vocational","9943","0.957614973160632","0.953747823979255","0.961482122342009","2"
"No","2002","vocational + Abi","957","0.925771116119949","0.909808410964862","0.941733821275036","2"
"No","2002","general elemantary","2642","0.966925948099838","0.96024459867209","0.973607297527586","2"
"No","2002","higher education","2727","0.955023161432329","0.94744072884982","0.962605594014839","2"
"No","2002","higher vocational","1402","0.958407011150855","0.948207502705566","0.968606519596143","2"
"No","2002","in school","463","0.951122584413388","0.931874082430628","0.970371086396149","2"
"No","2002","inadequately","267","0.980944631240809","0.964696831218708","0.99719243126291","2"
"Yes","2002","vocational + Abi","79","0.074228883880051","0.058266178724964","0.0901915890351379","1"
"Yes","2002","general elemantary","110","0.0330740519001619","0.026392702472414","0.0397554013279098","1"
"Yes","2002","higher vocational","70","0.0415929888491455","0.0313934804038573","0.0517924972944337","1"
"Yes","2002","inadequately","5","","","","1"
"Yes","2002","middle vocational","483","0.042385026839368","0.0385178776579905","0.0462521760207454","1"
"Yes","2002","higher education","143","0.0449768385676706","0.0373944059851613","0.0525592711501799","1"
"Yes","2002","in school","19","","","","1"
"No","2003","middle vocational","9435","0.949612263261611","0.945326250845778","0.953898275677444","2"
"No","2003","vocational + Abi","945","0.937392334206383","0.922561669607896","0.952222998804871","2"
"No","2003","general elemantary","2535","0.964407602143932","0.957338938247349","0.971476266040514","2"
"No","2003","higher education","2567","0.926980997916258","0.917292385805831","0.936669610026685","2"
"No","2003","higher vocational","1348","0.952232357624499","0.941166770157759","0.963297945091239","2"
"No","2003","in school","453","0.9222212870553","0.89860386101588","0.94583871309472","2"
"No","2003","inadequately","247","0.97489982120566","0.955624295418104","0.994175346993217","2"
"Yes","2003","vocational + Abi","80","0.0626076657936167","0.0477770011951291","0.0774383303921043","1"
"Yes","2003","general elemantary","104","0.0355923978560683","0.0285237339594859","0.0426610617526506","1"
"Yes","2003","higher vocational","79","0.0477676423755013","0.0367020549087613","0.0588332298422413","1"
"Yes","2003","inadequately","6","","","","1"
"Yes","2003","middle vocational","571","0.0503877367383888","0.0461017243225558","0.0546737491542218","1"
"Yes","2003","higher education","203","0.0730190020837418","0.0633303899733149","0.0827076141941687","1"
"Yes","2003","in school","41","0.0777787129447","0.0541612869052796","0.10139613898412","1"
"No","2004","middle vocational","10124","0.944900035569218","0.940592314312253","0.949207756826183","2"
"No","2004","vocational + Abi","1054","0.904904325972624","0.888015942340072","0.921792709605176","2"
"No","2004","general elemantary","2463","0.959949438971685","0.952392214671988","0.967506663271383","2"
"No","2004","higher education","4005","0.941471019132293","0.934446632562352","0.948495405702234","2"
"No","2004","higher vocational","1528","0.940822421538285","0.92938517093958","0.952259672136991","2"
"No","2004","in school","592","0.948490604450925","0.931217018246617","0.965764190655234","2"
"No","2004","inadequately","241","0.916684777704959","0.882631413838607","0.95073814157131","2"
"Yes","2004","vocational + Abi","105","0.0950956740273756","0.0782072903948236","0.111984057659928","1"
"Yes","2004","general elemantary","123","0.0400505610283145","0.0324933367286167","0.0476077853280123","1"
"Yes","2004","higher vocational","107","0.0591775784617146","0.0477403278630087","0.0706148290604205","1"
"Yes","2004","inadequately","12","","","","1"
"Yes","2004","middle vocational","654","0.0550999644307818","0.0507922431738171","0.0594076856877465","1"
"Yes","2004","higher education","285","0.058528980867707","0.0515045942977662","0.0655533674376478","1"
"Yes","2004","in school","37","0.0515093955490745","0.0342358093447656","0.0687829817533834","1"
"No","2005","middle vocational","9623","0.949577111344718","0.945328568727704","0.953825653961733","2"
"No","2005","vocational + Abi","1043","0.913857325301369","0.89748381052546","0.930230840077279","2"
"No","2005","in school","618","0.963251613846332","0.948720658584829","0.977782569107834","2"
"No","2005","inadequately","231","0.957896694979163","0.932542081088964","0.983251308869362","2"
"No","2005","general elemantary","2261","0.948417922393004","0.93955603895994","0.957279805826069","2"
"No","2005","higher education","3893","0.939621183247292","0.932363065171232","0.946879301323353","2"
"No","2005","higher vocational","1471","0.959684378167327","0.949885789950622","0.969482966384033","2"
"Yes","2005","vocational + Abi","85","0.0861426746986305","0.0697691599227209","0.10251618947454","1"
"Yes","2005","inadequately","10","","","","1"
"Yes","2005","middle vocational","567","0.0504228886552816","0.0461743460382673","0.0546714312722958","1"
"Yes","2005","general elemantary","132","0.0515820776069956","0.042720194173931","0.0604439610400603","1"
"Yes","2005","higher vocational","77","0.0403156218326725","0.0305170336159671","0.0501142100493778","1"
"Yes","2005","in school","26","","","","1"
"Yes","2005","higher education","244","0.0603788167527076","0.0531206986766466","0.0676369348287685","1"
"No","2006","middle vocational","10559","0.956557847292524","0.952757191057482","0.960358503527565","2"
"No","2006","vocational + Abi","1138","0.933870202521831","0.919902558468954","0.947837846574708","2"
"No","2006","in school","368","0.953331903927905","0.932451583321236","0.974212224534574","2"
"No","2006","inadequately","237","0.982890455634649","0.966484019540081","0.999296891729218","2"
"No","2006","general elemantary","2377","0.961913262239875","0.954390712942179","0.96943581153757","2"
"No","2006","higher education","4334","0.946695357715349","0.940177415633891","0.953213299796806","2"
"No","2006","higher vocational","1560","0.954950065761532","0.944923906554206","0.964976224968858","2"
"Yes","2006","vocational + Abi","78","0.0661297974781694","0.0521621534252924","0.0800974415310464","1"
"Yes","2006","inadequately","3","","","","1"
"Yes","2006","middle vocational","492","0.0434421527074759","0.0396414964724345","0.0472428089425174","1"
"Yes","2006","general elemantary","110","0.0380867377601255","0.0305641884624301","0.0456092870578208","1"
"Yes","2006","higher vocational","84","0.0450499342384678","0.0350237750311416","0.055076093445794","1"
"Yes","2006","in school","24","","","","1"
"Yes","2006","higher education","229","0.0533046422846515","0.046786700203194","0.059822584366109","1"
"No","2007","middle vocational","9721","0.946460797324195","0.94210760504426","0.950813989604129","2"
"No","2007","vocational + Abi","1092","0.950788733596526","0.938356976446095","0.963220490746957","2"
"No","2007","in school","322","0.955768602715824","0.933783922050716","0.977753283380931","2"
"No","2007","inadequately","210","0.946158457510002","0.916128210207907","0.976188704812098","2"
"No","2007","general elemantary","2101","0.954629445756522","0.945936961974348","0.963321929538697","2"
"No","2007","higher education","4129","0.946954139588439","0.9403052948816","0.953602984295278","2"
"No","2007","higher vocational","1446","0.946853090252636","0.935575752017871","0.958130428487402","2"
"Yes","2007","vocational + Abi","71","0.0492112664034739","0.0367795092530428","0.061643023553905","1"
"Yes","2007","inadequately","7","","","","1"
"Yes","2007","middle vocational","551","0.0535392026758054","0.049186010395871","0.0578923949557397","1"
"Yes","2007","general elemantary","101","0.0453705542434779","0.0366780704613034","0.0540630380256523","1"
"Yes","2007","higher vocational","74","0.0531469097473637","0.0418695715125984","0.064424247982129","1"
"Yes","2007","in school","14","","","","1"
"Yes","2007","higher education","236","0.0530458604115612","0.0463970157047223","0.0596947051184002","1"
"No","2008","middle vocational","9278","0.954223360535984","0.950079305063964","0.958367416008003","2"
"No","2008","vocational + Abi","1023","0.940783101187023","0.926815804415549","0.954750397958496","2"
"No","2008","in school","337","0.941084572881315","0.916555829349674","0.965613316412955","2"
"No","2008","inadequately","182","0.96419293762025","0.937561561564077","0.990824313676422","2"
"No","2008","higher education","3978","0.946112963218289","0.939281837874385","0.952944088562192","2"
"No","2008","higher vocational","1359","0.956430833596334","0.945805896066604","0.967055771126064","2"
"No","2008","general elemantary","1945","0.958727405195324","0.9500805565026","0.967374253888049","2"
