"year","pgisced97","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2004","general elemantary","East Germany","4.39","4.59","369","0","2","6","8","10","4.11","4.67","0","10","4","5"
"2004","general elemantary","West Germany","4.99","5","2101","1","3","7","8","10","4.88","5.1","0","10","5","5"
"2004","higher education","East Germany","5.66","6","1273","2","4","7","8","10","5.53","5.79","0","10","6","7"
"2004","higher education","West Germany","6.5","7","2965","3","5","8","9","10","6.42","6.58","0","10","7","8"
"2004","higher vocational","East Germany","5.35","5","430","2","4","7","8","10","5.13","5.57","0","10","5","6"
"2004","higher vocational","West Germany","6.01","6","1186","3","5","8","9","10","5.87","6.15","0","10","7","7"
"2004","in school","East Germany","4.27","5","121","0","2","7","8","10","3.7","4.84","0","10","3","5"
"2004","in school","West Germany","4.53","5","373","0","2","7","8","10","4.23","4.83","0","10","5","6"
"2004","inadequately","East Germany","","","","","","","","","","","","","",""
"2004","inadequately","West Germany","4.18","4","216","0","2","6","8","10","3.82","4.54","0","10","4","5"
"2004","middle vocational","East Germany","4.7","5","2735","1","3","7","8","10","4.61","4.79","0","10","5","5"
"2004","middle vocational","West Germany","5.68","6","7767","2","4","8","8","10","5.62","5.74","0","10","6","6"
"2004","vocational + Abi","East Germany","4.77","5","153","1","3","7","8","9","4.37","5.17","0","10","5","6"
"2004","vocational + Abi","West Germany","5.72","6","972","2","4","8","9","10","5.56","5.88","0","10","6","6"
"2005","general elemantary","East Germany","4.57","4.33","332","1","2","7","8","10","4.28","4.86","0","10","4","5"
"2005","general elemantary","West Germany","4.83","5","1973","1","3","7","8","10","4.71","4.95","0","10","5","5"
"2005","higher education","East Germany","5.85","6","1251","2","5","8","9","10","5.72","5.98","0","10","6","7"
"2005","higher education","West Germany","6.54","7","2859","3","5","8","9","10","6.45","6.63","0","10","7","8"
"2005","higher vocational","East Germany","5.43","5","420","2","4","7","9","10","5.2","5.66","0","10","5","6"
"2005","higher vocational","West Germany","6.07","7","1122","2","5","8","9","10","5.93","6.21","0","10","7","7"
"2005","in school","East Germany","5.32","5","95","1","3","7","9","10","4.67","5.97","0","10","4","7"
"2005","in school","West Germany","4.37","5","404","0","1","7","9","10","4.05","4.69","0","10","4","5"
"2005","inadequately","East Germany","","","","","","","","","","","","","",""
"2005","inadequately","West Germany","4.03","4","206","0","2","6","7","10","3.66","4.4","0","10","3","5"
"2005","middle vocational","East Germany","4.82","5","2616","1","3","7","8","10","4.72","4.92","0","10","5","5"
"2005","middle vocational","West Germany","5.69","6","7374","2","4","8","9","10","5.63","5.75","0","10","6","6"
"2005","vocational + Abi","East Germany","4.4","5","162","0","3","6","8","9","4","4.8","0","10","4","5"
"2005","vocational + Abi","West Germany","5.65","6","944","2","4","8","9","10","5.49","5.81","0","10","6","6"
"2006","general elemantary","East Germany","4.58","5","369","1","3","7","8","10","4.31","4.85","0","10","4","5"
"2006","general elemantary","West Germany","4.92","5","2026","1","3","7","8","10","4.8","5.04","0","10","5","5"
"2006","higher education","East Germany","5.71","6","1330","2","4","8","8","10","5.58","5.84","0","10","6","6"
"2006","higher education","West Germany","6.46","7","3195","2","5","8","9","10","6.37","6.55","0","10","7","8"
"2006","higher vocational","East Germany","5.3","5","428","2","3","7","8","10","5.07","5.53","0","10","5","6"
"2006","higher vocational","West Germany","5.93","6","1206","2","5","8","9","10","5.8","6.06","0","10","6","7"
"2006","in school","East Germany","5.57","6","54","1","4","7","8","10","4.78","6.36","0","10","5","7"
"2006","in school","West Germany","4.74","5","267","0","3","7","9","10","4.35","5.13","0","10","4","6"
"2006","inadequately","East Germany","","","","","","","","","","","","","",""
"2006","inadequately","West Germany","4.06","4","199","0","2","6","8","10","3.68","4.44","0","10","4","5"
"2006","middle vocational","East Germany","4.8","5","2788","1","3","7","8","10","4.71","4.89","0","10","5","5"
"2006","middle vocational","West Germany","5.68","6","8026","2","4","8","9","10","5.62","5.74","0","10","6","6"
"2006","vocational + Abi","East Germany","4.57","5","170","1","3","6","8","9","4.18","4.96","0","9","5","6"
"2006","vocational + Abi","West Germany","5.62","6","1012","2","4","8","9","10","5.46","5.78","0","10","6","6"
"2007","general elemantary","East Germany","4.61","4","325","1","3","7","9","10","4.33","4.89","0","10","4","5"
"2007","general elemantary","West Germany","4.7","5","1813","1","3","7","8","10","4.58","4.82","0","10","5","5"
"2007","higher education","East Germany","5.8","6","1295","2","4","8","8","10","5.67","5.93","0","10","6","6"
"2007","higher education","West Germany","6.59","7","3049","3","5","8","9","10","6.51","6.67","0","10","7","7"
"2007","higher vocational","East Germany","5.35","5","403","2","4","7","8","10","5.12","5.58","0","10","5","6"
"2007","higher vocational","West Germany","5.93","6","1108","3","4","8","9","10","5.79","6.07","0","10","6","7"
"2007","in school","East Germany","4.9","5","58","1","2","7","9","10","4.06","5.74","0","10","5","6"
"2007","in school","West Germany","4.49","5","204","0","1","7","8","10","4.04","4.94","0","10","4","6"
"2007","inadequately","East Germany","","","","","","","","","","","","","",""
"2007","inadequately","West Germany","4.02","4","183","0","2","6","8","10","3.63","4.41","0","10","4","5"
"2007","middle vocational","East Germany","4.74","5","2610","1","3","7","8","10","4.64","4.84","0","10","5","5"
"2007","middle vocational","West Germany","5.62","6","7508","2","4","8","8","10","5.56","5.68","0","10","6","6"
"2007","vocational + Abi","East Germany","4.88","5","166","2","3","7","8","9","4.51","5.25","0","9","5","6"
"2007","vocational + Abi","West Germany","5.6","6","980","2","4","8","9","10","5.44","5.76","0","10","6","6"
"2008","general elemantary","East Germany","4.67","5","299","1","2","7","8","10","4.37","4.97","0","10","5","5"
"2008","general elemantary","West Germany","5.08","5","1652","1","3","7","8","10","4.95","5.21","0","10","5","5"
"2008","higher education","East Germany","5.91","6","1239","2","5","8","8","10","5.78","6.04","0","10","6","7"
"2008","higher education","West Germany","6.59","7","2914","3","5","8","9","10","6.51","6.67","0","10","7","8"
"2008","higher vocational","East Germany","5.25","5","374","2","3","7","8","10","5","5.5","0","10","5","6"
"2008","higher vocational","West Germany","5.86","6","1025","2","5","8","9","10","5.71","6.01","0","10","6","7"
"2008","in school","East Germany","5.05","6","55","0","3","8","9","10","4.21","5.89","0","10","3","6"
"2008","in school","West Germany","5.13","5","205","0","3","7","9","10","4.71","5.55","0","10","5","6"
"2008","inadequately","East Germany","","","","","","","","","","","","","",""
"2008","inadequately","West Germany","4.22","4","155","1","2","6","7","9","3.81","4.63","0","10","3","5"
"2008","middle vocational","East Germany","4.8","5","2495","1","3","7","8","10","4.7","4.9","0","10","5","5"
