"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2004","16-34 y.","5.07","5","5306","1","3","7","8","10","5","5.14","0","10","5","5"
"2004","35-65 y.","5.49","6","11876","2","4","8","8","10","5.44","5.54","0","10","6","6"
"2004","66 and older","6.1","6","3743","3","5","8","9","10","6.02","6.18","0","10","6","7"
"2005","16-34 y.","4.99","5","5004","1","3","7","8","10","4.91","5.07","0","10","5","5"
"2005","35-65 y.","5.49","6","11306","2","4","8","9","10","5.44","5.54","0","10","6","6"
"2005","66 and older","6.22","7","3749","3","5","8","9","10","6.14","6.3","0","10","7","7"
"2006","16-34 y.","5.12","5","4911","1","3","7","8","10","5.04","5.2","0","10","5","5"
"2006","35-65 y.","5.48","6","12089","2","4","8","9","10","5.43","5.53","0","10","6","6"
"2006","66 and older","6.03","6","4405","3","4","8","9","10","5.96","6.1","0","10","6","7"
"2007","16-34 y.","5.22","6","4483","1","3","8","9","10","5.14","5.3","0","10","5","6"
"2007","35-65 y.","5.42","6","11213","2","4","7","8","10","5.37","5.47","0","10","6","6"
"2007","66 and older","5.97","6","4331","3","4","8","9","10","5.9","6.04","0","10","6","6"
"2008","16-34 y.","5.25","5","4149","1","3","7","8","10","5.17","5.33","0","10","5","6"
"2008","35-65 y.","5.54","6","10440","2","4","8","8","10","5.49","5.59","0","10","6","6"
"2008","66 and older","6.01","6","4297","3","4","8","9","10","5.94","6.08","0","10","6","7"
"2009","16-34 y.","5.31","6","3851","1","3","7","9","10","5.22","5.4","0","10","6","6"
"2009","35-65 y.","5.58","6","9706","2","4","8","9","10","5.53","5.63","0","10","6","6"
"2009","66 and older","6.07","7","4168","2","5","8","9","10","6","6.14","0","10","6","7"
"2010","16-34 y.","5.49","6","6350","1","4","8","9","10","5.42","5.56","0","10","5","6"
"2010","35-65 y.","5.67","6","13137","2","4","8","9","10","5.62","5.72","0","10","6","6"
"2010","66 and older","6.2","7","4022","3","5","8","9","10","6.13","6.27","0","10","7","7"
"2011","16-34 y.","5.73","6","5964","2","4","8","9","10","5.66","5.8","0","10","6","6"
"2011","35-65 y.","5.92","6","14561","2","4","8","9","10","5.88","5.96","0","10","6","7"
"2011","66 and older","6.19","7","4464","3","5","8","9","10","6.12","6.26","0","10","7","7"
"2012","16-34 y.","5.82","6","5723","2","4","8","9","10","5.75","5.89","0","10","6","6"
"2012","35-65 y.","6.03","7","15016","2","5","8","9","10","5.99","6.07","0","10","6","7"
"2012","66 and older","6.3","7","4889","3","5","8","9","10","6.23","6.37","0","10","7","7"
"2013","16-34 y.","5.82","6","5302","2","4","8","9","10","5.75","5.89","0","10","6","6"
"2013","35-65 y.","6.16","7","14583","2","5","8","9","10","6.12","6.2","0","10","7","7"
"2013","66 and older","6.46","7","4943","3","5","8","9","10","6.39","6.53","0","10","7","7"
"2014","16-34 y.","5.84","6","6101","2","4","8","9","10","5.77","5.91","0","10","6","6"
"2014","35-65 y.","6.15","7","15187","2","5","8","9","10","6.11","6.19","0","10","7","7"
"2014","66 and older","6.5","7","4951","3","5","8","9","10","6.43","6.57","0","10","7","7"
"2015","16-34 y.","5.95","6","6198","2","4","8","9","10","5.88","6.02","0","10","6","6"
"2015","35-65 y.","6.25","7","14871","3","5","8","9","10","6.21","6.29","0","10","7","7"
"2015","66 and older","6.72","7","4929","3","5","8","10","10","6.66","6.78","0","10","7","7"
"2016","16-34 y.","6.05","7","5535","2","5","8","9","10","5.98","6.12","0","10","6","7"
"2016","35-65 y.","6.37","7","13842","3","5","8","9","10","6.33","6.41","0","10","7","7"
"2016","66 and older","6.78","7","4731","3","5","8","10","10","6.72","6.84","0","10","7","7"
"2017","16-34 y.","6.12","7","7286","2","5","8","9","10","6.06","6.18","0","10","6","7"
"2017","35-65 y.","6.41","7","16411","3","5","8","9","10","6.37","6.45","0","10","7","7"
"2017","66 and older","6.72","7","4998","3","5","8","10","10","6.66","6.78","0","10","7","7"
"2018","16-34 y.","6.05","6","7714","3","5","8","9","10","5.99","6.11","0","10","6","6"
"2018","35-65 y.","6.41","7","16184","3","5","8","9","10","6.37","6.45","0","10","7","7"
"2018","66 and older","6.69","7","5054","3","5","8","10","10","6.63","6.75","0","10","7","7"
"2019","16-34 y.","6.38","7","6870","3","5","8","9","10","6.32","6.44","0","10","7","7"
"2019","35-65 y.","6.59","7","16730","3","5","8","9","10","6.55","6.63","0","10","7","7"
"2019","66 and older","6.87","7","5228","3","5","8","10","10","6.81","6.93","0","10","8","8"
