"year","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2004","Rural Area","5.4","6","6987","1","3","8","9","10","5.34","5.46","0","10","6","6"
"2004","Urban Area","5.59","6","13938","2","4","8","9","10","5.55","5.63","0","10","6","6"
"2005","Rural Area","5.39","6","6676","1","3","8","9","10","5.33","5.45","0","10","6","6"
"2005","Urban Area","5.59","6","13383","2","4","8","9","10","5.55","5.63","0","10","6","6"
"2006","Rural Area","5.44","6","7234","2","4","8","9","10","5.38","5.5","0","10","6","6"
"2006","Urban Area","5.57","6","14171","2","4","8","9","10","5.53","5.61","0","10","6","6"
"2007","Rural Area","5.41","6","6810","2","3","8","9","10","5.35","5.47","0","10","6","6"
"2007","Urban Area","5.55","6","13217","2","4","8","9","10","5.51","5.59","0","10","6","6"
"2008","Rural Area","5.49","6","6421","2","4","8","8","10","5.43","5.55","0","10","6","6"
"2008","Urban Area","5.63","6","12465","2","4","8","9","10","5.59","5.67","0","10","6","6"
"2009","Rural Area","5.52","6","6126","2","4","8","9","10","5.46","5.58","0","10","6","6"
"2009","Urban Area","5.69","6","11599","2","4","8","9","10","5.64","5.74","0","10","6","6"
"2010","Rural Area","5.64","6","8082","2","4","8","9","10","5.58","5.7","0","10","6","6"
"2010","Urban Area","5.81","6","15427","2","4","8","9","10","5.77","5.85","0","10","6","6"
"2011","Rural Area","5.75","6","8842","2","4","8","9","10","5.7","5.8","0","10","6","6"
"2011","Urban Area","6.03","7","16147","2","5","8","9","10","5.99","6.07","0","10","6","7"
"2012","Rural Area","5.88","6","9239","2","4","8","9","10","5.83","5.93","0","10","6","6"
"2012","Urban Area","6.12","7","16389","2","5","8","9","10","6.08","6.16","0","10","7","7"
"2013","Rural Area","6","7","8916","2","4","8","9","10","5.95","6.05","0","10","6","7"
"2013","Urban Area","6.25","7","15912","3","5","8","9","10","6.21","6.29","0","10","7","7"
"2014","Rural Area","6.05","7","9036","2","5","8","9","10","6","6.1","0","10","6","7"
"2014","Urban Area","6.21","7","17203","2","5","8","9","10","6.17","6.25","0","10","7","7"
"2015","Rural Area","6.21","7","8907","3","5","8","9","10","6.16","6.26","0","10","7","7"
"2015","Urban Area","6.34","7","17091","3","5","8","9","10","6.3","6.38","0","10","7","7"
"2016","Rural Area","6.34","7","8334","3","5","8","9","10","6.29","6.39","0","10","7","7"
"2016","Urban Area","6.42","7","15774","3","5","8","9","10","6.38","6.46","0","10","7","7"
"2017","Rural Area","6.36","7","10058","3","5","8","9","10","6.31","6.41","0","10","7","7"
"2017","Urban Area","6.45","7","18637","3","5","8","9","10","6.41","6.49","0","10","7","7"
"2018","Rural Area","6.27","7","9883","3","5","8","9","10","6.22","6.32","0","10","7","7"
"2018","Urban Area","6.45","7","19069","3","5","8","9","10","6.41","6.49","0","10","7","7"
"2019","Rural Area","6.5","7","9663","3","5","8","9","10","6.45","6.55","0","10","7","7"
"2019","Urban Area","6.67","7","17532","3","5","8","9","10","6.63","6.71","0","10","7","7"
