"plh0223","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","West Germany","144","0.0717410735513668","0.0610376618111441","0.0824444852915895"
"1 Strongly disagree","2005","1-pers.-HH","East Germany","50","0.0651586628543169","0.0472550080136337","0.0830623176950001"
"1 Strongly disagree","2005","(Married) couple without C. ","West Germany","310","0.0583169767919977","0.0519864475091214","0.064647506074874"
"1 Strongly disagree","2005","(Married) couple without C. ","East Germany","101","0.0568478832241072","0.0460146635063915","0.0676811029418228"
"1 Strongly disagree","2005","Single parent ","West Germany","54","0.0737883375973679","0.0556273047987654","0.0919493703959704"
"1 Strongly disagree","2005","Single parent ","East Germany","27","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","West Germany","248","0.0874639325731639","0.0773746536904295","0.0975532114558984"
"1 Strongly disagree","2005","Couple + C. LE 16 ","East Germany","53","0.0700048349934875","0.0510351529238986","0.0889745170630765"
"1 Strongly disagree","2005","Couple + C. GT 16 ","West Germany","181","0.0628183088512924","0.0534882682065477","0.072148349496037"
"1 Strongly disagree","2005","Couple + C. GT 16 ","East Germany","84","0.0755707121720191","0.0595837095140223","0.0915577148300158"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","West Germany","109","0.0976095826004574","0.0816593971913759","0.113559768009539"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","East Germany","27","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","West Germany","250","0.109127943145755","0.0961955355842847","0.122060350707225"
"2 on scale 1-7 ","2005","1-pers.-HH","East Germany","100","0.125283035908489","0.101268921797609","0.14929715001937"
"2 on scale 1-7 ","2005","(Married) couple without C. ","West Germany","538","0.0957962723278747","0.0878457144725103","0.103746830183239"
"2 on scale 1-7 ","2005","(Married) couple without C. ","East Germany","201","0.102288549340276","0.0881113181095633","0.116465780570988"
"2 on scale 1-7 ","2005","Single parent ","West Germany","89","0.114004281758931","0.0919258638236509","0.136082699694212"
"2 on scale 1-7 ","2005","Single parent ","East Germany","39","0.107946182081205","0.0731776344755283","0.142714729686882"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","West Germany","443","0.147953958777279","0.135274070302929","0.160633847251629"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","East Germany","110","0.174750776730875","0.146517726017789","0.202983827443961"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","West Germany","336","0.113361152337562","0.101170301385625","0.125552003289498"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","East Germany","163","0.131671734517956","0.111219456442512","0.1521240125934"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","West Germany","192","0.135087394212635","0.116717113355322","0.153457675069948"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","East Germany","61","0.159347875840482","0.122155157801457","0.196540593879508"
"3 on scale 1-7 ","2005","1-pers.-HH","West Germany","341","0.146363170620322","0.131702420016425","0.161023921224219"
"3 on scale 1-7 ","2005","1-pers.-HH","East Germany","93","0.109977935191984","0.0872824313509858","0.132673439032983"
"3 on scale 1-7 ","2005","(Married) couple without C. ","West Germany","756","0.141830152486882","0.13240559297366","0.151254712000104"
"3 on scale 1-7 ","2005","(Married) couple without C. ","East Germany","241","0.135373941215727","0.119367631084175","0.151380251347278"
"3 on scale 1-7 ","2005","Single parent ","West Germany","122","0.146156085816402","0.121615255495655","0.170696916137149"
"3 on scale 1-7 ","2005","Single parent ","East Germany","48","0.162153267844476","0.120854934965324","0.203451600723628"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","West Germany","445","0.140642069291813","0.128226538947254","0.153057599636371"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","East Germany","107","0.131980448880767","0.106816705772292","0.157144191989241"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","West Germany","400","0.146359201409013","0.132767428337418","0.159950974480607"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","East Germany","169","0.154675294863792","0.132803939418836","0.176546650308749"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","West Germany","209","0.168300539577548","0.148193495286579","0.188407583868517"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","East Germany","69","0.175166420394224","0.136539933091022","0.213792907697426"
"4 on scale 1-7","2005","1-pers.-HH","West Germany","546","0.245830201332122","0.227971251541676","0.263689151122569"
"4 on scale 1-7","2005","1-pers.-HH","East Germany","188","0.279173393505811","0.246631780345798","0.311715006665824"
"4 on scale 1-7","2005","(Married) couple without C. ","West Germany","1253","0.238516013287754","0.227003257058359","0.250028769517148"
"4 on scale 1-7","2005","(Married) couple without C. ","East Germany","429","0.247021392632856","0.226843856559513","0.267198928706199"
"4 on scale 1-7","2005","Single parent ","West Germany","187","0.237684953668335","0.2081143869292","0.267255520407471"
"4 on scale 1-7","2005","Single parent ","East Germany","72","0.198108652587833","0.153450899974828","0.242766405200838"
"4 on scale 1-7","2005","Couple + C. LE 16 ","West Germany","701","0.24000784683439","0.224755457528503","0.255260236140277"
"4 on scale 1-7","2005","Couple + C. LE 16 ","East Germany","169","0.266957876563686","0.234069569082417","0.299846184044955"
"4 on scale 1-7","2005","Couple + C. GT 16 ","West Germany","595","0.231001913395017","0.214795051332039","0.247208775457995"
"4 on scale 1-7","2005","Couple + C. GT 16 ","East Germany","253","0.238036273237231","0.212276492549824","0.263796053924639"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","West Germany","310","0.221218137819594","0.198911169486616","0.243525106152571"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","East Germany","76","0.209286294106002","0.167947609966977","0.250624978245027"
"5 on scale 1-7","2005","1-pers.-HH","West Germany","410","0.184119969115364","0.168044364057227","0.2001955741735"
"5 on scale 1-7","2005","1-pers.-HH","East Germany","131","0.187901687637666","0.159564528748391","0.21623884652694"
"5 on scale 1-7","2005","(Married) couple without C. ","West Germany","1106","0.214868446135756","0.203772925431853","0.225963966839659"
"5 on scale 1-7","2005","(Married) couple without C. ","East Germany","390","0.21730141036789","0.198006708219217","0.236596112516564"
"5 on scale 1-7","2005","Single parent ","West Germany","154","0.188184305635611","0.161031670792822","0.215336940478399"
"5 on scale 1-7","2005","Single parent ","East Germany","58","0.196771407923316","0.152227537113396","0.241315278733236"
"5 on scale 1-7","2005","Couple + C. LE 16 ","West Germany","604","0.194896874435652","0.18075038105233","0.209043367818973"
"5 on scale 1-7","2005","Couple + C. LE 16 ","East Germany","123","0.157701801770699","0.130605691428755","0.184797912112644"
"5 on scale 1-7","2005","Couple + C. GT 16 ","West Germany","517","0.22131664717326","0.205353592397999","0.23727970194852"
"5 on scale 1-7","2005","Couple + C. GT 16 ","East Germany","209","0.199439107875418","0.175270268898072","0.223607946852765"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","West Germany","273","0.204507200796704","0.182830424332642","0.226183977260765"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","East Germany","70","0.181801738520777","0.1426090628854","0.220994414156154"
"6 on scale 1-7","2005","1-pers.-HH","West Germany","350","0.159745674648521","0.144549871400396","0.174941477896647"
"6 on scale 1-7","2005","1-pers.-HH","East Germany","123","0.169206703721067","0.142008392728866","0.196405014713268"
"6 on scale 1-7","2005","(Married) couple without C. ","West Germany","893","0.167699531024045","0.157607091761978","0.177791970286112"
"6 on scale 1-7","2005","(Married) couple without C. ","East Germany","277","0.173211029617319","0.155506082274253","0.190915976960386"
"6 on scale 1-7","2005","Single parent ","West Germany","133","0.170353664460058","0.144237235283894","0.196470093636222"
"6 on scale 1-7","2005","Single parent ","East Germany","42","0.14741934512885","0.107697231106451","0.187141459151249"
"6 on scale 1-7","2005","Couple + C. LE 16 ","West Germany","411","0.138646421939685","0.126304986621611","0.15098785725776"
"6 on scale 1-7","2005","Couple + C. LE 16 ","East Germany","104","0.148135844708958","0.121725690316969","0.174545999100947"
"6 on scale 1-7","2005","Couple + C. GT 16 ","West Germany","402","0.148541680681759","0.134866458817626","0.162216902545893"
"6 on scale 1-7","2005","Couple + C. GT 16 ","East Germany","131","0.153253523746449","0.13146462026999","0.175042427222908"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","West Germany","163","0.116734215293427","0.0994771453880123","0.133991285198841"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","East Germany","48","0.109879084515046","0.0780987371212983","0.141659431908794"
"7 Strongly agree","2005","1-pers.-HH","West Germany","192","0.0830719675865496","0.0716247851826319","0.0945191499904674"
"7 Strongly agree","2005","1-pers.-HH","East Germany","45","0.0632985811806659","0.0456347771532572","0.0809623852080746"
"7 Strongly agree","2005","(Married) couple without C. ","West Germany","408","0.0829726079456909","0.0755210226790891","0.0904241932122927"
"7 Strongly agree","2005","(Married) couple without C. ","East Germany","116","0.0679557936018247","0.056181332737448","0.0797302544662013"
"7 Strongly agree","2005","Single parent ","West Germany","57","0.0698283710632946","0.052123651291569","0.0875330908350202"
"7 Strongly agree","2005","Single parent ","East Germany","20","","",""
"7 Strongly agree","2005","Couple + C. LE 16 ","West Germany","160","0.0503888961480172","0.0425769197658993","0.058200872530135"
"7 Strongly agree","2005","Couple + C. LE 16 ","East Germany","29","","",""
"7 Strongly agree","2005","Couple + C. GT 16 ","West Germany","167","0.0766010961520971","0.0663742743840774","0.0868279179201168"
"7 Strongly agree","2005","Couple + C. GT 16 ","East Germany","41","0.0473533535871337","0.0345065603728102","0.0602001468014571"
"7 Strongly agree","2005","Couple + C. LE and GT 16","West Germany","74","0.0565429296996353","0.0441300514456116","0.0689558079536589"
"7 Strongly agree","2005","Couple + C. LE and GT 16","East Germany","21","","",""
"1 Strongly disagree","2006","1-pers.-HH","West Germany","","","",""
"1 Strongly disagree","2006","1-pers.-HH","East Germany","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","West Germany","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","East Germany","","","",""
"1 Strongly disagree","2006","Single parent ","West Germany","","","",""
"1 Strongly disagree","2006","Single parent ","East Germany","","","",""
"1 Strongly disagree","2006","Couple + C. LE 16 ","West Germany","","","",""
"1 Strongly disagree","2006","Couple + C. LE 16 ","East Germany","","","",""
"1 Strongly disagree","2006","Couple + C. GT 16 ","West Germany","","","",""
"1 Strongly disagree","2006","Couple + C. GT 16 ","East Germany","","","",""
"1 Strongly disagree","2006","Couple + C. LE and GT 16","West Germany","","","",""
"1 Strongly disagree","2006","Couple + C. LE and GT 16","East Germany","","","",""
"2 on scale 1-7 ","2006","1-pers.-HH","West Germany","","","",""
