"plh0223","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Full Time","no migration background","511","0.074961342338218","0.0687435373245946","0.0811791473518413","1"
"1 Strongly disagree","2005","Full Time","direct migration background","57","0.0605453968956678","0.0440702758001505","0.077020517991185","1"
"1 Strongly disagree","2005","Full Time","indirect migration background","29","","","","1"
"1 Strongly disagree","2005","Part Time","no migration background","314","0.0889473350547725","0.0801693341706302","0.0977253359389147","1"
"1 Strongly disagree","2005","Part Time","direct migration background","41","0.0660421892880193","0.0454171467240045","0.0866672318520342","1"
"1 Strongly disagree","2005","Part Time","indirect migration background","21","","","","1"
"1 Strongly disagree","2005","Not Working","no migration background","371","0.0574868671866823","0.0518613533633309","0.0631123810100337","1"
"1 Strongly disagree","2005","Not Working","direct migration background","58","0.0605611571285023","0.0457775834609819","0.0753447307960226","1"
"1 Strongly disagree","2005","Not Working","indirect migration background","26","","","","1"
"2 on scale 1-7 ","2005","Part Time","indirect migration background","35","0.14514429907831","0.0983851885116608","0.19190340964496","2"
"2 on scale 1-7 ","2005","Full Time","no migration background","984","0.132574098854725","0.124566837298331","0.140581360411118","2"
"2 on scale 1-7 ","2005","Full Time","indirect migration background","52","0.196850667892277","0.153754285872122","0.239947049912433","2"
"2 on scale 1-7 ","2005","Part Time","no migration background","576","0.131935450735618","0.121499928897045","0.14237097257419","2"
"2 on scale 1-7 ","2005","Part Time","direct migration background","69","0.134373802597939","0.106050558657802","0.162697046538076","2"
"2 on scale 1-7 ","2005","Not Working","no migration background","643","0.0908401485452532","0.0838948133181841","0.0977854837723223","2"
"2 on scale 1-7 ","2005","Not Working","direct migration background","86","0.0853850056832596","0.0680646001842778","0.102705411182241","2"
"2 on scale 1-7 ","2005","Not Working","indirect migration background","41","0.117484269771429","0.0799027251946259","0.155065814348233","2"
"2 on scale 1-7 ","2005","Full Time","direct migration background","93","0.114122956843061","0.0921583526173965","0.136087561068726","2"
"3 on scale 1-7 ","2005","Full Time","direct migration background","100","0.115765841310864","0.0936642262308373","0.137867456390891","3"
"3 on scale 1-7 ","2005","Full Time","no migration background","1097","0.155154553831239","0.14660567075561","0.163703436906868","3"
"3 on scale 1-7 ","2005","Part Time","indirect migration background","42","0.193898233709862","0.141417281399597","0.246379186020127","3"
"3 on scale 1-7 ","2005","Not Working","no migration background","922","0.139158352879007","0.13079365143031","0.147523054327703","3"
"3 on scale 1-7 ","2005","Full Time","indirect migration background","43","0.140962333316711","0.103245792179774","0.178678874453649","3"
"3 on scale 1-7 ","2005","Part Time","no migration background","645","0.146731662317992","0.135820722946149","0.157642601689836","3"
"3 on scale 1-7 ","2005","Part Time","direct migration background","74","0.119861262583486","0.0928878754587752","0.146834649708196","3"
"3 on scale 1-7 ","2005","Not Working","direct migration background","108","0.110954951644487","0.0914886558186159","0.130421247470359","3"
"3 on scale 1-7 ","2005","Not Working","indirect migration background","48","0.148913083842991","0.107362519892046","0.190463647793936","3"
"4 on scale 1-7","2005","Full Time","direct migration background","186","0.233454781915359","0.204232076017942","0.262677487812775","4"
"4 on scale 1-7","2005","Full Time","indirect migration background","81","0.225015156120291","0.179753889326802","0.270276422913781","4"
"4 on scale 1-7","2005","Part Time","indirect migration background","45","0.195707088509608","0.14304109966309","0.248373077356126","4"
"4 on scale 1-7","2005","Not Working","no migration background","1617","0.250999492308532","0.240520689986777","0.261478294630287","4"
"4 on scale 1-7","2005","Not Working","direct migration background","245","0.24469167603363","0.218046424503077","0.271336927564182","4"
"4 on scale 1-7","2005","Part Time","direct migration background","123","0.210639824828255","0.176776597843976","0.244503051812533","4"
"4 on scale 1-7","2005","Part Time","no migration background","985","0.24205622046478","0.228848312655996","0.255264128273564","4"
"4 on scale 1-7","2005","Not Working","indirect migration background","57","0.216700103988127","0.168614272388339","0.264785935587914","4"
"4 on scale 1-7","2005","Full Time","no migration background","1575","0.232230090788597","0.222259675003867","0.242200506573327","4"
"5 on scale 1-7","2005","Part Time","no migration background","746","0.185183985012928","0.173205858400172","0.197162111625684","5"
"5 on scale 1-7","2005","Part Time","indirect migration background","31","0.154926652450125","0.106894713875045","0.202958591025205","5"
"5 on scale 1-7","2005","Not Working","no migration background","1350","0.202726562626655","0.193010436452706","0.212442688800603","5"
"5 on scale 1-7","2005","Full Time","direct migration background","167","0.230128398281952","0.201051745642004","0.2592050509219","5"
"5 on scale 1-7","2005","Full Time","indirect migration background","75","0.18913829725413","0.146692240867087","0.231584353641173","5"
"5 on scale 1-7","2005","Part Time","direct migration background","105","0.218649401038579","0.18432384238835","0.252974959688809","5"
"5 on scale 1-7","2005","Not Working","direct migration background","193","0.201716712832255","0.176845466399322","0.226587959265188","5"
"5 on scale 1-7","2005","Not Working","indirect migration background","58","0.208025047874395","0.160651372980353","0.255398722768438","5"
"5 on scale 1-7","2005","Full Time","no migration background","1432","0.208915741373237","0.199316532679075","0.2185149500674","5"
"6 on scale 1-7","2005","Not Working","no migration background","1135","0.175128749098682","0.165943181943049","0.184314316254315","6"
"6 on scale 1-7","2005","Not Working","direct migration background","184","0.16923320770583","0.145993511402711","0.192472904008949","6"
"6 on scale 1-7","2005","Full Time","no migration background","955","0.141563965064566","0.133332657885409","0.149795272243722","6"
"6 on scale 1-7","2005","Full Time","direct migration background","138","0.163834446249173","0.138266320361685","0.189402572136661","6"
"6 on scale 1-7","2005","Part Time","no migration background","545","0.138050490158371","0.127413535733469","0.148687444583274","6"
"6 on scale 1-7","2005","Part Time","indirect migration background","33","0.149705249096967","0.102344004417201","0.197066493776732","6"
"6 on scale 1-7","2005","Not Working","indirect migration background","38","0.142796947989741","0.101962672555268","0.183631223424214","6"
"6 on scale 1-7","2005","Full Time","indirect migration background","36","0.0923627253804355","0.0609808606634123","0.123744590097459","6"
"6 on scale 1-7","2005","Part Time","direct migration background","102","0.184355366791544","0.152152178053401","0.216558555529687","6"
"7 Strongly agree","2005","Part Time","indirect migration background","11","","","","7"
"7 Strongly agree","2005","Not Working","direct migration background","126","0.127457288972036","0.106788083773267","0.148126494170805","7"
"7 Strongly agree","2005","Not Working","indirect migration background","14","","","","7"
"7 Strongly agree","2005","Not Working","no migration background","539","0.0836598273551888","0.0769683653645337","0.0903512893458439","7"
"7 Strongly agree","2005","Full Time","no migration background","336","0.0546002077494185","0.0492355332185524","0.0599648822802845","7"
"7 Strongly agree","2005","Full Time","direct migration background","64","0.0821481785039234","0.0631795728909389","0.101116784116908","7"
"7 Strongly agree","2005","Full Time","indirect migration background","11","","","","7"
"7 Strongly agree","2005","Part Time","no migration background","229","0.0670948562555388","0.0593801256435624","0.0748095868675153","7"
"7 Strongly agree","2005","Part Time","direct migration background","43","0.0660781528721778","0.0454478925531573","0.0867084131911982","7"
"1 Strongly disagree","2006","Full Time","no migration background","","","","","1"
"1 Strongly disagree","2006","Full Time","direct migration background","","","","","1"
"1 Strongly disagree","2006","Full Time","indirect migration background","","","","","1"
"1 Strongly disagree","2006","Part Time","no migration background","","","","","1"
"1 Strongly disagree","2006","Part Time","direct migration background","","","","","1"
"1 Strongly disagree","2006","Part Time","indirect migration background","","","","","1"
"1 Strongly disagree","2006","Not Working","no migration background","","","","","1"
"1 Strongly disagree","2006","Not Working","direct migration background","","","","","1"
"1 Strongly disagree","2006","Not Working","indirect migration background","","","","","1"
"2 on scale 1-7 ","2006","Full Time","no migration background","","","","","2"
"2 on scale 1-7 ","2006","Part Time","indirect migration background","","","","","2"
"2 on scale 1-7 ","2006","Not Working","no migration background","","","","","2"
"2 on scale 1-7 ","2006","Full Time","direct migration background","","","","","2"
"2 on scale 1-7 ","2006","Full Time","indirect migration background","","","","","2"
"2 on scale 1-7 ","2006","Part Time","no migration background","","","","","2"
"2 on scale 1-7 ","2006","Part Time","direct migration background","","","","","2"
"2 on scale 1-7 ","2006","Not Working","direct migration background","","","","","2"
"2 on scale 1-7 ","2006","Not Working","indirect migration background","","","","","2"
