"plh0223","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","(0) in school","West Germany","53","0.103510376207511","0.0769943348018202","0.130026417613201"
"1 Strongly disagree","2005","(0) in school","East Germany","","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","West Germany","","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","East Germany","","","",""
"1 Strongly disagree","2005","(1b) general elementary school","West Germany","101","0.0551721333740145","0.0441623365344743","0.0661819302135547"
"1 Strongly disagree","2005","(1b) general elementary school","East Germany","","","",""
"1 Strongly disagree","2005","(1c) basic vocational qualification","West Germany","345","0.0836093582696402","0.0756276679982198","0.0915910485410606"
"1 Strongly disagree","2005","(1c) basic vocational qualification","East Germany","76","0.0790084543402515","0.0629650036792892","0.0950519050012138"
"1 Strongly disagree","2005","(2b) intermediate general qualification","West Germany","44","0.135550302131322","0.103529224810218","0.167571379452426"
"1 Strongly disagree","2005","(2b) intermediate general qualification","East Germany","","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","West Germany","208","0.0624850570613234","0.0539594600661329","0.0710106540565138"
"1 Strongly disagree","2005","(2a) intermediate vocational","East Germany","132","0.0727147552629413","0.0603747915618732","0.0850547189640093"
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","West Germany","46","0.0552929291782919","0.0371707313232683","0.0734151270333156"
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","East Germany","","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","West Germany","79","0.065486657450782","0.0520648192128695","0.0789084956886945"
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","East Germany","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","West Germany","59","0.0646281507407093","0.0493048276925993","0.0799514737888192"
"1 Strongly disagree","2005","(3a) lower tertiary education","East Germany","42","0.0653433043980625","0.0464750383670821","0.0842115704290428"
"1 Strongly disagree","2005","(3b) higher tertiary education","West Germany","103","0.0467450952707112","0.0373127843952977","0.0561774061461247"
"1 Strongly disagree","2005","(3b) higher tertiary education","East Germany","36","0.0432737867752192","0.0268970627162","0.0596505108342383"
"2 on scale 1-7 ","2005","(0) in school","West Germany","81","0.190010530462958","0.155861951736277","0.224159109189639"
"2 on scale 1-7 ","2005","(0) in school","East Germany","30","0.155307493789893","0.0967564084211052","0.213858579158681"
