"year","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","7.52","8","1249","5","6","9","10","10","7.4","7.64","0","10","8","8"
"1985","Urban Area","7.52","8","5087","5","6","9","10","10","7.46","7.58","0","10","8","8"
"1986","Rural Area","7.42","8","1243","5","6","9","10","10","7.3","7.54","0","10","8","8"
"1986","Urban Area","7.41","8","4925","5","6","9","10","10","7.35","7.47","0","10","8","8"
"1987","Rural Area","7.35","8","1261","4","6","9","10","10","7.23","7.47","0","10","8","8"
"1987","Urban Area","7.43","8","4894","5","6","9","10","10","7.37","7.49","0","10","8","8"
"1988","Rural Area","7.27","8","1154","5","6","9","10","10","7.15","7.39","0","10","8","8"
"1988","Urban Area","7.26","8","4683","4","6","9","10","10","7.2","7.32","0","10","8","8"
"1989","Rural Area","7.22","8","1118","5","6","9","10","10","7.1","7.34","0","10","7","8"
"1989","Urban Area","7.28","8","4573","5","6","9","10","10","7.22","7.34","0","10","8","8"
"1990","Rural Area","7.25","8","3277","5","6","9","10","10","7.17","7.33","0","10","8","8"
"1990","Urban Area","7.21","8","5732","5","6","9","10","10","7.16","7.26","0","10","8","8"
"1991","Rural Area","6.8","7","2926","3","5","8","10","10","6.71","6.89","0","10","7","7"
"1991","Urban Area","7.11","8","5550","4","6","9","10","10","7.05","7.17","0","10","8","8"
"1992","Rural Area","7.16","8","2637","4","6","9","9","10","7.08","7.24","0","10","8","8"
"1992","Urban Area","7.34","8","5333","5","6","9","10","10","7.29","7.39","0","10","8","8"
"1993","Rural Area","7.04","7","2558","4","6","8","10","10","6.96","7.12","0","10","7","8"
"1993","Urban Area","7.08","8","5228","4","6","8","9","10","7.02","7.14","0","10","7","8"
"1994","Rural Area","7.01","7","2503","4","6","8","9","10","6.93","7.09","0","10","7","8"
"1994","Urban Area","6.93","7","5022","4","6","8","9","10","6.87","6.99","0","10","7","8"
"1995","Rural Area","6.89","7","2812","4","6","8","9","10","6.81","6.97","0","10","7","8"
"1995","Urban Area","6.84","7","5460","4","5","8","9","10","6.78","6.9","0","10","7","7"
"1996","Rural Area","6.77","7","2776","4","5","8","9","10","6.69","6.85","0","10","7","7"
"1996","Urban Area","6.85","7","5325","4","6","8","9","10","6.79","6.91","0","10","7","7"
"1997","Rural Area","6.72","7","2691","4","5","8","9","10","6.64","6.8","0","10","7","7"
"1997","Urban Area","6.85","7","5144","4","6","8","9","10","6.79","6.91","0","10","7","7"
"1998","Rural Area","6.83","7","2924","4","5","8","9","10","6.75","6.91","0","10","7","7"
"1998","Urban Area","6.9","7","5626","4","6","8","9","10","6.84","6.96","0","10","7","7"
"1999","Rural Area","6.81","7","2882","4","5","8","9","10","6.73","6.89","0","10","7","7"
"1999","Urban Area","6.85","7","5471","4","5","8","9","10","6.79","6.91","0","10","7","7"
"2000","Rural Area","6.99","8","4574","4","6","8","10","10","6.92","7.06","0","10","7","8"
"2000","Urban Area","7.08","8","8727","4","6","9","10","10","7.03","7.13","0","10","8","8"
"2001","Rural Area","7.02","8","4477","4","6","8","10","10","6.96","7.08","0","10","7","8"
"2001","Urban Area","7.07","8","8605","4","6","9","10","10","7.02","7.12","0","10","8","8"
