"year","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Female","7.66","8","2588","5","6","10","10","10","7.57","7.75","0","10","8","8"
"1984","Male","7.72","8","4434","5","7","10","10","10","7.65","7.79","0","10","8","8"
"1985","Female","7.49","8","2391","5","6","9","10","10","7.4","7.58","0","10","8","8"
"1985","Male","7.54","8","3945","5","7","9","10","10","7.47","7.61","0","10","8","8"
"1986","Female","7.33","8","2337","5","6","9","10","10","7.24","7.42","0","10","8","8"
"1986","Male","7.46","8","3831","5","6","9","10","10","7.39","7.53","0","10","8","8"
"1987","Female","7.33","8","2373","4","6","9","10","10","7.24","7.42","0","10","8","8"
"1987","Male","7.46","8","3782","5","6","9","10","10","7.4","7.52","0","10","8","8"
"1988","Female","7.25","8","2260","4","6","9","10","10","7.16","7.34","0","10","8","8"
"1988","Male","7.27","8","3577","5","6","9","10","10","7.2","7.34","0","10","8","8"
"1989","Female","7.23","8","2230","5","6","9","10","10","7.14","7.32","0","10","7","8"
"1989","Male","7.28","8","3461","5","6","9","10","10","7.21","7.35","0","10","8","8"
"1990","Female","7.2","8","3877","4","6","9","10","10","7.13","7.27","0","10","8","8"
"1990","Male","7.24","8","5201","5","6","9","10","10","7.18","7.3","0","10","8","8"
"1991","Female","6.98","8","3623","4","5","8","10","10","6.9","7.06","0","10","7","8"
"1991","Male","7.04","8","4910","4","6","8","10","10","6.98","7.1","0","10","7","8"
"1992","Female","7.29","8","3403","5","6","9","10","10","7.22","7.36","0","10","8","8"
"1992","Male","7.29","8","4646","5","6","9","9","10","7.23","7.35","0","10","8","8"
"1993","Female","7.08","8","3302","4","6","8","10","10","7.01","7.15","0","10","7","8"
"1993","Male","7.06","8","4484","4","6","8","9","10","7","7.12","0","10","7","8"
"1994","Female","6.95","7","3212","4","6","8","9","10","6.88","7.02","0","10","7","7"
"1994","Male","6.97","7","4313","4","6","8","9","10","6.91","7.03","0","10","7","8"
"1995","Female","6.83","7","3611","4","5","8","9","10","6.76","6.9","0","10","7","7"
"1995","Male","6.87","7","4661","4","6","8","9","10","6.81","6.93","0","10","7","7"
"1996","Female","6.85","7","3558","4","5","8","9","10","6.78","6.92","0","10","7","7"
"1996","Male","6.81","7","4543","4","6","8","9","10","6.75","6.87","0","10","7","7"
"1997","Female","6.81","7","3433","4","5","8","9","10","6.74","6.88","0","10","7","7"
"1997","Male","6.82","7","4402","4","6","8","9","10","6.76","6.88","0","10","7","7"
"1998","Female","6.86","7","3773","4","6","8","9","10","6.79","6.93","0","10","7","7"
"1998","Male","6.9","7","4777","4","6","8","9","10","6.84","6.96","0","10","7","7"
"1999","Female","6.79","7","3709","4","5","8","9","10","6.72","6.86","0","10","7","7"
"1999","Male","6.87","7","4644","4","6","8","9","10","6.81","6.93","0","10","7","7"
"2000","Female","6.98","7","5955","4","6","9","10","10","6.92","7.04","0","10","7","8"
"2000","Male","7.11","8","7346","4","6","9","10","10","7.06","7.16","0","10","8","8"
"2001","Female","7.01","8","5969","4","6","9","10","10","6.95","7.07","0","10","7","8"
"2001","Male","7.08","8","7113","4","6","9","10","10","7.03","7.13","0","10","8","8"
"2002","Female","6.89","7","6385","4","5","8","10","10","6.84","6.94","0","10","7","8"
"2002","Male","6.9","7","7574","4","6","8","9","10","6.85","6.95","0","10","7","8"
"2003","Female","6.85","7","6171","4","5","8","9","10","6.79","6.91","0","10","7","8"
"2003","Male","6.86","7","7094","4","6","8","9","10","6.81","6.91","0","10","7","8"
"2004","Female","6.77","7","5984","4","5","8","9","10","6.71","6.83","0","10","7","7"
"2004","Male","6.75","7","6808","3","5","8","9","10","6.7","6.8","0","10","7","7"
"2005","Female","6.72","7","5730","3","5","8","9","10","6.66","6.78","0","10","7","7"
"2005","Male","6.68","7","6418","3","5","8","9","10","6.63","6.73","0","10","7","7"
"2006","Female","6.81","7","6019","4","5","8","9","10","6.75","6.87","0","10","7","7"
"2006","Male","6.71","7","6669","3","5","8","9","10","6.66","6.76","0","10","7","7"
"2007","Female","6.74","7","5783","4","5","8","9","10","6.68","6.8","0","10","7","7"
"2007","Male","6.77","7","6306","4","6","8","9","10","6.72","6.82","0","10","7","7"
"2008","Female","6.82","7","5532","4","5","8","9","10","6.76","6.88","0","10","7","7"
"2008","Male","6.76","7","5944","4","5","8","9","10","6.71","6.81","0","10","7","7"
"2009","Female","6.75","7","5284","4","5","8","9","10","6.69","6.81","0","10","7","7"
"2009","Male","6.65","7","5527","3","5","8","9","10","6.59","6.71","0","10","7","7"
"2010","Female","6.8","7","6915","4","5","8","9","10","6.75","6.85","0","10","7","8"
"2010","Male","6.83","7","7550","4","6","8","9","10","6.78","6.88","0","10","7","8"
"2011","Female","6.9","7","8196","4","6","8","9","10","6.85","6.95","0","10","8","8"
"2011","Male","6.9","7","8098","4","6","8","9","10","6.85","6.95","0","10","8","8"
"2012","Female","7.02","8","8383","4","6","8","9","10","6.97","7.07","0","10","8","8"
"2012","Male","7.02","7","8097","4","6","8","9","10","6.98","7.06","0","10","8","8"
"2013","Female","7.07","8","9787","4","6","9","10","10","7.03","7.11","0","10","8","8"
"2013","Male","7.02","7","9465","4","6","8","9","10","6.98","7.06","0","10","8","8"
"2014","Female","7.01","8","8748","4","6","8","9","10","6.97","7.05","0","10","8","8"
"2014","Male","7.06","8","8407","4","6","8","9","10","7.02","7.1","0","10","8","8"
"2015","Female","7.09","8","8072","4","6","9","9","10","7.04","7.14","0","10","8","8"
"2015","Male","7.09","8","7609","5","6","8","9","10","7.05","7.13","0","10","8","8"
"2016","Female","7.11","8","7885","4","6","8","9","10","7.07","7.15","0","10","8","8"
"2016","Male","7.12","8","7338","5","6","8","9","10","7.08","7.16","0","10","8","8"
"2017","Female","7.12","8","8738","4","6","9","10","10","7.08","7.16","0","10","8","8"
"2017","Male","7.12","7","8227","4","6","8","9","10","7.08","7.16","0","10","8","8"
"2018","Female","7.1","8","8559","4","6","8","9","10","7.06","7.14","0","10","8","8"
"2018","Male","7.07","7","7935","4","6","8","9","10","7.03","7.11","0","10","8","8"
"2019","Female","7.19","8","8346","5","6","8","9","10","7.15","7.23","0","10","8","8"
"2019","Male","7.25","8","8415","5","6","9","9","10","7.21","7.29","0","10","8","8"
