"year","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","7.46","8","2262","4","6","10","10","10","7.36","7.56","0","10","8","8"
"1984","indirect migration background","8.44","10","63","5","7","10","10","10","7.85","9.03","0","10","8","10"
"1984","no migration background","7.72","8","4697","5","7","10","10","10","7.66","7.78","0","10","8","8"
"1985","direct migration background","7.35","8","1920","5","6","9","10","10","7.25","7.45","0","10","8","8"
"1985","indirect migration background","7.6","7.96","64","5","6","9","10","10","7.15","8.05","3","10","8","9"
"1985","no migration background","7.54","8","4352","5","6","9","10","10","7.48","7.6","0","10","8","8"
"1986","direct migration background","7.36","8","1853","5","6","9","10","10","7.26","7.46","0","10","8","8"
"1986","indirect migration background","7.59","8","80","4","7","9","10","10","7.16","8.02","2","10","8","9"
"1986","no migration background","7.41","8","4235","5","6","9","10","10","7.35","7.47","0","10","8","8"
"1987","direct migration background","7.34","8","1830","5","6","9","10","10","7.24","7.44","0","10","8","8"
"1987","indirect migration background","7.3","8","89","5","6","9","10","10","6.82","7.78","0","10","7","8"
"1987","no migration background","7.42","8","4236","5","6","9","10","10","7.36","7.48","0","10","8","8"
"1988","direct migration background","7.22","8","1712","4","6","9","10","10","7.12","7.32","0","10","7","8"
"1988","indirect migration background","7.94","8","117","5","7","10","10","10","7.59","8.29","2","10","8","8"
"1988","no migration background","7.26","8","4008","4","6","9","10","10","7.2","7.32","0","10","8","8"
"1989","direct migration background","7.14","8","1656","5","6","8","10","10","7.04","7.24","0","10","7","8"
"1989","indirect migration background","7.56","8","129","5","7","9","10","10","7.22","7.9","0","10","7","8"
"1989","no migration background","7.28","8","3906","5","6","9","10","10","7.22","7.34","0","10","8","8"
"1990","direct migration background","7.16","8","1732","5","6","9","10","10","7.06","7.26","0","10","7","8"
"1990","indirect migration background","7.38","8","155","4","6","9","10","10","7.05","7.71","1","10","8","8"
"1990","no migration background","7.23","8","7191","5","6","9","10","10","7.18","7.28","0","10","8","8"
"1991","direct migration background","7.12","8","1722","4","6","8","10","10","7.02","7.22","0","10","8","8"
"1991","indirect migration background","7.42","8","212","4","7","9","10","10","7.13","7.71","0","10","8","8"
"1991","no migration background","7","7","6599","4","6","8","10","10","6.94","7.06","0","10","7","8"
"1992","direct migration background","7.35","8","1614","5","6","9","10","10","7.26","7.44","0","10","8","8"
"1992","indirect migration background","7.91","8","233","5","7","9","10","10","7.68","8.14","0","10","8","8"
"1992","no migration background","7.27","8","6202","5","6","9","10","10","7.22","7.32","0","10","8","8"
"1993","direct migration background","6.92","7","1516","4","5","8","9","10","6.82","7.02","0","10","7","7"
"1993","indirect migration background","7.62","8","284","5","7","9","10","10","7.38","7.86","0","10","8","8"
"1993","no migration background","7.08","8","5986","4","6","8","9","10","7.03","7.13","0","10","7","8"
"1994","direct migration background","6.83","7","1356","4","5","8","9","10","6.72","6.94","0","10","7","8"
"1994","indirect migration background","7.14","8","294","4","6","9","9","10","6.89","7.39","0","10","7","8"
"1994","no migration background","6.97","7","5875","4","6","8","9","10","6.92","7.02","0","10","7","7"
"1995","direct migration background","6.73","7","1675","3","5","8","10","10","6.62","6.84","0","10","7","7"
"1995","indirect migration background","7.21","8","333","5","5","9","10","10","6.98","7.44","0","10","8","8"
"1995","no migration background","6.87","7","6264","4","6","8","9","10","6.82","6.92","0","10","7","7"
"1996","direct migration background","6.68","7","1535","3","5","8","9","10","6.56","6.8","0","10","7","7"
"1996","indirect migration background","7.05","8","351","4","5","9","10","10","6.82","7.28","0","10","7","8"
"1996","no migration background","6.84","7","6215","4","6","8","9","10","6.79","6.89","0","10","7","7"
"1997","direct migration background","6.63","7","1432","4","5","8","9","10","6.51","6.75","0","10","7","7"
"1997","indirect migration background","7.06","7","365","4","6","9","10","10","6.84","7.28","0","10","7","8"
"1997","no migration background","6.84","7","6038","4","6","8","9","10","6.79","6.89","0","10","7","7"
"1998","direct migration background","6.85","7","1371","4","6","8","9","10","6.74","6.96","0","10","7","7"
"1998","indirect migration background","7.23","7.94","391","4","6","9","10","10","7.01","7.45","0","10","7","8"
"1998","no migration background","6.87","7","6788","4","6","8","9","10","6.82","6.92","0","10","7","7"
"1999","direct migration background","6.66","7","1258","4","5","8","9","10","6.54","6.78","0","10","7","7"
"1999","indirect migration background","7.21","8","390","5","6","9","10","10","7.01","7.41","0","10","8","8"
"1999","no migration background","6.86","7","6705","4","5","8","9","10","6.81","6.91","0","10","7","7"
"2000","direct migration background","6.84","7","1805","4","5","8","10","10","6.73","6.95","0","10","7","7"
"2000","indirect migration background","7.31","8","479","5","6","9","10","10","7.12","7.5","0","10","8","8"
"2000","no migration background","7.08","8","11017","4","6","9","10","10","7.04","7.12","0","10","8","8"
"2001","direct migration background","6.93","7.32","1706","4","6","8","10","10","6.83","7.03","0","10","7","8"
"2001","indirect migration background","7.35","8","492","5","6","9","10","10","7.17","7.53","0","10","8","8"
"2001","no migration background","7.06","8","10884","4","6","9","10","10","7.02","7.1","0","10","8","8"
"2002","direct migration background","6.74","7","1590","4","5","8","9","10","6.63","6.85","0","10","7","7"
"2002","indirect migration background","6.66","7","506","3","5","8","10","10","6.46","6.86","0","10","7","8"
"2002","no migration background","6.92","7","11863","4","6","8","9","10","6.88","6.96","0","10","8","8"
"2003","direct migration background","6.67","7","1492","3","5","8","9","10","6.55","6.79","0","10","7","7"
"2003","indirect migration background","7.13","8","505","4","6","9","9","10","6.95","7.31","0","10","8","8"
"2003","no migration background","6.88","7","11268","4","6","8","9","10","6.84","6.92","0","10","7","8"
"2004","direct migration background","6.59","7","1399","3","5","8","9","10","6.47","6.71","0","10","7","7"
"2004","indirect migration background","6.67","7","503","3","5","8","9","10","6.47","6.87","0","10","7","8"
"2004","no migration background","6.79","7","10890","4","5","8","9","10","6.75","6.83","0","10","7","7"
"2005","direct migration background","6.41","7","1299","3","5","8","9","10","6.28","6.54","0","10","7","7"
"2005","indirect migration background","6.98","7","514","4","6","9","10","10","6.77","7.19","0","10","7","8"
"2005","no migration background","6.73","7","10335","3","5","8","9","10","6.69","6.77","0","10","7","7"
"2006","direct migration background","6.46","7","1311","3","5","8","9","10","6.34","6.58","0","10","7","7"
"2006","indirect migration background","7.05","7","523","4","6","9","10","10","6.86","7.24","0","10","7","8"
"2006","no migration background","6.78","7","10854","4","5","8","9","10","6.74","6.82","0","10","7","7"
"2007","direct migration background","6.4","7","1176","3","5","8","9","10","6.27","6.53","0","10","7","7"
"2007","indirect migration background","6.79","7","530","3","5","8","10","10","6.6","6.98","0","10","7","8"
"2007","no migration background","6.81","7","10383","4","6","8","9","10","6.77","6.85","0","10","7","7"
"2008","direct migration background","6.56","7","1075","3","5","8","9","10","6.43","6.69","0","10","7","7"
"2008","indirect migration background","6.73","7","531","3","5","8","10","10","6.54","6.92","0","10","7","8"
"2008","no migration background","6.82","7","9870","4","6","8","9","10","6.78","6.86","0","10","7","7"
"2009","direct migration background","6.34","7","957","3","5","8","9","10","6.19","6.49","0","10","7","7"
"2009","indirect migration background","6.74","7","512","3","5","8","10","10","6.54","6.94","0","10","7","8"
"2009","no migration background","6.74","7","9342","3","5","8","9","10","6.7","6.78","0","10","7","7"
"2010","direct migration background","6.62","7","1545","3","5","8","9","10","6.5","6.74","0","10","7","8"
"2010","indirect migration background","6.73","7","702","3","5","9","10","10","6.55","6.91","0","10","7","8"
"2010","no migration background","6.85","7","12218","4","6","8","9","10","6.81","6.89","0","10","7","8"
