"year","age_gr","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1996","16-34 y.","Female","6.94","7","1484","4","5","8","9","6.83","7.05","7","8"
"1996","16-34 y.","Male","6.99","7","1888","4","6","8","9","6.89","7.09","7","8"
"1996","35-65 y.","Female","6.83","7","2032","4","5","8","9","6.74","6.92","7","7"
"1996","35-65 y.","Male","6.71","7","2620","4","5","8","9","6.63","6.79","7","7"
"1996","66 and older","Female","5.76","5.29","42","2","4","8","9","4.94","6.58","5","7"
"1996","66 and older","Male","6.64","7","35","4","5","8","9","5.88","7.4","6","8"
"1997","16-34 y.","Female","6.9","7","1413","4","6","8","9","6.79","7.01","7","8"
"1997","16-34 y.","Male","7.03","8","1818","4","6","8","9","6.94","7.12","7","8"
"1997","35-65 y.","Female","6.75","7","1985","4","5","8","9","6.66","6.84","7","7"
"1997","35-65 y.","Male","6.71","7","2546","4","5","8","9","6.63","6.79","7","7"
"1997","66 and older","Female","6.91","8","35","3","5","9","10","5.96","7.86","6","8"
"1997","66 and older","Male","5.72","5","38","3","4","8","10","4.86","6.58","5","8"
"1998","16-34 y.","Female","6.83","7","1490","4","5","8","9","6.72","6.94","7","8"
"1998","16-34 y.","Male","6.94","7","1869","4","6","8","10","6.84","7.04","7","8"
"1998","35-65 y.","Female","6.88","7","2226","4","6","8","9","6.79","6.97","7","7"
"1998","35-65 y.","Male","6.9","7","2857","4","6","8","9","6.82","6.98","7","7"
"1998","66 and older","Female","6.63","7","57","3","5","8","10","5.86","7.4","6","8"
"1998","66 and older","Male","6.13","6.66","51","0","5","8","9","5.27","6.99","5","8"
"1999","16-34 y.","Female","6.82","7","1449","3","5","8","9","6.71","6.93","7","8"
"1999","16-34 y.","Male","7.06","8","1788","4","6","8","9","6.97","7.15","7","8"
"1999","35-65 y.","Female","6.82","7","2214","4","5","8","9","6.73","6.91","7","7"
"1999","35-65 y.","Male","6.78","7","2821","4","5","8","9","6.7","6.86","7","7"
"1999","66 and older","Female","5.48","6","46","0","4","8","9","4.57","6.39","5","7"
"1999","66 and older","Male","6.85","7","35","4","5","9","10","6.04","7.66","6","9"
"2000","16-34 y.","Female","7.07","8","2033","4","6","9","10","6.97","7.17","7","8"
"2000","16-34 y.","Male","7.31","8","2453","5","6","9","10","7.23","7.39","8","8"
"2000","35-65 y.","Female","7.01","7","3822","4","6","8","10","6.94","7.08","7","8"
"2000","35-65 y.","Male","7.03","8","4792","4","6","8","10","6.97","7.09","7","8"
"2000","66 and older","Female","5","6","99","0","0","8","10","4.3","5.7","5","6"
"2000","66 and older","Male","6.35","7","100","0","5","9","10","5.68","7.02","6","8"
"2001","16-34 y.","Female","7.1","8","2012","4","6","9","10","7","7.2","8","8"
"2001","16-34 y.","Male","7.29","8","2332","5","6","9","10","7.21","7.37","8","8"
"2001","35-65 y.","Female","7.05","8","3862","4","6","8","10","6.98","7.12","7","8"
"2001","35-65 y.","Male","6.99","7","4691","4","6","8","9","6.93","7.05","7","8"
"2001","66 and older","Female","4.74","5.36","95","0","0","8","10","3.98","5.5","4","6"
"2001","66 and older","Male","6.56","8","90","0","5","10","10","5.81","7.31","6","8"
"2002","16-34 y.","Female","7.02","8","1965","4","6","9","10","6.92","7.12","8","8"
"2002","16-34 y.","Male","7","7","2217","4","6","8","9","6.91","7.09","8","8"
"2002","35-65 y.","Female","6.87","7","4327","4","5","8","10","6.81","6.93","7","8"
"2002","35-65 y.","Male","6.86","7","5226","4","6","8","9","6.8","6.92","7","8"
"2002","66 and older","Female","5.34","6","93","0","2","8","10","4.61","6.07","5","7"
"2002","66 and older","Male","6.5","7","131","0","5","9","10","5.97","7.03","7","8"
"2003","16-34 y.","Female","6.94","7.34","1893","4","6","9","9","6.84","7.04","7","8"
"2003","16-34 y.","Male","6.96","8","2043","4","6","8","9","6.87","7.05","7","8"
"2003","35-65 y.","Female","6.89","7","4174","4","6","8","9","6.83","6.95","7","8"
"2003","35-65 y.","Male","6.83","7","4915","4","6","8","9","6.77","6.89","7","8"
"2003","66 and older","Female","4.81","5","104","0","0","8","9","4.09","5.53","5","7"
"2003","66 and older","Male","6.4","8","136","0","5","9","10","5.84","6.96","7","8"
"2004","16-34 y.","Female","6.84","7","1776","4","6","8","9","6.73","6.95","7","8"
"2004","16-34 y.","Male","6.82","7","1916","3","6","8","9","6.72","6.92","7","8"
"2004","35-65 y.","Female","6.76","7","4112","4","5","8","9","6.69","6.83","7","7"
"2004","35-65 y.","Male","6.72","7","4761","3","5","8","9","6.66","6.78","7","7"
"2004","66 and older","Female","6.15","7","96","0","5","8","10","5.47","6.83","5","7"
"2004","66 and older","Male","6.49","7","131","0","5","9","10","5.96","7.02","7","8"
"2005","16-34 y.","Female","6.89","7","1656","3","6","9","10","6.78","7","7","8"
"2005","16-34 y.","Male","6.87","7","1776","4","6","8","9","6.77","6.97","7","8"
"2005","35-65 y.","Female","6.7","7","3967","4","5","8","9","6.63","6.77","7","7"
"2005","35-65 y.","Male","6.61","7","4514","3","5","8","9","6.55","6.67","7","7"
"2005","66 and older","Female","5.44","6","107","0","2","8","10","4.75","6.13","5","7"
"2005","66 and older","Male","6.18","7","128","0","4","8","10","5.62","6.74","7","8"
"2006","16-34 y.","Female","6.96","7","1640","4","6","9","10","6.85","7.07","7","8"
"2006","16-34 y.","Male","6.91","7","1745","3","6","8","10","6.81","7.01","7","8"
"2006","35-65 y.","Female","6.78","7","4264","4","5","8","9","6.72","6.84","7","7"
"2006","35-65 y.","Male","6.63","7","4777","4","5","8","9","6.57","6.69","7","7"
"2006","66 and older","Female","5.54","6","115","0","3","8","10","4.93","6.15","5","7"
"2006","66 and older","Male","6.34","7","147","0","5","9","10","5.87","6.81","7","8"
"2007","16-34 y.","Female","6.88","7","1563","4","6","9","10","6.77","6.99","7","8"
"2007","16-34 y.","Male","7.04","7","1661","4","6","8","9","6.94","7.14","7","8"
"2007","35-65 y.","Female","6.71","7","4086","4","5","8","9","6.65","6.77","7","7"
"2007","35-65 y.","Male","6.67","7","4487","4","5","8","9","6.61","6.73","7","7"
"2007","66 and older","Female","5.76","7","134","0","3","9","10","5.19","6.33","5","7"
"2007","66 and older","Male","6.53","7","158","1","5","9","10","6.06","7","7","8"
"2008","16-34 y.","Female","6.81","7","1474","3","5","8","9","6.7","6.92","7","8"
"2008","16-34 y.","Male","7.01","7","1561","4","6","8","9","6.91","7.11","7","8"
"2008","35-65 y.","Female","6.82","7","3943","4","5","8","9","6.75","6.89","7","7"
"2008","35-65 y.","Male","6.66","7","4224","4","5","8","9","6.6","6.72","7","7"
"2008","66 and older","Female","7.06","8","115","3","5","9","10","6.58","7.54","7","8"
"2008","66 and older","Male","6.48","7.43","159","0","5","9","10","6.06","6.9","8","8"
"2009","16-34 y.","Female","6.99","7","1436","4","6","8","9","6.88","7.1","7","8"
"2009","16-34 y.","Male","6.81","7","1432","3","6","8","9","6.7","6.92","7","8"
"2009","35-65 y.","Female","6.68","7","3718","3","5","8","9","6.61","6.75","7","7"
"2009","35-65 y.","Male","6.59","7","3926","3","5","8","9","6.52","6.66","7","7"
"2009","66 and older","Female","5.89","6.5","130","0","4","9","10","5.34","6.44","6","8"
"2009","66 and older","Male","6.35","7","169","1","5","8","10","5.94","6.76","7","8"
"2010","16-34 y.","Female","6.93","7","1907","4","6","8","9","6.83","7.03","8","8"
"2010","16-34 y.","Male","7.02","7","2100","4","6","9","9","6.92","7.12","8","8"
"2010","35-65 y.","Female","6.79","7","4878","4","5","8","9","6.73","6.85","7","8"
"2010","35-65 y.","Male","6.76","7","5285","4","6","8","9","6.7","6.82","7","8"
"2010","66 and older","Female","5.72","6","130","0","4","8","10","5.16","6.28","6","7"
"2010","66 and older","Male","6.79","8","165","2","5","9","10","6.35","7.23","7","8"
"2011","16-34 y.","Female","7.15","8","2191","4","6","9","9","7.06","7.24","8","8"
"2011","16-34 y.","Male","7.09","8","2018","4","6","9","10","7","7.18","8","8"
"2011","35-65 y.","Female","6.86","7","5848","4","5","8","9","6.8","6.92","8","8"
"2011","35-65 y.","Male","6.83","7","5893","4","6","8","9","6.78","6.88","7","8"
"2011","66 and older","Female","5.7","7","157","0","2","9","10","5.16","6.24","6","7"
"2011","66 and older","Male","6.7","8","187","2","5","9","10","6.31","7.09","8","8"
"2012","16-34 y.","Female","7.14","8","2032","4","6","9","9","7.05","7.23","8","8"
"2012","16-34 y.","Male","7.19","8","1971","4","6","9","9","7.1","7.28","8","8"
"2012","35-65 y.","Female","6.99","7","6195","4","6","8","9","6.94","7.04","8","8"
"2012","35-65 y.","Male","6.94","7","5934","4","6","8","9","6.89","6.99","7","8"
"2012","66 and older","Female","6.67","8","156","1","5","9","10","6.21","7.13","7","8"
"2012","66 and older","Male","7.16","8","192","4","6","9","10","6.81","7.51","8","8"
"2013","16-34 y.","Female","7.16","8","2607","4","6","9","10","7.08","7.24","8","8"
"2013","16-34 y.","Male","7.19","8","2488","4","6","9","10","7.11","7.27","8","8"
"2013","35-65 y.","Female","7.03","8","7025","4","6","8","9","6.98","7.08","8","8"
"2013","35-65 y.","Male","6.93","7","6784","4","6","8","9","6.88","6.98","7","8"
"2013","66 and older","Female","7.13","8","155","3","6","9","10","6.72","7.54","8","8"
"2013","66 and older","Male","7.4","8","193","5","7","9","10","7.09","7.71","8","8"
"2014","16-34 y.","Female","6.97","7","2248","4","6","8","9","6.88","7.06","8","8"
"2014","16-34 y.","Male","7.26","8","2196","5","6","9","10","7.17","7.35","8","8"
"2014","35-65 y.","Female","7.04","8","6351","4","6","8","9","6.99","7.09","8","8"
"2014","35-65 y.","Male","6.98","7","5999","4","6","8","9","6.93","7.03","7","8"
"2014","66 and older","Female","6.79","8","149","2","5","9","10","6.36","7.22","7","8"
"2014","66 and older","Male","6.71","8","212","1","6","8","10","6.36","7.06","8","8"
"2015","16-34 y.","Female","7.33","8","1936","4","6","9","10","7.24","7.42","8","8"
"2015","16-34 y.","Male","7.26","8","1893","5","6","9","10","7.17","7.35","8","8"
"2015","35-65 y.","Female","7.01","7","5994","4","6","8","9","6.96","7.06","8","8"
"2015","35-65 y.","Male","7.01","7","5509","4","6","8","9","6.96","7.06","8","8"
"2015","66 and older","Female","6.9","8","142","2","6","9","10","6.48","7.32","7","8"
"2015","66 and older","Male","7.42","8","207","5","7","9","10","7.14","7.7","8","8"
"2016","16-34 y.","Female","7.25","8","1888","5","6","9","10","7.16","7.34","8","8"
"2016","16-34 y.","Male","7.3","8","1855","5","7","9","10","7.21","7.39","8","8"
"2016","35-65 y.","Female","7.06","8","5839","4","6","8","9","7.01","7.11","8","8"
"2016","35-65 y.","Male","7.03","7","5280","4","6","8","9","6.98","7.08","7","8"
"2016","66 and older","Female","6.91","8","158","3","5","9","10","6.51","7.31","7","8"
"2016","66 and older","Male","7.45","8","203","5","7","9","10","7.15","7.75","8","8"
"2017","16-34 y.","Female","7.26","8","2033","4","6","9","10","7.17","7.35","8","8"
"2017","16-34 y.","Male","7.35","8","2062","5","7","9","10","7.27","7.43","8","8"
"2017","35-65 y.","Female","7.06","7","6530","4","6","8","9","7.01","7.11","7","8"
"2017","35-65 y.","Male","7","7","5920","4","6","8","9","6.95","7.05","7","8"
"2017","66 and older","Female","7.35","8","175","4","6","9","10","7.01","7.69","8","8"
"2017","66 and older","Male","7.66","8","245","5","7","9","10","7.42","7.9","8","8"
"2018","16-34 y.","Female","7.15","8","2008","4","6","9","10","7.06","7.24","8","8"
"2018","16-34 y.","Male","7.2","8","2107","4","6","8","9","7.12","7.28","8","8"
"2018","35-65 y.","Female","7.05","7","6347","4","6","8","9","7","7.1","7","8"
"2018","35-65 y.","Male","7.02","7","5589","4","6","8","9","6.97","7.07","7","8"
"2018","66 and older","Female","7.58","8","204","5","6","9","10","7.26","7.9","8","8"
"2018","66 and older","Male","7.13","8","239","4","6","9","10","6.83","7.43","8","8"
"2019","16-34 y.","Female","7.25","8","1785","5","6","9","9","7.16","7.34","8","8"
"2019","16-34 y.","Male","7.43","8","1854","5","7","9","10","7.34","7.52","8","8"
"2019","35-65 y.","Female","7.14","8","6345","5","6","8","9","7.09","7.19","8","8"
"2019","35-65 y.","Male","7.13","8","6178","4","6","8","9","7.08","7.18","8","8"
"2019","66 and older","Female","7.63","8","216","5","7","9","10","7.38","7.88","8","9"
"2019","66 and older","Male","8.17","8","383","6","7","9","10","8.01","8.33","8","9"
