"ple0021","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2015","Hesse","higher vocational","20","","",""
"Yes","2015","Hesse","higher education","56","0.121708021694828","0.0923981982442948","0.151017845145362"
"Yes","2015","Rhineland-Palatinate,Saarland","in school","","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","inadequately","5","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","general elemantary","49","0.249179816990608","0.19490759803451","0.303452035946706"
"Yes","2015","Rhineland-Palatinate,Saarland","middle vocational","143","0.206961802340621","0.177099001623979","0.236824603057263"
"Yes","2015","Rhineland-Palatinate,Saarland","vocational + Abi","20","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","higher vocational","22","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","higher education","56","0.267144235004229","0.214268781100068","0.320019688908389"
"Yes","2015","Baden-Württemberg","in school","","","",""
"Yes","2015","Baden-Württemberg","inadequately","8","","",""
"Yes","2015","Baden-Württemberg","general elemantary","86","0.314996821683413","0.26667611316303","0.363317530203797"
"Yes","2015","Baden-Württemberg","middle vocational","255","0.233708931598108","0.210739839340242","0.256678023855974"
"Yes","2015","Baden-Württemberg","vocational + Abi","37","0.161144814566983","0.113525623436639","0.208764005697328"
"Yes","2015","Baden-Württemberg","higher vocational","31","0.188024091570208","0.134536938579305","0.241511244561111"
"Yes","2015","Baden-Württemberg","higher education","101","0.143633676711043","0.118764618397605","0.16850273502448"
"Yes","2015","Bavaria","in school","","","",""
"Yes","2015","Bavaria","inadequately","6","","",""
"Yes","2015","Bavaria","general elemantary","99","0.284609295981318","0.241038482366037","0.328180109596598"
"Yes","2015","Bavaria","middle vocational","348","0.211894829874823","0.194056462839378","0.229733196910267"
"Yes","2015","Bavaria","vocational + Abi","33","0.10662376384872","0.0706017706850859","0.142645757012353"
"Yes","2015","Bavaria","higher vocational","50","0.187874961236378","0.141196357883008","0.234553564589748"
"Yes","2015","Bavaria","higher education","108","0.130776150780688","0.108736823346524","0.152815478214853"
"Yes","2015","Berlin","in school","","","",""
"Yes","2015","Berlin","inadequately","5","","",""
"Yes","2015","Berlin","general elemantary","14","","",""
"Yes","2015","Berlin","middle vocational","86","0.26760960179297","0.220894133108798","0.314325070477142"
"Yes","2015","Berlin","vocational + Abi","7","","",""
"Yes","2015","Berlin","higher vocational","18","","",""
"Yes","2015","Berlin","higher education","48","0.113554675668137","0.0804576302642261","0.146651721072048"
"Yes","2015","Brandenburg","in school","","","",""
"Yes","2015","Brandenburg","inadequately","1","","",""
"Yes","2015","Brandenburg","general elemantary","22","","",""
"Yes","2015","Brandenburg","middle vocational","116","0.23970158455116","0.201669256945468","0.277733912156851"
"Yes","2015","Brandenburg","vocational + Abi","12","","",""
"Yes","2015","Brandenburg","higher vocational","14","","",""
"Yes","2015","Brandenburg","higher education","54","0.229197181181735","0.17709518414812","0.28129917821535"
"Yes","2015","Mecklenburg-Western Pomerania","in school","","","",""
"Yes","2015","Mecklenburg-Western Pomerania","inadequately","1","","",""
"Yes","2015","Mecklenburg-Western Pomerania","general elemantary","7","","",""
"Yes","2015","Mecklenburg-Western Pomerania","middle vocational","61","0.275782743688193","0.224346757570133","0.327218729806252"
"Yes","2015","Mecklenburg-Western Pomerania","vocational + Abi","1","","",""
"Yes","2015","Mecklenburg-Western Pomerania","higher vocational","8","","",""
"Yes","2015","Mecklenburg-Western Pomerania","higher education","29","","",""
"Yes","2015","Saxony","in school","","","",""
"Yes","2015","Saxony","inadequately","1","","",""
"Yes","2015","Saxony","general elemantary","20","","",""
"Yes","2015","Saxony","middle vocational","168","0.205559605153105","0.177290451307979","0.233828758998231"
"Yes","2015","Saxony","vocational + Abi","4","","",""
"Yes","2015","Saxony","higher vocational","29","","",""
"Yes","2015","Saxony","higher education","81","0.205467533267196","0.166405521385709","0.244529545148684"
"Yes","2015","Saxony-Anhalt","in school","","","",""
"Yes","2015","Saxony-Anhalt","inadequately","1","","",""
"Yes","2015","Saxony-Anhalt","general elemantary","12","","",""
"Yes","2015","Saxony-Anhalt","middle vocational","109","0.262665973381041","0.222709313298056","0.302622633464026"
"Yes","2015","Saxony-Anhalt","vocational + Abi","2","","",""
"Yes","2015","Saxony-Anhalt","higher vocational","17","","",""
"Yes","2015","Saxony-Anhalt","higher education","42","0.226526917475747","0.170313395118015","0.282740439833479"
"Yes","2015","Thuringia","in school","","","",""
"Yes","2015","Thuringia","inadequately","","","",""
"Yes","2015","Thuringia","general elemantary","13","","",""
"Yes","2015","Thuringia","middle vocational","106","0.231502726363038","0.195627053843812","0.267378398882264"
"Yes","2015","Thuringia","vocational + Abi","4","","",""
"Yes","2015","Thuringia","higher vocational","13","","",""
"Yes","2015","Thuringia","higher education","34","0.147509915729498","0.099318276489543","0.195701554969454"
"No","2015","Schleswig-Holstein","in school","24","","",""
"No","2015","Schleswig-Holstein","inadequately","14","","",""
"No","2015","Schleswig-Holstein","general elemantary","76","0.681559727599304","0.586876605401449","0.77624284979716"
"No","2015","Schleswig-Holstein","middle vocational","342","0.785019517790712","0.746190750157909","0.823848285423516"
"No","2015","Schleswig-Holstein","vocational + Abi","66","0.792881949860145","0.702367905932537","0.883395993787753"
"No","2015","Schleswig-Holstein","higher vocational","46","0.930584929263824","0.859421815300765","1.00174804322688"
"No","2015","Schleswig-Holstein","higher education","125","0.828260393435227","0.767904297456621","0.888616489413833"
"No","2015","Hamburg","in school","7","","",""
"No","2015","Hamburg","inadequately","4","","",""
"No","2015","Hamburg","general elemantary","23","","",""
"No","2015","Hamburg","middle vocational","123","0.702704582561457","0.632321046153746","0.773088118969168"
"No","2015","Hamburg","vocational + Abi","33","0.790139554238371","0.66066825989292","0.919610848583823"
"No","2015","Hamburg","higher vocational","15","","",""
"No","2015","Hamburg","higher education","133","0.930959882772761","0.889976701497049","0.971943064048473"
"No","2015","Lower Saxony","in school","38","0.997214383243051","0.980673041371965","1.01375572511414"
"No","2015","Lower Saxony","inadequately","53","0.879403219642695","0.794861214222217","0.963945225063173"
"No","2015","Lower Saxony","general elemantary","256","0.737987573913655","0.689883590209758","0.786091557617551"
"No","2015","Lower Saxony","middle vocational","921","0.770256166522527","0.745793801127031","0.794718531918023"
"No","2015","Lower Saxony","vocational + Abi","159","0.808468235591195","0.751764181233114","0.865172289949276"
"No","2015","Lower Saxony","higher vocational","99","0.838948644981983","0.772626743767689","0.905270546196277"
"No","2015","Lower Saxony","higher education","430","0.802219978777819","0.767340725835507","0.83709923172013"
"No","2015","Bremen","in school","5","","",""
"No","2015","Bremen","inadequately","8","","",""
"No","2015","Bremen","general elemantary","20","","",""
"No","2015","Bremen","middle vocational","57","0.769012667754744","0.67028022104556","0.867745114463928"
"No","2015","Bremen","vocational + Abi","12","","",""
"No","2015","Bremen","higher vocational","3","","",""
"No","2015","Bremen","higher education","31","0.858717663244625","0.747972332259603","0.969462994229648"
"No","2015","North Rhine-Westphalia","in school","79","0.985514322644717","0.959332253131224","1.01169639215821"
"No","2015","North Rhine-Westphalia","inadequately","112","0.692531302814927","0.613512107769248","0.771550497860606"
"No","2015","North Rhine-Westphalia","general elemantary","539","0.790759282820984","0.759536648506832","0.821981917135135"
"No","2015","North Rhine-Westphalia","middle vocational","1833","0.760937005410904","0.743391507689411","0.778482503132398"
"No","2015","North Rhine-Westphalia","vocational + Abi","480","0.841081449657889","0.810692406921647","0.871470492394131"
"No","2015","North Rhine-Westphalia","higher vocational","215","0.804971097017762","0.757175734492502","0.852766459543023"
"No","2015","North Rhine-Westphalia","higher education","911","0.814962295453449","0.791781006262119","0.838143584644778"
"No","2015","Hesse","in school","24","","",""
"No","2015","Hesse","inadequately","23","","",""
"No","2015","Hesse","general elemantary","138","0.737350279763795","0.672701030529993","0.801999528997598"
"No","2015","Hesse","middle vocational","572","0.805582325046093","0.776574317004363","0.834590333087823"
"No","2015","Hesse","vocational + Abi","139","0.888723030664196","0.839532203360365","0.937913857968027"
"No","2015","Hesse","higher vocational","58","0.853323452126","0.774811103244011","0.93183580100799"
"No","2015","Hesse","higher education","422","0.878291978305172","0.848982154854638","0.907601801755705"
"No","2015","Rhineland-Palatinate,Saarland","in school","22","","",""
"No","2015","Rhineland-Palatinate,Saarland","inadequately","17","","",""
"No","2015","Rhineland-Palatinate,Saarland","general elemantary","195","0.750820183009392","0.696547964053294","0.80509240196549"
"No","2015","Rhineland-Palatinate,Saarland","middle vocational","564","0.793038197659379","0.763175396942737","0.822900998376021"
"No","2015","Rhineland-Palatinate,Saarland","vocational + Abi","93","0.864280325135321","0.801132617747441","0.927428032523201"
"No","2015","Rhineland-Palatinate,Saarland","higher vocational","70","0.699760264955106","0.606098378566795","0.793422151343417"
"No","2015","Rhineland-Palatinate,Saarland","higher education","213","0.732855764995771","0.679980311091611","0.785731218899932"
"No","2015","Baden-Württemberg","in school","45","1","1","1"
"No","2015","Baden-Württemberg","inadequately","24","","",""
"No","2015","Baden-Württemberg","general elemantary","269","0.685003178316587","0.636682469796203","0.73332388683697"
"No","2015","Baden-Württemberg","middle vocational","1049","0.766291068401892","0.743321976144026","0.789260160659758"
"No","2015","Baden-Württemberg","vocational + Abi","192","0.838855185433017","0.791235994302672","0.886474376563362"
"No","2015","Baden-Württemberg","higher vocational","174","0.811975908429792","0.758488755438889","0.865463061420695"
"No","2015","Baden-Württemberg","higher education","663","0.856366323288957","0.831497264975519","0.881235381602395"
"No","2015","Bavaria","in school","42","1","1","1"
"No","2015","Bavaria","inadequately","40","0.799083086157356","0.683292462359321","0.914873709955391"
"No","2015","Bavaria","general elemantary","313","0.715390704018682","0.671819890403402","0.758961517633963"
"No","2015","Bavaria","middle vocational","1668","0.788105170125178","0.770266803089733","0.805943537160622"
"No","2015","Bavaria","vocational + Abi","249","0.89337623615128","0.857354242987647","0.929398229314914"
"No","2015","Bavaria","higher vocational","219","0.812125038763622","0.765446435410252","0.858803642116992"
"No","2015","Bavaria","higher education","791","0.869223849219312","0.847184521785147","0.891263176653476"
"No","2015","Berlin","in school","12","","",""
"No","2015","Berlin","inadequately","7","","",""
"No","2015","Berlin","general elemantary","45","0.745316215723325","0.634144830412653","0.856487601033996"
"No","2015","Berlin","middle vocational","259","0.73239039820703","0.685674929522858","0.779105866891202"
"No","2015","Berlin","vocational + Abi","51","0.721252731095817","0.60585875444435","0.836646707747284"
"No","2015","Berlin","higher vocational","42","0.773738413992015","0.667867915293552","0.879608912690478"
"No","2015","Berlin","higher education","305","0.886445324331863","0.853348278927952","0.919542369735774"
"No","2015","Brandenburg","in school","9","","",""
"No","2015","Brandenburg","inadequately","7","","",""
"No","2015","Brandenburg","general elemantary","58","0.822543226746472","0.738823316715588","0.906263136777355"
"No","2015","Brandenburg","middle vocational","368","0.76029841544884","0.722266087843149","0.798330743054532"
"No","2015","Brandenburg","vocational + Abi","62","0.854299174304859","0.773915430183653","0.934682918426066"
"No","2015","Brandenburg","higher vocational","53","0.760851062819908","0.65871132398857","0.862990801651245"
"No","2015","Brandenburg","higher education","196","0.770802818818265","0.71870082178465","0.82290481585188"
"No","2015","Mecklenburg-Western Pomerania","in school","12","","",""
"No","2015","Mecklenburg-Western Pomerania","inadequately","10","","",""
"No","2015","Mecklenburg-Western Pomerania","general elemantary","24","","",""
"No","2015","Mecklenburg-Western Pomerania","middle vocational","229","0.724217256311807","0.672781270193748","0.775653242429867"
"No","2015","Mecklenburg-Western Pomerania","vocational + Abi","25","","",""
"No","2015","Mecklenburg-Western Pomerania","higher vocational","39","0.793326352980013","0.677563917756474","0.909088788203552"
"No","2015","Mecklenburg-Western Pomerania","higher education","105","0.761872978272393","0.689755369670383","0.833990586874403"
"No","2015","Saxony","in school","11","","",""
"No","2015","Saxony","inadequately","5","","",""
"No","2015","Saxony","general elemantary","69","0.725780503341133","0.633096475041461","0.818464531640805"
"No","2015","Saxony","middle vocational","617","0.794440394846895","0.766171241001769","0.822709548692021"
"No","2015","Saxony","vocational + Abi","74","0.945591361520565","0.895254461423497","0.995928261617633"
"No","2015","Saxony","higher vocational","95","0.756682873364047","0.681159646064591","0.832206100663502"
"No","2015","Saxony","higher education","330","0.794532466732804","0.755470454851316","0.833594478614291"
"No","2015","Saxony-Anhalt","in school","9","","",""
"No","2015","Saxony-Anhalt","inadequately","15","","",""
"No","2015","Saxony-Anhalt","general elemantary","55","0.832553018201887","0.743149357560618","0.921956678843155"
"No","2015","Saxony-Anhalt","middle vocational","357","0.737334026618959","0.697377366535974","0.777290686701944"
"No","2015","Saxony-Anhalt","vocational + Abi","33","0.940609427473367","0.862306592077834","1.0189122628689"
"No","2015","Saxony-Anhalt","higher vocational","48","0.762788225223879","0.659378466616673","0.866197983831086"
"No","2015","Saxony-Anhalt","higher education","171","0.773473082524253","0.717259560166521","0.829686604881985"
"No","2015","Thuringia","in school","9","","",""
"No","2015","Thuringia","inadequately","5","","",""
"No","2015","Thuringia","general elemantary","40","0.722010700608444","0.601397174881876","0.842624226335012"
"No","2015","Thuringia","middle vocational","425","0.768497273636962","0.732621601117736","0.804372946156188"
"No","2015","Thuringia","vocational + Abi","33","0.884397801703761","0.781370078490919","0.987425524916604"
"No","2015","Thuringia","higher vocational","56","0.794479336103509","0.699135505665441","0.889823166541578"
"No","2015","Thuringia","higher education","174","0.852490084270502","0.804298445030546","0.900681723510457"
"Yes","2016","Schleswig-Holstein","in school","","","",""
"Yes","2016","Schleswig-Holstein","inadequately","","","",""
"Yes","2016","Schleswig-Holstein","general elemantary","","","",""
"Yes","2016","Schleswig-Holstein","middle vocational","","","",""
"Yes","2016","Schleswig-Holstein","vocational + Abi","","","",""
"Yes","2016","Schleswig-Holstein","higher vocational","","","",""
"Yes","2016","Schleswig-Holstein","higher education","","","",""
"Yes","2016","Hamburg","in school","","","",""
"Yes","2016","Hamburg","inadequately","","","",""
"Yes","2016","Hamburg","general elemantary","","","",""
"Yes","2016","Hamburg","middle vocational","","","",""
"Yes","2016","Hamburg","vocational + Abi","","","",""
"Yes","2016","Hamburg","higher vocational","","","",""
"Yes","2016","Hamburg","higher education","","","",""
"Yes","2016","Lower Saxony","in school","","","",""
"Yes","2016","Lower Saxony","inadequately","","","",""
"Yes","2016","Lower Saxony","general elemantary","","","",""
"Yes","2016","Lower Saxony","middle vocational","","","",""
"Yes","2016","Lower Saxony","vocational + Abi","","","",""
"Yes","2016","Lower Saxony","higher vocational","","","",""
"Yes","2016","Lower Saxony","higher education","","","",""
"Yes","2016","Bremen","in school","","","",""
"Yes","2016","Bremen","inadequately","","","",""
"Yes","2016","Bremen","general elemantary","","","",""
"Yes","2016","Bremen","middle vocational","","","",""
"Yes","2016","Bremen","vocational + Abi","","","",""
"Yes","2016","Bremen","higher vocational","","","",""
"Yes","2016","Bremen","higher education","","","",""
"Yes","2016","North Rhine-Westphalia","in school","","","",""
"Yes","2016","North Rhine-Westphalia","inadequately","","","",""
"Yes","2016","North Rhine-Westphalia","general elemantary","","","",""
"Yes","2016","North Rhine-Westphalia","middle vocational","","","",""
"Yes","2016","North Rhine-Westphalia","vocational + Abi","","","",""
"Yes","2016","North Rhine-Westphalia","higher vocational","","","",""
"Yes","2016","North Rhine-Westphalia","higher education","","","",""
"Yes","2016","Hesse","in school","","","",""
"Yes","2016","Hesse","inadequately","","","",""
"Yes","2016","Hesse","general elemantary","","","",""
"Yes","2016","Hesse","middle vocational","","","",""
"Yes","2016","Hesse","vocational + Abi","","","",""
"Yes","2016","Hesse","higher vocational","","","",""
"Yes","2016","Hesse","higher education","","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","in school","","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","higher education","","","",""
"Yes","2016","Baden-Württemberg","in school","","","",""
"Yes","2016","Baden-Württemberg","inadequately","","","",""
"Yes","2016","Baden-Württemberg","general elemantary","","","",""
"Yes","2016","Baden-Württemberg","middle vocational","","","",""
"Yes","2016","Baden-Württemberg","vocational + Abi","","","",""
"Yes","2016","Baden-Württemberg","higher vocational","","","",""
"Yes","2016","Baden-Württemberg","higher education","","","",""
"Yes","2016","Bavaria","in school","","","",""
"Yes","2016","Bavaria","inadequately","","","",""
"Yes","2016","Bavaria","general elemantary","","","",""
"Yes","2016","Bavaria","middle vocational","","","",""
"Yes","2016","Bavaria","vocational + Abi","","","",""
"Yes","2016","Bavaria","higher vocational","","","",""
"Yes","2016","Bavaria","higher education","","","",""
"Yes","2016","Berlin","in school","","","",""
"Yes","2016","Berlin","inadequately","","","",""
"Yes","2016","Berlin","general elemantary","","","",""
"Yes","2016","Berlin","middle vocational","","","",""
"Yes","2016","Berlin","vocational + Abi","","","",""
"Yes","2016","Berlin","higher vocational","","","",""
"Yes","2016","Berlin","higher education","","","",""
"Yes","2016","Brandenburg","in school","","","",""
"Yes","2016","Brandenburg","inadequately","","","",""
"Yes","2016","Brandenburg","general elemantary","","","",""
"Yes","2016","Brandenburg","middle vocational","","","",""
"Yes","2016","Brandenburg","vocational + Abi","","","",""
"Yes","2016","Brandenburg","higher vocational","","","",""
"Yes","2016","Brandenburg","higher education","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","in school","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","inadequately","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","higher education","","","",""
"Yes","2016","Saxony","in school","","","",""
"Yes","2016","Saxony","inadequately","","","",""
"Yes","2016","Saxony","general elemantary","","","",""
"Yes","2016","Saxony","middle vocational","","","",""
"Yes","2016","Saxony","vocational + Abi","","","",""
"Yes","2016","Saxony","higher vocational","","","",""
"Yes","2016","Saxony","higher education","","","",""
"Yes","2016","Saxony-Anhalt","in school","","","",""
"Yes","2016","Saxony-Anhalt","inadequately","","","",""
"Yes","2016","Saxony-Anhalt","general elemantary","","","",""
"Yes","2016","Saxony-Anhalt","middle vocational","","","",""
"Yes","2016","Saxony-Anhalt","vocational + Abi","","","",""
"Yes","2016","Saxony-Anhalt","higher vocational","","","",""
"Yes","2016","Saxony-Anhalt","higher education","","","",""
"Yes","2016","Thuringia","in school","","","",""
"Yes","2016","Thuringia","inadequately","","","",""
"Yes","2016","Thuringia","general elemantary","","","",""
"Yes","2016","Thuringia","middle vocational","","","",""
"Yes","2016","Thuringia","vocational + Abi","","","",""
"Yes","2016","Thuringia","higher vocational","","","",""
"Yes","2016","Thuringia","higher education","","","",""
"No","2016","Schleswig-Holstein","in school","","","",""
"No","2016","Schleswig-Holstein","inadequately","","","",""
"No","2016","Schleswig-Holstein","general elemantary","","","",""
"No","2016","Schleswig-Holstein","middle vocational","","","",""
"No","2016","Schleswig-Holstein","vocational + Abi","","","",""
"No","2016","Schleswig-Holstein","higher vocational","","","",""
"No","2016","Schleswig-Holstein","higher education","","","",""
"No","2016","Hamburg","in school","","","",""
"No","2016","Hamburg","inadequately","","","",""
"No","2016","Hamburg","general elemantary","","","",""
"No","2016","Hamburg","middle vocational","","","",""
"No","2016","Hamburg","vocational + Abi","","","",""
"No","2016","Hamburg","higher vocational","","","",""
"No","2016","Hamburg","higher education","","","",""
"No","2016","Lower Saxony","in school","","","",""
"No","2016","Lower Saxony","inadequately","","","",""
"No","2016","Lower Saxony","general elemantary","","","",""
"No","2016","Lower Saxony","middle vocational","","","",""
"No","2016","Lower Saxony","vocational + Abi","","","",""
"No","2016","Lower Saxony","higher vocational","","","",""
"No","2016","Lower Saxony","higher education","","","",""
"No","2016","Bremen","in school","","","",""
"No","2016","Bremen","inadequately","","","",""
"No","2016","Bremen","general elemantary","","","",""
"No","2016","Bremen","middle vocational","","","",""
"No","2016","Bremen","vocational + Abi","","","",""
"No","2016","Bremen","higher vocational","","","",""
"No","2016","Bremen","higher education","","","",""
"No","2016","North Rhine-Westphalia","in school","","","",""
"No","2016","North Rhine-Westphalia","inadequately","","","",""
"No","2016","North Rhine-Westphalia","general elemantary","","","",""
"No","2016","North Rhine-Westphalia","middle vocational","","","",""
"No","2016","North Rhine-Westphalia","vocational + Abi","","","",""
"No","2016","North Rhine-Westphalia","higher vocational","","","",""
"No","2016","North Rhine-Westphalia","higher education","","","",""
"No","2016","Hesse","in school","","","",""
"No","2016","Hesse","inadequately","","","",""
"No","2016","Hesse","general elemantary","","","",""
"No","2016","Hesse","middle vocational","","","",""
"No","2016","Hesse","vocational + Abi","","","",""
"No","2016","Hesse","higher vocational","","","",""
"No","2016","Hesse","higher education","","","",""
"No","2016","Rhineland-Palatinate,Saarland","in school","","","",""
"No","2016","Rhineland-Palatinate,Saarland","inadequately","","","",""
"No","2016","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"No","2016","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"No","2016","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"No","2016","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"No","2016","Rhineland-Palatinate,Saarland","higher education","","","",""
"No","2016","Baden-Württemberg","in school","","","",""
"No","2016","Baden-Württemberg","inadequately","","","",""
"No","2016","Baden-Württemberg","general elemantary","","","",""
"No","2016","Baden-Württemberg","middle vocational","","","",""
"No","2016","Baden-Württemberg","vocational + Abi","","","",""
"No","2016","Baden-Württemberg","higher vocational","","","",""
"No","2016","Baden-Württemberg","higher education","","","",""
"No","2016","Bavaria","in school","","","",""
"No","2016","Bavaria","inadequately","","","",""
"No","2016","Bavaria","general elemantary","","","",""
"No","2016","Bavaria","middle vocational","","","",""
"No","2016","Bavaria","vocational + Abi","","","",""
"No","2016","Bavaria","higher vocational","","","",""
"No","2016","Bavaria","higher education","","","",""
"No","2016","Berlin","in school","","","",""
"No","2016","Berlin","inadequately","","","",""
"No","2016","Berlin","general elemantary","","","",""
"No","2016","Berlin","middle vocational","","","",""
"No","2016","Berlin","vocational + Abi","","","",""
"No","2016","Berlin","higher vocational","","","",""
"No","2016","Berlin","higher education","","","",""
"No","2016","Brandenburg","in school","","","",""
"No","2016","Brandenburg","inadequately","","","",""
"No","2016","Brandenburg","general elemantary","","","",""
"No","2016","Brandenburg","middle vocational","","","",""
"No","2016","Brandenburg","vocational + Abi","","","",""
"No","2016","Brandenburg","higher vocational","","","",""
"No","2016","Brandenburg","higher education","","","",""
"No","2016","Mecklenburg-Western Pomerania","in school","","","",""
"No","2016","Mecklenburg-Western Pomerania","inadequately","","","",""
"No","2016","Mecklenburg-Western Pomerania","general elemantary","","","",""
"No","2016","Mecklenburg-Western Pomerania","middle vocational","","","",""
"No","2016","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"No","2016","Mecklenburg-Western Pomerania","higher vocational","","","",""
"No","2016","Mecklenburg-Western Pomerania","higher education","","","",""
"No","2016","Saxony","in school","","","",""
"No","2016","Saxony","inadequately","","","",""
"No","2016","Saxony","general elemantary","","","",""
"No","2016","Saxony","middle vocational","","","",""
"No","2016","Saxony","vocational + Abi","","","",""
"No","2016","Saxony","higher vocational","","","",""
"No","2016","Saxony","higher education","","","",""
"No","2016","Saxony-Anhalt","in school","","","",""
"No","2016","Saxony-Anhalt","inadequately","","","",""
"No","2016","Saxony-Anhalt","general elemantary","","","",""
"No","2016","Saxony-Anhalt","middle vocational","","","",""
"No","2016","Saxony-Anhalt","vocational + Abi","","","",""
"No","2016","Saxony-Anhalt","higher vocational","","","",""
"No","2016","Saxony-Anhalt","higher education","","","",""
"No","2016","Thuringia","in school","","","",""
"No","2016","Thuringia","inadequately","","","",""
"No","2016","Thuringia","general elemantary","","","",""
"No","2016","Thuringia","middle vocational","","","",""
"No","2016","Thuringia","vocational + Abi","","","",""
"No","2016","Thuringia","higher vocational","","","",""
"No","2016","Thuringia","higher education","","","",""
"Yes","2017","Schleswig-Holstein","in school","","","",""
"Yes","2017","Schleswig-Holstein","inadequately","2","","",""
"Yes","2017","Schleswig-Holstein","general elemantary","22","","",""
"Yes","2017","Schleswig-Holstein","middle vocational","88","0.216088759201258","0.177500347230737","0.254677171171778"
"Yes","2017","Schleswig-Holstein","vocational + Abi","14","","",""
"Yes","2017","Schleswig-Holstein","higher vocational","7","","",""
"Yes","2017","Schleswig-Holstein","higher education","29","","",""
"Yes","2017","Hamburg","in school","","","",""
"Yes","2017","Hamburg","inadequately","3","","",""
"Yes","2017","Hamburg","general elemantary","7","","",""
"Yes","2017","Hamburg","middle vocational","36","0.281394099238126","0.210601945615746","0.352186252860507"
"Yes","2017","Hamburg","vocational + Abi","3","","",""
"Yes","2017","Hamburg","higher vocational","7","","",""
"Yes","2017","Hamburg","higher education","15","","",""
"Yes","2017","Lower Saxony","in school","","","",""
"Yes","2017","Lower Saxony","inadequately","6","","",""
"Yes","2017","Lower Saxony","general elemantary","73","0.280877951423262","0.233385017814071","0.328370885032454"
"Yes","2017","Lower Saxony","middle vocational","259","0.266711055446059","0.242263326048693","0.291158784843425"
"Yes","2017","Lower Saxony","vocational + Abi","36","0.208941816613442","0.156514334828933","0.261369298397951"
"Yes","2017","Lower Saxony","higher vocational","23","","",""
"Yes","2017","Lower Saxony","higher education","72","0.177908489837503","0.146374255885065","0.209442723789941"
"Yes","2017","Bremen","in school","1","","",""
"Yes","2017","Bremen","inadequately","","","",""
"Yes","2017","Bremen","general elemantary","2","","",""
"Yes","2017","Bremen","middle vocational","12","","",""
"Yes","2017","Bremen","vocational + Abi","5","","",""
"Yes","2017","Bremen","higher vocational","1","","",""
"Yes","2017","Bremen","higher education","10","","",""
"Yes","2017","North Rhine-Westphalia","in school","1","","",""
"Yes","2017","North Rhine-Westphalia","inadequately","20","","",""
"Yes","2017","North Rhine-Westphalia","general elemantary","109","0.196958867790533","0.166361616910828","0.227556118670239"
"Yes","2017","North Rhine-Westphalia","middle vocational","499","0.240738705612552","0.223637741246208","0.257839669978897"
"Yes","2017","North Rhine-Westphalia","vocational + Abi","97","0.151333363226091","0.123415502097121","0.17925122435506"
"Yes","2017","North Rhine-Westphalia","higher vocational","59","0.238014055380727","0.186836203265134","0.289191907496321"
"Yes","2017","North Rhine-Westphalia","higher education","181","0.181234689618461","0.159375792278382","0.203093586958541"
"Yes","2017","Hesse","in school","","","",""
"Yes","2017","Hesse","inadequately","8","","",""
"Yes","2017","Hesse","general elemantary","40","0.226561250218362","0.168400857220197","0.284721643216526"
"Yes","2017","Hesse","middle vocational","154","0.241245887392339","0.210231022700051","0.272260752084627"
"Yes","2017","Hesse","vocational + Abi","21","","",""
"Yes","2017","Hesse","higher vocational","19","","",""
"Yes","2017","Hesse","higher education","60","0.106478864623414","0.0796033398352779","0.13335438941155"
"Yes","2017","Rhineland-Palatinate,Saarland","in school","","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","inadequately","5","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","general elemantary","40","0.200046380397534","0.149008827586407","0.251083933208661"
"Yes","2017","Rhineland-Palatinate,Saarland","middle vocational","149","0.245795593861765","0.214433114590555","0.277158073132974"
"Yes","2017","Rhineland-Palatinate,Saarland","vocational + Abi","11","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","higher vocational","18","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","higher education","52","0.209577202409645","0.161989287172358","0.257165117646932"
"Yes","2017","Baden-Württemberg","in school","3","","",""
"Yes","2017","Baden-Württemberg","inadequately","8","","",""
