"ple0021","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"No","2011","Saxony-Anhalt","Employed","446","0.869000076812777","0.839888303011002","0.898111850614551"
"No","2011","Thuringia","Not Employed","256","0.684685115468493","0.637657805557434","0.731712425379551"
"No","2011","Thuringia","Employed","462","0.920383184695278","0.897003900235702","0.943762469154854"
"Yes","2012","Schleswig-Holstein","Not Employed","","","",""
"Yes","2012","Schleswig-Holstein","Employed","","","",""
"Yes","2012","Hamburg","Not Employed","","","",""
"Yes","2012","Hamburg","Employed","","","",""
"Yes","2012","Lower Saxony","Not Employed","","","",""
"Yes","2012","Lower Saxony","Employed","","","",""
"Yes","2012","Bremen","Not Employed","","","",""
"Yes","2012","Bremen","Employed","","","",""
"Yes","2012","North Rhine-Westphalia","Not Employed","","","",""
"Yes","2012","North Rhine-Westphalia","Employed","","","",""
"Yes","2012","Hesse","Not Employed","","","",""
"Yes","2012","Hesse","Employed","","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","Employed","","","",""
"Yes","2012","Baden-Württemberg","Not Employed","","","",""
"Yes","2012","Baden-Württemberg","Employed","","","",""
"Yes","2012","Bavaria","Not Employed","","","",""
"Yes","2012","Bavaria","Employed","","","",""
"Yes","2012","Berlin","Not Employed","","","",""
"Yes","2012","Berlin","Employed","","","",""
"Yes","2012","Brandenburg","Not Employed","","","",""
"Yes","2012","Brandenburg","Employed","","","",""
"Yes","2012","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Yes","2012","Mecklenburg-Western Pomerania","Employed","","","",""
"Yes","2012","Saxony","Not Employed","","","",""
"Yes","2012","Saxony","Employed","","","",""
"Yes","2012","Saxony-Anhalt","Not Employed","","","",""
"Yes","2012","Saxony-Anhalt","Employed","","","",""
"Yes","2012","Thuringia","Not Employed","","","",""
"Yes","2012","Thuringia","Employed","","","",""
"No","2012","Schleswig-Holstein","Not Employed","","","",""
"No","2012","Schleswig-Holstein","Employed","","","",""
"No","2012","Hamburg","Not Employed","","","",""
"No","2012","Hamburg","Employed","","","",""
"No","2012","Lower Saxony","Not Employed","","","",""
"No","2012","Lower Saxony","Employed","","","",""
"No","2012","Bremen","Not Employed","","","",""
"No","2012","Bremen","Employed","","","",""
"No","2012","North Rhine-Westphalia","Not Employed","","","",""
"No","2012","North Rhine-Westphalia","Employed","","","",""
"No","2012","Hesse","Not Employed","","","",""
"No","2012","Hesse","Employed","","","",""
"No","2012","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"No","2012","Rhineland-Palatinate,Saarland","Employed","","","",""
"No","2012","Baden-Württemberg","Not Employed","","","",""
"No","2012","Baden-Württemberg","Employed","","","",""
"No","2012","Bavaria","Not Employed","","","",""
"No","2012","Bavaria","Employed","","","",""
"No","2012","Berlin","Not Employed","","","",""
"No","2012","Berlin","Employed","","","",""
"No","2012","Brandenburg","Not Employed","","","",""
"No","2012","Brandenburg","Employed","","","",""
"No","2012","Mecklenburg-Western Pomerania","Not Employed","","","",""
"No","2012","Mecklenburg-Western Pomerania","Employed","","","",""
"No","2012","Saxony","Not Employed","","","",""
"No","2012","Saxony","Employed","","","",""
"No","2012","Saxony-Anhalt","Not Employed","","","",""
"No","2012","Saxony-Anhalt","Employed","","","",""
"No","2012","Thuringia","Not Employed","","","",""
"No","2012","Thuringia","Employed","","","",""
"Yes","2013","Schleswig-Holstein","Not Employed","76","0.377564762500521","0.316360399390889","0.438769125610154"
"Yes","2013","Schleswig-Holstein","Employed","42","0.118379837724405","0.0846311891800878","0.152128486268722"
"Yes","2013","Hamburg","Not Employed","37","0.338648084103243","0.25698160064859","0.420314567557896"
"Yes","2013","Hamburg","Employed","19","","",""
"Yes","2013","Lower Saxony","Not Employed","218","0.344909867364834","0.310165293916979","0.379654440812689"
"Yes","2013","Lower Saxony","Employed","140","0.137857696979308","0.117152552073788","0.158562841884828"
"Yes","2013","Bremen","Not Employed","14","","",""
"Yes","2013","Bremen","Employed","5","","",""
"Yes","2013","North Rhine-Westphalia","Not Employed","447","0.362160360151519","0.337240925442318","0.387079794860721"
"Yes","2013","North Rhine-Westphalia","Employed","322","0.148489344531696","0.133976213106221","0.16300247595717"
"Yes","2013","Hesse","Not Employed","161","0.375487564271946","0.331235095968619","0.419740032575274"
"Yes","2013","Hesse","Employed","125","0.134392123410815","0.111258036594529","0.157526210227101"
"Yes","2013","Rhineland-Palatinate,Saarland","Not Employed","154","0.320614961725989","0.27763669747566","0.363593225976318"
"Yes","2013","Rhineland-Palatinate,Saarland","Employed","99","0.164621259917393","0.136112647310028","0.193129872524757"
"Yes","2013","Baden-Württemberg","Not Employed","292","0.420799671344598","0.386109185014526","0.455490157674669"
"Yes","2013","Baden-Württemberg","Employed","167","0.127086988512698","0.109378789647466","0.144795187377929"
"Yes","2013","Bavaria","Not Employed","357","0.340780750921825","0.312526245351295","0.369035256492355"
"Yes","2013","Bavaria","Employed","234","0.135373840845396","0.119925238202587","0.150822443488206"
"Yes","2013","Berlin","Not Employed","100","0.328154895027264","0.274573859199123","0.381735930855406"
"Yes","2013","Berlin","Employed","64","0.137161888907568","0.106289496208121","0.168034281607015"
"Yes","2013","Brandenburg","Not Employed","126","0.351486362259065","0.30264037913553","0.4003323453826"
"Yes","2013","Brandenburg","Employed","54","0.115898490858216","0.0852849614278194","0.146512020288612"
"Yes","2013","Mecklenburg-Western Pomerania","Not Employed","56","0.301002471378081","0.237431925018811","0.364573017737351"
"Yes","2013","Mecklenburg-Western Pomerania","Employed","35","0.173570775434418","0.127085101039751","0.220056449829086"
"Yes","2013","Saxony","Not Employed","179","0.324783114160624","0.284839303181042","0.364726925140206"
"Yes","2013","Saxony","Employed","104","0.128334442523444","0.105358018062019","0.151310866984869"
"Yes","2013","Saxony-Anhalt","Not Employed","101","0.3317640919766","0.279518411746954","0.384009772206246"
"Yes","2013","Saxony-Anhalt","Employed","65","0.121389100835567","0.0912821333151023","0.151496068356032"
"Yes","2013","Thuringia","Not Employed","105","0.301118878519884","0.251994583118185","0.350243173921583"
"Yes","2013","Thuringia","Employed","45","0.0877602947618611","0.0622344211932338","0.113286168330489"
"No","2013","Schleswig-Holstein","Not Employed","165","0.622435237499479","0.561230874389846","0.683639600609111"
"No","2013","Schleswig-Holstein","Employed","310","0.881620162275595","0.847871513731277","0.915368810819912"
"No","2013","Hamburg","Not Employed","92","0.661351915896757","0.579685432442104","0.74301839935141"
"No","2013","Hamburg","Employed","164","0.921540880486277","0.882582439965263","0.960499321007292"
"No","2013","Lower Saxony","Not Employed","501","0.655090132635166","0.62034555918731","0.689834706083021"
"No","2013","Lower Saxony","Employed","925","0.862142303020692","0.841437158115172","0.882847447926212"
"No","2013","Bremen","Not Employed","35","0.738064022772695","0.614953650180791","0.861174395364598"
"No","2013","Bremen","Employed","66","0.879581998035732","0.803880793267676","0.955283202803788"
"No","2013","North Rhine-Westphalia","Not Employed","982","0.637839639848481","0.612920205139279","0.662759074557682"
"No","2013","North Rhine-Westphalia","Employed","1984","0.851510655468304","0.83699752404283","0.866023786893779"
"No","2013","Hesse","Not Employed","299","0.624512435728054","0.580259967424726","0.668764904031381"
"No","2013","Hesse","Employed","710","0.865607876589185","0.842473789772899","0.888741963405471"
"No","2013","Rhineland-Palatinate,Saarland","Not Employed","299","0.679385038274011","0.636406774023682","0.72236330252434"
"No","2013","Rhineland-Palatinate,Saarland","Employed","551","0.835378740082607","0.806870127475243","0.863887352689972"
"No","2013","Baden-Württemberg","Not Employed","486","0.579200328655402","0.544509842325331","0.613890814985473"
"No","2013","Baden-Württemberg","Employed","1192","0.872913011487302","0.855204812622071","0.890621210352534"
"No","2013","Bavaria","Not Employed","724","0.659219249078175","0.630964743507645","0.687473754648705"
"No","2013","Bavaria","Employed","1650","0.864626159154604","0.849177556511794","0.880074761797413"
"No","2013","Berlin","Not Employed","195","0.671845104972736","0.618264069144594","0.725426140800877"
"No","2013","Berlin","Employed","413","0.862838111092432","0.831965718392984","0.893710503791879"
"No","2013","Brandenburg","Not Employed","241","0.648513637740935","0.5996676546174","0.69735962086447"
"No","2013","Brandenburg","Employed","366","0.884101509141784","0.853487979711388","0.914715038572181"
"No","2013","Mecklenburg-Western Pomerania","Not Employed","144","0.698997528621919","0.635426982262649","0.762568074981189"
"No","2013","Mecklenburg-Western Pomerania","Employed","220","0.826429224565582","0.779943550170914","0.872914898960249"
"No","2013","Saxony","Not Employed","349","0.675216885839376","0.635273074859794","0.715160696818958"
"No","2013","Saxony","Employed","710","0.871665557476556","0.848689133015131","0.894641981937981"
"No","2013","Saxony-Anhalt","Not Employed","211","0.6682359080234","0.615990227793754","0.720481588253046"
"No","2013","Saxony-Anhalt","Employed","387","0.878610899164433","0.848503931643968","0.908717866684898"
"No","2013","Thuringia","Not Employed","230","0.698881121480116","0.649756826078417","0.748005416881815"
"No","2013","Thuringia","Employed","427","0.912239705238139","0.886713831669512","0.937765578806766"
"Yes","2014","Schleswig-Holstein","Not Employed","","","",""
"Yes","2014","Schleswig-Holstein","Employed","","","",""
"Yes","2014","Hamburg","Not Employed","","","",""
"Yes","2014","Hamburg","Employed","","","",""
"Yes","2014","Lower Saxony","Not Employed","","","",""
"Yes","2014","Lower Saxony","Employed","","","",""
"Yes","2014","Bremen","Not Employed","","","",""
"Yes","2014","Bremen","Employed","","","",""
"Yes","2014","North Rhine-Westphalia","Not Employed","","","",""
"Yes","2014","North Rhine-Westphalia","Employed","","","",""
"Yes","2014","Hesse","Not Employed","","","",""
"Yes","2014","Hesse","Employed","","","",""
"Yes","2014","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Yes","2014","Rhineland-Palatinate,Saarland","Employed","","","",""
"Yes","2014","Baden-Württemberg","Not Employed","","","",""
"Yes","2014","Baden-Württemberg","Employed","","","",""
"Yes","2014","Bavaria","Not Employed","","","",""
"Yes","2014","Bavaria","Employed","","","",""
"Yes","2014","Berlin","Not Employed","","","",""
"Yes","2014","Berlin","Employed","","","",""
"Yes","2014","Brandenburg","Not Employed","","","",""
"Yes","2014","Brandenburg","Employed","","","",""
"Yes","2014","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Yes","2014","Mecklenburg-Western Pomerania","Employed","","","",""
"Yes","2014","Saxony","Not Employed","","","",""
"Yes","2014","Saxony","Employed","","","",""
"Yes","2014","Saxony-Anhalt","Not Employed","","","",""
"Yes","2014","Saxony-Anhalt","Employed","","","",""
"Yes","2014","Thuringia","Not Employed","","","",""
"Yes","2014","Thuringia","Employed","","","",""
"No","2014","Schleswig-Holstein","Not Employed","","","",""
"No","2014","Schleswig-Holstein","Employed","","","",""
"No","2014","Hamburg","Not Employed","","","",""
"No","2014","Hamburg","Employed","","","",""
"No","2014","Lower Saxony","Not Employed","","","",""
"No","2014","Lower Saxony","Employed","","","",""
"No","2014","Bremen","Not Employed","","","",""
"No","2014","Bremen","Employed","","","",""
"No","2014","North Rhine-Westphalia","Not Employed","","","",""
"No","2014","North Rhine-Westphalia","Employed","","","",""
"No","2014","Hesse","Not Employed","","","",""
"No","2014","Hesse","Employed","","","",""
"No","2014","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"No","2014","Rhineland-Palatinate,Saarland","Employed","","","",""
"No","2014","Baden-Württemberg","Not Employed","","","",""
"No","2014","Baden-Württemberg","Employed","","","",""
"No","2014","Bavaria","Not Employed","","","",""
"No","2014","Bavaria","Employed","","","",""
"No","2014","Berlin","Not Employed","","","",""
"No","2014","Berlin","Employed","","","",""
"No","2014","Brandenburg","Not Employed","","","",""
"No","2014","Brandenburg","Employed","","","",""
"No","2014","Mecklenburg-Western Pomerania","Not Employed","","","",""
"No","2014","Mecklenburg-Western Pomerania","Employed","","","",""
"No","2014","Saxony","Not Employed","","","",""
"No","2014","Saxony","Employed","","","",""
"No","2014","Saxony-Anhalt","Not Employed","","","",""
"No","2014","Saxony-Anhalt","Employed","","","",""
"No","2014","Thuringia","Not Employed","","","",""
"No","2014","Thuringia","Employed","","","",""
"Yes","2015","Schleswig-Holstein","Not Employed","84","0.327640279101404","0.275476699732775","0.379803858470033"
"Yes","2015","Schleswig-Holstein","Employed","66","0.117036560474218","0.0905298397239825","0.143543281224454"
"Yes","2015","Hamburg","Not Employed","46","0.403875456809568","0.322304994573388","0.485445919045747"
"Yes","2015","Hamburg","Employed","29","","",""
"Yes","2015","Lower Saxony","Not Employed","243","0.366745019816747","0.334423589211139","0.399066450422355"
"Yes","2015","Lower Saxony","Employed","160","0.115993691951157","0.100184311444956","0.131803072457358"
"Yes","2015","Bremen","Not Employed","12","","",""
"Yes","2015","Bremen","Employed","15","","",""
"Yes","2015","North Rhine-Westphalia","Not Employed","494","0.34701290337476","0.324830464867082","0.369195341882437"
"Yes","2015","North Rhine-Westphalia","Employed","377","0.123613852327317","0.112581201754953","0.134646502899681"
"Yes","2015","Hesse","Not Employed","143","0.294042402821217","0.254957671652612","0.333127133989822"
"Yes","2015","Hesse","Employed","149","0.111457736507672","0.0935851929257235","0.129330280089621"
"Yes","2015","Rhineland-Palatinate,Saarland","Not Employed","163","0.315731833816983","0.276345681686072","0.355117985947894"
"Yes","2015","Rhineland-Palatinate,Saarland","Employed","132","0.160761042334485","0.137622092905831","0.183899991763139"
"Yes","2015","Baden-Württemberg","Not Employed","277","0.371125500277221","0.339633063495489","0.402617937058953"
"Yes","2015","Baden-Württemberg","Employed","246","0.120536349580519","0.106607673581615","0.134465025579423"
"Yes","2015","Bavaria","Not Employed","354","0.32133891322021","0.294648667963305","0.348029158477115"
"Yes","2015","Bavaria","Employed","294","0.126248158282228","0.11409922708562","0.138397089478836"
"Yes","2015","Berlin","Not Employed","111","0.364980910022628","0.312880680727959","0.417081139317297"
"Yes","2015","Berlin","Employed","68","0.120531038967202","0.0942150838907809","0.146846994043623"
"Yes","2015","Brandenburg","Not Employed","153","0.359981868146798","0.314401299016111","0.405562437277484"
"Yes","2015","Brandenburg","Employed","67","0.111140304756248","0.0852008443508821","0.137079765161614"
"Yes","2015","Mecklenburg-Western Pomerania","Not Employed","62","0.303197810735236","0.24204224220856","0.364353379261912"
"Yes","2015","Mecklenburg-Western Pomerania","Employed","45","0.19582407343616","0.153949816095602","0.237698330776718"
"Yes","2015","Saxony","Not Employed","186","0.38324388697591","0.342085338934205","0.424402435017615"
"Yes","2015","Saxony","Employed","119","0.108116819216408","0.0887930041681501","0.127440634264666"
"Yes","2015","Saxony-Anhalt","Not Employed","120","0.352571219086355","0.303889415647231","0.401253022525478"
"Yes","2015","Saxony-Anhalt","Employed","63","0.115559926616417","0.088028986244146","0.143090866988688"
"Yes","2015","Thuringia","Not Employed","103","0.320704059066118","0.271805528670946","0.36960258946129"
"Yes","2015","Thuringia","Employed","69","0.143765929233254","0.115113523675757","0.172418334790751"
"No","2015","Schleswig-Holstein","Not Employed","227","0.672359720898596","0.620196141529967","0.724523300267225"
"No","2015","Schleswig-Holstein","Employed","499","0.882963439525782","0.856456718775546","0.909470160276018"
"No","2015","Hamburg","Not Employed","93","0.596124543190432","0.514554080954253","0.677695005426612"
"No","2015","Hamburg","Employed","260","0.903246675348303","0.86916387236531","0.937329478331297"
"No","2015","Lower Saxony","Not Employed","611","0.633254980183253","0.600933549577645","0.665576410788861"
"No","2015","Lower Saxony","Employed","1416","0.884006308048843","0.868196927542642","0.899815688555044"
"No","2015","Bremen","Not Employed","58","0.717030400574001","0.611509680632538","0.822551120515465"
"No","2015","Bremen","Employed","87","0.809913449345824","0.733768166265551","0.886058732426096"
"No","2015","North Rhine-Westphalia","Not Employed","1275","0.65298709662524","0.630804658117563","0.675169535132918"
"No","2015","North Rhine-Westphalia","Employed","3042","0.876386147672683","0.865353497100319","0.887418798245047"
"No","2015","Hesse","Not Employed","379","0.705957597178783","0.666872866010178","0.745042328347388"
"No","2015","Hesse","Employed","1042","0.888542263492328","0.870669719910379","0.906414807074276"
"No","2015","Rhineland-Palatinate,Saarland","Not Employed","372","0.684268166183017","0.644882014052106","0.723654318313928"
"No","2015","Rhineland-Palatinate,Saarland","Employed","836","0.839238957665514","0.81610000823686","0.862377907094169"
"No","2015","Baden-Württemberg","Not Employed","627","0.628874499722779","0.597382062941047","0.660366936504511"
"No","2015","Baden-Württemberg","Employed","1853","0.879463650419481","0.865534974420577","0.893392326418385"
"No","2015","Bavaria","Not Employed","822","0.67866108677979","0.651970841522885","0.705351332036695"
"No","2015","Bavaria","Employed","2577","0.873751841717772","0.861602910521164","0.88590077291438"
"No","2015","Berlin","Not Employed","217","0.635019089977372","0.582918860682703","0.687119319272041"
"No","2015","Berlin","Employed","520","0.879468961032798","0.853153005956377","0.905784916109219"
"No","2015","Brandenburg","Not Employed","273","0.640018131853203","0.594437562722516","0.685598700983889"
"No","2015","Brandenburg","Employed","497","0.888859695243752","0.862920234838386","0.914799155649118"
"No","2015","Mecklenburg-Western Pomerania","Not Employed","155","0.696802189264764","0.635646620738088","0.75795775779144"
"No","2015","Mecklenburg-Western Pomerania","Employed","300","0.80417592656384","0.762301669223282","0.846050183904398"
"No","2015","Saxony","Not Employed","350","0.61675611302409","0.575597564982385","0.657914661065795"
"No","2015","Saxony","Employed","873","0.891883180783592","0.872559365735334","0.91120699583185"
"No","2015","Saxony-Anhalt","Not Employed","250","0.647428780913645","0.598746977474522","0.696110584352769"
"No","2015","Saxony-Anhalt","Employed","455","0.884440073383583","0.856909133011312","0.911971013755854"
"No","2015","Thuringia","Not Employed","247","0.679295940933882","0.630397410538711","0.728194471329054"
"No","2015","Thuringia","Employed","507","0.856234070766746","0.827581665209249","0.884886476324243"
"Yes","2016","Schleswig-Holstein","Not Employed","","","",""
"Yes","2016","Schleswig-Holstein","Employed","","","",""
"Yes","2016","Hamburg","Not Employed","","","",""
"Yes","2016","Hamburg","Employed","","","",""
"Yes","2016","Lower Saxony","Not Employed","","","",""
"Yes","2016","Lower Saxony","Employed","","","",""
"Yes","2016","Bremen","Not Employed","","","",""
"Yes","2016","Bremen","Employed","","","",""
"Yes","2016","North Rhine-Westphalia","Not Employed","","","",""
"Yes","2016","North Rhine-Westphalia","Employed","","","",""
"Yes","2016","Hesse","Not Employed","","","",""
"Yes","2016","Hesse","Employed","","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","Employed","","","",""
"Yes","2016","Baden-Württemberg","Not Employed","","","",""
"Yes","2016","Baden-Württemberg","Employed","","","",""
"Yes","2016","Bavaria","Not Employed","","","",""
"Yes","2016","Bavaria","Employed","","","",""
"Yes","2016","Berlin","Not Employed","","","",""
"Yes","2016","Berlin","Employed","","","",""
"Yes","2016","Brandenburg","Not Employed","","","",""
"Yes","2016","Brandenburg","Employed","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","Employed","","","",""
"Yes","2016","Saxony","Not Employed","","","",""
"Yes","2016","Saxony","Employed","","","",""
"Yes","2016","Saxony-Anhalt","Not Employed","","","",""
"Yes","2016","Saxony-Anhalt","Employed","","","",""
"Yes","2016","Thuringia","Not Employed","","","",""
"Yes","2016","Thuringia","Employed","","","",""
"No","2016","Schleswig-Holstein","Not Employed","","","",""
"No","2016","Schleswig-Holstein","Employed","","","",""
"No","2016","Hamburg","Not Employed","","","",""
"No","2016","Hamburg","Employed","","","",""
"No","2016","Lower Saxony","Not Employed","","","",""
"No","2016","Lower Saxony","Employed","","","",""
"No","2016","Bremen","Not Employed","","","",""
"No","2016","Bremen","Employed","","","",""
"No","2016","North Rhine-Westphalia","Not Employed","","","",""
"No","2016","North Rhine-Westphalia","Employed","","","",""
"No","2016","Hesse","Not Employed","","","",""
"No","2016","Hesse","Employed","","","",""
"No","2016","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"No","2016","Rhineland-Palatinate,Saarland","Employed","","","",""
"No","2016","Baden-Württemberg","Not Employed","","","",""
"No","2016","Baden-Württemberg","Employed","","","",""
"No","2016","Bavaria","Not Employed","","","",""
"No","2016","Bavaria","Employed","","","",""
"No","2016","Berlin","Not Employed","","","",""
"No","2016","Berlin","Employed","","","",""
"No","2016","Brandenburg","Not Employed","","","",""
"No","2016","Brandenburg","Employed","","","",""
"No","2016","Mecklenburg-Western Pomerania","Not Employed","","","",""
"No","2016","Mecklenburg-Western Pomerania","Employed","","","",""
"No","2016","Saxony","Not Employed","","","",""
"No","2016","Saxony","Employed","","","",""
"No","2016","Saxony-Anhalt","Not Employed","","","",""
"No","2016","Saxony-Anhalt","Employed","","","",""
"No","2016","Thuringia","Not Employed","","","",""
"No","2016","Thuringia","Employed","","","",""
"Yes","2017","Schleswig-Holstein","Not Employed","89","0.361609180727941","0.307951021092746","0.415267340363137"
"Yes","2017","Schleswig-Holstein","Employed","74","0.110938741508779","0.0867019183467143","0.135175564670843"
"Yes","2017","Hamburg","Not Employed","43","0.342470635609209","0.266530440660401","0.418410830558017"
"Yes","2017","Hamburg","Employed","29","","",""
"Yes","2017","Lower Saxony","Not Employed","247","0.369273528607247","0.337513499003387","0.401033558211107"
"Yes","2017","Lower Saxony","Employed","225","0.151548197726423","0.135083154283661","0.168013241169186"
"Yes","2017","Bremen","Not Employed","16","","",""
"Yes","2017","Bremen","Employed","16","","",""
"Yes","2017","North Rhine-Westphalia","Not Employed","505","0.330918875674568","0.30958628504374","0.352251466305397"
"Yes","2017","North Rhine-Westphalia","Employed","470","0.133429644786219","0.122453758444191","0.144405531128247"
"Yes","2017","Hesse","Not Employed","141","0.311787467687049","0.272011583253581","0.351563352120517"
"Yes","2017","Hesse","Employed","165","0.128767122182497","0.110382165051172","0.147152079313821"
"Yes","2017","Rhineland-Palatinate,Saarland","Not Employed","150","0.32700351061383","0.286604956839026","0.367402064388634"
"Yes","2017","Rhineland-Palatinate,Saarland","Employed","127","0.146299928128618","0.124558414039404","0.168041442217833"
"Yes","2017","Baden-Württemberg","Not Employed","281","0.401006075983558","0.368116349601343","0.433895802365773"
"Yes","2017","Baden-Württemberg","Employed","257","0.131916985443933","0.11775060813799","0.146083362749876"
"Yes","2017","Bavaria","Not Employed","351","0.346886815585939","0.320023317820761","0.373750313351117"
"Yes","2017","Bavaria","Employed","390","0.15771361016474","0.144740384555877","0.170686835773603"
"Yes","2017","Berlin","Not Employed","115","0.327665762412054","0.27717787539828","0.378153649425828"
