"ple0021","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","2011","1-pers.-HH","East Germany","653","0.74909625779464","0.720819696165904","0.777372819423376","2"
"No","2011","Couple + C. GT 16 ","East Germany","613","0.889140934761265","0.86599848696316","0.912283382559371","2"
"No","2011","Couple + C. GT 16 ","West Germany","2172","0.876428833552813","0.863513168670518","0.889344498435107","2"
"No","2011","(Married) couple without C. ","East Germany","1513","0.730782287877965","0.711706799589311","0.749857776166619","2"
"No","2011","Couple + C. LE and GT 16","West Germany","945","0.918845953101507","0.902225794757911","0.935466111445104","2"
"No","2011","1-pers.-HH","West Germany","1923","0.725002044588886","0.708068592819352","0.741935496358421","2"
"No","2011","(Married) couple without C. ","West Germany","4475","0.743884033212955","0.73290165867637","0.754866407749541","2"
"No","2011","Couple + C. LE and GT 16","East Germany","184","0.930500048645138","0.894988842100818","0.966011255189458","2"
"No","2011","Single parent ","West Germany","764","0.870028135147254","0.847873337924778","0.892182932369729","2"
"No","2011","Single parent ","East Germany","259","0.917389559079123","0.88565053737947","0.949128580778777","2"
"No","2011","Couple + C. LE 16 ","West Germany","2281","0.929886222036385","0.919775512366121","0.93999693170665","2"
"No","2011","Couple + C. LE 16 ","East Germany","625","0.938070469350195","0.919778864930592","0.956362073769798","2"
"Yes","2011","1-pers.-HH","West Germany","748","0.274997955411114","0.258064503641579","0.291931407180649","1"
"Yes","2011","1-pers.-HH","East Germany","250","0.25090374220536","0.222627180576624","0.279180303834096","1"
"Yes","2011","(Married) couple without C. ","West Germany","1593","0.256115966787045","0.245133592250459","0.26709834132363","1"
"Yes","2011","(Married) couple without C. ","East Germany","564","0.269217712122035","0.250142223833381","0.288293200410689","1"
"Yes","2011","Single parent ","West Germany","121","0.129971864852746","0.107817067630271","0.152126662075221","1"
"Yes","2011","Single parent ","East Germany","30","0.0826104409208766","0.0508714192212233","0.11434946262053","1"
"Yes","2011","Couple + C. LE 16 ","West Germany","169","0.0701137779636148","0.0600030682933504","0.0802244876338793","1"
