"ple0021","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2017","no migration background","Rural Area","6308","0.75973365789932","0.750329583985736","0.769137731812904","2"
"No","2017","direct migration background","Urban Area","2994","0.812266058865273","0.7992356184287","0.825296499301846","2"
"No","2017","direct migration background","Rural Area","1030","0.786333276395444","0.763313758729794","0.809352794061093","2"
"No","2017","indirect migration background","Urban Area","1319","0.942814040311634","0.930694217732721","0.954933862890546","2"
"No","2017","indirect migration background","Rural Area","280","0.933053642570107","0.905004799435117","0.961102485705097","2"
"Yes","2017","no migration background","Urban Area","2465","0.222009759943517","0.214698069249034","0.229321450638001","1"
"Yes","2017","no migration background","Rural Area","1621","0.24026634210068","0.230862268187096","0.249670416014264","1"
"Yes","2017","direct migration background","Urban Area","456","0.187733941134727","0.174703500698154","0.2007643815713","1"
"Yes","2017","direct migration background","Rural Area","188","0.213666723604556","0.190647205938907","0.236686241270206","1"
"Yes","2017","indirect migration background","Urban Area","91","0.0571859596883665","0.0450661371094542","0.0693057822672788","1"
"Yes","2017","indirect migration background","Rural Area","25","","","","1"
"No","2018","no migration background","Urban Area","","","","","2"
"No","2018","no migration background","Rural Area","","","","","2"
"No","2018","direct migration background","Urban Area","","","","","2"
"No","2018","direct migration background","Rural Area","","","","","2"
"No","2018","indirect migration background","Urban Area","","","","","2"
"No","2018","indirect migration background","Rural Area","","","","","2"
"Yes","2018","no migration background","Urban Area","","","","","1"
"Yes","2018","no migration background","Rural Area","","","","","1"
"Yes","2018","direct migration background","Urban Area","","","","","1"
"Yes","2018","direct migration background","Rural Area","","","","","1"
"Yes","2018","indirect migration background","Urban Area","","","","","1"
"Yes","2018","indirect migration background","Rural Area","","","","","1"
"No","2019","no migration background","Urban Area","9133","0.771948372402517","0.764281548370148","0.779615196434887","2"
"No","2019","no migration background","Rural Area","5907","0.754224570781465","0.744523168971977","0.763925972590953","2"
"No","2019","direct migration background","Urban Area","2273","0.806677578412017","0.791768190564188","0.821586966259846","2"
"No","2019","direct migration background","Rural Area","821","0.78571434069673","0.760115611361303","0.811313070032156","2"
"No","2019","indirect migration background","Urban Area","1174","0.937554806495346","0.924278704080124","0.950830908910568","2"
"No","2019","indirect migration background","Rural Area","305","0.967754020368207","0.948636504958473","0.98687153577794","2"
"Yes","2019","no migration background","Urban Area","2372","0.228051627597483","0.220384803565113","0.235718451629852","1"
"Yes","2019","no migration background","Rural Area","1659","0.245775429218535","0.236074027409047","0.255476831028023","1"
"Yes","2019","direct migration background","Urban Area","422","0.193322421587983","0.178413033740154","0.208231809435812","1"
"Yes","2019","direct migration background","Rural Area","166","0.21428565930327","0.188686929967844","0.239884388638697","1"
"Yes","2019","indirect migration background","Rural Area","23","","","","1"
"Yes","2019","indirect migration background","Urban Area","102","0.0624451935046538","0.0491690910894319","0.0757212959198756","1"
