"ple0021","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Yes","2017","Full Time","East Germany","288","0.124907361038623","0.11132177358851","0.138492948488736","1"
"Yes","2017","Part Time","West Germany","913","0.178791458182158","0.169368376439214","0.188214539925102","1"
"Yes","2017","Part Time","East Germany","204","0.16536888876918","0.14538761169213","0.18535016584623","1"
"Yes","2017","Not Working","West Germany","1892","0.347235441530659","0.335746893205807","0.358723989855512","1"
"Yes","2017","Not Working","East Germany","662","0.352716836329348","0.331967088306699","0.373466584351997","1"
"No","2018","Full Time","West Germany","","","","","2"
"No","2018","Full Time","East Germany","","","","","2"
"No","2018","Part Time","West Germany","","","","","2"
"No","2018","Part Time","East Germany","","","","","2"
"No","2018","Not Working","West Germany","","","","","2"
"No","2018","Not Working","East Germany","","","","","2"
"Yes","2018","Full Time","West Germany","","","","","1"
"Yes","2018","Full Time","East Germany","","","","","1"
"Yes","2018","Part Time","West Germany","","","","","1"
"Yes","2018","Part Time","East Germany","","","","","1"
"Yes","2018","Not Working","West Germany","","","","","1"
"Yes","2018","Not Working","East Germany","","","","","1"
"No","2019","Full Time","West Germany","7115","0.87023054682553","0.862930719068369","0.877530374582692","2"
"No","2019","Full Time","East Germany","2063","0.876768245465058","0.863469971731247","0.890066519198868","2"
"No","2019","Part Time","West Germany","4974","0.825296460909538","0.815645034993552","0.834947886825523","2"
"No","2019","Part Time","East Germany","1048","0.829827754162323","0.809135961079929","0.850519547244717","2"
"No","2019","Not Working","West Germany","4267","0.661447334085767","0.649602112560922","0.673292555610611","2"
"No","2019","Not Working","East Germany","1305","0.630504951597935","0.609185609664159","0.651824293531711","2"
"Yes","2019","Full Time","West Germany","1026","0.12976945317447","0.122469625417308","0.137069280931631","1"
"Yes","2019","Full Time","East Germany","284","0.123231754534942","0.109933480801132","0.136530028268753","1"
"Yes","2019","Part Time","West Germany","972","0.174703539090462","0.165052113174477","0.184354965006448","1"
"Yes","2019","Part Time","East Germany","219","0.170172245837677","0.149480452755283","0.190864038920071","1"
"Yes","2019","Not Working","East Germany","664","0.369495048402065","0.348175706468289","0.390814390335842","1"
"Yes","2019","Not Working","West Germany","1864","0.338552665914233","0.326707444389389","0.350397887439078","1"
