"ple0021","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2011","Full Time","(0) in school","","","",""
"Yes","2011","Full Time","(1a) inadequately completed","7","","",""
"Yes","2011","Full Time","(1b) general elementary school","36","1","1","1"
"Yes","2011","Full Time","(1c) basic vocational qualification","220","1","1","1"
"Yes","2011","Full Time","(2b) intermediate general qualification","11","","",""
"Yes","2011","Full Time","(2a) intermediate vocational","249","1","1","1"
"Yes","2011","Full Time","(2c_gen) general maturity certificate","9","","",""
"Yes","2011","Full Time","(2c_voc) vocational maturity certificate","71","1","1","1"
"Yes","2011","Full Time","(3a) lower tertiary education","91","1","1","1"
"Yes","2011","Full Time","(3b) higher tertiary education","132","1","1","1"
"Yes","2011","Part Time","(0) in school","","","",""
"Yes","2011","Part Time","(1a) inadequately completed","10","","",""
"Yes","2011","Part Time","(1b) general elementary school","59","1","1","1"
"Yes","2011","Part Time","(1c) basic vocational qualification","210","1","1","1"
"Yes","2011","Part Time","(2b) intermediate general qualification","18","","",""
"Yes","2011","Part Time","(2a) intermediate vocational","218","1","1","1"
"Yes","2011","Part Time","(2c_gen) general maturity certificate","14","","",""
"Yes","2011","Part Time","(2c_voc) vocational maturity certificate","49","1","1","1"
"Yes","2011","Part Time","(3a) lower tertiary education","45","1","1","1"
"Yes","2011","Part Time","(3b) higher tertiary education","74","1","1","1"
"Yes","2011","Not Working","(0) in school","3","","",""
"Yes","2011","Not Working","(1a) inadequately completed","50","1","1","1"
"Yes","2011","Not Working","(1b) general elementary school","434","1","1","1"
"Yes","2011","Not Working","(1c) basic vocational qualification","1093","1","1","1"
"Yes","2011","Not Working","(2b) intermediate general qualification","37","1","1","1"
"Yes","2011","Not Working","(2a) intermediate vocational","416","1","1","1"
"Yes","2011","Not Working","(2c_gen) general maturity certificate","33","1","1","1"
"Yes","2011","Not Working","(2c_voc) vocational maturity certificate","119","1","1","1"
"Yes","2011","Not Working","(3a) lower tertiary education","199","1","1","1"
"Yes","2011","Not Working","(3b) higher tertiary education","201","1","1","1"
"Yes","2012","Full Time","(0) in school","","","",""
"Yes","2012","Full Time","(1a) inadequately completed","","","",""
"Yes","2012","Full Time","(1b) general elementary school","","","",""
"Yes","2012","Full Time","(1c) basic vocational qualification","","","",""
"Yes","2012","Full Time","(2b) intermediate general qualification","","","",""
"Yes","2012","Full Time","(2a) intermediate vocational","","","",""
"Yes","2012","Full Time","(2c_gen) general maturity certificate","","","",""
"Yes","2012","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","Full Time","(3a) lower tertiary education","","","",""
"Yes","2012","Full Time","(3b) higher tertiary education","","","",""
"Yes","2012","Part Time","(0) in school","","","",""
"Yes","2012","Part Time","(1a) inadequately completed","","","",""
"Yes","2012","Part Time","(1b) general elementary school","","","",""
"Yes","2012","Part Time","(1c) basic vocational qualification","","","",""
"Yes","2012","Part Time","(2b) intermediate general qualification","","","",""
"Yes","2012","Part Time","(2a) intermediate vocational","","","",""
"Yes","2012","Part Time","(2c_gen) general maturity certificate","","","",""
"Yes","2012","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","Part Time","(3a) lower tertiary education","","","",""
"Yes","2012","Part Time","(3b) higher tertiary education","","","",""
"Yes","2012","Not Working","(0) in school","","","",""
"Yes","2012","Not Working","(1a) inadequately completed","","","",""
"Yes","2012","Not Working","(1b) general elementary school","","","",""
"Yes","2012","Not Working","(1c) basic vocational qualification","","","",""
"Yes","2012","Not Working","(2b) intermediate general qualification","","","",""
"Yes","2012","Not Working","(2a) intermediate vocational","","","",""
"Yes","2012","Not Working","(2c_gen) general maturity certificate","","","",""
"Yes","2012","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","Not Working","(3a) lower tertiary education","","","",""
"Yes","2012","Not Working","(3b) higher tertiary education","","","",""
"Yes","2013","Full Time","(0) in school","","","",""
"Yes","2013","Full Time","(1a) inadequately completed","5","","",""
"Yes","2013","Full Time","(1b) general elementary school","33","1","1","1"
"Yes","2013","Full Time","(1c) basic vocational qualification","213","1","1","1"
"Yes","2013","Full Time","(2b) intermediate general qualification","15","","",""
"Yes","2013","Full Time","(2a) intermediate vocational","261","1","1","1"
"Yes","2013","Full Time","(2c_gen) general maturity certificate","7","","",""
"Yes","2013","Full Time","(2c_voc) vocational maturity certificate","70","1","1","1"
"Yes","2013","Full Time","(3a) lower tertiary education","89","1","1","1"
"Yes","2013","Full Time","(3b) higher tertiary education","139","1","1","1"
"Yes","2013","Part Time","(0) in school","2","","",""
"Yes","2013","Part Time","(1a) inadequately completed","11","","",""
"Yes","2013","Part Time","(1b) general elementary school","51","1","1","1"
"Yes","2013","Part Time","(1c) basic vocational qualification","209","1","1","1"
"Yes","2013","Part Time","(2b) intermediate general qualification","12","","",""
"Yes","2013","Part Time","(2a) intermediate vocational","188","1","1","1"
"Yes","2013","Part Time","(2c_gen) general maturity certificate","14","","",""
"Yes","2013","Part Time","(2c_voc) vocational maturity certificate","60","1","1","1"
"Yes","2013","Part Time","(3a) lower tertiary education","58","1","1","1"
"Yes","2013","Part Time","(3b) higher tertiary education","78","1","1","1"
"Yes","2013","Not Working","(0) in school","3","","",""
"Yes","2013","Not Working","(1a) inadequately completed","39","1","1","1"
"Yes","2013","Not Working","(1b) general elementary school","388","1","1","1"
"Yes","2013","Not Working","(1c) basic vocational qualification","985","1","1","1"
"Yes","2013","Not Working","(2b) intermediate general qualification","42","1","1","1"
"Yes","2013","Not Working","(2a) intermediate vocational","410","1","1","1"
"Yes","2013","Not Working","(2c_gen) general maturity certificate","28","","",""
"Yes","2013","Not Working","(2c_voc) vocational maturity certificate","107","1","1","1"
"Yes","2013","Not Working","(3a) lower tertiary education","183","1","1","1"
"Yes","2013","Not Working","(3b) higher tertiary education","222","1","1","1"
"Yes","2014","Full Time","(0) in school","","","",""
"Yes","2014","Full Time","(1a) inadequately completed","","","",""
"Yes","2014","Full Time","(1b) general elementary school","","","",""
"Yes","2014","Full Time","(1c) basic vocational qualification","","","",""
"Yes","2014","Full Time","(2b) intermediate general qualification","","","",""
"Yes","2014","Full Time","(2a) intermediate vocational","","","",""
"Yes","2014","Full Time","(2c_gen) general maturity certificate","","","",""
"Yes","2014","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","Full Time","(3a) lower tertiary education","","","",""
"Yes","2014","Full Time","(3b) higher tertiary education","","","",""
"Yes","2014","Part Time","(0) in school","","","",""
"Yes","2014","Part Time","(1a) inadequately completed","","","",""
"Yes","2014","Part Time","(1b) general elementary school","","","",""
"Yes","2014","Part Time","(1c) basic vocational qualification","","","",""
"Yes","2014","Part Time","(2b) intermediate general qualification","","","",""
"Yes","2014","Part Time","(2a) intermediate vocational","","","",""
"Yes","2014","Part Time","(2c_gen) general maturity certificate","","","",""
"Yes","2014","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","Part Time","(3a) lower tertiary education","","","",""
"Yes","2014","Part Time","(3b) higher tertiary education","","","",""
"Yes","2014","Not Working","(0) in school","","","",""
"Yes","2014","Not Working","(1a) inadequately completed","","","",""
"Yes","2014","Not Working","(1b) general elementary school","","","",""
"Yes","2014","Not Working","(1c) basic vocational qualification","","","",""
"Yes","2014","Not Working","(2b) intermediate general qualification","","","",""
"Yes","2014","Not Working","(2a) intermediate vocational","","","",""
"Yes","2014","Not Working","(2c_gen) general maturity certificate","","","",""
"Yes","2014","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","Not Working","(3a) lower tertiary education","","","",""
"Yes","2014","Not Working","(3b) higher tertiary education","","","",""
"Yes","2015","Full Time","(0) in school","","","",""
"Yes","2015","Full Time","(1a) inadequately completed","10","","",""
"Yes","2015","Full Time","(1b) general elementary school","40","1","1","1"
"Yes","2015","Full Time","(1c) basic vocational qualification","228","1","1","1"
"Yes","2015","Full Time","(2b) intermediate general qualification","8","","",""
"Yes","2015","Full Time","(2a) intermediate vocational","267","1","1","1"
"Yes","2015","Full Time","(2c_gen) general maturity certificate","17","","",""
"Yes","2015","Full Time","(2c_voc) vocational maturity certificate","108","1","1","1"
"Yes","2015","Full Time","(3a) lower tertiary education","102","1","1","1"
"Yes","2015","Full Time","(3b) higher tertiary education","152","1","1","1"
"Yes","2015","Part Time","(0) in school","1","","",""
"Yes","2015","Part Time","(1a) inadequately completed","16","","",""
"Yes","2015","Part Time","(1b) general elementary school","86","1","1","1"
"Yes","2015","Part Time","(1c) basic vocational qualification","243","1","1","1"
"Yes","2015","Part Time","(2b) intermediate general qualification","14","","",""
"Yes","2015","Part Time","(2a) intermediate vocational","282","1","1","1"
"Yes","2015","Part Time","(2c_gen) general maturity certificate","20","","",""
"Yes","2015","Part Time","(2c_voc) vocational maturity certificate","99","1","1","1"
"Yes","2015","Part Time","(3a) lower tertiary education","67","1","1","1"
"Yes","2015","Part Time","(3b) higher tertiary education","118","1","1","1"
"Yes","2015","Not Working","(0) in school","3","","",""
"Yes","2015","Not Working","(1a) inadequately completed","57","1","1","1"
"Yes","2015","Not Working","(1b) general elementary school","362","1","1","1"
"Yes","2015","Not Working","(1c) basic vocational qualification","927","1","1","1"
"Yes","2015","Not Working","(2b) intermediate general qualification","64","1","1","1"
"Yes","2015","Not Working","(2a) intermediate vocational","489","1","1","1"
"Yes","2015","Not Working","(2c_gen) general maturity certificate","40","1","1","1"
"Yes","2015","Not Working","(2c_voc) vocational maturity certificate","130","1","1","1"
"Yes","2015","Not Working","(3a) lower tertiary education","190","1","1","1"
"Yes","2015","Not Working","(3b) higher tertiary education","264","1","1","1"
"Yes","2016","Full Time","(0) in school","","","",""
"Yes","2016","Full Time","(1a) inadequately completed","","","",""
"Yes","2016","Full Time","(1b) general elementary school","","","",""
"Yes","2016","Full Time","(1c) basic vocational qualification","","","",""
"Yes","2016","Full Time","(2b) intermediate general qualification","","","",""
"Yes","2016","Full Time","(2a) intermediate vocational","","","",""
"Yes","2016","Full Time","(2c_gen) general maturity certificate","","","",""
"Yes","2016","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","Full Time","(3a) lower tertiary education","","","",""
"Yes","2016","Full Time","(3b) higher tertiary education","","","",""
"Yes","2016","Part Time","(0) in school","","","",""
"Yes","2016","Part Time","(1a) inadequately completed","","","",""
"Yes","2016","Part Time","(1b) general elementary school","","","",""
"Yes","2016","Part Time","(1c) basic vocational qualification","","","",""
"Yes","2016","Part Time","(2b) intermediate general qualification","","","",""
"Yes","2016","Part Time","(2a) intermediate vocational","","","",""
"Yes","2016","Part Time","(2c_gen) general maturity certificate","","","",""
"Yes","2016","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","Part Time","(3a) lower tertiary education","","","",""
"Yes","2016","Part Time","(3b) higher tertiary education","","","",""
"Yes","2016","Not Working","(0) in school","","","",""
"Yes","2016","Not Working","(1a) inadequately completed","","","",""
"Yes","2016","Not Working","(1b) general elementary school","","","",""
"Yes","2016","Not Working","(1c) basic vocational qualification","","","",""
"Yes","2016","Not Working","(2b) intermediate general qualification","","","",""
"Yes","2016","Not Working","(2a) intermediate vocational","","","",""
"Yes","2016","Not Working","(2c_gen) general maturity certificate","","","",""
"Yes","2016","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","Not Working","(3a) lower tertiary education","","","",""
"Yes","2016","Not Working","(3b) higher tertiary education","","","",""
"Yes","2017","Full Time","(0) in school","","","",""
"Yes","2017","Full Time","(1a) inadequately completed","8","","",""
"Yes","2017","Full Time","(1b) general elementary school","52","1","1","1"
"Yes","2017","Full Time","(1c) basic vocational qualification","261","1","1","1"
"Yes","2017","Full Time","(2b) intermediate general qualification","15","","",""
"Yes","2017","Full Time","(2a) intermediate vocational","392","1","1","1"
"Yes","2017","Full Time","(2c_gen) general maturity certificate","18","","",""
"Yes","2017","Full Time","(2c_voc) vocational maturity certificate","126","1","1","1"
"Yes","2017","Full Time","(3a) lower tertiary education","107","1","1","1"
"Yes","2017","Full Time","(3b) higher tertiary education","181","1","1","1"
"Yes","2017","Part Time","(0) in school","","","",""
"Yes","2017","Part Time","(1a) inadequately completed","21","","",""
"Yes","2017","Part Time","(1b) general elementary school","90","1","1","1"
"Yes","2017","Part Time","(1c) basic vocational qualification","275","1","1","1"
"Yes","2017","Part Time","(2b) intermediate general qualification","23","","",""
"Yes","2017","Part Time","(2a) intermediate vocational","309","1","1","1"
"Yes","2017","Part Time","(2c_gen) general maturity certificate","28","","",""
"Yes","2017","Part Time","(2c_voc) vocational maturity certificate","121","1","1","1"
"Yes","2017","Part Time","(3a) lower tertiary education","79","1","1","1"
"Yes","2017","Part Time","(3b) higher tertiary education","159","1","1","1"
"Yes","2017","Not Working","(0) in school","7","","",""
"Yes","2017","Not Working","(1a) inadequately completed","65","1","1","1"
"Yes","2017","Not Working","(1b) general elementary school","324","1","1","1"
"Yes","2017","Not Working","(1c) basic vocational qualification","940","1","1","1"
"Yes","2017","Not Working","(2b) intermediate general qualification","69","1","1","1"
"Yes","2017","Not Working","(2a) intermediate vocational","508","1","1","1"
"Yes","2017","Not Working","(2c_gen) general maturity certificate","43","1","1","1"
"Yes","2017","Not Working","(2c_voc) vocational maturity certificate","131","1","1","1"
"Yes","2017","Not Working","(3a) lower tertiary education","178","1","1","1"
"Yes","2017","Not Working","(3b) higher tertiary education","264","1","1","1"
"Yes","2018","Full Time","(0) in school","","","",""
"Yes","2018","Full Time","(1a) inadequately completed","","","",""
"Yes","2018","Full Time","(1b) general elementary school","","","",""
"Yes","2018","Full Time","(1c) basic vocational qualification","","","",""
"Yes","2018","Full Time","(2b) intermediate general qualification","","","",""
"Yes","2018","Full Time","(2a) intermediate vocational","","","",""
"Yes","2018","Full Time","(2c_gen) general maturity certificate","","","",""
"Yes","2018","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","Full Time","(3a) lower tertiary education","","","",""
"Yes","2018","Full Time","(3b) higher tertiary education","","","",""
"Yes","2018","Part Time","(0) in school","","","",""
"Yes","2018","Part Time","(1a) inadequately completed","","","",""
"Yes","2018","Part Time","(1b) general elementary school","","","",""
"Yes","2018","Part Time","(1c) basic vocational qualification","","","",""
"Yes","2018","Part Time","(2b) intermediate general qualification","","","",""
"Yes","2018","Part Time","(2a) intermediate vocational","","","",""
