"ple0021","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"No","2011","Berlin","Part Time","149","0.799629980165914","0.740827046330013","0.858432914001814","2"
"No","2011","Saxony","Not Working","344","0.623609647362867","0.582632983002891","0.664586311722843","2"
"No","2011","Saxony-Anhalt","Not Working","244","0.684296390545296","0.63587822196134","0.732714559129253","2"
"No","2011","Berlin","Not Working","206","0.650876353096241","0.597465900605594","0.704286805586887","2"
"No","2011","Schleswig-Holstein","Part Time","139","0.897177661069425","0.850115586810173","0.944239735328677","2"
"No","2011","Saxony-Anhalt","Part Time","145","0.816465024250148","0.759111873848426","0.87381817465187","2"
"No","2011","Hamburg","Not Working","88","0.662850861678571","0.580954983206713","0.744746740150429","2"
"No","2011","Schleswig-Holstein","Full Time","198","0.931419561561467","0.897714585624439","0.965124537498495","2"
"No","2011","Hamburg","Part Time","67","0.866922377661925","0.79105669823392","0.942788057089931","2"
"No","2011","Bremen","Part Time","29","","","","2"
"No","2011","Saxony-Anhalt","Full Time","301","0.895324879817009","0.862832392194654","0.927817367439363","2"
"No","2011","Schleswig-Holstein","Not Working","187","0.650276281550968","0.59411723743995","0.706435325661986","2"
"No","2011","Hamburg","Full Time","97","0.897675701779928","0.841038619674969","0.954312783884886","2"
"No","2011","Lower Saxony","Not Working","544","0.7018162294216","0.669399359522468","0.734233099320732","2"
"No","2011","Bremen","Full Time","36","0.907045748985199","0.817061329462937","0.99703016850746","2"
"No","2011","Brandenburg","Full Time","305","0.907760583545007","0.876866374953755","0.938654792136259","2"
"No","2011","Brandenburg","Part Time","129","0.80542903930236","0.74350619189835","0.86735188670637","2"
"No","2011","Brandenburg","Not Working","270","0.691299629030561","0.645743031479973","0.736856226581148","2"
"No","2011","Mecklenburg-Western Pomerania","Full Time","172","0.858092179427657","0.809114193470144","0.90707016538517","2"
"No","2011","Saxony","Full Time","521","0.898389252413138","0.873758012803952","0.923020492022324","2"
"No","2011","Saxony","Part Time","256","0.837307212518544","0.795189609266366","0.879424815770722","2"
"No","2011","Lower Saxony","Full Time","612","0.898792178410334","0.876089874934911","0.921494481885757","2"
"No","2011","Lower Saxony","Part Time","416","0.842670782390882","0.80999525838043","0.875346306401335","2"
"No","2011","Bremen","Not Working","40","0.700723931972948","0.577436267348099","0.824011596597796","2"
"No","2011","North Rhine-Westphalia","Full Time","1342","0.887799731298064","0.871817160479799","0.90378230211633","2"
"No","2011","North Rhine-Westphalia","Part Time","862","0.849717224438274","0.827678867193679","0.871755581682869","2"
"No","2011","Bavaria","Part Time","669","0.856603547973606","0.83210186278962","0.881105233157591","2"
"No","2011","Bavaria","Not Working","810","0.646812506081944","0.619792358302137","0.673832653861752","2"
"No","2011","Berlin","Full Time","261","0.910056462203073","0.877627604671435","0.942485319734711","2"
"No","2011","Mecklenburg-Western Pomerania","Part Time","91","0.787015445164714","0.708705102473238","0.86532578785619","2"
