"year","education","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","college entrance qualification","Female","2.11","2","434","1","2","3","3","4","2.03","2.19","1","4","2","2"
"1990","college entrance qualification","Male","2.25","2","714","1","2","3","3","4","2.19","2.31","1","4","2","2"
"1990","lower secondary degree","Female","2.64","3","2192","2","2","3","4","4","2.6","2.68","1","4","3","3"
"1990","lower secondary degree","Male","2.57","3","1887","2","2","3","4","4","2.53","2.61","1","4","3","3"
"1990","no degree/no degree yet","Female","2.27","2","82","1","2","3","3","4","2.08","2.46","1","4","2","2"
"1990","no degree/no degree yet","Male","2.24","2","91","1","2","3","3","4","2.07","2.41","1","4","2","2"
"1990","Other degree","Female","","","","","","","","","","","","","",""
"1990","Other degree","Male","2.24","2","30","1","2","3","3","4","1.96","2.52","1","4","2","3"
"1990","secondary school degree","Female","2.41","2","939","1","2","3","3","4","2.36","2.46","1","4","2","2"
"1990","secondary school degree","Male","2.4","2","642","1","2","3","3","4","2.34","2.46","1","4","2","3"
"1991","college entrance qualification","Female","","","","","","","","","","","","","",""
"1991","college entrance qualification","Male","","","","","","","","","","","","","",""
"1991","lower secondary degree","Female","","","","","","","","","","","","","",""
"1991","lower secondary degree","Male","","","","","","","","","","","","","",""
"1991","no degree/no degree yet","Female","","","","","","","","","","","","","",""
"1991","no degree/no degree yet","Male","","","","","","","","","","","","","",""
"1991","Other degree","Female","","","","","","","","","","","","","",""
"1991","Other degree","Male","","","","","","","","","","","","","",""
"1991","secondary school degree","Female","","","","","","","","","","","","","",""
"1991","secondary school degree","Male","","","","","","","","","","","","","",""
"1992","college entrance qualification","Female","2.18","2","679","1","2","3","3","4","2.12","2.24","1","4","2","2"
"1992","college entrance qualification","Male","2.27","2","993","1","2","3","3","4","2.22","2.32","1","4","2","2"
"1992","lower secondary degree","Female","2.64","3","2880","2","2","3","4","4","2.61","2.67","1","4","3","3"
"1992","lower secondary degree","Male","2.57","3","2486","1","2","3","4","4","2.54","2.6","1","4","3","3"
