"year","age_gr","bula_h","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","16-34 y.","Baden-W?rttemberg","2.6","3","783","2","2","3","3","4","2.55","2.65","1","4","3","3"
"2003","16-34 y.","Bavaria","2.64","3","813","2","2","3","3","4","2.59","2.69","1","4","3","3"
"2003","16-34 y.","Berlin","2.7","3","234","2","2","3","3","4","2.6","2.8","1","4","3","3"
"2003","16-34 y.","Brandenburg","2.45","2","242","2","2","3","3","4","2.37","2.53","1","4","2","3"
"2003","16-34 y.","Bremen","2.79","3","42","2","2","3","4","4","2.5","3.08","1","4","3","3"
"2003","16-34 y.","Hamburg","2.86","3","67","2","2","3","4","4","2.68","3.04","1","4","3","3"
"2003","16-34 y.","Hesse","2.66","3","375","2","2","3","3","4","2.58","2.74","1","4","3","3"
"2003","16-34 y.","Lower Saxony","2.69","3","508","2","2","3","4","4","2.63","2.75","1","4","3","3"
"2003","16-34 y.","Mecklenburg-Western Pomerania","2.47","2.58","146","1","2","3","3","4","2.35","2.59","1","4","2","3"
"2003","16-34 y.","North Rhine-Westphalia","2.67","3","1222","2","2","3","4","4","2.63","2.71","1","4","3","3"
"2003","16-34 y.","Rhineland-Palatinate,Saarland","2.63","3","325","2","2","3","4","4","2.54","2.72","1","4","3","3"
"2003","16-34 y.","Saxony","2.66","3","422","2","2","3","3","4","2.6","2.72","1","4","3","3"
"2003","16-34 y.","Saxony-Anhalt","2.52","3","248","1","2","3","3","4","2.42","2.62","1","4","2","3"
"2003","16-34 y.","Schleswig-Holstein","2.69","3","149","2","2","3","4","4","2.57","2.81","1","4","3","3"
"2003","16-34 y.","Thuringia","2.43","3","287","1","2","3","3","4","2.34","2.52","1","4","3","3"
"2003","35-65 y.","Baden-W?rttemberg","2.56","3","1528","2","2","3","3","4","2.52","2.6","1","4","3","3"
"2003","35-65 y.","Bavaria","2.61","3","1803","2","2","3","3","4","2.58","2.64","1","4","3","3"
"2003","35-65 y.","Berlin","2.59","3","478","1","2","3","4","4","2.52","2.66","1","4","3","3"
"2003","35-65 y.","Brandenburg","2.46","3","518","1","2","3","3","4","2.4","2.52","1","4","2","3"
"2003","35-65 y.","Bremen","2.77","3","94","2","2","3","4","4","2.59","2.95","1","4","3","3"
"2003","35-65 y.","Hamburg","2.78","3","183","2","2","3","4","4","2.66","2.9","1","4","3","3"
"2003","35-65 y.","Hesse","2.52","3","894","1","2","3","4","4","2.47","2.57","1","4","3","3"
"2003","35-65 y.","Lower Saxony","2.64","3","1054","2","2","3","4","4","2.59","2.69","1","4","3","3"
"2003","35-65 y.","Mecklenburg-Western Pomerania","2.42","2","298","1","2","3","3","4","2.34","2.5","1","4","2","3"
