"year","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","general elemantary","5.01","5","2403","2","4","7","7","7","4.94","5.08","1","7","5","5"
"2005","higher education","4.48","5","4161","2","3","6","7","7","4.43","4.53","1","7","4","5"
"2005","higher vocational","4.72","5","1556","2","4","6","7","7","4.64","4.8","1","7","5","5"
"2005","in school","4.19","4","648","2","2","6","7","7","4.05","4.33","1","7","4","4"
"2005","inadequately","4.83","5","238","2","3","7","7","7","4.6","5.06","1","7","5","6"
"2005","middle vocational","4.85","5","10245","2","4","6","7","7","4.82","4.88","1","7","5","5"
"2005","vocational + Abi","4.55","5","1134","2","3","6","7","7","4.45","4.65","1","7","5","5"
"2006","general elemantary","","","","","","","","","","","","","",""
"2006","higher education","","","","","","","","","","","","","",""
"2006","higher vocational","","","","","","","","","","","","","",""
"2006","in school","","","","","","","","","","","","","",""
"2006","inadequately","","","","","","","","","","","","","",""
"2006","middle vocational","","","","","","","","","","","","","",""
"2006","vocational + Abi","","","","","","","","","","","","","",""
"2007","general elemantary","","","","","","","","","","","","","",""
"2007","higher education","","","","","","","","","","","","","",""
"2007","higher vocational","","","","","","","","","","","","","",""
"2007","in school","","","","","","","","","","","","","",""
"2007","inadequately","","","","","","","","","","","","","",""
"2007","middle vocational","","","","","","","","","","","","","",""
"2007","vocational + Abi","","","","","","","","","","","","","",""
"2008","general elemantary","","","","","","","","","","","","","",""
"2008","higher education","","","","","","","","","","","","","",""
"2008","higher vocational","","","","","","","","","","","","","",""
"2008","in school","","","","","","","","","","","","","",""
"2008","inadequately","","","","","","","","","","","","","",""
"2008","middle vocational","","","","","","","","","","","","","",""
"2008","vocational + Abi","","","","","","","","","","","","","",""
"2009","general elemantary","4.63","5","1795","2","3","6","7","7","4.55","4.71","1","7","5","5"
"2009","higher education","4.05","4","4025","2","3","5","6","7","4","4.1","1","7","4","4"
"2009","higher vocational","4.43","4","1327","2","3","6","6","7","4.34","4.52","1","7","4","5"
"2009","in school","3.95","4","312","1","2","5","6","7","3.76","4.14","1","7","4","4"
"2009","inadequately","5.01","5","165","2","4","7","7","7","4.73","5.29","1","7","5","6"
"2009","middle vocational","4.45","5","9060","2","3","6","7","7","4.42","4.48","1","7","4","5"
"2009","vocational + Abi","4.38","4","995","2","3","6","6","7","4.28","4.48","1","7","4","5"
