"year","age_gr","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","16-34 y.","(0) in school","4.18","4","652","2","3","6","7","4.04","4.32","4","4"
"2005","16-34 y.","(1a) inadequately completed","4.09","3","40","1","2","7","7","3.41","4.77","3","6"
"2005","16-34 y.","(1b) general elementary school","4.64","5","415","2","3","6","7","4.46","4.82","4","5"
"2005","16-34 y.","(1c) basic vocational qualification","4.71","5","607","2","4","6","7","4.58","4.84","5","5"
"2005","16-34 y.","(2a) intermediate vocational","4.76","5","1147","2","4","6","7","4.66","4.86","5","5"
"2005","16-34 y.","(2b) intermediate general qualification","4.57","4.93","443","2","3","6","7","4.41","4.73","4","5"
"2005","16-34 y.","(2c_gen) general maturity certificate","4.41","4","657","2","3","6","6","4.29","4.53","4","4"
"2005","16-34 y.","(2c_voc) vocational maturity certificate","4.48","5","504","2","3","6","7","4.34","4.62","5","5"
"2005","16-34 y.","(3a) lower tertiary education","4.62","5","198","2","3","6","7","4.4","4.84","4","5"
"2005","16-34 y.","(3b) higher tertiary education","4.41","5","324","2","3","6","6","4.24","4.58","4","5"
"2005","35-65 y.","(0) in school","","","","","","","","","","",""
"2005","35-65 y.","(1a) inadequately completed","5.19","5.97","142","3","4","7","7","4.92","5.46","5","6"
"2005","35-65 y.","(1b) general elementary school","5.19","5","735","3","4","6","7","5.08","5.3","5","6"
"2005","35-65 y.","(1c) basic vocational qualification","4.95","5","3372","3","4","6","7","4.9","5","5","5"
"2005","35-65 y.","(2a) intermediate vocational","4.88","5","3242","3","4","6","7","4.83","4.93","5","5"
"2005","35-65 y.","(2b) intermediate general qualification","4.75","5","101","2","3","6","7","4.41","5.09","5","5"
"2005","35-65 y.","(2c_gen) general maturity certificate","5.17","5","123","3","4","7","7","4.88","5.46","5","5"
"2005","35-65 y.","(2c_voc) vocational maturity certificate","4.57","5","861","2","3","6","7","4.46","4.68","4","5"
"2005","35-65 y.","(3a) lower tertiary education","4.49","5","1156","2","3","6","7","4.4","4.58","5","5"
"2005","35-65 y.","(3b) higher tertiary education","4.43","4","1818","2","3","6","7","4.36","4.5","4","4"
"2005","66 and older","(0) in school","","","","","","","","","","",""
"2005","66 and older","(1a) inadequately completed","4.51","4","65","2","3","6","7","4.09","4.93","4","5"
"2005","66 and older","(1b) general elementary school","5.26","6","711","3","4","7","7","5.14","5.38","5","6"
"2005","66 and older","(1c) basic vocational qualification","4.88","5","1730","2","4","6","7","4.8","4.96","5","5"
"2005","66 and older","(2a) intermediate vocational","4.72","5","405","2","3","6","7","4.55","4.89","5","5"
"2005","66 and older","(2b) intermediate general qualification","5.03","6","35","2","3","7","7","4.41","5.65","4","6"
"2005","66 and older","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2005","66 and older","(2c_voc) vocational maturity certificate","4.31","4","150","1","3","6","7","4.04","4.58","4","5"
"2005","66 and older","(3a) lower tertiary education","4.84","5","296","2","4","6","7","4.65","5.03","5","5"
"2005","66 and older","(3b) higher tertiary education","4.35","4","369","2","3","6","7","4.17","4.53","4","5"
"2006","16-34 y.","(0) in school","","","","","","","","","","",""
"2006","16-34 y.","(1a) inadequately completed","","","","","","","","","","",""
"2006","16-34 y.","(1b) general elementary school","","","","","","","","","","",""
"2006","16-34 y.","(1c) basic vocational qualification","","","","","","","","","","",""
"2006","16-34 y.","(2a) intermediate vocational","","","","","","","","","","",""
"2006","16-34 y.","(2b) intermediate general qualification","","","","","","","","","","",""
"2006","16-34 y.","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2006","16-34 y.","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2006","16-34 y.","(3a) lower tertiary education","","","","","","","","","","",""
"2006","16-34 y.","(3b) higher tertiary education","","","","","","","","","","",""
"2006","35-65 y.","(0) in school","","","","","","","","","","",""
"2006","35-65 y.","(1a) inadequately completed","","","","","","","","","","",""
"2006","35-65 y.","(1b) general elementary school","","","","","","","","","","",""
"2006","35-65 y.","(1c) basic vocational qualification","","","","","","","","","","",""
"2006","35-65 y.","(2a) intermediate vocational","","","","","","","","","","",""
"2006","35-65 y.","(2b) intermediate general qualification","","","","","","","","","","",""
"2006","35-65 y.","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2006","35-65 y.","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2006","35-65 y.","(3a) lower tertiary education","","","","","","","","","","",""
"2006","35-65 y.","(3b) higher tertiary education","","","","","","","","","","",""
"2006","66 and older","(0) in school","","","","","","","","","","",""
"2006","66 and older","(1a) inadequately completed","","","","","","","","","","",""
"2006","66 and older","(1b) general elementary school","","","","","","","","","","",""
"2006","66 and older","(1c) basic vocational qualification","","","","","","","","","","",""
"2006","66 and older","(2a) intermediate vocational","","","","","","","","","","",""
"2006","66 and older","(2b) intermediate general qualification","","","","","","","","","","",""
"2006","66 and older","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2006","66 and older","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2006","66 and older","(3a) lower tertiary education","","","","","","","","","","",""
"2006","66 and older","(3b) higher tertiary education","","","","","","","","","","",""
"2007","16-34 y.","(0) in school","","","","","","","","","","",""
"2007","16-34 y.","(1a) inadequately completed","","","","","","","","","","",""
"2007","16-34 y.","(1b) general elementary school","","","","","","","","","","",""
"2007","16-34 y.","(1c) basic vocational qualification","","","","","","","","","","",""
"2007","16-34 y.","(2a) intermediate vocational","","","","","","","","","","",""
"2007","16-34 y.","(2b) intermediate general qualification","","","","","","","","","","",""
"2007","16-34 y.","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2007","16-34 y.","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2007","16-34 y.","(3a) lower tertiary education","","","","","","","","","","",""
"2007","16-34 y.","(3b) higher tertiary education","","","","","","","","","","",""
"2007","35-65 y.","(0) in school","","","","","","","","","","",""
"2007","35-65 y.","(1a) inadequately completed","","","","","","","","","","",""
"2007","35-65 y.","(1b) general elementary school","","","","","","","","","","",""
"2007","35-65 y.","(1c) basic vocational qualification","","","","","","","","","","",""
"2007","35-65 y.","(2a) intermediate vocational","","","","","","","","","","",""
"2007","35-65 y.","(2b) intermediate general qualification","","","","","","","","","","",""
"2007","35-65 y.","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2007","35-65 y.","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2007","35-65 y.","(3a) lower tertiary education","","","","","","","","","","",""
"2007","35-65 y.","(3b) higher tertiary education","","","","","","","","","","",""
"2007","66 and older","(0) in school","","","","","","","","","","",""
"2007","66 and older","(1a) inadequately completed","","","","","","","","","","",""
"2007","66 and older","(1b) general elementary school","","","","","","","","","","",""
"2007","66 and older","(1c) basic vocational qualification","","","","","","","","","","",""
"2007","66 and older","(2a) intermediate vocational","","","","","","","","","","",""
"2007","66 and older","(2b) intermediate general qualification","","","","","","","","","","",""
"2007","66 and older","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2007","66 and older","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2007","66 and older","(3a) lower tertiary education","","","","","","","","","","",""
"2007","66 and older","(3b) higher tertiary education","","","","","","","","","","",""
"2008","16-34 y.","(0) in school","","","","","","","","","","",""
"2008","16-34 y.","(1a) inadequately completed","","","","","","","","","","",""
"2008","16-34 y.","(1b) general elementary school","","","","","","","","","","",""
"2008","16-34 y.","(1c) basic vocational qualification","","","","","","","","","","",""
"2008","16-34 y.","(2a) intermediate vocational","","","","","","","","","","",""
"2008","16-34 y.","(2b) intermediate general qualification","","","","","","","","","","",""
"2008","16-34 y.","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2008","16-34 y.","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2008","16-34 y.","(3a) lower tertiary education","","","","","","","","","","",""
"2008","16-34 y.","(3b) higher tertiary education","","","","","","","","","","",""
"2008","35-65 y.","(0) in school","","","","","","","","","","",""
"2008","35-65 y.","(1a) inadequately completed","","","","","","","","","","",""
"2008","35-65 y.","(1b) general elementary school","","","","","","","","","","",""
"2008","35-65 y.","(1c) basic vocational qualification","","","","","","","","","","",""
"2008","35-65 y.","(2a) intermediate vocational","","","","","","","","","","",""
"2008","35-65 y.","(2b) intermediate general qualification","","","","","","","","","","",""
"2008","35-65 y.","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2008","35-65 y.","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2008","35-65 y.","(3a) lower tertiary education","","","","","","","","","","",""
"2008","35-65 y.","(3b) higher tertiary education","","","","","","","","","","",""
"2008","66 and older","(0) in school","","","","","","","","","","",""
"2008","66 and older","(1a) inadequately completed","","","","","","","","","","",""
"2008","66 and older","(1b) general elementary school","","","","","","","","","","",""
"2008","66 and older","(1c) basic vocational qualification","","","","","","","","","","",""
"2008","66 and older","(2a) intermediate vocational","","","","","","","","","","",""
"2008","66 and older","(2b) intermediate general qualification","","","","","","","","","","",""
"2008","66 and older","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2008","66 and older","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2008","66 and older","(3a) lower tertiary education","","","","","","","","","","",""
"2008","66 and older","(3b) higher tertiary education","","","","","","","","","","",""
"2009","16-34 y.","(0) in school","3.95","4","312","1","2","5","6","3.76","4.14","4","4"
"2009","16-34 y.","(1a) inadequately completed","","","","","","","","","","",""
"2009","16-34 y.","(1b) general elementary school","4.21","4","258","2","3","6","7","3.99","4.43","4","4"
"2009","16-34 y.","(1c) basic vocational qualification","4.35","5","371","2","3","6","6","4.18","4.52","4","5"
"2009","16-34 y.","(2a) intermediate vocational","4.33","4","812","2","3","6","7","4.22","4.44","4","4"
"2009","16-34 y.","(2b) intermediate general qualification","4.25","4","309","2","3","6","7","4.05","4.45","4","5"
"2009","16-34 y.","(2c_gen) general maturity certificate","4.06","4","565","2","3","5","6","3.92","4.2","4","4"
"2009","16-34 y.","(2c_voc) vocational maturity certificate","4.51","5","372","2","3","6","6","4.34","4.68","4","5"
"2009","16-34 y.","(3a) lower tertiary education","4.04","4","183","2","3","5","6","3.81","4.27","4","5"
"2009","16-34 y.","(3b) higher tertiary education","4","4","355","2","2","5","6","3.83","4.17","4","4"
"2009","35-65 y.","(0) in school","","","","","","","","","","",""
"2009","35-65 y.","(1a) inadequately completed","5.12","5","90","3","4","7","7","4.78","5.46","5","6"
"2009","35-65 y.","(1b) general elementary school","4.95","5","512","3","4","6","7","4.81","5.09","5","5"
"2009","35-65 y.","(1c) basic vocational qualification","4.55","5","2572","2","3","6","7","4.49","4.61","4","5"
"2009","35-65 y.","(2a) intermediate vocational","4.45","4","3033","2","3","6","7","4.39","4.51","4","5"
"2009","35-65 y.","(2b) intermediate general qualification","4.9","5","88","2","4","6","7","4.52","5.28","4","5"
"2009","35-65 y.","(2c_gen) general maturity certificate","4.69","5","110","2","3","6","7","4.36","5.02","4","5"
"2009","35-65 y.","(2c_voc) vocational maturity certificate","4.33","4","804","2","3","6","6","4.22","4.44","4","5"
"2009","35-65 y.","(3a) lower tertiary education","4.01","4","1020","2","3","5","6","3.91","4.11","4","4"
"2009","35-65 y.","(3b) higher tertiary education","4.07","4","1593","2","3","5","6","3.99","4.15","4","4"
"2009","66 and older","(0) in school","","","","","","","","","","",""
"2009","66 and older","(1a) inadequately completed","4.62","4.26","55","2","4","6","7","4.15","5.09","4","6"
"2009","66 and older","(1b) general elementary school","4.74","5","627","2","4","6","7","4.61","4.87","5","5"
"2009","66 and older","(1c) basic vocational qualification","4.48","5","1870","2","3","6","7","4.4","4.56","5","5"
"2009","66 and older","(2a) intermediate vocational","4.56","4","528","2","3","6","7","4.42","4.7","4","5"
"2009","66 and older","(2b) intermediate general qualification","3.87","3","34","1","2","6","7","3.19","4.55","3","6"
"2009","66 and older","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2009","66 and older","(2c_voc) vocational maturity certificate","4.22","4","144","2","3","5","6","3.94","4.5","4","5"
"2009","66 and older","(3a) lower tertiary education","4.14","4","377","2","3","5","6","3.97","4.31","4","4"
"2009","66 and older","(3b) higher tertiary education","4.01","4","497","2","3","5","6","3.87","4.15","4","4"
"2010","16-34 y.","(0) in school","","","","","","","","","","",""
"2010","16-34 y.","(1a) inadequately completed","","","","","","","","","","",""
"2010","16-34 y.","(1b) general elementary school","","","","","","","","","","",""
"2010","16-34 y.","(1c) basic vocational qualification","","","","","","","","","","",""
"2010","16-34 y.","(2a) intermediate vocational","","","","","","","","","","",""
"2010","16-34 y.","(2b) intermediate general qualification","","","","","","","","","","",""
"2010","16-34 y.","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2010","16-34 y.","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2010","16-34 y.","(3a) lower tertiary education","","","","","","","","","","",""
"2010","16-34 y.","(3b) higher tertiary education","","","","","","","","","","",""
"2010","35-65 y.","(0) in school","","","","","","","","","","",""
"2010","35-65 y.","(1a) inadequately completed","","","","","","","","","","",""
"2010","35-65 y.","(1b) general elementary school","","","","","","","","","","",""
"2010","35-65 y.","(1c) basic vocational qualification","","","","","","","","","","",""
"2010","35-65 y.","(2a) intermediate vocational","","","","","","","","","","",""
"2010","35-65 y.","(2b) intermediate general qualification","","","","","","","","","","",""
"2010","35-65 y.","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2010","35-65 y.","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2010","35-65 y.","(3a) lower tertiary education","","","","","","","","","","",""
"2010","35-65 y.","(3b) higher tertiary education","","","","","","","","","","",""
"2010","66 and older","(0) in school","","","","","","","","","","",""
"2010","66 and older","(1a) inadequately completed","","","","","","","","","","",""
"2010","66 and older","(1b) general elementary school","","","","","","","","","","",""
"2010","66 and older","(1c) basic vocational qualification","","","","","","","","","","",""
"2010","66 and older","(2a) intermediate vocational","","","","","","","","","","",""
"2010","66 and older","(2b) intermediate general qualification","","","","","","","","","","",""
"2010","66 and older","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2010","66 and older","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2010","66 and older","(3a) lower tertiary education","","","","","","","","","","",""
"2010","66 and older","(3b) higher tertiary education","","","","","","","","","","",""
"2011","16-34 y.","(0) in school","","","","","","","","","","",""
"2011","16-34 y.","(1a) inadequately completed","","","","","","","","","","",""
"2011","16-34 y.","(1b) general elementary school","","","","","","","","","","",""
"2011","16-34 y.","(1c) basic vocational qualification","","","","","","","","","","",""
"2011","16-34 y.","(2a) intermediate vocational","","","","","","","","","","",""
"2011","16-34 y.","(2b) intermediate general qualification","","","","","","","","","","",""
"2011","16-34 y.","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2011","16-34 y.","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2011","16-34 y.","(3a) lower tertiary education","","","","","","","","","","",""
"2011","16-34 y.","(3b) higher tertiary education","","","","","","","","","","",""
"2011","35-65 y.","(0) in school","","","","","","","","","","",""
"2011","35-65 y.","(1a) inadequately completed","","","","","","","","","","",""
"2011","35-65 y.","(1b) general elementary school","","","","","","","","","","",""
"2011","35-65 y.","(1c) basic vocational qualification","","","","","","","","","","",""
"2011","35-65 y.","(2a) intermediate vocational","","","","","","","","","","",""
"2011","35-65 y.","(2b) intermediate general qualification","","","","","","","","","","",""
"2011","35-65 y.","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2011","35-65 y.","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2011","35-65 y.","(3a) lower tertiary education","","","","","","","","","","",""
"2011","35-65 y.","(3b) higher tertiary education","","","","","","","","","","",""
"2011","66 and older","(0) in school","","","","","","","","","","",""
"2011","66 and older","(1a) inadequately completed","","","","","","","","","","",""
"2011","66 and older","(1b) general elementary school","","","","","","","","","","",""
"2011","66 and older","(1c) basic vocational qualification","","","","","","","","","","",""
"2011","66 and older","(2a) intermediate vocational","","","","","","","","","","",""
"2011","66 and older","(2b) intermediate general qualification","","","","","","","","","","",""
"2011","66 and older","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2011","66 and older","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2011","66 and older","(3a) lower tertiary education","","","","","","","","","","",""
"2011","66 and older","(3b) higher tertiary education","","","","","","","","","","",""
