"year","regtyp","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","Female","3.9","4","74","2","3","5","6","8","3.61","4.19","1","8","4","4"
"1985","Rural Area","Male","5.07","4","75","2","3","5","6","42","4.01","6.13","1","42","4","4"
"1985","Urban Area","Female","3.23","3","314","2","2","4","5","10","3.06","3.4","0","11","3","3"
"1985","Urban Area","Male","3.19","3","340","1","2","4","5","10","3.02","3.36","0","11","3","3"
"1986","Rural Area","Female","3.86","3","90","2","3","5","6","11","3.44","4.28","1","11","3","4"
"1986","Rural Area","Male","3.97","3","78","2","3","6","7","9","3.52","4.42","1","9","3","4"
"1986","Urban Area","Female","2.99","3","423","1","2","4","5","8","2.86","3.12","1","10","3","3"
"1986","Urban Area","Male","3.12","3","401","1","2","4","5","8","2.98","3.26","1","10","3","3"
"1987","Rural Area","Female","3.46","3","80","2","3","4","5","8","3.17","3.75","1","8","3","4"
"1987","Rural Area","Male","3.39","3","77","2","3","4","5","6","3.12","3.66","1","6","3","4"
"1987","Urban Area","Female","3.11","3","345","2","2","4","5","7","2.97","3.25","1","9","3","3"
"1987","Urban Area","Male","3.18","3","358","1","2","4","5","7","3.03","3.33","1","9","3","3"
"1988","Rural Area","Female","3.57","3","71","2","2","4","6","9","3.1","4.04","1","9","3","4"
"1988","Rural Area","Male","3.4","3","68","1","2","4","6","10","2.93","3.87","1","10","3","4"
"1988","Urban Area","Female","2.96","3","350","1","2","4","5","8","2.79","3.13","0","11","3","3"
"1988","Urban Area","Male","3.15","3","332","1","2","4","6","8","2.97","3.33","1","11","3","3"
"1989","Rural Area","Female","3.38","3","73","1","2","4","6","10","2.97","3.79","1","10","3","4"
"1989","Rural Area","Male","3.86","3","78","2","2","5","6","10","3.43","4.29","1","10","3","4"
"1989","Urban Area","Female","3.06","3","325","2","2","4","5","8","2.9","3.22","1","10","3","3"
"1989","Urban Area","Male","3.26","3","324","2","2","4","5","8","3.1","3.42","0","10","3","3"
"1990","Rural Area","Female","3.36","3","1534","2","2","4","5","7","3.26","3.46","1","60","3","3"
"1990","Rural Area","Male","3.55","3","1403","2","3","4","5","7","3.45","3.65","1","60","3","3"
"1990","Urban Area","Female","2.92","3","1076","1","2","4","4","7","2.85","2.99","0","8","3","3"
"1990","Urban Area","Male","2.99","3","1005","2","2","4","4","6","2.92","3.06","0","8","3","3"
"1991","Rural Area","Female","3.43","3","177","1","2","5","6","8","3.14","3.72","1","11","3","4"
"1991","Rural Area","Male","3.79","3","176","2","2","5","6","10","3.5","4.08","1","11","3","4"
"1991","Urban Area","Female","3.21","3","395","1","2","4","5","7","3.06","3.36","1","10","3","3"
"1991","Urban Area","Male","3.37","3","370","1","2","4","6","9","3.21","3.53","1","10","3","3"
"1992","Rural Area","Female","3.6","3","215","2","2","4","6","9","3.37","3.83","1","9","3","4"
"1992","Rural Area","Male","3.87","4","177","2","3","5","7","9","3.62","4.12","1","9","3","4"
"1992","Urban Area","Female","3.11","3","372","1","2","4","5","8","2.95","3.27","1","10","3","3"
"1992","Urban Area","Male","3.24","3","368","1","2","4","6","9","3.07","3.41","0","10","3","3"
"1993","Rural Area","Female","3.8","4","200","2","2","5","7","8","3.55","4.05","1","8","3","4"
"1993","Rural Area","Male","3.43","3","194","1","2","5","6","8","3.18","3.68","1","8","3","4"
"1993","Urban Area","Female","3.28","3","450","1","2","4","6","8","3.14","3.42","1","11","3","3"
"1993","Urban Area","Male","3.41","3","423","2","2","4","6","8","3.26","3.56","1","11","3","3"
"1994","Rural Area","Female","3.74","3","223","2","2","5","6","10","3.5","3.98","1","10","3","4"
"1994","Rural Area","Male","3.54","3","214","1","2","5","6","10","3.29","3.79","1","10","3","4"
