"year","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","4.22","4","1292","2","3","5","6","10","4.01","4.43","0","82","4","4"
"1984","lower secondary degree","3.87","3","6089","2","3","5","6","9","3.8","3.94","0","82","3","4"
"1984","no degree/no degree yet","3.97","4","1301","2","3","5","6","9","3.83","4.11","0","80","3","3"
"1984","Other degree","3.27","3","1449","2","2","4","5","9","3.06","3.48","1","80","3","3"
"1984","secondary school degree","4.01","4","1945","2","3","5","6","9","3.91","4.11","1","80","4","4"
"1985","college entrance qualification","3.38","3","133","1","2","4","5","10","3.07","3.69","1","10","3","4"
"1985","lower secondary degree","3.61","3","333","2","2","4","5","10","3.33","3.89","0","42","3","4"
"1985","no degree/no degree yet","3.33","3","79","1","3","4","5","5","3.03","3.63","1","9","3","4"
"1985","Other degree","3.09","3","90","1","3","4","4","5","2.82","3.36","0","9","3","4"
"1985","secondary school degree","3.27","3","151","2","2","4","5","8","3.02","3.52","1","11","3","4"
"1986","college entrance qualification","3.12","3","151","1","2","4","6","10","2.83","3.41","1","10","3","3"
"1986","lower secondary degree","3.32","3","404","2","2","4","6","8","3.17","3.47","1","11","3","3"
"1986","no degree/no degree yet","3.49","3","96","2","3","4","6","8","3.17","3.81","1","8","3","3"
"1986","Other degree","2.78","3","122","2","2","3","4","7","2.58","2.98","1","7","3","3"
"1986","secondary school degree","3.13","3","195","1","2","4","5","8","2.92","3.34","1","9","3","3"
"1987","college entrance qualification","3.27","3","147","1","2","4","5","7","3.02","3.52","1","8","3","3"
"1987","lower secondary degree","3.17","3","336","2","2","4","5","6","3.03","3.31","1","8","3","3"
"1987","no degree/no degree yet","3.35","3","94","2","2","4","5","8","3.03","3.67","1","9","3","4"
"1987","Other degree","2.68","3","105","1","2","3","4","7","2.46","2.9","1","7","3","3"
"1987","secondary school degree","3.23","3","161","2","2","4","5","7","3","3.46","1","9","3","3"
"1988","college entrance qualification","3.17","3","118","1","2","4","6","7","2.84","3.5","1","10","3","3"
"1988","lower secondary degree","3.03","3","367","1","2","4","5","9","2.86","3.2","0","11","3","3"
"1988","no degree/no degree yet","2.94","2.97","78","1","2","4","4","8","2.55","3.33","1","8","2","3"
"1988","Other degree","2.91","2.91","79","1","2","3","4","9","2.47","3.35","1","9","2","3"
"1988","secondary school degree","3.35","3","158","2","2","4","5","9","3.09","3.61","1","11","3","3"
"1989","college entrance qualification","3.41","3","131","2","2","4","6","9","3.12","3.7","1","10","3","3"
"1989","lower secondary degree","3.11","3","287","2","2","4","5","8","2.94","3.28","1","10","3","3"
"1989","no degree/no degree yet","3.37","3","70","1","2","4","6","7","3","3.74","0","7","3","3"
"1989","Other degree","3.26","3","94","2","2","4","5","8","2.98","3.54","1","8","3","3"
"1989","secondary school degree","3.28","3","196","2","2","4","5","10","3.04","3.52","1","10","3","3"
"1990","college entrance qualification","3.58","3","672","2","2","4","5","7","3.33","3.83","1","60","3","3"
"1990","lower secondary degree","3.05","3","1996","2","2","4","5","7","3","3.1","0","10","3","3"
"1990","no degree/no degree yet","3.34","3","108","1","3","4","6","6","3.05","3.63","1","9","3","4"
"1990","Other degree","2.95","3","145","2","2","3","4","7","2.71","3.19","1","9","3","3"
"1990","secondary school degree","3.29","3","2148","2","3","4","5","7","3.24","3.34","1","10","3","3"
"1991","college entrance qualification","3.44","3","195","2","2","5","6","8","3.17","3.71","1","11","3","4"
"1991","lower secondary degree","3.38","3","400","1","2","5","6","10","3.21","3.55","1","10","3","3"
"1991","no degree/no degree yet","3.43","3","58","2","2","5","5","6","3.07","3.79","1","6","3","4"
"1991","Other degree","2.97","3","66","1","2","4","5","8","2.62","3.32","1","8","3","3"
"1991","secondary school degree","3.38","3","381","2","2","4","6","8","3.21","3.55","1","10","3","3"
"1992","college entrance qualification","3.43","3","199","1","2","4","6","9","3.19","3.67","0","9","3","3"
"1992","lower secondary degree","3.38","3","419","2","2","4","6","9","3.22","3.54","1","10","3","3"
"1992","no degree/no degree yet","3.93","4","45","2","3","5","6","7","3.48","4.38","1","7","3","5"
"1992","Other degree","3.2","3","76","2","2","5","5","7","2.86","3.54","1","7","2","3"
"1992","secondary school degree","3.23","3","374","2","2","4","5","8","3.06","3.4","1","10","3","3"
"1993","college entrance qualification","3.46","3","221","1","2","5","6","8","3.25","3.67","1","9","3","3"
"1993","lower secondary degree","3.43","3","447","1","2","4","6","8","3.28","3.58","1","11","3","3"
"1993","no degree/no degree yet","3.65","4","73","2","2","4","6","8","3.24","4.06","1","8","3","4"
