"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","35-65 y.","4.12","4","13193","2","3","5","6","9","4.09","4.15","1","17","4","4"
"2002","66 and older","3.58","3","3590","2","3","4","6","8","3.53","3.63","1","19","3","3"
"2003","16-34 y.","3.79","3","5866","2","3","5","6","9","3.74","3.84","1","16","4","4"
"2003","35-65 y.","4.1","4","12663","2","3","5","6","9","4.07","4.13","1","16","4","4"
"2003","66 and older","3.59","3","3702","2","3","4","6","8","3.54","3.64","1","16","3","3"
"2004","16-34 y.","3.8","3","5632","2","3","5","6","9","3.75","3.85","1","16","4","4"
"2004","35-65 y.","4.1","4","12239","2","3","5","6","9","4.07","4.13","1","18","4","4"
"2004","66 and older","3.6","3","3807","2","3","4","6","8","3.55","3.65","1","16","3","3"
"2005","16-34 y.","3.82","3","5338","2","3","5","6","9","3.77","3.87","1","20","4","4"
"2005","35-65 y.","4.1","4","11637","2","3","5","6","9","4.07","4.13","1","25","4","4"
"2005","66 and older","3.59","3","3818","2","2","4","6","8","3.54","3.64","1","16","3","3"
"2006","16-34 y.","3.75","3","5434","2","3","5","6","9","3.7","3.8","1","17","4","4"
"2006","35-65 y.","4.1","4","12420","2","3","5","6","9","4.07","4.13","1","22","4","4"
"2006","66 and older","3.63","3","4488","2","3","4","6","9","3.58","3.68","1","22","3","4"
"2007","16-34 y.","3.82","3","5062","2","3","5","6","10","3.77","3.87","1","15","4","4"
"2007","35-65 y.","4.14","4","11473","2","3","5","6","9","4.11","4.17","1","16","4","4"
"2007","66 and older","3.65","3","4405","2","3","4","6","9","3.6","3.7","1","22","3","4"
"2008","16-34 y.","3.88","3","4621","2","3","5","6","10","3.83","3.93","1","15","4","4"
"2008","35-65 y.","4.15","4","10672","2","3","5","6","9","4.12","4.18","1","16","4","4"
"2008","66 and older","3.7","3","4356","2","3","5","6","9","3.65","3.75","1","24","4","4"
"2009","16-34 y.","3.91","3","4237","2","3","5","6","10","3.85","3.97","1","17","4","4"
"2009","35-65 y.","4.14","4","9877","2","3","5","6","9","4.11","4.17","1","17","4","4"
"2009","66 and older","3.77","3","4213","2","3","5","6","9","3.72","3.82","1","13","4","4"
"2010","16-34 y.","3.92","3","6943","2","3","5","6","10","3.88","3.96","1","18","4","4"
"2010","35-65 y.","4.13","4","13381","2","3","5","6","9","4.1","4.16","1","18","4","4"
"2010","66 and older","3.74","3","4068","2","3","5","6","8","3.69","3.79","1","12","4","4"
"2011","16-34 y.","3.89","3","7343","2","3","5","6","9","3.85","3.93","1","16","4","4"
"2011","35-65 y.","4.16","4","16447","2","3","5","6","9","4.13","4.19","1","24","4","4"
"2011","66 and older","3.76","3","5207","2","3","5","6","8","3.72","3.8","1","16","4","4"
"2012","16-34 y.","3.9","3","6888","2","3","5","6","9","3.86","3.94","1","16","4","4"
"2012","35-65 y.","4.18","4","16110","2","3","5","6","10","4.15","4.21","1","24","4","4"
"2012","66 and older","3.77","3","5261","2","3","5","6","9","3.73","3.81","1","22","4","4"
"2013","16-34 y.","3.86","3","8437","2","3","5","6","9","3.82","3.9","1","16","4","4"
"2013","35-65 y.","4.18","4","17760","2","3","5","6","9","4.15","4.21","1","20","4","4"
"2013","66 and older","3.8","3","5108","2","3","5","6","9","3.76","3.84","1","13","4","4"
"2014","16-34 y.","3.86","3","7153","2","3","5","6","9","3.82","3.9","1","16","4","4"
"2014","35-65 y.","4.17","4","15587","2","3","5","6","9","4.14","4.2","1","16","4","4"
"2014","66 and older","3.82","3","5003","2","3","5","6","8","3.77","3.87","1","13","4","4"
"2015","16-34 y.","3.83","3","7275","2","3","5","6","9","3.79","3.87","1","15","3","4"
"2015","35-65 y.","4.15","4","15243","2","3","5","6","9","4.12","4.18","1","16","4","4"
"2015","66 and older","3.86","3","4965","2","3","5","6","9","3.81","3.91","1","13","4","4"
"2016","16-34 y.","3.78","3","7787","2","3","5","6","9","3.74","3.82","1","15","3","3"
"2016","35-65 y.","4.2","4","15324","2","3","5","6","9","4.17","4.23","1","16","4","4"
"2016","66 and older","3.87","4","4803","2","3","5","6","9","3.82","3.92","1","15","4","4"
"2017","16-34 y.","3.79","3","8993","2","3","5","6","9","3.75","3.83","1","15","3","3"
"2017","35-65 y.","4.16","4","17222","2","3","5","6","9","4.13","4.19","1","16","4","4"
"2017","66 and older","3.9","4","5065","2","3","5","6","9","3.85","3.95","1","15","4","4"
"2018","16-34 y.","3.83","3","8314","2","3","5","6","9","3.79","3.87","1","15","3","3"
"2018","35-65 y.","4.22","4","16303","2","3","5","6","10","4.19","4.25","1","18","4","4"
"2018","66 and older","3.96","4","5035","2","3","5","6","9","3.91","4.01","1","15","4","4"
"2019","16-34 y.","3.85","3","7448","2","3","5","6","9","3.81","3.89","1","15","3","3"
"2019","35-65 y.","4.23","4","16831","2","3","5","7","9","4.2","4.26","1","25","4","4"
"2019","66 and older","3.94","4","5251","2","3","5","6","8","3.89","3.99","1","15","4","4"
