"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","3.99","4","4583","2","3","5","6","9","3.9","4.08","0","82","3","3"
"1984","35-65 y.","4.12","4","6310","2","3","5","6","9","4.04","4.2","0","80","4","4"
"1984","66 and older","3.27","3","1275","2","2","4","5","8","3.12","3.42","0","82","3","3"
"1985","16-34 y.","3.39","3","531","2","2","4","5","10","3.2","3.58","0","42","3","3"
"1985","35-65 y.","3.7","4","255","2","3","4","5","10","3.5","3.9","0","11","3","4"
"1985","66 and older","","","","","","","","","","","","","",""
"1986","16-34 y.","3.17","3","665","1","2","4","5","8","3.06","3.28","1","11","3","3"
"1986","35-65 y.","3.52","3","304","2","2","4","6","8","3.33","3.71","1","9","3","3"
"1986","66 and older","","","","","","","","","","","","","",""
"1987","16-34 y.","3.08","3","553","1","2","4","5","7","2.97","3.19","1","9","3","3"
"1987","35-65 y.","3.48","3","288","2","3","4","5","7","3.32","3.64","1","9","3","4"
"1987","66 and older","","","","","","","","","","","","","",""
"1988","16-34 y.","3.13","3","553","1","2","4","6","9","2.99","3.27","0","11","3","3"
"1988","35-65 y.","3.35","3","241","1","2","4","6","9","3.12","3.58","0","9","3","3"
"1988","66 and older","","","","","","","","","","","","","",""
"1989","16-34 y.","3.15","3","541","2","2","4","5","9","3.02","3.28","0","10","3","3"
"1989","35-65 y.","3.56","3","244","2","2","4","6","10","3.34","3.78","1","10","3","4"
"1989","66 and older","","","","","","","","","","","","","",""
"1990","16-34 y.","3.21","3","2160","2","2","4","5","7","3.12","3.3","0","60","3","3"
"1990","35-65 y.","3.4","3","2487","2","3","4","5","7","3.35","3.45","0","10","3","3"
"1990","66 and older","2.63","2","452","1","2","3","4","7","2.51","2.75","0","10","2","3"
"1991","16-34 y.","3.09","3","717","1","2","4","5","8","2.97","3.21","1","11","3","3"
"1991","35-65 y.","4.04","4","372","2","3","5","6","9","3.86","4.22","1","11","4","4"
"1991","66 and older","2.74","2","41","1","1","4","5","10","2.08","3.4","1","10","2","4"
"1992","16-34 y.","3.1","3","731","1","2","4","5","9","2.99","3.21","1","10","3","3"
"1992","35-65 y.","3.84","4","387","2","2","5","6","9","3.66","4.02","0","10","3","4"
"1992","66 and older","2.73","2","34","1","1","4","5","10","2.03","3.43","1","10","2","4"
"1993","16-34 y.","3.14","3","806","1","2","4","5","8","3.04","3.24","1","11","3","3"
"1993","35-65 y.","3.96","4","419","2","2","5","7","8","3.8","4.12","1","11","4","4"
"1993","66 and older","2.9","2","42","1","2","3","7","11","2.23","3.57","1","11","2","3"
"1994","16-34 y.","3.08","3","840","1","2","4","5","8","2.98","3.18","1","10","3","3"
"1994","35-65 y.","3.92","4","442","2","3","5","6","10","3.75","4.09","1","10","4","4"
"1994","66 and older","2.22","2","57","1","1","3","4","6","1.82","2.62","1","8","2","3"
"1995","16-34 y.","3.2","3","1050","1","2","4","6","8","3.11","3.29","1","9","3","3"
"1995","35-65 y.","3.75","3","735","2","3","5","6","9","3.63","3.87","1","9","3","4"
"1995","66 and older","2.2","2","76","1","1","3","4","8","1.82","2.58","1","9","2","3"
"1996","16-34 y.","3.25","3","947","2","2","4","5","8","3.16","3.34","1","11","3","3"
"1996","35-65 y.","3.71","3","584","2","2","5","6","8","3.58","3.84","1","11","3","4"
"1996","66 and older","2.47","2","56","1","2","3","4","8","2.08","2.86","1","8","2","3"
"1997","16-34 y.","3.23","3","841","1","2","4","5","8","3.13","3.33","1","11","3","3"
"1997","35-65 y.","3.64","3","554","2","2","5","6","9","3.5","3.78","1","11","3","4"
"1997","66 and older","2.91","3","70","2","2","3","4","11","2.53","3.29","1","11","3","3"
"1998","16-34 y.","3.7","3","4831","2","3","5","6","9","3.65","3.75","1","18","3","3"
"1998","35-65 y.","4.01","4","7401","2","3","5","6","9","3.97","4.05","1","18","4","4"
"1998","66 and older","3.35","3","1843","2","2","4","5","8","3.28","3.42","1","18","3","3"
"1999","16-34 y.","3.27","3","912","2","2","4","5","12","3.16","3.38","1","13","3","3"
"1999","35-65 y.","4.16","4","593","2","3","5","7","11","4.01","4.31","1","14","4","4"
"1999","66 and older","2.29","2","67","1","2","3","3","6","1.96","2.62","1","7","2","3"
"2000","16-34 y.","3.72","3","3567","2","3","5","6","9","3.66","3.78","1","15","3","4"
"2000","35-65 y.","4.2","4","6800","2","3","5","7","10","4.16","4.24","1","15","4","4"
"2000","66 and older","3.63","3","1834","2","3","4","6","8","3.56","3.7","1","11","3","3"
"2001","16-34 y.","3.5","3","1094","2","2","4","6","10","3.4","3.6","1","13","3","3"
"2001","35-65 y.","4.08","4","978","2","3","5","7","10","3.97","4.19","1","13","4","4"
"2001","66 and older","3.07","2","106","2","2","4","5","8","2.7","3.44","1","11","2","3"
"2002","16-34 y.","3.74","3","6134","2","3","5","6","9","3.7","3.78","1","16","4","4"
