"year","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(Married) couple without C.","3.42","3","2693","2","3","4","5","7","3.32","3.52","1","60","3","3"
"1984","1-pers.-HH","2.47","2","1326","1","2","3","4","6","2.39","2.55","0","35","2","2"
"1984","Couple + C. GT 16 ","4.79","4","1979","3","4","5","7","10","4.64","4.94","2","80","4","4"
"1984","Couple + C. LE 16","4.05","4","3062","3","3","5","6","8","3.97","4.13","0","80","3","3"
"1984","Couple + C. LE and GT 16","5.33","5","1717","3","4","6","7","11","5.13","5.53","2","80","4","4"
"1984","Single parent","4.09","3","574","2","3","5","6","8","3.69","4.49","1","82","3","3"
"1985","(Married) couple without C.","3.16","3","201","2","2","4","5","6","3","3.32","0","6","3","3"
"1985","1-pers.-HH","2.48","2","115","1","1","3","3","42","1.77","3.19","1","42","2","2"
"1985","Couple + C. GT 16 ","4.32","4","98","3","4","5","6","10","3.95","4.69","1","10","4","4"
"1985","Couple + C. LE 16","4.23","4","245","3","3","5","6","11","4.04","4.42","0","11","4","4"
"1985","Couple + C. LE and GT 16","4.27","4","50","3","4","5","6","6","4.04","4.5","3","6","4","4"
"1985","Single parent","3.38","3","47","2","3","4","5","8","2.89","3.87","0","8","3","3"
"1986","(Married) couple without C.","3.09","3","310","2","2","4","5","8","2.95","3.23","1","9","3","3"
"1986","1-pers.-HH","2.08","2","176","1","1","3","3","6","1.91","2.25","1","6","2","2"
"1986","Couple + C. GT 16 ","4.29","3","82","3","3","6","7","8","3.9","4.68","2","8","3","4"
"1986","Couple + C. LE 16","4.08","4","249","3","3","5","6","10","3.91","4.25","2","10","3","4"
"1986","Couple + C. LE and GT 16","5.67","5","55","3","5","7","8","8","5.2","6.14","3","8","3","5"
"1986","Single parent","3.43","3","54","2","3","4","4","11","3.01","3.85","1","11","3","3"
"1987","(Married) couple without C.","3.32","3","245","2","2","4","5","6","3.18","3.46","1","6","3","3"
"1987","1-pers.-HH","2.13","2","171","1","1","3","3","5","1.97","2.29","1","8","2","2"
"1987","Couple + C. GT 16 ","3.87","4","65","3","3","4","5","5","3.63","4.11","2","5","3","4"
"1987","Couple + C. LE 16","4.03","4","253","3","3","5","6","7","3.89","4.17","1","7","3","4"
"1987","Couple + C. LE and GT 16","4.89","4","49","3","3","7","7","9","4.37","5.41","3","9","4","5"
"1987","Single parent","3.56","3","49","2","3","4","6","8","3.14","3.98","1","8","3","3"
"1988","(Married) couple without C.","2.82","3","271","2","2","3","4","6","2.7","2.94","0","6","2","3"
"1988","1-pers.-HH","2.09","2","138","1","1","3","3","6","1.89","2.29","0","10","2","2"
"1988","Couple + C. GT 16 ","4.64","4","50","4","4","6","7","8","4.04","5.24","1","8","4","6"
"1988","Couple + C. LE 16","4.27","4","224","3","3","5","6","8","4.07","4.47","1","11","3","4"
"1988","Couple + C. LE and GT 16","4.43","4.85","42","3","3","5","6","8","3.95","4.91","2","8","3","4"
"1988","Single parent","2.96","3","42","2","2","4","4","5","2.65","3.27","0","5","2","3"
"1989","(Married) couple without C.","2.92","3","267","2","2","3","4","6","2.79","3.05","1","8","3","3"
"1989","1-pers.-HH","2.44","2","139","1","2","3","4","8","2.21","2.67","0","9","2","2"
"1989","Couple + C. GT 16 ","5.14","5","80","3","3","6","7","10","4.74","5.54","2","10","4","5"
"1989","Couple + C. LE 16","4.21","4","212","3","3","5","7","10","4","4.42","1","10","3","4"
"1989","Couple + C. LE and GT 16","4.86","5.16","43","2","3","7","7","7","4.32","5.4","2","7","3","6"
"1989","Single parent","","","","","","","","","","","","","",""
"1990","(Married) couple without C.","3.05","3","1191","2","2","3","4","7","2.99","3.11","1","8","3","3"
"1990","1-pers.-HH","2.04","2","461","1","1","2","3","5","1.95","2.13","0","8","2","2"
"1990","Couple + C. GT 16 ","3.76","4","865","3","3","4","5","7","3.69","3.83","1","7","3","4"
"1990","Couple + C. LE 16","3.57","3","1662","2","3","4","5","7","3.46","3.68","1","60","3","3"
"1990","Couple + C. LE and GT 16","4.01","4","346","3","3","4","6","7","3.9","4.12","1","7","4","4"
"1990","Single parent","3.13","3","206","2","2","4","5","7","2.97","3.29","0","7","3","3"
"1991","(Married) couple without C.","3.08","3","319","2","2","4","5","7","2.92","3.24","1","10","3","3"
"1991","1-pers.-HH","2.01","2","153","1","1","3","3","6","1.84","2.18","1","6","2","2"
"1991","Couple + C. GT 16 ","4.56","5","87","3","4","5","6","8","4.25","4.87","2","8","4","5"
"1991","Couple + C. LE 16","4.18","4","406","3","3","5","6","7","4.04","4.32","1","11","4","4"
"1991","Couple + C. LE and GT 16","6.3","6","32","4","5","8","10","10","5.54","7.06","3","10","4","6"
"1991","Single parent","3.77","3","57","2","2","5","6","10","3.28","4.26","1","10","3","3"
"1992","(Married) couple without C.","2.97","3","339","2","2","3","5","6","2.85","3.09","0","7","2","3"
"1992","1-pers.-HH","1.92","2","151","1","1","3","3","5","1.77","2.07","1","6","2","2"
"1992","Couple + C. GT 16 ","4.28","4","98","3","3","5","6","8","3.96","4.6","1","8","3","4"
"1992","Couple + C. LE 16","4.33","4","371","2","3","5","6","9","4.17","4.49","1","9","4","4"
"1992","Couple + C. LE and GT 16","5.29","5","49","3","4","6","7","10","4.78","5.8","3","10","4","6"
"1992","Single parent","3.25","3","60","2","2","3","4","9","2.89","3.61","1","9","2","3"
"1993","(Married) couple without C.","3.07","3","411","2","2","4","5","7","2.95","3.19","1","10","3","3"
"1993","1-pers.-HH","2.07","2","176","1","1","3","3","6","1.89","2.25","1","8","2","2"
"1993","Couple + C. GT 16 ","4.49","4","95","3","4","5","7","7","4.22","4.76","2","7","4","4"
"1993","Couple + C. LE 16","4.16","4","369","3","3","5","6","8","4.01","4.31","1","9","3","4"
"1993","Couple + C. LE and GT 16","5.43","5","83","3","4","6","8","11","5.01","5.85","2","11","5","5"
"1993","Single parent","3.08","3","53","2","2","3","5","6","2.75","3.41","1","6","3","3"
"1994","(Married) couple without C.","2.94","3","400","2","2","4","4","6","2.83","3.05","1","6","3","3"
"1994","1-pers.-HH","1.91","2","201","1","1","2","3","6","1.78","2.04","1","6","2","2"
"1994","Couple + C. GT 16 ","5","4","97","2","3","7","10","10","4.54","5.46","2","10","3","4"
"1994","Couple + C. LE 16","4.3","4","429","2","3","5","7","10","4.16","4.44","1","10","4","4"
"1994","Couple + C. LE and GT 16","5.2","4","86","3","4","7","9","9","4.78","5.62","3","9","4","4"
"1994","Single parent","3.1","3","46","2","2","4","4","7","2.74","3.46","2","7","3","4"
"1995","(Married) couple without C.","3.1","3","526","2","2","4","5","6","3","3.2","1","8","3","3"
"1995","1-pers.-HH","1.97","2","212","1","1","2","3","7","1.82","2.12","1","7","2","2"
"1995","Couple + C. GT 16 ","4.23","4","185","3","3","5","6","8","4.03","4.43","2","8","3","4"
"1995","Couple + C. LE 16","4.08","4","565","2","3","5","6","9","3.95","4.21","1","9","3","4"
"1995","Couple + C. LE and GT 16","4.65","4","177","3","4","6","8","9","4.41","4.89","2","9","4","4"
"1995","Single parent","3.14","3","56","2","2","4","4","7","2.86","3.42","1","7","3","3"
"1996","(Married) couple without C.","3.28","3","486","2","2","4","5","8","3.16","3.4","1","9","3","3"
"1996","1-pers.-HH","2.06","2","242","1","1","3","3","4","1.94","2.18","1","6","2","2"
"1996","Couple + C. GT 16 ","4.32","4","105","3","3","6","6","8","4.05","4.59","2","8","3","4"
"1996","Couple + C. LE 16","4.26","4","515","3","3","5","7","8","4.12","4.4","1","11","4","4"
"1996","Couple + C. LE and GT 16","4.58","4","72","4","4","5","7","8","4.29","4.87","2","8","4","5"
"1996","Single parent","3.14","3","80","2","3","3","4","7","2.95","3.33","2","7","3","3"
"1997","(Married) couple without C.","3.22","3","435","2","3","4","5","6","3.11","3.33","1","10","3","3"
"1997","1-pers.-HH","2.12","2","220","1","2","3","3","5","1.99","2.25","1","8","2","2"
"1997","Couple + C. GT 16 ","4.79","4.55","110","1","3","7","8","11","4.36","5.22","1","11","4","5"
"1997","Couple + C. LE 16","4.08","4","448","3","3","5","6","9","3.95","4.21","1","10","4","4"
"1997","Couple + C. LE and GT 16","4.93","4","94","3","4","6","8","9","4.58","5.28","1","9","4","5"
"1997","Single parent","3.08","3","77","2","2","3","5","6","2.83","3.33","1","6","3","3"
"1998","(Married) couple without C.","3.64","3","4113","2","3","4","6","8","3.6","3.68","1","13","3","3"
"1998","1-pers.-HH","2.56","2","1730","1","2","3","4","6","2.5","2.62","1","8","2","2"
"1998","Couple + C. GT 16 ","4.56","4","2528","3","3","5","7","9","4.5","4.62","1","11","4","4"
"1998","Couple + C. LE 16","4.32","4","3058","3","3","5","6","9","4.27","4.37","1","14","4","4"
"1998","Couple + C. LE and GT 16","4.93","5","1243","3","4","6","7","9","4.85","5.01","1","9","4","4"
"1998","Single parent","3.65","3","696","2","3","4","5","10","3.54","3.76","1","12","3","3"
"1999","(Married) couple without C.","3.39","3","502","2","2","4","6","7","3.28","3.5","1","8","3","3"
"1999","1-pers.-HH","2.18","2","290","1","2","3","3","5","2.06","2.3","1","12","2","2"
"1999","Couple + C. GT 16 ","4.71","4","154","3","3","5","8","11","4.39","5.03","2","11","4","4"
"1999","Couple + C. LE 16","4.89","4","426","3","3","6","8","14","4.71","5.07","2","14","4","4"
"1999","Couple + C. LE and GT 16","5.29","5","83","4","4","6","7","9","4.97","5.61","3","9","4","5"
"1999","Single parent","3.19","3","78","2","3","4","4","6","2.96","3.42","2","7","3","3"
"2000","(Married) couple without C.","3.87","3","3958","2","3","5","6","9","3.82","3.92","1","11","3","4"
"2000","1-pers.-HH","2.66","2","1895","1","2","3","4","7","2.6","2.72","1","15","2","2"
"2000","Couple + C. GT 16 ","4.83","5","1581","3","4","6","7","10","4.75","4.91","2","14","5","5"
"2000","Couple + C. LE 16","4.48","4","2746","3","3","5","7","10","4.42","4.54","1","14","4","4"
"2000","Couple + C. LE and GT 16","5.4","5","907","3","4","7","8","10","5.28","5.52","2","15","5","5"
"2000","Single parent","3.82","3","615","2","3","4","6","9","3.69","3.95","1","12","3","4"
"2001","(Married) couple without C.","3.53","3","630","2","3","4","6","8","3.42","3.64","1","11","3","3"
"2001","1-pers.-HH","2.24","2","376","1","2","3","3","6","2.14","2.34","1","7","2","2"
"2001","Couple + C. GT 16 ","4.81","4","176","3","3","5","8","12","4.47","5.15","2","12","4","4"
"2001","Couple + C. LE 16","4.69","4","674","3","3","5","7","10","4.56","4.82","2","13","4","4"
"2001","Couple + C. LE and GT 16","5.31","5","125","3","4","6","7","10","5.01","5.61","3","10","5","6"
"2001","Single parent","3.58","3","122","2","3","4","5","8","3.37","3.79","2","8","3","4"
"2002","(Married) couple without C.","3.86","4","7406","2","3","5","6","9","3.82","3.9","1","19","4","4"
"2002","1-pers.-HH","2.64","2","2988","1","2","3","4","7","2.59","2.69","1","11","2","2"
"2002","Couple + C. GT 16 ","4.67","4","3965","3","4","5","7","9","4.62","4.72","1","14","5","5"
"2002","Couple + C. LE 16","4.46","4","4726","3","3","5","6","9","4.41","4.51","1","15","4","4"
"2002","Couple + C. LE and GT 16","5.16","5","1940","3","4","6","8","10","5.08","5.24","2","11","5","5"
"2002","Single parent","3.77","3","1126","2","3","4","6","8","3.68","3.86","1","16","3","4"
"2003","(Married) couple without C.","3.79","3","7317","2","3","5","6","8","3.75","3.83","1","12","3","4"
"2003","1-pers.-HH","2.65","2","2981","1","2","3","4","7","2.6","2.7","1","12","2","3"
"2003","Couple + C. GT 16 ","4.8","4","3941","3","4","6","7","11","4.75","4.85","2","14","5","5"
"2003","Couple + C. LE 16","4.5","4","4384","3","3","5","7","9","4.45","4.55","1","13","4","4"
"2003","Couple + C. LE and GT 16","5.24","5","1841","3","4","6","8","10","5.16","5.32","1","11","5","5"
"2003","Single parent","3.82","3","1120","2","3","4","6","8","3.73","3.91","1","13","3","4"
