"year","pgisced97","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","general elemantary","Rural Area","4.06","4","41","2","3","5","6","7","3.68","4.44","2","7","3","4"
"1985","general elemantary","Urban Area","3.22","3","150","1","2","4","5","10","2.96","3.48","0","10","3","4"
"1985","higher education","Rural Area","","","","","","","","","","","","","",""
"1985","higher education","Urban Area","3.86","4","56","2","3","5","6","10","3.42","4.3","1","10","3","4"
"1985","higher vocational","Rural Area","","","","","","","","","","","","","",""
"1985","higher vocational","Urban Area","3.23","3","32","2","2","4","5","10","2.54","3.92","1","10","2","4"
"1985","in school","Rural Area","","","","","","","","","","","","","",""
"1985","in school","Urban Area","","","","","","","","","","","","","",""
"1985","inadequately","Rural Area","","","","","","","","","","","","","",""
"1985","inadequately","Urban Area","2.99","3","62","1","2","4","4","5","2.66","3.32","1","9","3","4"
"1985","middle vocational","Rural Area","4.96","4","72","2","3","5","6","42","3.86","6.06","1","42","4","4"
"1985","middle vocational","Urban Area","3.12","3","317","2","2","4","5","10","2.95","3.29","0","11","3","3"
"1985","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"1985","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
"1986","general elemantary","Rural Area","3.58","3","43","2","3","4","6","8","3.03","4.13","2","8","3","4"
"1986","general elemantary","Urban Area","2.88","3","200","1","2","3","5","8","2.7","3.06","1","8","3","3"
"1986","higher education","Rural Area","","","","","","","","","","","","","",""
"1986","higher education","Urban Area","3.11","3","77","1","2","4","5","9","2.72","3.5","1","9","3","4"
"1986","higher vocational","Rural Area","","","","","","","","","","","","","",""
"1986","higher vocational","Urban Area","3.05","3","39","1","2","4","5","10","2.47","3.63","1","10","3","4"
"1986","in school","Rural Area","","","","","","","","","","","","","",""
"1986","in school","Urban Area","","","","","","","","","","","","","",""
"1986","inadequately","Rural Area","","","","","","","","","","","","","",""
"1986","inadequately","Urban Area","3.22","3","70","2","2","4","5","8","2.91","3.53","1","8","3","3"
"1986","middle vocational","Rural Area","4.03","4","81","2","3","6","6","11","3.61","4.45","1","11","3","4"
"1986","middle vocational","Urban Area","3.1","3","387","1","2","4","5","8","2.97","3.23","1","8","3","3"
"1986","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"1986","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
"1987","general elemantary","Rural Area","3.09","3","31","2","2","4","5","5","2.65","3.53","1","5","2","4"
"1987","general elemantary","Urban Area","2.8","3","162","1","2","4","4","7","2.6","3","1","9","3","3"
"1987","higher education","Rural Area","","","","","","","","","","","","","",""
"1987","higher education","Urban Area","3.37","3","76","1","2","4","5","7","3.05","3.69","1","7","3","4"
"1987","higher vocational","Rural Area","","","","","","","","","","","","","",""
"1987","higher vocational","Urban Area","","","","","","","","","","","","","",""
"1987","in school","Rural Area","","","","","","","","","","","","","",""
"1987","in school","Urban Area","","","","","","","","","","","","","",""
"1987","inadequately","Rural Area","","","","","","","","","","","","","",""
"1987","inadequately","Urban Area","3.12","3","67","2","2","4","5","7","2.77","3.47","1","9","3","3"
"1987","middle vocational","Rural Area","3.44","3","80","2","3","4","6","6","3.18","3.7","1","6","3","4"
"1987","middle vocational","Urban Area","3.17","3","316","2","2","4","5","7","3.02","3.32","1","8","3","3"
"1987","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"1987","vocational + Abi","Urban Area","3.01","3","33","1","2","4","4","6","2.57","3.45","1","6","2","4"
"1988","general elemantary","Rural Area","3.05","3","53","1","2","4","5","9","2.64","3.46","1","9","3","4"
"1988","general elemantary","Urban Area","2.79","3","156","1","2","3","5","7","2.52","3.06","1","9","3","3"
"1988","higher education","Rural Area","","","","","","","","","","","","","",""
"1988","higher education","Urban Area","3.82","3.88","60","1","2","6","6","7","3.31","4.33","1","8","3","5"
"1988","higher vocational","Rural Area","","","","","","","","","","","","","",""
"1988","higher vocational","Urban Area","2.94","3","40","1","2","4","5","6","2.53","3.35","1","6","2","3"
"1988","in school","Rural Area","","","","","","","","","","","","","",""
"1988","in school","Urban Area","","","","","","","","","","","","","",""
"1988","inadequately","Rural Area","","","","","","","","","","","","","",""
"1988","inadequately","Urban Area","2.47","2","61","2","2","3","4","7","2.14","2.8","1","8","2","3"
"1988","middle vocational","Rural Area","3.58","3","59","2","3","4","6","9","3.07","4.09","1","9","3","4"
"1988","middle vocational","Urban Area","3.09","3","319","1","2","4","5","8","2.91","3.27","0","11","3","3"
"1988","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"1988","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
"1989","general elemantary","Rural Area","3.27","3","34","1","2","4","6","8","2.68","3.86","1","8","3","4"
"1989","general elemantary","Urban Area","2.99","3","155","2","2","3","5","8","2.77","3.21","1","8","3","3"
"1989","higher education","Rural Area","","","","","","","","","","","","","",""
"1989","higher education","Urban Area","3.28","3","68","2","2","4","5","8","2.9","3.66","1","8","3","4"
"1989","higher vocational","Rural Area","","","","","","","","","","","","","",""
"1989","higher vocational","Urban Area","","","","","","","","","","","","","",""
"1989","in school","Rural Area","","","","","","","","","","","","","",""
"1989","in school","Urban Area","","","","","","","","","","","","","",""
"1989","inadequately","Rural Area","","","","","","","","","","","","","",""
"1989","inadequately","Urban Area","2.48","3","40","0","2","3","4","6","2.08","2.88","0","6","2","3"
"1989","middle vocational","Rural Area","3.32","3","77","2","2","4","5","10","2.93","3.71","1","10","3","3"
"1989","middle vocational","Urban Area","3.11","3","304","2","2","4","5","8","2.94","3.28","1","10","3","3"
"1989","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"1989","vocational + Abi","Urban Area","3.04","3","34","1","2","4","6","7","2.51","3.57","1","7","2","3"
"1990","general elemantary","Rural Area","3.25","3","381","2","2","4","5","7","3.1","3.4","1","9","3","3"
"1990","general elemantary","Urban Area","2.64","3","277","1","2","3","4","6","2.5","2.78","0","8","3","3"
"1990","higher education","Rural Area","3.81","3","570","2","3","5","5","7","3.59","4.03","1","60","3","4"
"1990","higher education","Urban Area","3.32","3","462","2","3","4","5","7","3.22","3.42","1","7","3","3"
"1990","higher vocational","Rural Area","4.2","3","182","2","3","5","5","10","3.56","4.84","1","60","3","4"
"1990","higher vocational","Urban Area","3.28","3","112","2","3","4","5","7","3.08","3.48","1","7","3","3"
"1990","in school","Rural Area","","","","","","","","","","","","","",""
"1990","in school","Urban Area","","","","","","","","","","","","","",""
"1990","inadequately","Rural Area","","","","","","","","","","","","","",""
"1990","inadequately","Urban Area","2.44","2","47","1","2","3","4","5","2.1","2.78","1","5","2","4"
"1990","middle vocational","Rural Area","3.31","3","1705","2","3","4","5","7","3.25","3.37","1","10","3","3"
"1990","middle vocational","Urban Area","2.87","3","1086","1","2","4","4","6","2.8","2.94","0","8","3","3"
"1990","vocational + Abi","Rural Area","3.45","3","47","2","3","4","5","6","3.15","3.75","1","6","3","4"
"1990","vocational + Abi","Urban Area","2.89","3","71","2","2","3","5","6","2.61","3.17","1","6","3","3"
"1991","general elemantary","Rural Area","3.01","2.37","41","1","2","4","5","10","2.36","3.66","1","10","2","4"
"1991","general elemantary","Urban Area","3.1","3","143","1","2","4","6","10","2.81","3.39","1","10","3","3"
"1991","higher education","Rural Area","4.65","5","56","2","3","6","7","11","4.09","5.21","1","11","4","5"
"1991","higher education","Urban Area","3.61","3","93","2","2","5","6","7","3.31","3.91","1","7","3","4"
"1991","higher vocational","Rural Area","","","","","","","","","","","","","",""
"1991","higher vocational","Urban Area","3.89","4","39","2","3","5","6","7","3.35","4.43","1","7","3","4"
"1991","in school","Rural Area","","","","","","","","","","","","","",""
"1991","in school","Urban Area","","","","","","","","","","","","","",""
"1991","inadequately","Rural Area","","","","","","","","","","","","","",""
"1991","inadequately","Urban Area","2.67","2","38","1","2","3","5","5","2.27","3.07","1","5","2","3"
"1991","middle vocational","Rural Area","3.43","3","209","2","2","5","6","8","3.18","3.68","1","10","3","4"
"1991","middle vocational","Urban Area","3.22","3","388","1","2","4","6","9","3.06","3.38","1","10","3","3"
"1991","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"1991","vocational + Abi","Urban Area","2.87","3","36","1","2","4","5","5","2.47","3.27","1","5","2","4"
"1992","general elemantary","Rural Area","3.77","3.75","77","2","3","5","6","7","3.44","4.1","1","8","3","4"
"1992","general elemantary","Urban Area","2.92","3","147","1","2","4","5","10","2.66","3.18","1","10","2","3"
"1992","higher education","Rural Area","3.65","3","52","2","2","4","6","8","3.2","4.1","1","8","3","4"
"1992","higher education","Urban Area","3.71","3","88","1","2","6","6","8","3.33","4.09","0","8","3","4"
"1992","higher vocational","Rural Area","","","","","","","","","","","","","",""
"1992","higher vocational","Urban Area","3.7","3","39","2","3","5","6","7","3.23","4.17","1","7","3","5"
"1992","in school","Rural Area","","","","","","","","","","","","","",""
"1992","in school","Urban Area","","","","","","","","","","","","","",""
"1992","inadequately","Rural Area","","","","","","","","","","","","","",""
"1992","inadequately","Urban Area","","","","","","","","","","","","","",""
"1992","middle vocational","Rural Area","3.68","3","206","2","2","4","7","9","3.44","3.92","1","9","3","4"
"1992","middle vocational","Urban Area","3.09","3","379","2","2","4","5","9","2.93","3.25","1","10","3","3"
"1992","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"1992","vocational + Abi","Urban Area","3.18","3","40","2","2","4","5","8","2.7","3.66","1","8","2","4"
"1993","general elemantary","Rural Area","3.39","3","64","1","2","5","7","8","2.91","3.87","1","8","3","4"
