"year","sampreg","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","East Germany","Female","","","","","","","","","","","","","",""
"1984","East Germany","Male","","","","","","","","","","","","","",""
"1984","West Germany","Female","3.8","3","6195","2","3","5","6","9","3.73","3.87","0","82","3","3"
"1984","West Germany","Male","4.07","4","5973","2","3","5","6","9","3.99","4.15","0","82","3","4"
"1985","East Germany","Female","","","","","","","","","","","","","",""
"1985","East Germany","Male","","","","","","","","","","","","","",""
"1985","West Germany","Female","3.35","3","388","2","2","4","5","8","3.2","3.5","0","11","3","4"
"1985","West Germany","Male","3.54","3","415","1","2","4","5","10","3.3","3.78","0","42","3","3"
"1986","East Germany","Female","","","","","","","","","","","","","",""
"1986","East Germany","Male","","","","","","","","","","","","","",""
"1986","West Germany","Female","3.17","3","513","1","2","4","5","9","3.04","3.3","1","11","3","3"
"1986","West Germany","Male","3.28","3","479","1","2","4","6","8","3.14","3.42","1","10","3","3"
"1987","East Germany","Female","","","","","","","","","","","","","",""
"1987","East Germany","Male","","","","","","","","","","","","","",""
"1987","West Germany","Female","3.17","3","425","2","2","4","5","7","3.04","3.3","1","9","3","3"
"1987","West Germany","Male","3.22","3","435","1","2","4","5","7","3.09","3.35","1","9","3","3"
"1988","East Germany","Female","","","","","","","","","","","","","",""
"1988","East Germany","Male","","","","","","","","","","","","","",""
"1988","West Germany","Female","3.07","3","421","1","2","4","5","9","2.9","3.24","0","11","3","3"
"1988","West Germany","Male","3.2","3","400","1","2","4","6","9","3.03","3.37","1","11","3","3"
"1989","East Germany","Female","","","","","","","","","","","","","",""
"1989","East Germany","Male","","","","","","","","","","","","","",""
"1989","West Germany","Female","3.12","3","398","2","2","4","5","8","2.97","3.27","1","10","3","3"
"1989","West Germany","Male","3.39","3","402","2","2","4","6","9","3.23","3.55","0","10","3","3"
"1990","East Germany","Female","3.15","3","2295","2","2","4","5","7","3.1","3.2","1","10","3","3"
"1990","East Germany","Male","3.33","3","2076","2","3","4","5","7","3.28","3.38","1","10","3","3"
"1990","West Germany","Female","3.19","3","362","1","2","4","5","7","2.85","3.53","0","60","3","3"
"1990","West Germany","Male","3.14","3","366","1","2","4","5","7","2.8","3.48","0","60","3","3"
"1991","East Germany","Female","3.23","3","137","2","2","4","6","8","2.93","3.53","1","11","3","4"
"1991","East Germany","Male","3.18","3","135","1","2","4","6","8","2.88","3.48","1","11","3","4"
"1991","West Germany","Female","3.28","3","441","1","2","4","6","8","3.12","3.44","1","10","3","3"
"1991","West Germany","Male","3.57","3","417","2","2","5","6","10","3.4","3.74","1","10","3","3"
"1992","East Germany","Female","2.98","3","172","1","2","4","5","8","2.75","3.21","1","8","3","3"
"1992","East Germany","Male","3.2","3","144","2","2","4","5","8","2.94","3.46","1","8","3","3"
"1992","West Germany","Female","3.36","3","425","2","2","4","6","9","3.2","3.52","1","10","3","3"
"1992","West Germany","Male","3.48","3","411","1","2","4","6","9","3.32","3.64","0","10","3","3"
"1993","East Germany","Female","3.27","3","143","2","2","4","5","7","3.02","3.52","1","7","3","3"
"1993","East Germany","Male","3.21","3","142","2","2","4","5","7","2.95","3.47","1","8","3","3"
"1993","West Germany","Female","3.45","3","507","1","2","4","6","8","3.31","3.59","1","11","3","3"
"1993","West Germany","Male","3.46","3","475","1","2","4","6","8","3.31","3.61","1","11","3","3"
"1994","East Germany","Female","3.1","3","181","2","2","4","5","9","2.85","3.35","1","10","3","3"
"1994","East Germany","Male","3.2","3","162","1","2","4","5","8","2.95","3.45","1","10","3","4"
"1994","West Germany","Female","3.42","3","509","2","2","4","6","10","3.27","3.57","1","10","3","3"
"1994","West Germany","Male","3.31","3","487","1","2","4","6","9","3.16","3.46","1","10","3","3"
"1995","East Germany","Female","3.14","3","187","1","2","4","5","8","2.91","3.37","1","8","3","4"
"1995","East Germany","Male","3.46","3","177","2","2","4","6","8","3.23","3.69","1","8","3","4"
"1995","West Germany","Female","3.33","3","752","2","2","4","6","8","3.22","3.44","1","9","3","3"
"1995","West Germany","Male","3.42","3","745","2","2","4","6","8","3.3","3.54","1","9","3","3"
"1996","East Germany","Female","3.17","3","236","2","2","4","5","9","2.98","3.36","1","9","3","3"
"1996","East Germany","Male","3.06","3","205","1","2","4","5","7","2.86","3.26","1","8","3","3"
"1996","West Germany","Female","3.33","3","609","2","2","4","6","8","3.2","3.46","1","11","3","3"
"1996","West Germany","Male","3.58","3","537","2","2","4","6","8","3.45","3.71","1","11","3","3"
"1997","East Germany","Female","3.1","3","225","2","2","4","5","7","2.92","3.28","1","8","3","3"
