"year","e11103","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","Female","3.72","3","1642","2","3","4","6","9","3.59","3.85","0","80","3","3"
"1984","Full Time","Male","4.16","4","4009","2","3","5","6","9","4.07","4.25","0","80","3","4"
"1984","Not Working","Female","3.77","3","3320","2","3","4","6","9","3.67","3.87","0","82","3","3"
"1984","Not Working","Male","3.93","3","1316","2","3","5","6","9","3.7","4.16","1","82","3","4"
"1984","Part Time","Female","4.02","4","1233","2","3","5","6","9","3.85","4.19","0","80","3","4"
"1984","Part Time","Male","3.88","4","648","2","3","5","6","10","3.75","4.01","1","11","3","4"
"1985","Full Time","Female","3.17","3","127","2","2","4","5","8","2.91","3.43","0","10","3","3"
"1985","Full Time","Male","3.44","3","261","2","2","4","5","7","3.25","3.63","0","11","3","4"
"1985","Not Working","Female","3.53","3","153","2","3","4","5","8","3.3","3.76","0","10","3","4"
"1985","Not Working","Male","3.15","3","77","1","2","4","5","8","2.85","3.45","1","8","3","3"
"1985","Part Time","Female","3.33","3","108","2","2","4","5","11","3.02","3.64","0","11","3","4"
"1985","Part Time","Male","4.25","3","77","1","2","5","6","42","3.16","5.34","0","42","3","4"
"1986","Full Time","Female","2.85","3","187","1","2","3","4","7","2.66","3.04","1","9","3","3"
"1986","Full Time","Male","3.45","3","339","2","2","4","6","8","3.29","3.61","1","10","3","3"
"1986","Not Working","Female","3.36","3","190","1","2","4","6","9","3.12","3.6","1","10","3","3"
"1986","Not Working","Male","2.75","2.38","61","1","2","3","4","8","2.33","3.17","1","8","2","3"
"1986","Part Time","Female","3.3","3","136","1","2","4","6","11","3.03","3.57","1","11","3","3"
"1986","Part Time","Male","3.13","3","79","1","2","4","6","9","2.75","3.51","1","9","3","3"
"1987","Full Time","Female","2.96","3","159","2","2","4","4","6","2.78","3.14","1","6","3","3"
"1987","Full Time","Male","3.39","3","294","2","2","4","5","7","3.23","3.55","1","9","3","3"
"1987","Not Working","Female","3.32","3","144","2","2","4","5","7","3.09","3.55","1","9","3","4"
"1987","Not Working","Male","3.16","3","56","1","2","4","6","8","2.68","3.64","1","9","3","3"
"1987","Part Time","Female","3.25","3","122","2","2","4","5","7","3","3.5","1","8","3","3"
"1987","Part Time","Male","2.77","3","85","1","2","3","5","6","2.48","3.06","1","7","3","3"
"1988","Full Time","Female","2.82","2","153","1","2","3","5","9","2.56","3.08","0","11","2","3"
"1988","Full Time","Male","3.4","3","272","2","2","4","6","9","3.2","3.6","1","11","3","3"
"1988","Not Working","Female","2.94","3","140","1","2","4","5","8","2.65","3.23","0","8","3","3"
"1988","Not Working","Male","2.41","2","61","1","1","3","4","6","1.96","2.86","1","9","2","3"
"1988","Part Time","Female","3.49","3","128","2","2","4","6","9","3.19","3.79","0","9","3","3"
"1988","Part Time","Male","3.15","3","67","1","2","4","6","10","2.69","3.61","1","10","3","3"
"1989","Full Time","Female","2.86","3","159","1","2","3","5","8","2.64","3.08","1","10","3","3"
"1989","Full Time","Male","3.46","3","284","2","2","4","6","10","3.27","3.65","0","10","3","3"
"1989","Not Working","Female","3.3","3","120","2","2","4","6","10","3","3.6","1","10","3","3"
"1989","Not Working","Male","2.9","2.19","55","1","2","3","6","9","2.46","3.34","1","9","2","3"
"1989","Part Time","Female","3.26","3","119","1","2","4","6","8","2.96","3.56","1","8","3","3"
"1989","Part Time","Male","3.62","3","63","2","2","5","6","7","3.22","4.02","1","7","3","4"
"1990","Full Time","Female","3.39","3","152","1","2","4","5","8","2.61","4.17","0","60","3","3"
"1990","Full Time","Male","3.44","3","261","1","2","4","5","7","2.98","3.9","1","60","3","3"
"1990","Not Working","Female","3.02","3","109","1","2","4","5","6","2.75","3.29","1","7","3","3"
"1990","Not Working","Male","2.03","2","43","1","1","3","4","5","1.66","2.4","0","5","2","3"
"1990","Part Time","Female","3.08","3","101","2","2","4","5","6","2.84","3.32","0","6","3","3"
"1990","Part Time","Male","2.77","3","62","1","2","4","5","6","2.36","3.18","1","9","2","3"
"1991","Full Time","Female","2.87","2","171","1","2","4","5","8","2.62","3.12","1","9","3","3"
"1991","Full Time","Male","3.72","3.72","282","2","3","5","6","8","3.54","3.9","1","9","3","4"
"1991","Not Working","Female","3.44","3","131","1","2","5","6","8","3.16","3.72","1","9","3","4"
"1991","Not Working","Male","3.66","3","58","1","2","5","6","10","3.08","4.24","1","10","3","4"
"1991","Part Time","Female","3.74","4","121","2","3","5","6","10","3.45","4.03","1","10","3","4"
"1991","Part Time","Male","3.15","3","58","1","2","4","6","10","2.66","3.64","1","10","3","4"
"1992","Full Time","Female","3.02","3","239","2","2","4","5","9","2.82","3.22","1","10","3","3"
"1992","Full Time","Male","3.53","3","414","2","2","4","6","9","3.37","3.69","0","9","3","3"
"1992","Not Working","Female","3.22","3","161","1","2","4","5","8","2.96","3.48","1","9","3","4"
"1992","Not Working","Male","3.07","3","54","1","2","4","5","10","2.62","3.52","1","10","2","3"
"1992","Part Time","Female","3.64","3","197","2","2","5","6","9","3.42","3.86","1","9","3","3"
"1992","Part Time","Male","3.22","3","87","1","2","4","6","9","2.85","3.59","1","10","2","3"
"1993","Full Time","Female","3.19","3","264","1","2","4","5","10","3.01","3.37","1","11","3","3"
"1993","Full Time","Male","3.67","3","426","2","3","5","6","8","3.52","3.82","1","11","3","3"
"1993","Not Working","Female","3.53","3","192","1","2","5","7","8","3.29","3.77","1","9","3","3"
"1993","Not Working","Male","3.11","3","92","1","2","4","5","11","2.71","3.51","1","11","3","3"
"1993","Part Time","Female","3.61","3","194","2","2","5","6","8","3.38","3.84","1","8","3","3"
"1993","Part Time","Male","2.69","3","99","1","2","4","4","6","2.46","2.92","1","6","2","3"
"1994","Full Time","Female","2.97","3","273","2","2","4","5","8","2.78","3.16","1","10","3","3"
"1994","Full Time","Male","3.43","3","443","1","2","4","6","10","3.27","3.59","1","10","3","3"
"1994","Not Working","Female","3.24","3","224","1","2","4","6","8","3.03","3.45","1","9","3","3"
"1994","Not Working","Male","2.99","2","92","1","1","4","6","10","2.6","3.38","1","10","3","3"
"1994","Part Time","Female","3.99","4","193","2","3","5","7","10","3.73","4.25","1","10","3","4"
"1994","Part Time","Male","3.07","3","114","2","2","4","5","6","2.81","3.33","1","7","3","3"
"1995","Full Time","Female","3.26","3","287","2","2","4","6","8","3.09","3.43","1","9","3","3"
"1995","Full Time","Male","3.59","3","589","2","2","4","6","8","3.46","3.72","1","9","3","4"
"1995","Not Working","Female","3.06","3","357","1","2","4","5","9","2.89","3.23","1","9","3","3"
"1995","Not Working","Male","2.86","3","166","1","2","3","5","8","2.62","3.1","1","9","3","3"
"1995","Part Time","Female","3.65","3","295","2","3","5","6","8","3.46","3.84","1","9","3","4"
"1995","Part Time","Male","3.44","3","167","2","2","4","6","9","3.2","3.68","1","9","3","3"
"1996","Full Time","Female","3.06","3","298","2","2","4","5","7","2.9","3.22","1","8","3","3"
"1996","Full Time","Male","3.63","3","519","2","3","4","6","8","3.5","3.76","1","11","3","3"
"1996","Not Working","Female","3.29","3","280","2","2","4","6","9","3.1","3.48","1","11","3","3"
"1996","Not Working","Male","2.89","3","99","1","2","3","4","8","2.59","3.19","1","8","3","3"
