"year","age_gr","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","16-34 y.","Rural Area","4.81","4","92","2","3","5","6","42","3.95","5.67","1","42","4","4"
"1985","16-34 y.","Urban Area","3.1","3","439","1","2","4","5","8","2.96","3.24","0","10","3","3"
"1985","35-65 y.","Rural Area","3.95","4","52","2","3","5","6","8","3.55","4.35","1","8","4","4"
"1985","35-65 y.","Urban Area","3.63","3","203","2","3","4","5","11","3.4","3.86","0","11","3","4"
"1985","66 and older","Rural Area","","","","","","","","","","","","","",""
"1985","66 and older","Urban Area","","","","","","","","","","","","","",""
"1986","16-34 y.","Rural Area","3.95","3","100","2","3","6","7","11","3.55","4.35","1","11","3","4"
"1986","16-34 y.","Urban Area","3","3","565","1","2","4","5","8","2.89","3.11","1","10","3","3"
"1986","35-65 y.","Rural Area","4.15","3.75","61","2","3","6","6","9","3.64","4.66","1","9","3","4"
"1986","35-65 y.","Urban Area","3.33","3","243","2","2","4","6","8","3.14","3.52","1","9","3","3"
"1986","66 and older","Rural Area","","","","","","","","","","","","","",""
"1986","66 and older","Urban Area","","","","","","","","","","","","","",""
"1987","16-34 y.","Rural Area","3.34","3","99","2","2","4","5","6","3.08","3.6","1","8","3","3"
"1987","16-34 y.","Urban Area","3.02","3","454","1","2","4","5","7","2.89","3.15","1","9","3","3"
"1987","35-65 y.","Rural Area","3.48","3","56","2","3","4","5","6","3.17","3.79","1","6","3","4"
"1987","35-65 y.","Urban Area","3.48","3","232","2","3","4","5","7","3.29","3.67","1","9","3","4"
"1987","66 and older","Rural Area","","","","","","","","","","","","","",""
"1987","66 and older","Urban Area","","","","","","","","","","","","","",""
"1988","16-34 y.","Rural Area","3.36","3","91","2","2","4","6","10","2.95","3.77","1","10","3","3"
"1988","16-34 y.","Urban Area","3.08","3","462","1","2","4","5","7","2.93","3.23","0","11","3","3"
"1988","35-65 y.","Rural Area","4","3","43","2","3","5","6","9","3.42","4.58","1","9","3","4"
"1988","35-65 y.","Urban Area","3.18","3","198","1","2","4","6","8","2.93","3.43","0","9","3","3"
"1988","66 and older","Rural Area","","","","","","","","","","","","","",""
"1988","66 and older","Urban Area","","","","","","","","","","","","","",""
"1989","16-34 y.","Rural Area","3.44","3","99","1","2","4","6","10","3.08","3.8","1","10","3","3"
"1989","16-34 y.","Urban Area","3.08","3","442","2","2","4","5","8","2.95","3.21","0","10","3","3"
"1989","35-65 y.","Rural Area","4.15","4","50","2","3","5","6","10","3.61","4.69","1","10","3","4"
"1989","35-65 y.","Urban Area","3.4","3","194","2","2","4","6","7","3.17","3.63","1","8","3","4"
"1989","66 and older","Rural Area","","","","","","","","","","","","","",""
"1989","66 and older","Urban Area","","","","","","","","","","","","","",""
"1990","16-34 y.","Rural Area","3.55","3","1165","2","3","4","5","7","3.4","3.7","1","60","3","3"
"1990","16-34 y.","Urban Area","2.91","3","956","1","2","4","4","7","2.84","2.98","0","8","3","3"
"1990","35-65 y.","Rural Area","3.58","3","1479","2","3","4","5","7","3.51","3.65","1","10","3","3"
"1990","35-65 y.","Urban Area","3.18","3","970","2","3","4","4","6","3.12","3.24","0","8","3","3"
"1990","66 and older","Rural Area","2.84","3","293","2","2","3","5","7","2.68","3","1","10","3","3"
"1990","66 and older","Urban Area","2.34","2","155","1","1","3","4","7","2.14","2.54","0","8","2","3"
"1991","16-34 y.","Rural Area","3.37","3","223","2","2","4","6","10","3.12","3.62","1","11","3","4"
"1991","16-34 y.","Urban Area","2.97","3","482","1","2","4","5","6","2.85","3.09","1","10","3","3"
"1991","35-65 y.","Rural Area","4.16","4","119","2","3","5","6","10","3.83","4.49","1","11","4","5"
"1991","35-65 y.","Urban Area","3.99","4","253","2","3","5","6","9","3.78","4.2","1","10","3","4"
"1991","66 and older","Rural Area","","","","","","","","","","","","","",""
"1991","66 and older","Urban Area","2.77","2","30","1","1","4","5","10","2.04","3.5","1","10","2","4"
"1992","16-34 y.","Rural Area","3.51","3","247","2","2","4","5","9","3.31","3.71","1","9","3","4"
"1992","16-34 y.","Urban Area","2.9","3","470","1","2","3","5","8","2.77","3.03","1","10","3","3"
"1992","35-65 y.","Rural Area","4.12","4","138","2","2","6","7","9","3.81","4.43","1","9","4","4"
"1992","35-65 y.","Urban Area","3.71","3","244","2","2","5","6","9","3.49","3.93","0","10","3","4"
"1992","66 and older","Rural Area","","","","","","","","","","","","","",""
"1992","66 and older","Urban Area","","","","","","","","","","","","","",""
"1993","16-34 y.","Rural Area","3.49","3","245","1","2","5","5","8","3.27","3.71","1","8","3","3"
"1993","16-34 y.","Urban Area","3","3","561","1","2","4","4","9","2.89","3.11","1","11","3","3"
"1993","35-65 y.","Rural Area","3.9","4","134","2","2","5","7","8","3.6","4.2","1","8","4","5"
"1993","35-65 y.","Urban Area","3.99","4","285","2","3","5","6","8","3.81","4.17","1","11","3","4"
"1993","66 and older","Rural Area","","","","","","","","","","","","","",""
"1993","66 and older","Urban Area","","","","","","","","","","","","","",""
"1994","16-34 y.","Rural Area","3.48","3","259","1","2","4","7","9","3.27","3.69","1","10","3","3"
"1994","16-34 y.","Urban Area","2.88","3","581","1","2","4","5","7","2.77","2.99","1","10","3","3"
"1994","35-65 y.","Rural Area","4.03","4","156","2","3","5","6","10","3.73","4.33","1","10","4","4"
"1994","35-65 y.","Urban Area","3.87","4","286","2","2","5","6","10","3.66","4.08","1","10","4","4"
"1994","66 and older","Rural Area","","","","","","","","","","","","","",""
"1994","66 and older","Urban Area","1.97","2","35","1","1","2","3","5","1.53","2.41","1","6","2","2"
"1995","16-34 y.","Rural Area","3.64","3","313","2","3","5","6","8","3.46","3.82","1","9","3","3"
"1995","16-34 y.","Urban Area","3.05","3","737","1","2","4","5","7","2.94","3.16","1","9","3","3"
"1995","35-65 y.","Rural Area","4.19","4","221","2","3","6","7","9","3.95","4.43","1","9","4","4"
"1995","35-65 y.","Urban Area","3.6","3","514","2","2","4","6","9","3.47","3.73","1","9","3","4"
"1995","66 and older","Rural Area","","","","","","","","","","","","","",""
"1995","66 and older","Urban Area","2.01","2","54","1","1","3","3","5","1.67","2.35","1","8","2","3"
"1996","16-34 y.","Rural Area","3.34","3","299","1","2","4","6","8","3.16","3.52","1","11","3","3"
"1996","16-34 y.","Urban Area","3.22","3","647","2","2","4","5","8","3.11","3.33","1","9","3","3"
"1996","35-65 y.","Rural Area","3.56","3","184","2","2","5","6","9","3.31","3.81","1","11","3","4"
"1996","35-65 y.","Urban Area","3.76","3","400","2","3","5","6","8","3.61","3.91","1","8","3","4"
"1996","66 and older","Rural Area","","","","","","","","","","","","","",""
"1996","66 and older","Urban Area","2.48","2","35","1","2","3","5","8","1.99","2.97","1","8","2","3"
"1997","16-34 y.","Rural Area","3.51","3","255","1","2","4","6","9","3.29","3.73","1","10","3","4"
"1997","16-34 y.","Urban Area","3.13","3","586","1","2","4","5","8","3.02","3.24","1","11","3","3"
"1997","35-65 y.","Rural Area","3.64","3","195","1","3","5","6","9","3.41","3.87","1","10","4","4"
"1997","35-65 y.","Urban Area","3.64","3","359","2","2","5","6","8","3.47","3.81","1","11","3","4"
"1997","66 and older","Rural Area","2.67","3","36","2","2","3","4","4","2.36","2.98","1","5","2","3"
"1997","66 and older","Urban Area","3.18","3","34","2","2","3","6","11","2.48","3.88","1","11","2","4"
"1998","16-34 y.","Rural Area","4.09","4","1587","2","3","5","6","9","4","4.18","1","18","4","4"
"1998","16-34 y.","Urban Area","3.53","3","3244","2","3","4","6","8","3.48","3.58","1","11","3","3"
"1998","35-65 y.","Rural Area","4.26","4","2601","2","3","5","6","9","4.19","4.33","1","18","4","4"
"1998","35-65 y.","Urban Area","3.9","4","4800","2","3","5","6","9","3.86","3.94","1","14","4","4"
"1998","66 and older","Rural Area","3.57","3","601","2","2","4","6","9","3.43","3.71","1","18","3","3"
"1998","66 and older","Urban Area","3.25","3","1242","2","2","4","5","8","3.17","3.33","1","10","3","3"
"1999","16-34 y.","Rural Area","3.67","3","294","2","2","4","7","13","3.46","3.88","1","13","3","3"
"1999","16-34 y.","Urban Area","3.09","3","618","2","2","4","5","9","2.97","3.21","1","12","3","3"
"1999","35-65 y.","Rural Area","3.87","4","202","2","2","5","7","9","3.62","4.12","1","11","4","4"
"1999","35-65 y.","Urban Area","4.31","4","391","2","3","6","7","14","4.12","4.5","1","14","3","4"
"1999","66 and older","Rural Area","","","","","","","","","","","","","",""
"1999","66 and older","Urban Area","2.18","2","48","1","1","3","3","6","1.76","2.6","1","7","2","3"
"2000","16-34 y.","Rural Area","4.12","4","1198","2","3","5","7","10","4.01","4.23","1","14","4","4"
"2000","16-34 y.","Urban Area","3.54","3","2369","2","2","4","6","9","3.47","3.61","1","15","3","3"
"2000","35-65 y.","Rural Area","4.49","4","2286","3","3","5","7","10","4.42","4.56","1","15","4","4"
"2000","35-65 y.","Urban Area","4.08","4","4514","2","3","5","6","9","4.03","4.13","1","15","4","4"
"2000","66 and older","Rural Area","3.53","3","642","2","2","4","6","8","3.41","3.65","1","10","3","3"
"2000","66 and older","Urban Area","3.68","3","1192","2","3","4","6","8","3.59","3.77","1","11","3","4"
"2001","16-34 y.","Rural Area","3.88","3","319","2","3","4","7","12","3.67","4.09","1","12","3","4"
"2001","16-34 y.","Urban Area","3.37","3","775","2","2","4","5","10","3.25","3.49","1","13","3","3"
"2001","35-65 y.","Rural Area","4.29","4","323","2","3","5","7","9","4.09","4.49","1","10","4","4"
"2001","35-65 y.","Urban Area","4","4","655","2","3","5","7","10","3.86","4.14","1","13","4","4"
"2001","66 and older","Rural Area","","","","","","","","","","","","","",""
"2001","66 and older","Urban Area","3.23","3","77","1","2","4","6","8","2.77","3.69","1","11","3","3"
"2002","16-34 y.","Rural Area","4.12","4","2054","2","3","5","6","9","4.04","4.2","1","16","4","4"
"2002","16-34 y.","Urban Area","3.56","3","4080","2","3","4","6","8","3.51","3.61","1","16","3","4"
"2002","35-65 y.","Rural Area","4.39","4","4319","2","3","5","7","10","4.34","4.44","1","17","4","4"
"2002","35-65 y.","Urban Area","4","4","8874","2","3","5","6","9","3.96","4.04","1","16","4","4"
"2002","66 and older","Rural Area","3.64","3","1212","2","3","5","6","9","3.55","3.73","1","16","3","3"
"2002","66 and older","Urban Area","3.55","3","2378","2","3","4","6","8","3.48","3.62","1","19","3","4"
"2003","16-34 y.","Rural Area","4.1","4","1946","2","3","5","7","9","4.01","4.19","1","16","4","4"
"2003","16-34 y.","Urban Area","3.65","3","3920","2","3","4","6","9","3.59","3.71","1","14","3","4"
"2003","35-65 y.","Rural Area","4.38","4","4131","2","3","5","7","10","4.32","4.44","1","16","4","4"
"2003","35-65 y.","Urban Area","3.97","4","8532","2","3","5","6","9","3.93","4.01","1","15","4","4"
"2003","66 and older","Rural Area","3.62","3","1250","2","3","4","6","9","3.53","3.71","1","16","3","3"
"2003","66 and older","Urban Area","3.58","3","2452","2","3","5","6","8","3.52","3.64","1","12","3","3"
"2004","16-34 y.","Rural Area","4.09","4","1883","2","3","5","7","9","4","4.18","1","16","4","4"
"2004","16-34 y.","Urban Area","3.66","3","3749","2","3","4","6","9","3.6","3.72","1","14","3","4"
"2004","35-65 y.","Rural Area","4.38","4","4002","2","3","5","7","10","4.32","4.44","1","18","4","4"
"2004","35-65 y.","Urban Area","3.98","4","8237","2","3","5","6","9","3.94","4.02","1","16","4","4"
"2004","66 and older","Rural Area","3.64","3","1290","2","3","5","6","9","3.55","3.73","1","16","3","3"
"2004","66 and older","Urban Area","3.59","3","2517","2","3","4","6","8","3.53","3.65","1","14","3","4"
"2005","16-34 y.","Rural Area","4.17","4","1769","2","3","5","7","9","4.08","4.26","1","20","4","4"
"2005","16-34 y.","Urban Area","3.66","3","3569","2","3","4","6","9","3.6","3.72","1","14","3","4"
"2005","35-65 y.","Rural Area","4.42","4","3826","2","3","5","7","10","4.36","4.48","1","25","4","4"
"2005","35-65 y.","Urban Area","3.95","4","7811","2","3","5","6","9","3.91","3.99","1","14","4","4"
"2005","66 and older","Rural Area","3.61","3","1276","2","3","4","6","9","3.52","3.7","1","14","3","3"
"2005","66 and older","Urban Area","3.58","3","2542","2","2","4","6","8","3.52","3.64","1","16","3","4"
"2006","16-34 y.","Rural Area","4.06","4","1842","2","3","5","7","10","3.97","4.15","1","17","4","4"
"2006","16-34 y.","Urban Area","3.6","3","3592","2","3","4","6","9","3.54","3.66","1","14","3","4"
"2006","35-65 y.","Rural Area","4.4","4","4142","2","3","5","7","9","4.34","4.46","1","20","4","4"
"2006","35-65 y.","Urban Area","3.96","4","8278","2","3","5","6","9","3.92","4","1","22","4","4"
"2006","66 and older","Rural Area","3.68","3","1539","2","3","5","6","9","3.6","3.76","1","17","3","4"
