"year","education","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","Female","4.01","4","485","2","3","5","6","10","3.73","4.29","0","60","3","4"
"1984","college entrance qualification","Male","4.35","4","807","2","3","5","6","10","4.06","4.64","1","82","4","4"
"1984","lower secondary degree","Female","3.78","3","3258","2","3","4","6","9","3.67","3.89","0","82","3","4"
"1984","lower secondary degree","Male","3.98","4","2831","2","3","5","6","9","3.88","4.08","0","80","4","4"
"1984","no degree/no degree yet","Female","3.71","3","710","2","3","4","6","8","3.62","3.8","0","9","3","3"
"1984","no degree/no degree yet","Male","4.25","4","591","2","3","5","6","10","3.97","4.53","0","80","3","3"
"1984","Other degree","Female","3.36","3","578","2","2","4","4","7","2.99","3.73","1","80","3","3"
"1984","Other degree","Male","3.21","3","871","1","2","3","5","9","2.96","3.46","1","80","3","3"
"1984","secondary school degree","Female","3.84","4","1116","2","3","5","6","9","3.75","3.93","1","11","4","4"
"1984","secondary school degree","Male","4.25","4","829","2","3","5","7","9","4.04","4.46","1","80","4","4"
"1985","college entrance qualification","Female","3.43","3","50","2","2","4","5","10","2.97","3.89","1","10","3","4"
"1985","college entrance qualification","Male","3.36","3","83","1","2","4","5","10","2.94","3.78","1","10","3","4"
"1985","lower secondary degree","Female","3.47","3","160","2","2","4","5","10","3.22","3.72","0","11","3","4"
"1985","lower secondary degree","Male","3.73","3","173","2","2","4","6","42","3.24","4.22","0","42","3","3"
"1985","no degree/no degree yet","Female","3.19","3","41","1","3","4","5","5","2.81","3.57","1","6","3","4"
"1985","no degree/no degree yet","Male","3.52","4","38","1","3","5","5","9","3.03","4.01","1","9","3","4"
"1985","Other degree","Female","3.51","3.01","33","3","3","4","4","9","3.02","4","0","9","3","4"
"1985","Other degree","Male","2.89","3","57","1","2","4","4","5","2.57","3.21","0","6","3","4"
"1985","secondary school degree","Female","3.15","3","95","2","2","4","5","7","2.86","3.44","1","8","3","4"
"1985","secondary school degree","Male","3.53","3","56","2","3","4","5","11","3.05","4.01","1","11","3","4"
"1986","college entrance qualification","Female","3.09","3","72","1","2","4","6","10","2.71","3.47","1","10","3","3"
"1986","college entrance qualification","Male","3.15","3","79","1","2","4","6","10","2.71","3.59","1","10","3","3"
"1986","lower secondary degree","Female","3.29","3","194","2","2","4","5","8","3.06","3.52","1","11","3","3"
"1986","lower secondary degree","Male","3.36","3","210","2","2","4","6","8","3.15","3.57","1","8","3","3"
"1986","no degree/no degree yet","Female","3.35","3","51","2","3","3","6","8","2.94","3.76","1","8","3","3"
"1986","no degree/no degree yet","Male","3.65","3","45","1","2","5","7","8","3.14","4.16","1","8","3","3"
"1986","Other degree","Female","2.56","2","52","1","2","3","4","7","2.26","2.86","1","7","2","3"
"1986","Other degree","Male","2.92","3","70","2","2","4","4","6","2.65","3.19","1","7","2","3"
"1986","secondary school degree","Female","3.1","3","129","1","2","4","6","9","2.82","3.38","1","9","3","3"
"1986","secondary school degree","Male","3.2","3","66","2","2","4","4","7","2.88","3.52","1","8","3","4"
"1987","college entrance qualification","Female","3.31","3","67","1","2","4","5","7","2.94","3.68","1","8","3","4"
"1987","college entrance qualification","Male","3.24","3","80","1","2","4","5","7","2.9","3.58","1","7","3","3"
"1987","lower secondary degree","Female","3.23","3","159","2","2","4","5","6","3.04","3.42","1","6","3","3"
"1987","lower secondary degree","Male","3.11","3","177","1","2","4","5","7","2.91","3.31","1","8","3","3"
"1987","no degree/no degree yet","Female","3.1","3","47","2","2","4","5","7","2.73","3.47","1","7","3","4"
"1987","no degree/no degree yet","Male","3.56","3","47","2","3","4","5","9","3.03","4.09","1","9","3","4"
"1987","Other degree","Female","2.64","3","37","1","2","3","4","5","2.3","2.98","1","5","3","4"
"1987","Other degree","Male","2.7","3","68","1","2","3","4","7","2.4","3","1","7","3","3"
"1987","secondary school degree","Female","3.08","3","106","2","2","4","5","7","2.8","3.36","1","9","3","3"
"1987","secondary school degree","Male","3.54","3","55","2","2","5","5","7","3.14","3.94","1","7","3","4"
"1988","college entrance qualification","Female","3.17","3","51","1","2","4","6","7","2.69","3.65","1","8","2","4"
"1988","college entrance qualification","Male","3.17","3","67","1","2","4","6","10","2.7","3.64","1","10","2","3"
"1988","lower secondary degree","Female","2.97","3","187","1","2","4","5","8","2.73","3.21","0","9","3","3"
"1988","lower secondary degree","Male","3.09","3","180","2","2","4","5","9","2.84","3.34","1","11","3","3"
"1988","no degree/no degree yet","Female","3.17","3","44","1","2","4","6","8","2.56","3.78","1","8","2","4"
"1988","no degree/no degree yet","Male","2.66","2.25","34","2","2","3","4","8","2.21","3.11","1","8","2","3"
"1988","Other degree","Female","3.19","3","30","2","2","4","4","9","2.46","3.92","1","9","2","4"
"1988","Other degree","Male","2.76","2.27","49","1","2","3","4","9","2.2","3.32","1","9","2","3"
"1988","secondary school degree","Female","3.17","3","102","2","2","3","6","9","2.83","3.51","1","11","3","3"
