"year","e11103","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","direct migration background","3.28","3","1922","2","2","4","5","8","3.15","3.41","0","80","3","3"
"1984","Full Time","indirect migration background","3.27","3","52","3","3","4","5","5","3.01","3.53","1","6","3","4"
"1984","Full Time","no migration background","4.14","4","3677","2","3","5","6","9","4.05","4.23","0","80","4","4"
"1984","Not Working","direct migration background","3.38","3","994","2","2","4","5","9","3.2","3.56","0","60","3","3"
"1984","Not Working","indirect migration background","3.29","3","57","2","2","4","5","7","2.99","3.59","2","7","3","4"
"1984","Not Working","no migration background","3.85","3","3585","2","3","5","6","9","3.73","3.97","0","82","3","4"
"1984","Part Time","direct migration background","3.61","3","489","2","3","4","6","8","3.28","3.94","1","80","3","3"
"1984","Part Time","indirect migration background","","","","","","","","","","","","","",""
"1984","Part Time","no migration background","4.01","4","1374","2","3","5","6","10","3.9","4.12","0","51","4","4"
"1985","Full Time","direct migration background","2.66","3","114","1","1","4","4","5","2.42","2.9","0","9","3","3"
"1985","Full Time","indirect migration background","","","","","","","","","","","","","",""
"1985","Full Time","no migration background","3.42","3","269","2","2","4","5","8","3.23","3.61","0","11","3","4"
"1985","Not Working","direct migration background","3.35","3","81","2","3","4","4","5","3.1","3.6","0","9","3","4"
"1985","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1985","Not Working","no migration background","3.42","3","145","2","2","4","5","8","3.17","3.67","1","10","3","4"
"1985","Part Time","direct migration background","3.43","3.02","40","2","3","4","5","6","3.06","3.8","1","6","3","4"
"1985","Part Time","indirect migration background","","","","","","","","","","","","","",""
"1985","Part Time","no migration background","3.28","3","141","1","2","4","5","10","2.96","3.6","0","11","3","4"
"1986","Full Time","direct migration background","2.99","3","156","1","2","4","5","6","2.8","3.18","1","7","3","3"
"1986","Full Time","indirect migration background","","","","","","","","","","","","","",""
"1986","Full Time","no migration background","3.27","3","357","2","2","4","5","8","3.11","3.43","1","10","3","3"
"1986","Not Working","direct migration background","3.36","3","84","2","3","4","5","7","3.1","3.62","1","8","3","3"
"1986","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1986","Not Working","no migration background","3.18","3","162","1","2","4","6","8","2.88","3.48","1","10","3","3"
"1986","Part Time","direct migration background","3.03","3","52","2","2","4","4","7","2.68","3.38","1","7","2","3"
"1986","Part Time","indirect migration background","","","","","","","","","","","","","",""
"1986","Part Time","no migration background","3.26","3","157","1","2","4","6","11","2.99","3.53","1","11","3","3"
"1987","Full Time","direct migration background","3.18","3","159","2","2","4","5","6","2.98","3.38","1","9","3","3"
"1987","Full Time","indirect migration background","","","","","","","","","","","","","",""
"1987","Full Time","no migration background","3.23","3","283","2","2","4","5","7","3.07","3.39","1","8","3","3"
"1987","Not Working","direct migration background","3.39","3","71","1","3","4","5","7","3.07","3.71","1","7","3","4"
"1987","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1987","Not Working","no migration background","3.26","3","123","2","2","4","5","7","3","3.52","1","8","3","3"
"1987","Part Time","direct migration background","3.5","3","49","2","3","4","6","7","3.08","3.92","1","7","3","3"
"1987","Part Time","indirect migration background","","","","","","","","","","","","","",""
"1987","Part Time","no migration background","2.99","3","152","1","2","4","5","6","2.77","3.21","1","8","3","3"
"1988","Full Time","direct migration background","2.87","3","122","1","2","3","4","8","2.57","3.17","1","9","3","3"
"1988","Full Time","indirect migration background","","","","","","","","","","","","","",""
"1988","Full Time","no migration background","3.21","3","300","2","2","4","6","9","3.02","3.4","0","11","3","3"
"1988","Not Working","direct migration background","3.32","3","80","2","2","4","5","8","2.89","3.75","1","9","2","3"
"1988","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1988","Not Working","no migration background","2.71","3","116","1","2","3","5","8","2.41","3.01","0","8","3","3"
"1988","Part Time","direct migration background","3.27","3","61","1","2","4","5","9","2.77","3.77","1","9","3","3"
"1988","Part Time","indirect migration background","","","","","","","","","","","","","",""
"1988","Part Time","no migration background","3.4","3","130","2","2","4","6","9","3.1","3.7","0","10","3","3"
"1989","Full Time","direct migration background","3.11","3","126","2","2","4","5","7","2.87","3.35","1","7","3","3"
"1989","Full Time","indirect migration background","","","","","","","","","","","","","",""
"1989","Full Time","no migration background","3.26","3","304","2","2","4","5","10","3.08","3.44","0","10","3","3"
"1989","Not Working","direct migration background","2.96","3","66","2","2","3","4","6","2.67","3.25","1","6","3","3"
"1989","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1989","Not Working","no migration background","3.21","3","102","1","2","4","6","10","2.84","3.58","1","10","3","3"
"1989","Part Time","direct migration background","3.99","3","42","2","3","5","7","8","3.48","4.5","1","8","3","3"
"1989","Part Time","indirect migration background","","","","","","","","","","","","","",""
"1989","Part Time","no migration background","3.3","3","137","2","2","4","6","7","3.02","3.58","1","8","3","3"
"1990","Full Time","direct migration background","2.98","3","118","1","2","3","4","7","2.71","3.25","1","9","3","3"
"1990","Full Time","indirect migration background","","","","","","","","","","","","","",""
"1990","Full Time","no migration background","3.49","3","282","2","2","4","5","8","2.91","4.07","0","60","3","3"
"1990","Not Working","direct migration background","2.77","2.67","58","2","2","3","4","6","2.48","3.06","1","7","3","3"
"1990","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1990","Not Working","no migration background","2.74","2","87","1","1","4","5","6","2.4","3.08","0","7","2","3"
"1990","Part Time","direct migration background","2.55","2","44","1","2","3","4","6","2.09","3.01","1","9","2","3"
"1990","Part Time","indirect migration background","","","","","","","","","","","","","",""
"1990","Part Time","no migration background","3.02","3","110","1","2","4","5","6","2.77","3.27","0","7","3","4"
"1991","Full Time","direct migration background","3.5","3","113","2","2","4","6","9","3.22","3.78","1","9","3","3"
"1991","Full Time","indirect migration background","","","","","","","","","","","","","",""
"1991","Full Time","no migration background","3.38","3","326","2","2","4","6","8","3.2","3.56","1","9","3","4"
"1991","Not Working","direct migration background","2.97","3","53","2","2","4","4","6","2.61","3.33","1","8","2","3"
"1991","Not Working","indirect migration background","","","","","","","","","","","","","",""
"1991","Not Working","no migration background","3.63","3","125","1","2","5","6","10","3.28","3.98","1","10","3","4"
"1991","Part Time","direct migration background","2.78","2.76","42","2","2","3","5","5","2.44","3.12","1","5","3","3"
"1991","Part Time","indirect migration background","","","","","","","","","","","","","",""
"1991","Part Time","no migration background","3.66","3","130","2","2","5","6","10","3.36","3.96","1","10","3","4"
"1992","Full Time","direct migration background","3.54","3","121","2","2","4","6","9","3.27","3.81","1","9","3","3"
"1992","Full Time","indirect migration background","","","","","","","","","","","","","",""
