"year","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Female","3.8","3","6195","2","3","5","6","9","3.73","3.87","0","82","3","3"
"1984","Male","4.07","4","5973","2","3","5","6","9","3.99","4.15","0","82","3","4"
"1985","Female","3.35","3","388","2","2","4","5","8","3.2","3.5","0","11","3","4"
"1985","Male","3.54","3","415","1","2","4","5","10","3.3","3.78","0","42","3","3"
"1986","Female","3.17","3","513","1","2","4","5","9","3.04","3.3","1","11","3","3"
"1986","Male","3.28","3","479","1","2","4","6","8","3.14","3.42","1","10","3","3"
"1987","Female","3.17","3","425","2","2","4","5","7","3.04","3.3","1","9","3","3"
"1987","Male","3.22","3","435","1","2","4","5","7","3.09","3.35","1","9","3","3"
"1988","Female","3.07","3","421","1","2","4","5","9","2.9","3.24","0","11","3","3"
"1988","Male","3.2","3","400","1","2","4","6","9","3.03","3.37","1","11","3","3"
"1989","Female","3.12","3","398","2","2","4","5","8","2.97","3.27","1","10","3","3"
"1989","Male","3.39","3","402","2","2","4","6","9","3.23","3.55","0","10","3","3"
"1990","Female","3.16","3","2657","2","2","4","5","7","3.1","3.22","0","60","3","3"
"1990","Male","3.28","3","2442","2","2","4","5","7","3.21","3.35","0","60","3","3"
"1991","Female","3.27","3","578","1","2","4","6","8","3.13","3.41","1","11","3","3"
"1991","Male","3.5","3","552","2","2","5","6","10","3.35","3.65","1","11","3","3"
"1992","Female","3.27","3","597","2","2","4","6","9","3.14","3.4","1","10","3","3"
"1992","Male","3.43","3","555","1","2","4","6","9","3.29","3.57","0","10","3","3"
"1993","Female","3.42","3","650","1","2","4","6","8","3.3","3.54","1","11","3","3"
"1993","Male","3.42","3","617","2","2","4","6","8","3.29","3.55","1","11","3","3"
"1994","Female","3.36","3","690","2","2","4","6","10","3.23","3.49","1","10","3","3"
"1994","Male","3.29","3","649","1","2","4","6","9","3.16","3.42","1","10","3","3"
"1995","Female","3.3","3","939","2","2","4","6","8","3.2","3.4","1","9","3","3"
"1995","Male","3.42","3","922","2","2","4","6","8","3.31","3.53","1","9","3","3"
"1996","Female","3.3","3","845","2","2","4","6","8","3.19","3.41","1","11","3","3"
"1996","Male","3.47","3","742","2","2","4","6","8","3.36","3.58","1","11","3","3"
"1997","Female","3.34","3","755","2","2","4","5","8","3.23","3.45","1","11","3","3"
"1997","Male","3.39","3","710","1","2","4","6","9","3.27","3.51","1","11","3","3"
"1998","Female","3.71","3","7266","2","3","5","6","9","3.67","3.75","1","18","3","4"
"1998","Male","3.88","4","6809","2","3","5","6","9","3.84","3.92","1","18","4","4"
"1999","Female","3.56","3","817","2","2","4","6","11","3.44","3.68","1","14","3","3"
"1999","Male","3.57","3","755","2","2","4","6","11","3.44","3.7","1","14","3","3"
"2000","Female","3.93","4","6373","2","3","5","6","9","3.89","3.97","1","15","4","4"
"2000","Male","4","4","5830","2","3","5","6","9","3.95","4.05","1","15","4","4"
"2001","Female","3.7","3","1124","2","2","5","6","10","3.6","3.8","1","13","3","4"
"2001","Male","3.78","3","1054","2","3","5","6","10","3.67","3.89","1","13","3","4"
"2002","Female","3.86","4","11854","2","3","5","6","9","3.83","3.89","1","19","4","4"
"2002","Male","3.97","4","11063","2","3","5","6","9","3.94","4","1","19","4","4"
"2003","Female","3.87","4","11532","2","3","5","6","9","3.84","3.9","1","16","4","4"
"2003","Male","3.95","4","10699","2","3","5","6","9","3.92","3.98","1","16","4","4"
"2004","Female","3.87","4","11278","2","3","5","6","9","3.84","3.9","1","18","4","4"
"2004","Male","3.96","4","10400","2","3","5","6","9","3.93","3.99","1","18","4","4"
"2005","Female","3.88","4","10854","2","3","5","6","9","3.85","3.91","1","25","4","4"
"2005","Male","3.95","4","9939","2","3","5","6","9","3.91","3.99","1","25","4","4"
