"year","e11102","e11103","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","Full Time","4.03","4","5651","2","3","5","6","9","3.95","4.11","0","80","3","3"
"1984","Employed","Not Working","","","","","","","","","","","","","",""
"1984","Employed","Part Time","3.97","4","1881","2","3","5","6","10","3.85","4.09","0","80","3","4"
"1984","Not Employed","Full Time","","","","","","","","","","","","","",""
"1984","Not Employed","Not Working","3.81","3","4636","2","3","5","6","9","3.71","3.91","0","82","3","3"
"1984","Not Employed","Part Time","","","","","","","","","","","","","",""
"1985","Employed","Full Time","3.34","3","388","2","2","4","5","8","3.19","3.49","0","11","3","3"
"1985","Employed","Not Working","","","","","","","","","","","","","",""
"1985","Employed","Part Time","3.7","3","185","1","2","4","5","42","3.22","4.18","0","42","3","4"
"1985","Not Employed","Full Time","","","","","","","","","","","","","",""
"1985","Not Employed","Not Working","3.39","3","230","2","3","4","5","8","3.21","3.57","0","10","3","4"
"1985","Not Employed","Part Time","","","","","","","","","","","","","",""
"1986","Employed","Full Time","3.23","3","526","2","2","4","5","8","3.11","3.35","1","10","3","3"
"1986","Employed","Not Working","","","","","","","","","","","","","",""
"1986","Employed","Part Time","3.24","3","215","1","2","4","6","11","3.02","3.46","1","11","3","3"
"1986","Not Employed","Full Time","","","","","","","","","","","","","",""
"1986","Not Employed","Not Working","3.2","3","251","1","2","4","6","8","2.99","3.41","1","10","3","3"
"1986","Not Employed","Part Time","","","","","","","","","","","","","",""
"1987","Employed","Full Time","3.22","3","453","2","2","4","5","7","3.1","3.34","1","9","3","3"
"1987","Employed","Not Working","","","","","","","","","","","","","",""
"1987","Employed","Part Time","3.06","3","207","1","2","4","5","7","2.87","3.25","1","8","3","3"
"1987","Not Employed","Full Time","","","","","","","","","","","","","",""
"1987","Not Employed","Not Working","3.28","3","200","2","2","4","5","7","3.07","3.49","1","9","3","3"
"1987","Not Employed","Part Time","","","","","","","","","","","","","",""
"1988","Employed","Full Time","3.17","3","425","2","2","4","6","9","3.01","3.33","0","11","3","3"
"1988","Employed","Not Working","","","","","","","","","","","","","",""
"1988","Employed","Part Time","3.39","3","195","2","2","4","6","9","3.14","3.64","0","10","3","3"
"1988","Not Employed","Full Time","","","","","","","","","","","","","",""
"1988","Not Employed","Not Working","2.78","3","201","1","2","4","5","8","2.53","3.03","0","9","3","3"
"1988","Not Employed","Part Time","","","","","","","","","","","","","",""
"1989","Employed","Full Time","3.24","3","443","2","2","4","5","10","3.1","3.38","0","10","3","3"
"1989","Employed","Not Working","","","","","","","","","","","","","",""
"1989","Employed","Part Time","3.37","3","182","2","2","4","6","8","3.13","3.61","1","8","3","3"
"1989","Not Employed","Full Time","","","","","","","","","","","","","",""
"1989","Not Employed","Not Working","3.17","3","175","2","2","4","6","10","2.92","3.42","1","10","3","3"
"1989","Not Employed","Part Time","","","","","","","","","","","","","",""
"1990","Employed","Full Time","3.42","3","413","1","2","4","5","8","3.01","3.83","0","60","3","3"
"1990","Employed","Not Working","","","","","","","","","","","","","",""
"1990","Employed","Part Time","2.96","3","163","1","2","4","5","6","2.75","3.17","0","9","3","3"
"1990","Not Employed","Full Time","","","","","","","","","","","","","",""
"1990","Not Employed","Not Working","2.74","2.13","152","1","2","4","5","6","2.51","2.97","0","7","3","3"
"1990","Not Employed","Part Time","","","","","","","","","","","","","",""
"1991","Employed","Full Time","3.38","3","453","2","2","4","6","8","3.23","3.53","1","9","3","3"
"1991","Employed","Not Working","","","","","","","","","","","","","",""
"1991","Employed","Part Time","3.54","3","179","2","2","5","6","10","3.29","3.79","1","10","3","4"
"1991","Not Employed","Full Time","","","","","","","","","","","","","",""
"1991","Not Employed","Not Working","3.51","3","189","1","2","5","6","10","3.25","3.77","1","10","3","4"
"1991","Not Employed","Part Time","","","","","","","","","","","","","",""
"1992","Employed","Full Time","3.35","3","653","2","2","4","6","9","3.22","3.48","0","10","3","3"
"1992","Employed","Not Working","","","","","","","","","","","","","",""
"1992","Employed","Part Time","3.48","3","284","1","2","4","6","9","3.29","3.67","1","10","3","3"
"1992","Not Employed","Full Time","","","","","","","","","","","","","",""
"1992","Not Employed","Not Working","3.18","3","215","1","2","4","5","9","2.96","3.4","1","10","3","3"
"1992","Not Employed","Part Time","","","","","","","","","","","","","",""
"1993","Employed","Full Time","3.49","3","690","2","2","4","6","8","3.37","3.61","1","11","3","3"
"1993","Employed","Not Working","","","","","","","","","","","","","",""
"1993","Employed","Part Time","3.29","3","293","1","2","4","5","8","3.11","3.47","1","8","3","3"
"1993","Not Employed","Full Time","","","","","","","","","","","","","",""
"1993","Not Employed","Not Working","3.4","3","284","1","2","4","6","8","3.2","3.6","1","11","3","3"
"1993","Not Employed","Part Time","","","","","","","","","","","","","",""
"1994","Employed","Full Time","3.27","3","716","1","2","4","6","9","3.15","3.39","1","10","3","3"
"1994","Employed","Not Working","","","","","","","","","","","","","",""
"1994","Employed","Part Time","3.62","3","307","2","2","5","6","10","3.42","3.82","1","10","3","4"
"1994","Not Employed","Full Time","","","","","","","","","","","","","",""
"1994","Not Employed","Not Working","3.15","3","316","1","2","4","6","9","2.96","3.34","1","10","3","3"
"1994","Not Employed","Part Time","","","","","","","","","","","","","",""
"1995","Employed","Full Time","3.48","3","876","2","2","4","6","8","3.37","3.59","1","9","3","3"
"1995","Employed","Not Working","","","","","","","","","","","","","",""
"1995","Employed","Part Time","3.57","3","462","2","3","4","6","8","3.42","3.72","1","9","3","3"
"1995","Not Employed","Full Time","","","","","","","","","","","","","",""
"1995","Not Employed","Not Working","3","3","523","1","2","4","5","8","2.86","3.14","1","9","3","3"
"1995","Not Employed","Part Time","","","","","","","","","","","","","",""
"1996","Employed","Full Time","3.43","3","817","2","2","4","6","8","3.33","3.53","1","11","3","3"
"1996","Employed","Not Working","","","","","","","","","","","","","",""
"1996","Employed","Part Time","3.49","3","391","2","2","4","6","8","3.33","3.65","1","9","3","3"
"1996","Not Employed","Full Time","","","","","","","","","","","","","",""
"1996","Not Employed","Not Working","3.18","3","379","1","2","4","5","8","3.02","3.34","1","11","3","3"
"1996","Not Employed","Part Time","","","","","","","","","","","","","",""
"1997","Employed","Full Time","3.37","3","747","2","2","4","5","8","3.26","3.48","1","10","3","3"
"1997","Employed","Not Working","","","","","","","","","","","","","",""
"1997","Employed","Part Time","3.3","3","318","1","2","4","6","9","3.12","3.48","1","11","3","3"
"1997","Not Employed","Full Time","","","","","","","","","","","","","",""
"1997","Not Employed","Not Working","3.4","3","400","2","2","4","6","9","3.24","3.56","1","11","3","3"
"1997","Not Employed","Part Time","","","","","","","","","","","","","",""
"1998","Employed","Full Time","3.86","4","5906","2","3","5","6","9","3.82","3.9","1","18","4","4"
"1998","Employed","Not Working","","","","","","","","","","","","","",""
"1998","Employed","Part Time","3.98","4","2835","2","3","5","6","9","3.92","4.04","1","18","4","4"
"1998","Not Employed","Full Time","","","","","","","","","","","","","",""
"1998","Not Employed","Not Working","3.65","3","5334","2","3","4","6","9","3.61","3.69","1","18","3","4"
"1998","Not Employed","Part Time","","","","","","","","","","","","","",""
"1999","Employed","Full Time","3.68","3","810","2","2","4","6","11","3.56","3.8","1","14","3","3"
"1999","Employed","Not Working","","","","","","","","","","","","","",""
"1999","Employed","Part Time","3.71","3","384","2","2","4","6","13","3.52","3.9","1","14","3","4"
"1999","Not Employed","Full Time","","","","","","","","","","","","","",""
"1999","Not Employed","Not Working","3.2","3","378","1","2","4","5","8","3.03","3.37","1","12","3","3"
"1999","Not Employed","Part Time","","","","","","","","","","","","","",""
"2000","Employed","Full Time","4.01","4","5035","2","3","5","6","10","3.96","4.06","1","15","4","4"
"2000","Employed","Not Working","","","","","","","","","","","","","",""
"2000","Employed","Part Time","4","4","2540","2","3","5","6","9","3.93","4.07","1","15","4","4"
"2000","Not Employed","Full Time","","","","","","","","","","","","","",""
"2000","Not Employed","Not Working","3.89","3","4626","2","3","5","6","9","3.84","3.94","1","14","4","4"
"2000","Not Employed","Part Time","","","","","","","","","","","","","",""
"2001","Employed","Full Time","3.84","3","1088","2","3","5","6","10","3.73","3.95","1","13","3","4"
"2001","Employed","Not Working","","","","","","","","","","","","","",""
"2001","Employed","Part Time","3.62","3","559","2","2","4","6","10","3.47","3.77","1","13","3","3"
"2001","Not Employed","Full Time","","","","","","","","","","","","","",""
"2001","Not Employed","Not Working","3.67","3","531","2","2","5","6","9","3.51","3.83","1","12","3","4"
"2001","Not Employed","Part Time","","","","","","","","","","","","","",""
"2002","Employed","Full Time","3.97","4","9499","2","3","5","6","9","3.93","4.01","1","17","4","4"
"2002","Employed","Not Working","","","","","","","","","","","","","",""
"2002","Employed","Part Time","4.09","4","5212","2","3","5","6","9","4.04","4.14","1","16","4","4"
"2002","Not Employed","Full Time","","","","","","","","","","","","","",""
"2002","Not Employed","Not Working","3.75","3","8206","2","3","5","6","8","3.71","3.79","1","19","4","4"
"2002","Not Employed","Part Time","","","","","","","","","","","","","",""
"2003","Employed","Full Time","3.97","4","8901","2","3","5","6","9","3.93","4.01","1","16","4","4"
"2003","Employed","Not Working","","","","","","","","","","","","","",""
"2003","Employed","Part Time","4.11","4","5129","2","3","5","6","9","4.06","4.16","1","16","4","4"
"2003","Not Employed","Full Time","","","","","","","","","","","","","",""
"2003","Not Employed","Not Working","3.75","3","8201","2","3","5","6","9","3.71","3.79","1","16","4","4"
"2003","Not Employed","Part Time","","","","","","","","","","","","","",""
"2004","Employed","Full Time","3.99","4","8458","2","3","5","6","9","3.95","4.03","1","18","4","4"
"2004","Employed","Not Working","","","","","","","","","","","","","",""
"2004","Employed","Part Time","4.12","4","5022","2","3","5","6","9","4.07","4.17","1","16","4","4"
"2004","Not Employed","Full Time","","","","","","","","","","","","","",""
"2004","Not Employed","Not Working","3.74","3","8198","2","3","5","6","8","3.7","3.78","1","18","4","4"
"2004","Not Employed","Part Time","","","","","","","","","","","","","",""
"2005","Employed","Full Time","3.97","4","8046","2","3","5","6","9","3.93","4.01","1","25","4","4"
"2005","Employed","Not Working","","","","","","","","","","","","","",""
"2005","Employed","Part Time","4.1","4","4827","2","3","5","6","9","4.05","4.15","1","25","4","4"
"2005","Not Employed","Full Time","","","","","","","","","","","","","",""
"2005","Not Employed","Not Working","3.76","3","7920","2","3","5","6","9","3.72","3.8","1","20","4","4"
"2005","Not Employed","Part Time","","","","","","","","","","","","","",""
"2006","Employed","Full Time","3.96","4","8435","2","3","5","6","9","3.92","4","1","20","4","4"
"2006","Employed","Not Working","","","","","","","","","","","","","",""
"2006","Employed","Part Time","4.07","4","5023","2","3","5","6","9","4.02","4.12","1","22","4","4"
"2006","Not Employed","Full Time","","","","","","","","","","","","","",""
"2006","Not Employed","Not Working","3.77","3","8884","2","3","5","6","9","3.73","3.81","1","22","4","4"
"2006","Not Employed","Part Time","","","","","","","","","","","","","",""
"2007","Employed","Full Time","4","4","7871","2","3","5","6","9","3.96","4.04","1","16","4","4"
"2007","Employed","Not Working","","","","","","","","","","","","","",""
"2007","Employed","Part Time","4.09","4","4721","2","3","5","6","9","4.04","4.14","1","16","4","4"
"2007","Not Employed","Full Time","","","","","","","","","","","","","",""
"2007","Not Employed","Not Working","3.83","3","8348","2","3","5","6","9","3.79","3.87","1","22","4","4"
"2007","Not Employed","Part Time","","","","","","","","","","","","","",""
"2008","Employed","Full Time","4.03","4","7489","2","3","5","6","10","3.99","4.07","1","16","4","4"
"2008","Employed","Not Working","","","","","","","","","","","","","",""
"2008","Employed","Part Time","4.15","4","4418","2","3","5","7","10","4.1","4.2","1","16","4","4"
"2008","Not Employed","Full Time","","","","","","","","","","","","","",""
"2008","Not Employed","Not Working","3.83","3","7742","2","3","5","6","9","3.79","3.87","1","24","4","4"
"2008","Not Employed","Part Time","","","","","","","","","","","","","",""
"2009","Employed","Full Time","4.02","4","7003","2","3","5","6","10","3.98","4.06","1","17","4","4"
