"year","age_gr","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","Female","3.85","3","2324","2","3","5","6","10","3.74","3.96","0","80","3","3"
"1984","16-34 y.","Male","4.14","4","2259","2","3","5","6","9","4","4.28","0","82","3","4"
"1984","35-65 y.","Female","4.07","4","3102","2","3","5","6","9","3.97","4.17","0","80","4","4"
"1984","35-65 y.","Male","4.17","4","3208","2","3","5","6","9","4.06","4.28","0","80","3","4"
"1984","66 and older","Female","3.15","3","769","2","2","3","5","8","2.92","3.38","0","82","3","3"
"1984","66 and older","Male","3.48","3","506","2","2","4","6","9","3.34","3.62","1","11","3","3"
"1985","16-34 y.","Female","3.29","3","261","2","2","4","5","7","3.12","3.46","0","10","3","3"
"1985","16-34 y.","Male","3.48","3","270","1","2","4","5","10","3.14","3.82","0","42","3","3"
"1985","35-65 y.","Female","3.74","3.07","116","2","3","4","5","11","3.44","4.04","0","11","3","4"
"1985","35-65 y.","Male","3.66","4","139","2","3","4","5","10","3.39","3.93","0","11","3","4"
"1985","66 and older","Female","","","","","","","","","","","","","",""
"1985","66 and older","Male","","","","","","","","","","","","","",""
"1986","16-34 y.","Female","3.14","3","361","1","2","4","5","9","2.98","3.3","1","11","3","3"
"1986","16-34 y.","Male","3.21","3","304","2","2","4","6","8","3.05","3.37","1","10","3","3"
"1986","35-65 y.","Female","3.46","3","138","2","2","4","6","8","3.19","3.73","1","9","3","3"
"1986","35-65 y.","Male","3.57","3","166","1","2","5","6","9","3.31","3.83","1","9","3","4"
"1986","66 and older","Female","","","","","","","","","","","","","",""
"1986","66 and older","Male","","","","","","","","","","","","","",""
"1987","16-34 y.","Female","3.08","3","284","2","2","4","5","7","2.93","3.23","1","8","3","3"
"1987","16-34 y.","Male","3.07","3","269","1","2","4","5","7","2.9","3.24","1","9","3","3"
"1987","35-65 y.","Female","3.45","3","127","2","3","4","5","7","3.21","3.69","1","9","3","4"
"1987","35-65 y.","Male","3.5","3","161","2","3","4","5","7","3.28","3.72","1","9","3","4"
"1987","66 and older","Female","","","","","","","","","","","","","",""
"1987","66 and older","Male","","","","","","","","","","","","","",""
"1988","16-34 y.","Female","3.17","3","295","2","2","4","6","9","2.98","3.36","0","11","3","3"
"1988","16-34 y.","Male","3.08","3","258","1","2","4","5","9","2.87","3.29","1","11","3","3"
"1988","35-65 y.","Female","3.24","3","107","1","2","4","6","9","2.88","3.6","0","9","3","4"
"1988","35-65 y.","Male","3.43","3","134","2","2","4","6","9","3.13","3.73","1","9","3","4"
"1988","66 and older","Female","","","","","","","","","","","","","",""
"1988","66 and older","Male","","","","","","","","","","","","","",""
"1989","16-34 y.","Female","3.02","3","275","1","2","4","5","8","2.84","3.2","1","10","3","3"
"1989","16-34 y.","Male","3.29","3","266","2","2","4","5","9","3.11","3.47","0","10","3","3"
"1989","35-65 y.","Female","3.48","3","111","2","2","4","6","10","3.17","3.79","1","10","3","4"
"1989","35-65 y.","Male","3.63","3","133","2","2","5","6","10","3.32","3.94","1","10","3","4"
"1989","66 and older","Female","","","","","","","","","","","","","",""
"1989","66 and older","Male","","","","","","","","","","","","","",""
"1990","16-34 y.","Female","3.22","3","1105","2","2","4","5","7","3.1","3.34","0","60","3","3"
