"year","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2010","East Germany","3.54","3","5521","2","3","4","5","8","3.5","3.58","1","16","4","4"
"2010","West Germany","4.08","4","18871","2","3","5","6","9","4.05","4.11","1","18","4","4"
"2011","East Germany","3.52","3","6410","2","3","4","5","8","3.48","3.56","1","15","3","4"
"2011","West Germany","4.11","4","22587","2","3","5","6","9","4.09","4.13","1","24","4","4"
"2012","East Germany","3.51","3","6275","2","3","4","5","8","3.47","3.55","1","13","4","4"
"2012","West Germany","4.12","4","21984","2","3","5","6","10","4.1","4.14","1","24","4","4"
"2013","East Germany","3.51","3","6239","2","3","4","5","8","3.47","3.55","1","14","4","4"
"2013","West Germany","4.12","4","25066","2","3","5","6","9","4.1","4.14","1","20","4","4"
"2014","East Germany","3.47","3","5687","2","3","4","5","8","3.43","3.51","1","13","3","4"
"2014","West Germany","4.12","4","22056","2","3","5","7","9","4.1","4.14","1","16","4","4"
"2015","East Germany","3.45","3","5537","2","3","4","5","8","3.41","3.49","1","12","3","4"
"2015","West Germany","4.12","4","21946","2","3","5","6","9","4.1","4.14","1","16","4","4"
"2016","East Germany","3.5","3","5673","2","3","4","5","8","3.46","3.54","1","12","3","4"
"2016","West Germany","4.13","4","22241","2","3","5","7","10","4.11","4.15","1","16","4","4"
"2017","East Germany","3.5","3","6310","2","3","4","5","8","3.46","3.54","1","13","3","4"
"2017","West Germany","4.11","4","24970","2","3","5","7","9","4.09","4.13","1","16","4","4"
"2018","East Germany","3.57","3","6103","2","3","4","5","8","3.53","3.61","1","12","3","4"
"2018","West Germany","4.16","4","23549","2","3","5","7","10","4.14","4.18","1","18","4","4"
"2019","East Germany","3.62","3","6076","2","3","4","6","8","3.58","3.66","1","25","4","4"
"2019","West Germany","4.16","4","23375","2","3","5","7","9","4.14","4.18","1","16","4","4"
