"year","e11102","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","4.02","4","7532","2","3","5","6","9","3.96","4.08","0","80","3","3"
"1984","Not Employed","3.81","3","4636","2","3","5","6","9","3.71","3.91","0","82","3","3"
"1985","Employed","3.46","3","573","2","2","4","5","10","3.27","3.65","0","42","3","3"
"1985","Not Employed","3.39","3","230","2","3","4","5","8","3.21","3.57","0","10","3","4"
"1986","Employed","3.23","3","741","1","2","4","6","8","3.12","3.34","1","11","3","3"
"1986","Not Employed","3.2","3","251","1","2","4","6","8","2.99","3.41","1","10","3","3"
"1987","Employed","3.16","3","660","1","2","4","5","7","3.06","3.26","1","9","3","3"
"1987","Not Employed","3.28","3","200","2","2","4","5","7","3.07","3.49","1","9","3","3"
"1988","Employed","3.24","3","620","2","2","4","6","9","3.1","3.38","0","11","3","3"
"1988","Not Employed","2.78","3","201","1","2","4","5","8","2.53","3.03","0","9","3","3"
"1989","Employed","3.28","3","625","2","2","4","6","8","3.16","3.4","0","10","3","3"
"1989","Not Employed","3.17","3","175","2","2","4","6","10","2.92","3.42","1","10","3","3"
"1990","Employed","3.29","3","576","1","2","4","5","7","2.99","3.59","0","60","3","3"
"1990","Not Employed","2.74","2.13","152","1","2","4","5","6","2.51","2.97","0","7","3","3"
"1991","Employed","3.43","3","632","2","2","4","6","8","3.3","3.56","1","10","3","3"
"1991","Not Employed","3.51","3","189","1","2","5","6","10","3.25","3.77","1","10","3","4"
"1992","Employed","3.39","3","937","2","2","4","6","9","3.28","3.5","0","10","3","3"
"1992","Not Employed","3.18","3","215","1","2","4","5","9","2.96","3.4","1","10","3","3"
"1993","Employed","3.43","3","983","2","2","4","6","8","3.33","3.53","1","11","3","3"
"1993","Not Employed","3.4","3","284","1","2","4","6","8","3.2","3.6","1","11","3","3"
"1994","Employed","3.38","3","1023","2","2","4","6","10","3.28","3.48","1","10","3","3"
"1994","Not Employed","3.15","3","316","1","2","4","6","9","2.96","3.34","1","10","3","3"
"1995","Employed","3.51","3","1338","2","2","4","6","8","3.42","3.6","1","9","3","3"
"1995","Not Employed","3","3","523","1","2","4","5","8","2.86","3.14","1","9","3","3"
"1996","Employed","3.45","3","1208","2","2","4","6","8","3.36","3.54","1","11","3","3"
"1996","Not Employed","3.18","3","379","1","2","4","5","8","3.02","3.34","1","11","3","3"
"1997","Employed","3.35","3","1065","2","2","4","5","8","3.25","3.45","1","11","3","3"
"1997","Not Employed","3.4","3","400","2","2","4","6","9","3.24","3.56","1","11","3","3"
"1998","Employed","3.9","4","8741","2","3","5","6","9","3.87","3.93","1","18","4","4"
"1998","Not Employed","3.65","3","5334","2","3","4","6","9","3.61","3.69","1","18","3","4"
"1999","Employed","3.69","3","1194","2","2","4","6","12","3.59","3.79","1","14","3","3"
"1999","Not Employed","3.2","3","378","1","2","4","5","8","3.03","3.37","1","12","3","3"
"2000","Employed","4.01","4","7575","2","3","5","6","9","3.97","4.05","1","15","4","4"
"2000","Not Employed","3.89","3","4626","2","3","5","6","9","3.84","3.94","1","14","4","4"
"2001","Employed","3.77","3","1647","2","3","5","6","10","3.68","3.86","1","13","3","4"
"2001","Not Employed","3.67","3","531","2","2","5","6","9","3.51","3.83","1","12","3","4"
"2002","Employed","4.01","4","14711","2","3","5","6","9","3.98","4.04","1","17","4","4"
"2002","Not Employed","3.75","3","8206","2","3","5","6","8","3.71","3.79","1","19","4","4"
"2003","Employed","4.02","4","14030","2","3","5","6","9","3.99","4.05","1","16","4","4"
"2003","Not Employed","3.75","3","8201","2","3","5","6","9","3.71","3.79","1","16","4","4"
"2004","Employed","4.04","4","13480","2","3","5","6","9","4.01","4.07","1","18","4","4"
"2004","Not Employed","3.74","3","8198","2","3","5","6","8","3.7","3.78","1","18","4","4"
"2005","Employed","4.02","4","12873","2","3","5","6","9","3.99","4.05","1","25","4","4"
"2005","Not Employed","3.76","3","7920","2","3","5","6","9","3.72","3.8","1","20","4","4"
"2006","Employed","4","4","13458","2","3","5","6","9","3.97","4.03","1","22","4","4"
"2006","Not Employed","3.77","3","8884","2","3","5","6","9","3.73","3.81","1","22","4","4"
"2007","Employed","4.04","4","12592","2","3","5","6","9","4.01","4.07","1","16","4","4"
"2007","Not Employed","3.83","3","8348","2","3","5","6","9","3.79","3.87","1","22","4","4"
"2008","Employed","4.07","4","11907","2","3","5","6","10","4.04","4.1","1","16","4","4"
"2008","Not Employed","3.83","3","7742","2","3","5","6","9","3.79","3.87","1","24","4","4"
"2009","Employed","4.08","4","11220","2","3","5","6","10","4.05","4.11","1","17","4","4"
"2009","Not Employed","3.86","3","7107","2","3","5","6","9","3.82","3.9","1","17","4","4"
"2010","Employed","4.07","4","15590","2","3","5","6","9","4.04","4.1","1","18","4","4"
"2010","Not Employed","3.85","3","8802","2","3","5","6","9","3.81","3.89","1","18","4","4"
"2011","Employed","4.09","4","18311","2","3","5","6","9","4.06","4.12","1","24","4","4"
"2011","Not Employed","3.85","3","10686","2","3","5","6","9","3.82","3.88","1","24","4","4"
"2012","Employed","4.1","4","17902","2","3","5","6","9","4.07","4.13","1","24","4","4"
"2012","Not Employed","3.87","3","10357","2","3","5","6","9","3.84","3.9","1","24","4","4"
"2013","Employed","4.17","4","16903","2","3","5","7","9","4.14","4.2","1","20","4","4"
"2013","Not Employed","3.81","3","14402","2","3","5","6","9","3.78","3.84","1","16","4","4"
"2014","Employed","4.07","4","17786","2","3","5","6","9","4.04","4.1","1","16","4","4"
"2014","Not Employed","3.9","4","9957","2","3","5","6","9","3.87","3.93","1","16","4","4"
"2015","Employed","4.1","4","16646","2","3","5","6","9","4.07","4.13","1","16","4","4"
"2015","Not Employed","3.84","3","10837","2","3","5","6","9","3.81","3.87","1","16","3","4"
"2016","Employed","4.09","4","16152","2","3","5","6","9","4.06","4.12","1","16","4","4"
"2016","Not Employed","3.89","4","11762","2","3","5","6","9","3.86","3.92","1","16","3","4"
"2017","Employed","4.08","4","18253","2","3","5","6","9","4.05","4.11","1","16","4","4"
"2017","Not Employed","3.88","4","13027","2","3","5","6","9","3.85","3.91","1","16","3","4"
"2018","Employed","4.14","4","17750","2","3","5","6","10","4.11","4.17","1","18","4","4"
"2018","Not Employed","3.92","4","11902","2","3","5","6","9","3.89","3.95","1","16","4","4"
"2019","Employed","4.13","4","18376","2","3","5","6","9","4.1","4.16","1","25","4","4"
"2019","Not Employed","3.95","4","11154","2","3","5","6","9","3.92","3.98","1","16","4","4"
