"year","regtyp","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","East Germany","","","","","","","","","","","","","",""
"1985","Rural Area","West Germany","4.51","4","149","2","3","5","6","42","3.96","5.06","1","42","4","4"
"1985","Urban Area","East Germany","","","","","","","","","","","","","",""
"1985","Urban Area","West Germany","3.21","3","654","1","2","4","5","10","3.09","3.33","0","11","3","3"
"1986","Rural Area","East Germany","","","","","","","","","","","","","",""
"1986","Rural Area","West Germany","3.91","3","168","2","3","5","6","11","3.61","4.21","1","11","3","4"
"1986","Urban Area","East Germany","","","","","","","","","","","","","",""
"1986","Urban Area","West Germany","3.05","3","824","1","2","4","5","8","2.95","3.15","1","10","3","3"
"1987","Rural Area","East Germany","","","","","","","","","","","","","",""
"1987","Rural Area","West Germany","3.42","3","157","2","3","4","5","6","3.22","3.62","1","8","3","3"
"1987","Urban Area","East Germany","","","","","","","","","","","","","",""
"1987","Urban Area","West Germany","3.14","3","703","1","2","4","5","7","3.04","3.24","1","9","3","3"
"1988","Rural Area","East Germany","","","","","","","","","","","","","",""
"1988","Rural Area","West Germany","3.49","3","139","2","2","4","6","9","3.16","3.82","1","10","3","4"
"1988","Urban Area","East Germany","","","","","","","","","","","","","",""
"1988","Urban Area","West Germany","3.05","3","682","1","2","4","5","8","2.92","3.18","0","11","3","3"
"1989","Rural Area","East Germany","","","","","","","","","","","","","",""
"1989","Rural Area","West Germany","3.63","3","151","2","2","4","6","10","3.33","3.93","1","10","3","4"
"1989","Urban Area","East Germany","","","","","","","","","","","","","",""
"1989","Urban Area","West Germany","3.16","3","649","2","2","4","5","8","3.04","3.28","0","10","3","3"
"1990","Rural Area","East Germany","3.4","3","2780","2","3","4","5","7","3.35","3.45","1","10","3","3"
"1990","Rural Area","West Germany","3.93","3","157","2","2","5","5","60","2.89","4.97","1","60","3","3"
"1990","Urban Area","East Germany","2.95","3","1510","2","2","4","4","6","2.9","3","1","8","3","3"
"1990","Urban Area","West Germany","2.96","3","571","1","2","4","5","7","2.85","3.07","0","8","3","3"
"1991","Rural Area","East Germany","3.43","3","179","2","2","4","6","8","3.14","3.72","1","11","3","4"
"1991","Rural Area","West Germany","3.71","4","174","2","2","5","6","10","3.42","4","1","10","3","4"
"1991","Urban Area","East Germany","2.77","3","83","1","2","3","4","6","2.54","3","1","6","3","3"
"1991","Urban Area","West Germany","3.33","3","682","1","2","4","6","9","3.21","3.45","1","10","3","3"
"1992","Rural Area","East Germany","3.35","3","204","2","2","4","6","8","3.13","3.57","1","8","3","4"
"1992","Rural Area","West Germany","3.97","4","188","2","2","5","7","9","3.71","4.23","1","9","3","4"
"1992","Urban Area","East Germany","2.56","2","101","1","2","3","4","7","2.29","2.83","1","8","2","3"
"1992","Urban Area","West Germany","3.25","3","639","1","2","4","6","9","3.13","3.37","0","10","3","3"
"1993","Rural Area","East Germany","3.46","3","182","2","2","5","5","7","3.23","3.69","1","8","3","3"
"1993","Rural Area","West Germany","3.69","3","212","1","2","5","7","8","3.44","3.94","1","8","3","4"
"1993","Urban Area","East Germany","2.86","3","103","1","2","3","5","6","2.59","3.13","1","6","3","3"
"1993","Urban Area","West Germany","3.39","3","770","1","2","4","6","8","3.28","3.5","1","11","3","3"
"1994","Rural Area","East Germany","3.28","3","196","2","2","4","6","10","3.02","3.54","1","10","3","4"
"1994","Rural Area","West Germany","3.81","3","241","2","2","5","7","10","3.58","4.04","1","10","3","4"
"1994","Urban Area","East Germany","2.96","3","147","2","2","4","4","7","2.75","3.17","1","8","3","3"
"1994","Urban Area","West Germany","3.2","3","755","1","2","4","6","9","3.08","3.32","1","10","3","3"
"1995","Rural Area","East Germany","3.49","3","239","2","2","5","6","8","3.28","3.7","1","8","3","4"
"1995","Rural Area","West Germany","3.98","3","317","2","3","5","6","9","3.78","4.18","1","9","3","4"
"1995","Urban Area","East Germany","2.94","3","125","1","2","4","5","7","2.68","3.2","1","8","3","3"
"1995","Urban Area","West Germany","3.23","3","1180","1","2","4","6","8","3.14","3.32","1","9","3","3"
"1996","Rural Area","East Germany","3.13","3","277","1","2","4","6","7","2.94","3.32","1","9","3","3"
"1996","Rural Area","West Germany","3.5","3","227","2","2","5","6","9","3.27","3.73","1","11","3","4"
"1996","Urban Area","East Germany","3.09","3","164","2","2","4","4","9","2.9","3.28","1","9","3","3"
"1996","Urban Area","West Germany","3.43","3","918","2","2","4","6","8","3.33","3.53","1","9","3","3"
"1997","Rural Area","East Germany","3.08","3","270","2","2","4","5","7","2.91","3.25","1","8","3","3"
"1997","Rural Area","West Germany","3.75","4","216","1","2","5","6","10","3.49","4.01","1","10","4","4"
"1997","Urban Area","East Germany","2.93","3","167","1","2","4","4","6","2.73","3.13","1","6","3","3"
"1997","Urban Area","West Germany","3.4","3","812","2","2","4","6","8","3.29","3.51","1","11","3","3"
"1998","Rural Area","East Germany","3.59","3","2526","2","3","4","5","8","3.53","3.65","1","13","3","4"
"1998","Rural Area","West Germany","4.42","4","2263","2","3","5","7","10","4.34","4.5","1","18","4","4"
"1998","Urban Area","East Germany","3.15","3","1301","2","2","4","5","8","3.08","3.22","1","10","3","3"
"1998","Urban Area","West Germany","3.73","3","7985","2","3","5","6","8","3.7","3.76","1","14","3","4"
"1999","Rural Area","East Germany","3.18","3","263","2","2","4","5","7","3","3.36","1","9","3","3"
"1999","Rural Area","West Germany","4.14","4","252","2","2","5","7","13","3.88","4.4","1","13","3","4"
"1999","Urban Area","East Germany","3.81","3","142","2","3","4","7","14","3.52","4.1","1","14","3","3"
"1999","Urban Area","West Germany","3.47","3","915","2","2","4","6","9","3.36","3.58","1","12","3","3"
"2000","Rural Area","East Germany","3.69","3","1750","2","3","4","6","8","3.62","3.76","1","10","3","4"
"2000","Rural Area","West Germany","4.5","4","2378","2","3","6","7","10","4.43","4.57","1","15","4","5"
"2000","Urban Area","East Germany","3.2","3","808","2","2","4","5","9","3.11","3.29","1","10","3","3"
