"year","age_gr","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","(0) in school","5.16","4","187","3","4","5","7","10","4.33","5.99","1","80","4","5"
"1984","16-34 y.","(1a) inadequately completed","3.24","3","331","2","2","4","5","8","3.11","3.37","1","8","3","3"
"1984","16-34 y.","(1b) general elementary school","4.1","3","932","2","3","5","6","11","3.83","4.37","1","80","3","3"
"1984","16-34 y.","(1c) basic vocational qualification","3.83","3","1286","2","3","5","6","9","3.74","3.92","0","11","3","3"
"1984","16-34 y.","(2a) intermediate vocational","3.81","3","637","2","3","5","6","9","3.69","3.93","1","11","3","4"
"1984","16-34 y.","(2b) intermediate general qualification","4.43","4","361","3","3","5","7","10","4.26","4.6","1","10","4","4"
"1984","16-34 y.","(2c_gen) general maturity certificate","3.96","4","356","2","3","5","6","9","3.77","4.15","1","11","3","4"
"1984","16-34 y.","(2c_voc) vocational maturity certificate","4.05","3","217","1","2","4","6","60","3.29","4.81","1","60","3","3"
"1984","16-34 y.","(3a) lower tertiary education","3.51","3","70","2","3","4","6","6","3.21","3.81","1","6","3","4"
"1984","16-34 y.","(3b) higher tertiary education","3.93","3","178","2","2","4","6","14","3.02","4.84","0","82","3","3"
"1984","35-65 y.","(0) in school","","","","","","","","","","","","","",""
"1984","35-65 y.","(1a) inadequately completed","3.14","3","764","2","2","4","5","6","3.06","3.22","0","8","3","3"
"1984","35-65 y.","(1b) general elementary school","3.92","4","1580","2","3","5","6","9","3.8","4.04","1","60","3","3"
"1984","35-65 y.","(1c) basic vocational qualification","4.14","4","2479","2","3","5","6","9","3.99","4.29","1","80","4","4"
"1984","35-65 y.","(2a) intermediate vocational","4.27","4","617","2","3","5","6","9","4","4.54","1","80","4","4"
"1984","35-65 y.","(2b) intermediate general qualification","3.91","4","80","3","3","5","6","8","3.64","4.18","1","8","4","4"
"1984","35-65 y.","(2c_gen) general maturity certificate","3.87","4","52","2","3","4","5","9","3.51","4.23","1","9","3","3"
"1984","35-65 y.","(2c_voc) vocational maturity certificate","4.14","4","195","2","3","5","6","9","3.53","4.75","1","60","3","4"
"1984","35-65 y.","(3a) lower tertiary education","4.45","4","173","2","3","6","7","9","4.2","4.7","1","9","4","5"
"1984","35-65 y.","(3b) higher tertiary education","4.92","5","308","3","4","6","7","11","4.57","5.27","1","51","4","5"
"1984","66 and older","(0) in school","","","","","","","","","","","","","",""
"1984","66 and older","(1a) inadequately completed","","","","","","","","","","","","","",""
"1984","66 and older","(1b) general elementary school","3.35","3","487","2","2","4","6","9","3","3.7","1","82","3","3"
"1984","66 and older","(1c) basic vocational qualification","3.1","3","479","2","2","3","5","8","2.98","3.22","0","11","3","3"
"1984","66 and older","(2a) intermediate vocational","3.18","3","146","2","2","4","5","8","2.95","3.41","1","9","3","3"
"1984","66 and older","(2b) intermediate general qualification","3.01","3","32","2","2","4","5","6","2.6","3.42","1","6","3","3"
"1984","66 and older","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1984","66 and older","(2c_voc) vocational maturity certificate","3.75","3","41","2","2","5","7","8","3.21","4.29","2","8","3","4"
"1984","66 and older","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1984","66 and older","(3b) higher tertiary education","3.89","4","40","2","3","4","6","9","3.28","4.5","1","9","3","4"
"1985","16-34 y.","(0) in school","","","","","","","","","","","","","",""
"1985","16-34 y.","(1a) inadequately completed","","","","","","","","","","","","","",""
"1985","16-34 y.","(1b) general elementary school","3.37","3","104","2","2","4","5","10","3.1","3.64","0","10","3","4"
