"year","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Female","107.66","0","6232","0","0","0","0","3743","88.6","126.72","0","18407","0","0"
"1984","Male","89.69","0","5999","0","0","0","0","3068","69.94","109.44","0","29450","0","0"
"1985","Female","114.48","0","5632","0","0","0","0","3375","86.53","142.43","0","61355","0","0"
"1985","Male","79.73","0","5455","0","0","0","0","3485","62.01","97.45","0","22306","0","0"
"1986","Female","103.42","0","5377","0","0","0","0","3835","84.38","122.46","0","14725","0","0"
"1986","Male","84.47","0","5266","0","0","0","0","3375","63.15","105.79","0","25769","0","0"
"1987","Female","109.46","0","5307","0","0","0","0","4172","87.89","131.03","0","20615","0","0"
"1987","Male","79.53","0","5206","0","0","0","0","3068","60.28","98.78","0","18407","0","0"
"1988","Female","132.41","0","5068","0","0","0","0","4319","109.13","155.69","0","22824","0","0"
"1988","Male","75.16","0","4954","0","0","0","0","3068","56.59","93.73","0","22824","0","0"
"1989","Female","111.02","0","4928","0","0","0","0","4141","87.99","134.05","0","30678","0","0"
"1989","Male","96.76","0","4781","0","0","0","0","3362","73.17","120.35","0","30678","0","0"
"1990","Female","149.11","0","4827","0","0","0","0","4939","120.88","177.34","0","25309","0","0"
"1990","Male","94.97","0","4690","0","0","0","0","4141","76.77","113.17","0","15339","0","0"
"1991","Female","171.32","0","4807","0","0","0","0","4908","139.85","202.79","0","33745","0","0"
"1991","Male","87.97","0","4659","0","0","0","0","3620","68.43","107.51","0","20247","0","0"
"1992","Female","119.56","0","6901","0","0","0","0","3501","99.49","139.63","0","31291","0","0"
"1992","Male","59.81","0","6490","0","0","0","0","2454","47.46","72.16","0","14234","0","0"
"1993","Female","133.83","0","6785","0","0","0","0","4908","112.53","155.13","0","30678","0","0"
"1993","Male","76.16","0","6393","0","0","0","0","2577","61.85","90.47","0","13498","0","0"
"1994","Female","143.68","0","6704","0","0","0","0","5056","118.62","168.74","0","29450","0","0"
"1994","Male","104.86","0","6240","0","0","0","0","3681","82.06","127.66","0","29450","0","0"
"1995","Female","171.09","0","6930","0","0","0","0","6136","144.73","197.45","0","27303","0","0"
"1995","Male","130.39","0","6440","0","0","0","0","4908","106.61","154.17","0","27303","0","0"
"1996","Female","164.88","0","6810","0","0","0","0","5369","137.83","191.93","0","47949","0","0"
"1996","Male","112.4","0","6315","0","0","0","0","3681","87.36","137.44","0","47949","0","0"
"1997","Female","189.36","0","6678","0","0","0","0","6136","163.36","215.36","0","24900","0","0"
"1997","Male","116.71","0","6237","0","0","0","0","3976","94.14","139.28","0","24900","0","0"
"1998","Female","142.88","0","7411","0","0","0","0","4927","120.41","165.35","0","21474","0","0"
"1998","Male","103.37","0","6916","0","0","0","0","3681","82.96","123.78","0","21474","0","0"
"1999","Female","176.14","0","7123","0","0","0","0","5522","150.9","201.38","0","22701","0","0"
"1999","Male","101.68","0","6645","0","0","0","0","3153","78.72","124.64","0","22701","0","0"
"2000","Female","191.66","0","12610","0","0","0","0","6136","167.5","215.82","0","38040","0","0"
"2000","Male","120.96","0","11656","0","0","0","0","4295","101.31","140.61","0","36813","0","0"
"2001","Female","217.17","0","11481","0","0","0","0","6468","195.2","239.14","0","32150","0","0"
"2001","Male","129.82","0","10582","0","0","0","0","4908","110.14","149.5","0","32150","0","0"
"2002","Female","193.14","0","11979","0","0","0","0","5640","171.95","214.33","0","34800","0","0"
"2002","Male","113.35","0","11178","0","0","0","0","4608","97.34","129.36","0","19235","0","0"
"2003","Female","201.8","0","11566","0","0","0","0","6000","178.01","225.59","0","36000","0","0"
"2003","Male","119.4","0","10731","0","0","0","0","4800","98.71","140.09","0","36000","0","0"
"2004","Female","192.36","0","11304","0","0","0","0","6000","170.04","214.68","0","30000","0","0"
"2004","Male","115.5","0","10429","0","0","0","0","4500","96.46","134.54","0","28800","0","0"
"2005","Female","231.63","0","10865","0","0","0","0","6000","206.73","256.53","0","40800","0","0"
"2005","Male","136.14","0","9947","0","0","0","0","4920","115.78","156.5","0","26400","0","0"
"2006","Female","217.89","0","11705","0","0","0","0","6360","191.23","244.55","0","64000","0","0"
"2006","Male","125.79","0","10676","0","0","0","0","4203","101.23","150.35","0","64000","0","0"
"2007","Female","260.92","0","10968","0","0","0","0","7800","231.45","290.39","0","48000","0","0"
"2007","Male","145.77","0","9997","0","0","0","0","4824","121.21","170.33","0","48000","0","0"
"2008","Female","243.79","0","10301","0","0","0","0","6816","213.16","274.42","0","50000","0","0"
"2008","Male","142.18","0","9385","0","0","0","0","4560","113.26","171.1","0","50000","0","0"
"2009","Female","225.36","0","9588","0","0","0","0","7200","195.89","254.83","0","28000","0","0"
"2009","Male","144.25","0","8775","0","0","0","0","5520","118.27","170.23","0","28000","0","0"
"2010","Female","348","0","13300","0","0","0","0","9000","305.46","390.54","0","107199","0","0"
"2010","Male","199.01","0","11132","0","0","0","0","7200","167.86","230.16","0","61200","0","0"
"2011","Female","308.67","0","15835","0","0","0","0","7536","271.06","346.28","0","72000","0","0"
"2011","Male","200.01","0","13180","0","0","0","0","6600","169.91","230.11","0","58800","0","0"
"2012","Female","282.18","0","15416","0","0","0","0","7200","247.99","316.37","0","72000","0","0"
"2012","Male","194.71","0","12860","0","0","0","0","6000","168.75","220.67","0","48000","0","0"
"2013","Female","319.33","0","17007","0","0","0","0","8280","281.57","357.09","0","102384","0","0"
"2013","Male","211.83","0","14309","0","0","0","0","7200","180.08","243.58","0","102384","0","0"
