"year","age_gr","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","16-34 y.","Rural Area","133.75","0","831","0","0","0","0","4049","82.22","185.28","0","8854","0","0"
"1985","16-34 y.","Urban Area","157.48","0","3352","0","0","0","0","4908","129.36","185.6","0","11719","0","0"
"1985","35-65 y.","Rural Area","89.83","0","1172","0","0","0","0","2761","41.85","137.81","0","22306","0","0"
"1985","35-65 y.","Urban Area","41","0","4614","0","0","0","0","1411","28.84","53.16","0","13498","0","0"
"1985","66 and older","Rural Area","31.44","0","281","0","0","0","0","0","-14.38","77.26","0","6283","0","0"
"1985","66 and older","Urban Area","155.25","0","837","0","0","0","0","1023","-0.21","310.71","0","61355","0","0"
"1986","16-34 y.","Rural Area","116.07","0","815","0","0","0","0","4602","66.33","165.81","0","9817","0","0"
"1986","16-34 y.","Urban Area","177.79","0","3283","0","0","0","0","4908","141.37","214.21","0","25769","0","0"
"1986","35-65 y.","Rural Area","71.65","0","1109","0","0","0","0","2876","34.97","108.33","0","9817","0","0"
"1986","35-65 y.","Urban Area","59.35","0","4389","0","0","0","0","2454","44.62","74.08","0","14725","0","0"
"1986","66 and older","Rural Area","11.36","0","261","0","0","0","0","0","-2.53","25.25","0","1841","0","0"
"1986","66 and older","Urban Area","66.44","0","786","0","0","0","0","2914","22.15","110.73","0","8590","0","0"
"1987","16-34 y.","Rural Area","95.56","0","815","0","0","0","0","2859","46.5","144.62","0","9817","0","0"
"1987","16-34 y.","Urban Area","198.76","0","3229","0","0","0","0","5317","164.01","233.51","0","20615","0","0"
"1987","35-65 y.","Rural Area","61.93","0","1081","0","0","0","0","2556","29.7","94.16","0","8835","0","0"
"1987","35-65 y.","Urban Area","69.53","0","4303","0","0","0","0","2454","49.63","89.43","0","18407","0","0"
"1987","66 and older","Rural Area","3.53","0","264","0","0","0","0","0","-2.83","9.89","0","614","0","0"
"1987","66 and older","Urban Area","30.54","0","821","0","0","0","0","1227","8.84","52.24","0","4602","0","0"
"1988","16-34 y.","Rural Area","83.47","0","753","0","0","0","0","3393","24.38","142.56","0","13805","0","0"
"1988","16-34 y.","Urban Area","198.96","0","3101","0","0","0","0","5522","166.95","230.97","0","22824","0","0"
"1988","35-65 y.","Rural Area","63.3","0","1023","0","0","0","0","3221","26.5","100.1","0","13056","0","0"
"1988","35-65 y.","Urban Area","63.63","0","4090","0","0","0","0","2147","45.37","81.89","0","22824","0","0"
"1988","66 and older","Rural Area","117.69","0","248","0","0","0","0","3375","-14.25","249.63","0","15952","0","0"
"1988","66 and older","Urban Area","86.39","0","807","0","0","0","0","2442","24.8","147.98","0","21364","0","0"
"1989","16-34 y.","Rural Area","92.78","0","720","0","0","0","0","3068","47.6","137.96","0","7669","0","0"
"1989","16-34 y.","Urban Area","185.54","0","3053","0","0","0","0","5522","153.53","217.55","0","30678","0","0"
"1989","35-65 y.","Rural Area","101.5","0","960","0","0","0","0","3375","57.91","145.09","0","7976","0","0"
"1989","35-65 y.","Urban Area","69.06","0","3947","0","0","0","0","2454","50.6","87.52","0","18407","0","0"
"1989","66 and older","Rural Area","45.41","0","243","0","0","0","0","1994","-20.32","111.14","0","6136","0","0"
"1989","66 and older","Urban Area","75.87","0","786","0","0","0","0","0","-35.7","187.44","0","30678","0","0"
"1990","16-34 y.","Rural Area","148.77","0","732","0","0","0","0","4908","90.45","207.09","0","15339","0","0"
"1990","16-34 y.","Urban Area","256.11","0","2926","0","0","0","0","7056","217.08","295.14","0","25309","0","0"
"1990","35-65 y.","Rural Area","67.18","0","939","0","0","0","0","2454","29.35","105.01","0","9817","0","0"
"1990","35-65 y.","Urban Area","98.6","0","3859","0","0","0","0","3068","73.33","123.87","0","24542","0","0"
"1990","66 and older","Rural Area","20.48","0","247","0","0","0","0","614","-9.58","50.54","0","2454","0","0"
"1990","66 and older","Urban Area","8.8","0","814","0","0","0","0","0","-4.08","21.68","0","3068","0","0"
"1991","16-34 y.","Rural Area","172.62","0","754","0","0","0","0","3911","108.64","236.6","0","12823","0","0"
"1991","16-34 y.","Urban Area","231.13","0","2869","0","0","0","0","5369","193.03","269.23","0","20247","0","0"
"1991","35-65 y.","Rural Area","107.69","0","952","0","0","0","0","3620","61.29","154.09","0","12823","0","0"
"1991","35-65 y.","Urban Area","106.77","0","3815","0","0","0","0","3190","76.58","136.96","0","33745","0","0"
"1991","66 and older","Rural Area","38.63","0","246","0","0","0","0","1534","-9.99","87.25","0","3681","0","0"
"1991","66 and older","Urban Area","54.47","0","830","0","0","0","0","0","7.25","101.69","0","18407","0","0"
"1992","16-34 y.","Rural Area","105.78","0","1635","0","0","0","0","3681","76.11","135.45","0","8283","0","0"
"1992","16-34 y.","Urban Area","187.06","0","3306","0","0","0","0","6136","157.53","216.59","0","14234","0","0"
"1992","35-65 y.","Rural Area","40.69","0","2299","0","0","0","0","1150","25.63","55.75","0","7976","0","0"
"1992","35-65 y.","Urban Area","68.69","0","4559","0","0","0","0","2372","48.48","88.9","0","31291","0","0"
"1992","66 and older","Rural Area","18.62","0","507","0","0","0","0","0","-3.3","40.54","0","3681","0","0"
"1992","66 and older","Urban Area","73.74","0","966","0","0","0","0","0","9.37","138.11","0","30678","0","0"
"1993","16-34 y.","Rural Area","135.17","0","1611","0","0","0","0","3681","98.41","171.93","0","13498","0","0"
