"year","regtyp","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","Female","110.02","0","1161","0","0","0","0","3681","66.86","153.18","0","10676","0","0"
"1985","Rural Area","Male","73.56","0","1123","0","0","0","0","2071","27.71","119.41","0","22306","0","0"
"1985","Urban Area","Female","115.84","0","4471","0","0","0","0","3068","82.45","149.23","0","61355","0","0"
"1985","Urban Area","Male","81.65","0","4332","0","0","0","0","3681","62.75","100.55","0","11719","0","0"
"1986","Rural Area","Female","94.37","0","1115","0","0","0","0","3559","55.2","133.54","0","9817","0","0"
"1986","Rural Area","Male","53.04","0","1070","0","0","0","0","2761","17.97","88.11","0","9817","0","0"
"1986","Urban Area","Female","106.17","0","4262","0","0","0","0","3835","84.44","127.9","0","14725","0","0"
"1986","Urban Area","Male","94.03","0","4196","0","0","0","0","3681","68.81","119.25","0","25769","0","0"
"1987","Rural Area","Female","83.98","0","1110","0","0","0","0","2940","44.47","123.49","0","9817","0","0"
"1987","Rural Area","Male","36.41","0","1050","0","0","0","0","1246","7.96","64.86","0","9817","0","0"
"1987","Urban Area","Female","117.06","0","4197","0","0","0","0","4295","91.86","142.26","0","20615","0","0"
"1987","Urban Area","Male","92.39","0","4156","0","0","0","0","3988","69.38","115.4","0","18407","0","0"
"1988","Rural Area","Female","132.47","0","1033","0","0","0","0","3878","75.02","189.92","0","15952","0","0"
"1988","Rural Area","Male","23.71","0","991","0","0","0","0","0","-6.92","54.34","0","13805","0","0"
"1988","Urban Area","Female","132.39","0","4035","0","0","0","0","4319","107.1","157.68","0","22824","0","0"
"1988","Urban Area","Male","90.39","0","3963","0","0","0","0","3681","68.49","112.29","0","22824","0","0"
"1989","Rural Area","Female","113.4","0","971","0","0","0","0","3375","66.97","159.83","0","7976","0","0"
"1989","Rural Area","Male","59.96","0","952","0","0","0","0","3004","26.34","93.58","0","7669","0","0"
"1989","Urban Area","Female","110.36","0","3957","0","0","0","0","4203","84.03","136.69","0","30678","0","0"
"1989","Urban Area","Male","107.5","0","3829","0","0","0","0","3681","79.26","135.74","0","30678","0","0"
"1990","Rural Area","Female","106.4","0","978","0","0","0","0","3681","61.6","151.2","0","9817","0","0"
"1990","Rural Area","Male","61.72","0","940","0","0","0","0","1994","24.61","98.83","0","15339","0","0"
"1990","Urban Area","Female","161.19","0","3849","0","0","0","0","5599","127.67","194.71","0","25309","0","0"
"1990","Urban Area","Male","104.62","0","3750","0","0","0","0","4908","83.84","125.4","0","13259","0","0"
"1991","Rural Area","Female","164.71","0","989","0","0","0","0","3911","103.81","225.61","0","12823","0","0"
"1991","Rural Area","Male","62.63","0","963","0","0","0","0","3105","33.59","91.67","0","5890","0","0"
"1991","Urban Area","Female","173.27","0","3818","0","0","0","0","5062","136.92","209.62","0","33745","0","0"
"1991","Urban Area","Male","95.71","0","3696","0","0","0","0","3681","72.27","119.15","0","20247","0","0"
"1992","Rural Area","Female","73.44","0","2299","0","0","0","0","2025","52.13","94.75","0","8283","0","0"
"1992","Rural Area","Male","39.96","0","2142","0","0","0","0","1258","23.23","56.69","0","8283","0","0"
"1992","Urban Area","Female","140.3","0","4539","0","0","0","0","4908","111.77","168.83","0","31291","0","0"
"1992","Urban Area","Male","69.11","0","4292","0","0","0","0","3019","52.41","85.81","0","14234","0","0"
