"year","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","92.7","0","2284","0","0","0","0","3282","61.26","124.14","0","22306","0","0"
"1985","Urban Area","99.8","0","8803","0","0","0","0","3485","80.46","119.14","0","61355","0","0"
"1986","Rural Area","74.83","0","2185","0","0","0","0","2876","48.5","101.16","0","9817","0","0"
"1986","Urban Area","100.43","0","8458","0","0","0","0","3698","83.8","117.06","0","25769","0","0"
"1987","Rural Area","61.49","0","2160","0","0","0","0","2147","36.92","86.06","0","9817","0","0"
"1987","Urban Area","105.39","0","8353","0","0","0","0","4172","88.32","122.46","0","20615","0","0"
"1988","Rural Area","80.46","0","2024","0","0","0","0","3375","47.5","113.42","0","15952","0","0"
"1988","Urban Area","112.49","0","7998","0","0","0","0","4295","95.74","129.24","0","22824","0","0"
"1989","Rural Area","87.56","0","1923","0","0","0","0","3362","58.82","116.3","0","7976","0","0"
"1989","Urban Area","109.01","0","7786","0","0","0","0","3681","89.73","128.29","0","30678","0","0"
"1990","Rural Area","84.83","0","1918","0","0","0","0","2945","55.63","114.03","0","15339","0","0"
"1990","Urban Area","134.23","0","7599","0","0","0","0","4908","114.39","154.07","0","25309","0","0"
"1991","Rural Area","115.48","0","1952","0","0","0","0","3620","81.43","149.53","0","12823","0","0"
"1991","Urban Area","136.6","0","7514","0","0","0","0","4295","114.82","158.38","0","33745","0","0"
"1992","Rural Area","57.26","0","4441","0","0","0","0","1841","43.59","70.93","0","8283","0","0"
"1992","Urban Area","106.44","0","8831","0","0","0","0","3196","89.67","123.21","0","31291","0","0"
"1993","Rural Area","78.49","0","4400","0","0","0","0","2945","60.64","96.34","0","15155","0","0"
"1993","Urban Area","118.17","0","8778","0","0","0","0","4908","100.86","135.48","0","30678","0","0"
"1994","Rural Area","97.27","0","4317","0","0","0","0","3344","76.67","117.87","0","20247","0","0"
"1994","Urban Area","137.04","0","8627","0","0","0","0","4602","113.71","160.37","0","29450","0","0"
"1995","Rural Area","149.97","0","4478","0","0","0","0","6136","121.8","178.14","0","20861","0","0"
"1995","Urban Area","152.33","0","8892","0","0","0","0","5522","129.58","175.08","0","27303","0","0"
"1996","Rural Area","113.35","0","4434","0","0","0","0","3681","90.12","136.58","0","24297","0","0"
"1996","Urban Area","150.01","0","8690","0","0","0","0","5215","124.75","175.27","0","47949","0","0"
"1997","Rural Area","141.65","0","4366","0","0","0","0","4908","114.76","168.54","0","24900","0","0"
"1997","Urban Area","158.45","0","8548","0","0","0","0","6136","136.24","180.66","0","24542","0","0"
"1998","Rural Area","105.11","0","4885","0","0","0","0","3375","81.83","128.39","0","19634","0","0"
"1998","Urban Area","131.93","0","9442","0","0","0","0","4927","112.19","151.67","0","21474","0","0"
"1999","Rural Area","115.46","0","4728","0","0","0","0","3681","92.61","138.31","0","18407","0","0"
"1999","Urban Area","150.76","0","9040","0","0","0","0","4663","127.58","173.94","0","22701","0","0"
