"year","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","East Germany","","","","","","","","","","","","","",""
"1984","West Germany","99.21","0","12231","0","0","0","0","3681","85.49","112.93","0","29450","0","0"
"1985","East Germany","","","","","","","","","","","","","",""
"1985","West Germany","98.13","0","11087","0","0","0","0","3375","81.47","114.79","0","61355","0","0"
"1986","East Germany","","","","","","","","","","","","","",""
"1986","West Germany","94.46","0","10643","0","0","0","0","3681","80.18","108.74","0","25769","0","0"
"1987","East Germany","","","","","","","","","","","","","",""
"1987","West Germany","95.31","0","10513","0","0","0","0","3681","80.84","109.78","0","20615","0","0"
"1988","East Germany","","","","","","","","","","","","","",""
"1988","West Germany","105.23","0","10022","0","0","0","0","3681","90.3","120.16","0","22824","0","0"
"1989","East Germany","","","","","","","","","","","","","",""
"1989","West Germany","104.24","0","9709","0","0","0","0","3681","87.76","120.72","0","30678","0","0"
"1990","East Germany","","","","","","","","","","","","","",""
"1990","West Germany","123.23","0","9517","0","0","0","0","4681","106.33","140.13","0","25309","0","0"
"1991","East Germany","","","","","","","","","","","","","",""
"1991","West Germany","131.74","0","9466","0","0","0","0","4295","113.08","150.4","0","33745","0","0"
"1992","East Germany","16.6","0","3993","0","0","0","0","614","10.44","22.76","0","4049","0","0"
"1992","West Germany","109.69","0","9398","0","0","0","0","3375","92.88","126.5","0","31291","0","0"
"1993","East Germany","39.67","0","3840","0","0","0","0","1288","26.53","52.81","0","20861","0","0"
"1993","West Germany","122.55","0","9338","0","0","0","0","4908","105.06","140.04","0","30678","0","0"
"1994","East Germany","28.48","0","3788","0","0","0","0","1190","16.02","40.94","0","17910","0","0"
"1994","West Germany","148.82","0","9156","0","0","0","0","5113","125.36","172.28","0","29450","0","0"
"1995","East Germany","68.76","0","3705","0","0","0","0","2761","45.25","92.27","0","20861","0","0"
"1995","West Germany","171.37","0","9665","0","0","0","0","6136","148.42","194.32","0","27303","0","0"
"1996","East Germany","81.97","0","3696","0","0","0","0","2454","60.44","103.5","0","24297","0","0"
"1996","West Germany","153.29","0","9429","0","0","0","0","5246","128.98","177.6","0","47949","0","0"
"1997","East Germany","69.96","0","3651","0","0","0","0","2516","50.74","89.18","0","13498","0","0"
"1997","West Germany","174.28","0","9264","0","0","0","0","6136","151.38","197.18","0","24900","0","0"
"1998","East Germany","68.06","0","3885","0","0","0","0","2147","50.26","85.86","0","9203","0","0"
"1998","West Germany","137.07","0","10442","0","0","0","0","4927","117.24","156.9","0","21474","0","0"
"1999","East Germany","110.47","0","3803","0","0","0","0","3086","86.04","134.9","0","22088","0","0"
"1999","West Germany","147.03","0","9965","0","0","0","0","4908","125.29","168.77","0","22701","0","0"
"2000","East Germany","128.3","0","5878","0","0","0","0","3663","103.27","153.33","0","29450","0","0"
"2000","West Germany","164.34","0","18388","0","0","0","0","6136","145.22","183.46","0","38040","0","0"
"2001","East Germany","127.66","0","5465","0","0","0","0","3681","105.88","149.44","0","15339","0","0"
"2001","West Germany","185.8","0","16598","0","0","0","0","6136","167.44","204.16","0","32150","0","0"
"2002","East Germany","124.26","0","5458","0","0","0","0","3960","105.2","143.32","0","12600","0","0"
"2002","West Germany","161.53","0","17699","0","0","0","0","5412","144.99","178.07","0","34800","0","0"
"2003","East Germany","138.43","0","5372","0","0","0","0","4062","108.02","168.84","0","36000","0","0"
"2003","West Germany","167.23","0","16925","0","0","0","0","5574","148.69","185.77","0","30000","0","0"
"2004","East Germany","132.21","0","5255","0","0","0","0","4200","107.64","156.78","0","13800","0","0"
"2004","West Germany","160.26","0","16478","0","0","0","0","5700","142.41","178.11","0","30000","0","0"
"2005","East Germany","138.88","0","5064","0","0","0","0","4920","114.8","162.96","0","15000","0","0"
"2005","West Germany","195.92","0","15748","0","0","0","0","6000","175.9","215.94","0","40800","0","0"
"2006","East Germany","99.43","0","5393","0","0","0","0","3432","60.22","138.64","0","64000","0","0"
"2006","West Germany","190.2","0","16988","0","0","0","0","6000","169.68","210.72","0","42000","0","0"
"2007","East Germany","125.35","0","5114","0","0","0","0","3853","102.85","147.85","0","18000","0","0"
"2007","West Germany","223.55","0","15851","0","0","0","0","7200","199","248.1","0","48000","0","0"
"2008","East Germany","158.72","0","4833","0","0","0","0","4800","132.86","184.58","0","18000","0","0"
"2008","West Germany","202.46","0","14853","0","0","0","0","6000","175.74","229.18","0","50000","0","0"
"2009","East Germany","157.06","0","4592","0","0","0","0","5520","132.76","181.36","0","12000","0","0"
"2009","West Germany","192.39","0","13771","0","0","0","0","6600","167.31","217.47","0","28000","0","0"
"2010","East Germany","224.78","0","5537","0","0","0","0","5552","179.47","270.09","0","61200","0","0"
"2010","West Germany","286.55","0","18895","0","0","0","0","8886","253.95","319.15","0","107199","0","0"
"2011","East Germany","177.01","0","6413","0","0","0","0","5400","143.01","211.01","0","26400","0","0"
"2011","West Germany","273.43","0","22602","0","0","0","0","7200","243.2","303.66","0","72000","0","0"
"2012","East Germany","184.45","0","6280","0","0","0","0","5400","154.28","214.62","0","16200","0","0"
"2012","West Germany","251.63","0","21996","0","0","0","0","7200","224.54","278.72","0","72000","0","0"
"2013","East Germany","178.79","0","6240","0","0","0","0","5400","144.95","212.63","0","16000","0","0"
"2013","West Germany","286.41","0","25076","0","0","0","0","8376","256.15","316.67","0","102384","0","0"
"2014","East Germany","186.2","0","5704","0","0","0","0","5280","136.06","236.34","0","57600","0","0"
"2014","West Germany","279.23","0","22082","0","0","0","0","9500","255.59","302.87","0","55080","0","0"
"2015","East Germany","208.53","0","5541","0","0","0","0","6000","173.69","243.37","0","29003","0","0"
"2015","West Germany","308.65","0","21971","0","0","0","0","8400","282.05","335.25","0","51552","0","0"
"2016","East Germany","265.48","0","5168","0","0","0","0","7800","226.47","304.49","0","18000","0","0"
"2016","West Germany","262.46","0","19789","0","0","0","0","8160","233.91","291.01","0","108000","0","0"
"2017","East Germany","259.12","0","6096","0","0","0","0","6048","215.8","302.44","0","25800","0","0"
"2017","West Germany","297.25","0","23356","0","0","0","0","8640","270.53","323.97","0","59712","0","0"
"2018","East Germany","300.74","0","6153","0","0","0","0","7200","260.98","340.5","0","20000","0","0"
"2018","West Germany","286.65","0","23737","0","0","0","0","7992","257.07","316.23","0","60000","0","0"
"2019","East Germany","309.17","0","6135","0","0","0","0","6528","270.67","347.67","0","33000","0","0"
"2019","West Germany","312.74","0","23453","0","0","0","0","8400","284","341.48","0","112800","0","0"
