"year","bula_h","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Baden-Württemberg","(Married) couple without C.","8.39","0","407","0","0","0","0","0","-2.08","18.86","0","1534","0","0"
"1984","Baden-Württemberg","1-pers.-HH","87.36","0","221","0","0","0","0","3068","10.82","163.9","0","4908","0","0"
"1984","Baden-Württemberg","Couple + C. GT 16 ","39.94","0","395","0","0","0","0","2147","-15.83","95.71","0","6136","0","0"
"1984","Baden-Württemberg","Couple + C. LE 16","3.06","0","652","0","0","0","0","0","-7.38","13.5","0","2454","0","0"
"1984","Baden-Württemberg","Couple + C. LE and GT 16","0","0","338","0","0","0","0","0","0","0","0","0","0","0"
"1984","Baden-Württemberg","Single parent","883.89","0","115","0","0","0","1350","18407","263.57","1504.21","0","18407","0","0"
"1984","Bavaria","(Married) couple without C.","59.01","0","484","0","0","0","0","2454","24.14","93.88","0","3988","0","0"
"1984","Bavaria","1-pers.-HH","52.5","0","204","0","0","0","0","0","-38.13","143.13","0","9203","0","0"
"1984","Bavaria","Couple + C. GT 16 ","43.76","0","328","0","0","0","0","1687","-34.89","122.41","0","7363","0","0"
"1984","Bavaria","Couple + C. LE 16","113.7","0","540","0","0","0","0","5890","51.04","176.36","0","9203","0","0"
"1984","Bavaria","Couple + C. LE and GT 16","0","0","327","0","0","0","0","0","0","0","0","0","0","0"
"1984","Bavaria","Single parent","621.23","0","95","0","0","0","1473","8896","216.28","1026.18","0","8896","0","0"
"1984","Berlin","(Married) couple without C.","230.69","0","104","0","0","0","0","5522","30.94","430.44","0","5522","0","0"
"1984","Berlin","1-pers.-HH","98.76","0","73","0","0","0","0","3068","-81.56","279.08","0","5890","0","0"
"1984","Berlin","Couple + C. GT 16 ","0","0","40","0","0","0","0","0","0","0","0","0","0","0"
"1984","Berlin","Couple + C. LE 16","0","0","92","0","0","0","0","0","0","0","0","0","0","0"
"1984","Berlin","Couple + C. LE and GT 16","139.11","0","48","0","0","0","0","3068","-149.73","427.95","0","3068","0","0"
"1984","Berlin","Single parent","","","","","","","","","","","","","",""
"1984","Brandenburg","(Married) couple without C.","","","","","","","","","","","","","",""
"1984","Brandenburg","1-pers.-HH","","","","","","","","","","","","","",""
"1984","Brandenburg","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1984","Brandenburg","Couple + C. LE 16","","","","","","","","","","","","","",""
"1984","Brandenburg","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1984","Brandenburg","Single parent","","","","","","","","","","","","","",""
"1984","Bremen","(Married) couple without C.","0","0","45","0","0","0","0","0","0","0","0","0","0","0"
"1984","Bremen","1-pers.-HH","","","","","","","","","","","","","",""
"1984","Bremen","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1984","Bremen","Couple + C. LE 16","","","","","","","","","","","","","",""
"1984","Bremen","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1984","Bremen","Single parent","","","","","","","","","","","","","",""
"1984","Hamburg","(Married) couple without C.","31.37","0","92","0","0","0","0","1227","-7.21","69.95","0","1227","0","0"
"1984","Hamburg","1-pers.-HH","71.85","0","55","0","0","0","0","2045","-27.52","171.22","0","2045","0","0"
"1984","Hamburg","Couple + C. GT 16 ","0","0","34","0","0","0","0","0","0","0","0","0","0","0"
"1984","Hamburg","Couple + C. LE 16","72.1","0","64","0","0","0","0","1841","-8.55","152.75","0","1841","0","0"
"1984","Hamburg","Couple + C. LE and GT 16","0","0","35","0","0","0","0","0","0","0","0","0","0","0"
"1984","Hamburg","Single parent","","","","","","","","","","","","","",""
"1984","Hesse","(Married) couple without C.","37.14","0","286","0","0","0","0","2454","-0.99","75.27","0","3068","0","0"
"1984","Hesse","1-pers.-HH","409.52","0","126","0","0","0","0","12885","-102.23","921.27","0","29450","0","0"
"1984","Hesse","Couple + C. GT 16 ","37.02","0","230","0","0","0","0","1841","9.82","64.22","0","1841","0","0"
"1984","Hesse","Couple + C. LE 16","42.83","0","295","0","0","0","0","2761","1.34","84.32","0","2761","0","0"
"1984","Hesse","Couple + C. LE and GT 16","49.11","0","166","0","0","0","0","1380","20.85","77.37","0","1380","0","0"
"1984","Hesse","Single parent","1069.5","0","45","0","0","0","6136","7976","453.5","1685.5","0","7976","0","0"
"1984","Lower Saxony","(Married) couple without C.","14.34","0","281","0","0","0","0","205","-16.05","44.73","0","3068","0","0"
"1984","Lower Saxony","1-pers.-HH","111.87","0","119","0","0","0","0","4602","-17.91","241.65","0","4908","0","0"
"1984","Lower Saxony","Couple + C. GT 16 ","0","0","221","0","0","0","0","0","0","0","0","0","0","0"
"1984","Lower Saxony","Couple + C. LE 16","24.16","0","286","0","0","0","0","1399","-8.51","56.83","0","3068","0","0"
"1984","Lower Saxony","Couple + C. LE and GT 16","0","0","147","0","0","0","0","0","0","0","0","0","0","0"
"1984","Lower Saxony","Single parent","485.08","0","60","0","0","0","1104","8283","72.87","897.29","0","8283","0","0"
"1984","Mecklenburg-Western Pomerania","(Married) couple without C.","","","","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","Couple + C. LE 16","","","","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","Single parent","","","","","","","","","","","","","",""
"1984","North Rhine-Westphalia","(Married) couple without C.","57.29","0","714","0","0","0","0","3068","26.59","87.99","0","3988","0","0"
"1984","North Rhine-Westphalia","1-pers.-HH","105.85","0","378","0","0","0","0","4295","23.65","188.05","0","6136","0","0"
"1984","North Rhine-Westphalia","Couple + C. GT 16 ","63.5","0","510","0","0","0","0","2147","35.76","91.24","0","2556","0","0"
"1984","North Rhine-Westphalia","Couple + C. LE 16","26.69","0","859","0","0","0","0","256","10.77","42.61","0","3548","0","0"
"1984","North Rhine-Westphalia","Couple + C. LE and GT 16","23.1","0","492","0","0","0","0","0","6.75","39.45","0","2368","0","0"
"1984","North Rhine-Westphalia","Single parent","477.4","0","149","0","0","0","2147","5277","280.88","673.92","0","5295","0","0"
"1984","Rhineland-Palatinate,Saarland","(Married) couple without C.","0","0","204","0","0","0","0","0","0","0","0","0","0","0"
"1984","Rhineland-Palatinate,Saarland","1-pers.-HH","23.15","0","78","0","0","0","0","1841","-23.85","70.15","0","1841","0","0"
"1984","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","0","0","155","0","0","0","0","0","0","0","0","0","0","0"
"1984","Rhineland-Palatinate,Saarland","Couple + C. LE 16","13.08","0","171","0","0","0","0","920","-1.9","28.06","0","920","0","0"
