"ple0008","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"Good","1992","16-34 y.","Employed","1948","0.506857265376098","0.491056700671929","0.522657830080268","2"
"Good","1992","16-34 y.","Not Employed","532","0.483560490318431","0.454602380318139","0.512518600318723","2"
"Good","1992","35-65 y.","Not Employed","464","0.271922680178842","0.250652277993537","0.293193082364146","2"
"Good","1992","35-65 y.","Employed","2325","0.432951492102304","0.419506288009826","0.446396696194783","2"
"Good","1992","66 and older","Not Employed","259","0.178013573228685","0.158242623583714","0.197784522873655","2"
"Good","1992","66 and older","Employed","16","","","","2"
"Less good","1992","16-34 y.","Employed","145","0.0369000538609702","0.0309421618061977","0.0428579459157426","4"
"Less good","1992","16-34 y.","Not Employed","43","0.0398003783596181","0.0284722165342558","0.0511285401849804","4"
"Less good","1992","35-65 y.","Not Employed","362","0.203724094750552","0.184470260895593","0.222977928605511","4"
"Less good","1992","35-65 y.","Employed","541","0.102635224936082","0.0944000960460691","0.110870353826094","4"
"Less good","1992","66 and older","Not Employed","344","0.257165131861875","0.234574892617965","0.279755371105786","4"
"Less good","1992","66 and older","Employed","6","","","","4"
"Poor","1992","16-34 y.","Not Employed","19","","","","5"
"Poor","1992","16-34 y.","Employed","26","","","","5"
"Poor","1992","35-65 y.","Not Employed","148","0.0888046981139469","0.0752062940603436","0.10240310216755","5"
"Poor","1992","35-65 y.","Employed","125","0.0250808841817526","0.0208376853093035","0.0293240830542017","5"
"Poor","1992","66 and older","Not Employed","181","0.133450271052128","0.115874065479435","0.15102647662482","5"
"Poor","1992","66 and older","Employed","2","","","","5"
"Satisfactory","1992","16-34 y.","Employed","647","0.178679878152838","0.16657285128087","0.190786905024807","3"
"Satisfactory","1992","16-34 y.","Not Employed","155","0.151174314962654","0.130416418579741","0.171932211345566","3"
"Satisfactory","1992","35-65 y.","Not Employed","618","0.384149393000202","0.360897838308844","0.407400947691559","3"
"Satisfactory","1992","35-65 y.","Employed","1689","0.332133251537213","0.319353018820938","0.344913484253487","3"
"Satisfactory","1992","66 and older","Employed","13","","","","3"
"Satisfactory","1992","66 and older","Not Employed","623","0.411037333411381","0.385606934898623","0.436467731924138","3"
"Very good","1992","16-34 y.","Not Employed","395","0.303672683104403","0.277025907876016","0.33031945833279","1"
"Very good","1992","16-34 y.","Employed","1080","0.27150471249569","0.257449238032043","0.285560186959337","1"
"Very good","1992","35-65 y.","Not Employed","89","0.0513991339564575","0.0408435104050827","0.0619547575078324","1"
"Very good","1992","35-65 y.","Employed","537","0.107199147242649","0.0988043417854887","0.115593952699808","1"
"Very good","1992","66 and older","Not Employed","31","0.020333690445932","0.0130388493112865","0.0276285315805775","1"
"Very good","1992","66 and older","Employed","1","","","","1"
"Good","1993","35-65 y.","Not Employed","","","","","2"
"Good","1993","16-34 y.","Not Employed","","","","","2"
"Good","1993","16-34 y.","Employed","","","","","2"
"Good","1993","35-65 y.","Employed","","","","","2"
"Good","1993","66 and older","Not Employed","","","","","2"
"Good","1993","66 and older","Employed","","","","","2"
"Less good","1993","16-34 y.","Employed","","","","","4"
"Less good","1993","16-34 y.","Not Employed","","","","","4"
"Less good","1993","35-65 y.","Not Employed","","","","","4"
"Less good","1993","35-65 y.","Employed","","","","","4"
"Less good","1993","66 and older","Employed","","","","","4"
"Less good","1993","66 and older","Not Employed","","","","","4"
"Poor","1993","16-34 y.","Not Employed","","","","","5"
"Poor","1993","16-34 y.","Employed","","","","","5"
"Poor","1993","35-65 y.","Not Employed","","","","","5"
"Poor","1993","35-65 y.","Employed","","","","","5"
"Poor","1993","66 and older","Not Employed","","","","","5"
"Poor","1993","66 and older","Employed","","","","","5"
"Satisfactory","1993","16-34 y.","Employed","","","","","3"
"Satisfactory","1993","16-34 y.","Not Employed","","","","","3"
