"ple0008","year","regtyp","n","percent","lower_confidence","upper_confidence"
"Very good","1992","Urban Area","1417","0.138158400406104","0.130955379506527","0.145361421305681"
"Very good","1992","Rural Area","682","0.133846638247192","0.123819052545614","0.143874223948771"
"Good","1992","Urban Area","3633","0.387519595869359","0.377349963964244","0.397689227774475"
"Good","1992","Rural Area","1861","0.386899453437051","0.372555787544905","0.401243119329196"
"Satisfactory","1992","Urban Area","2439","0.301001790454913","0.291426876686895","0.310576704222931"
"Satisfactory","1992","Rural Area","1282","0.309562127940994","0.295946694694787","0.323177561187201"
"Less good","1992","Urban Area","1004","0.126263527468096","0.119330203528619","0.133196851407573"
"Less good","1992","Rural Area","430","0.118560027164792","0.109039505036907","0.128080549292678"
"Poor","1992","Urban Area","323","0.047056685801528","0.0426363373847776","0.0514770342182783"
"Poor","1992","Rural Area","174","0.0511317532099711","0.0446447584115687","0.0576187480083735"
"Very good","1993","Urban Area","","","",""
"Very good","1993","Rural Area","","","",""
"Good","1993","Urban Area","","","",""
"Good","1993","Rural Area","","","",""
"Satisfactory","1993","Urban Area","","","",""
"Satisfactory","1993","Rural Area","","","",""
"Less good","1993","Urban Area","","","",""
"Less good","1993","Rural Area","","","",""
"Poor","1993","Urban Area","","","",""
"Poor","1993","Rural Area","","","",""
"Very good","1994","Urban Area","913","0.0861567592562381","0.0802288340024994","0.0920846845099767"
"Very good","1994","Rural Area","431","0.0900001508137522","0.0814573287950068","0.0985429728324975"
"Good","1994","Urban Area","3469","0.377129563139972","0.366890355789423","0.387368770490521"
"Good","1994","Rural Area","1766","0.371288006713339","0.356865511198525","0.385710502228152"
"Satisfactory","1994","Urban Area","2647","0.328410106236168","0.318488487771242","0.338331724701094"
"Satisfactory","1994","Rural Area","1446","0.352443457159613","0.338182697724984","0.366704216594243"
"Less good","1994","Urban Area","1258","0.161359813488903","0.153588262230003","0.169131364747803"
"Less good","1994","Rural Area","510","0.138700146698282","0.128382640785832","0.149017652610732"
"Poor","1994","Urban Area","320","0.0469437578787188","0.0424751692017635","0.0514123465556741"
"Poor","1994","Rural Area","158","0.0475682386150139","0.0412144238485191","0.0539220533815087"
"Very good","1995","Urban Area","899","0.0808426951495537","0.0751672813538609","0.0865181089452464"
"Very good","1995","Rural Area","413","0.0818899373626411","0.0738490725992494","0.0899308021260328"
"Good","1995","Urban Area","3632","0.382604065184746","0.37248503500876","0.392723095360732"
"Good","1995","Rural Area","1851","0.383285538664272","0.369028038089205","0.397543039239339"
"Satisfactory","1995","Urban Area","2752","0.335095571116788","0.325268000458246","0.34492314177533"
"Satisfactory","1995","Rural Area","1494","0.344980951477985","0.331040891654443","0.358921011301527"
"Less good","1995","Urban Area","1235","0.153302539129512","0.145801507082865","0.160803571176159"
"Less good","1995","Rural Area","568","0.151365305473597","0.140855040210369","0.161875570736826"
"Poor","1995","Urban Area","344","0.0481551294194004","0.0436976783726918","0.0526125804661089"
"Poor","1995","Rural Area","141","0.0384782670215045","0.0328376395359227","0.0441188945070864"
"Very good","1996","Urban Area","905","0.0857244809599952","0.0798315748730626","0.0916173870469277"
"Very good","1996","Rural Area","387","0.0780497288040057","0.0701469134742596","0.0859525441337517"
"Good","1996","Urban Area","3452","0.370186602630515","0.360022832406549","0.380350372854481"
"Good","1996","Rural Area","1808","0.381906922454527","0.367593348333441","0.396220496575612"
"Satisfactory","1996","Urban Area","2822","0.347645372208539","0.337621197151629","0.357669547265448"
"Satisfactory","1996","Rural Area","1549","0.358215627052254","0.344089951748963","0.372341302355546"
"Less good","1996","Urban Area","1171","0.150311666181451","0.142789122565642","0.157834209797259"
"Less good","1996","Rural Area","537","0.140783038860158","0.130536693861087","0.151029383859229"
"Poor","1996","Urban Area","320","0.0461318780195","0.0417163435713509","0.0505474124676491"
"Poor","1996","Rural Area","145","0.0410446828290548","0.035199877861049","0.0468894877970605"
"Very good","1997","Urban Area","807","0.0852245781041652","0.0793013213059238","0.0911478349024065"
"Very good","1997","Rural Area","372","0.0809775298246602","0.0728791156516903","0.0890759439976301"
"Good","1997","Urban Area","3652","0.384398360172192","0.374078791748228","0.394717928596155"
"Good","1997","Rural Area","1803","0.367649809586038","0.353336150935268","0.381963468236807"
"Satisfactory","1997","Urban Area","2662","0.339247352508943","0.32920354045498","0.349291164562906"
"Satisfactory","1997","Rural Area","1526","0.372887696816117","0.358532262239105","0.387243131393129"
"Less good","1997","Urban Area","1102","0.1456495364944","0.138166231069545","0.153132841919255"
"Less good","1997","Rural Area","511","0.138855615689794","0.128590251358809","0.149120980020778"
"Poor","1997","Urban Area","313","0.0454801727203","0.0410601508578493","0.0499001945827507"
"Poor","1997","Rural Area","147","0.0396293480833912","0.0338379614354308","0.0454207347313516"
"Very good","1998","Urban Area","1018","0.100340585921875","0.0942732223414835","0.106407949502267"
"Very good","1998","Rural Area","462","0.0946662524580958","0.0864483169572461","0.102884187958945"
"Good","1998","Urban Area","4039","0.39751133226299","0.387628718145603","0.407393946380377"
"Good","1998","Rural Area","2079","0.388846343408951","0.375161967430096","0.402530719387805"
"Satisfactory","1998","Urban Area","2829","0.317398857528606","0.307999269388341","0.32679844566887"
"Satisfactory","1998","Rural Area","1592","0.337828727365098","0.32455190216781","0.351105552562387"
"Less good","1998","Urban Area","1176","0.137754061963443","0.130794363478489","0.144713760448396"
"Less good","1998","Rural Area","575","0.138619529771521","0.128919557291675","0.148319502251367"
"Poor","1998","Urban Area","358","0.0469951623230863","0.0427215338001742","0.0512687908459983"
"Poor","1998","Rural Area","167","0.0400391469963338","0.0345357612994715","0.0455425326931961"
"Very good","1999","Urban Area","930","0.0964729797947576","0.0903788098868698","0.102567149702645"
"Very good","1999","Rural Area","377","0.0751288746718805","0.0676104101975932","0.0826473391461678"
"Good","1999","Urban Area","3743","0.382528656109337","0.372496794543255","0.392560517675418"
"Good","1999","Rural Area","1973","0.396271819385909","0.382320913203444","0.410222725568375"
"Satisfactory","1999","Urban Area","2836","0.326215811178123","0.316538514607421","0.335893107748825"
"Satisfactory","1999","Rural Area","1642","0.351523846857601","0.337905966922001","0.365141726793201"
"Less good","1999","Urban Area","1170","0.150396278803995","0.143017782095737","0.157774775512252"
"Less good","1999","Rural Area","563","0.129924392709758","0.120334606085991","0.139514179333525"
"Poor","1999","Urban Area","337","0.044386274113788","0.0401351217121799","0.0486374265153961"
"Poor","1999","Rural Area","167","0.0471510663748516","0.0411054179842108","0.0531967147654924"
"Very good","2000","Urban Area","1870","0.114249951890422","0.109309677479932","0.119190226300911"
"Very good","2000","Rural Area","824","0.0999513630795052","0.0934975720982422","0.106405154060768"
"Good","2000","Urban Area","6436","0.381008288014081","0.373466451810575","0.388550124217588"
"Good","2000","Rural Area","3366","0.37799492534587","0.367561486024512","0.388428364667227"
"Satisfactory","2000","Urban Area","5065","0.331132441868783","0.323823771090164","0.338441112647402"
"Satisfactory","2000","Rural Area","2785","0.34757863393571","0.337332071997649","0.357825195873772"
"Less good","2000","Urban Area","1984","0.131697912313944","0.126446303900946","0.136949520726941"
"Less good","2000","Rural Area","1034","0.135002612896282","0.127649588095079","0.142355637697484"
"Poor","2000","Urban Area","573","0.0419114059127709","0.0387994286356731","0.0450233831898688"
"Poor","2000","Rural Area","288","0.0394724647426328","0.035282700573766","0.0436622289114997"
"Very good","2001","Urban Area","1673","0.112015101697155","0.106883293343307","0.117146910051004"
"Very good","2001","Rural Area","757","0.102314359624617","0.0954660561968808","0.109162663052353"
"Good","2001","Urban Area","5873","0.383125931897133","0.375215533044466","0.3910363307498"
"Good","2001","Rural Area","2967","0.363881444987286","0.353009642662142","0.374753247312431"
"Satisfactory","2001","Urban Area","4613","0.326959649326701","0.319326619117022","0.33459267953638"
"Satisfactory","2001","Rural Area","2567","0.350821363345703","0.34003741780872","0.361605308882686"
"Less good","2001","Urban Area","1817","0.134582359567074","0.129029249372826","0.140135469761321"
"Less good","2001","Rural Area","969","0.14442603280549","0.136482675799398","0.152369389811582"
"Poor","2001","Urban Area","533","0.0433169575119376","0.0400045606750743","0.0466293543488008"
"Poor","2001","Rural Area","263","0.0385567992369035","0.0342060418782056","0.0429075565956014"
"Very good","2002","Urban Area","1651","0.0932756003851176","0.0886912366295882","0.0978599641406469"
"Very good","2002","Rural Area","702","0.0917615213574749","0.0852949007786873","0.0982281419362626"
"Good","2002","Urban Area","6406","0.383634786255733","0.375969375309096","0.39130019720237"
"Good","2002","Rural Area","3104","0.370647912900221","0.359829221159901","0.381466604640541"
"Satisfactory","2002","Urban Area","4945","0.339972886463038","0.332505641098609","0.347440131827466"
"Satisfactory","2002","Rural Area","2612","0.35542126023828","0.344699728924016","0.366142791552544"
"Less good","2002","Urban Area","1937","0.13993496113152","0.134466235246649","0.145403687016391"
"Less good","2002","Rural Area","979","0.14285144148506","0.135013220711946","0.150689662258174"
"Poor","2002","Urban Area","520","0.0431817657645918","0.0399775458694623","0.0463859856597213"
"Poor","2002","Rural Area","259","0.0393178640189641","0.0349644302238621","0.0436712978140661"
"Very good","2003","Urban Area","1626","0.0965716417932177","0.0918321110331435","0.101311172553292"
"Very good","2003","Rural Area","631","0.0810116986635145","0.0747687739433674","0.0872546233836616"
"Good","2003","Urban Area","6266","0.393590689744144","0.385751538960178","0.401429840528111"
"Good","2003","Rural Area","3041","0.386573693262108","0.375431861821774","0.397715524702442"
"Satisfactory","2003","Urban Area","4572","0.321142339584288","0.313650269618113","0.328634409550464"
"Satisfactory","2003","Rural Area","2476","0.352219821595327","0.341290833293892","0.363148809896762"
"Less good","2003","Urban Area","1942","0.144368368355088","0.138728835653983","0.150007901056193"
"Less good","2003","Rural Area","915","0.136042419928427","0.128198328965369","0.143886510891485"
"Poor","2003","Urban Area","514","0.0443269605232617","0.0410243883061196","0.0476295327404038"
"Poor","2003","Rural Area","275","0.044152366550623","0.0394520125742738","0.0488527205269722"
"Very good","2004","Urban Area","1571","0.101100648079659","0.0961955591201445","0.106005737039173"
"Very good","2004","Rural Area","637","0.0904204893120531","0.0837879604049533","0.0970530182191529"
"Good","2004","Urban Area","6043","0.375983014170064","0.368101735149248","0.38386429319088"
"Good","2004","Rural Area","2943","0.378027692553238","0.366813378281496","0.38924200682498"
"Satisfactory","2004","Urban Area","4396","0.313481008396211","0.30593275831565","0.321029258476773"
"Satisfactory","2004","Rural Area","2418","0.345688115482051","0.334688942821816","0.356687288142286"
"Less good","2004","Urban Area","1931","0.15730666521878","0.151382560504648","0.163230769932912"
"Less good","2004","Rural Area","927","0.146016451463723","0.13784966805642","0.154183234871027"
"Poor","2004","Urban Area","569","0.0521286641352857","0.0485118401196628","0.0557454881509087"
"Poor","2004","Rural Area","257","0.0398472511889342","0.0353235413638196","0.0443709610140488"
"Very good","2005","Urban Area","1336","0.0875430348578063","0.0828431989163364","0.0922428707992762"
"Very good","2005","Rural Area","616","0.0917797152089972","0.0849426179652492","0.0986168124527452"
"Good","2005","Urban Area","5624","0.37277180026415","0.364730986246699","0.380812614281602"
"Good","2005","Rural Area","2711","0.378125675498787","0.366642230295722","0.389609120701853"
"Satisfactory","2005","Urban Area","4478","0.333282363931636","0.325443685622418","0.341121042240853"
"Satisfactory","2005","Rural Area","2315","0.337763876838943","0.32656393315355","0.348963820524336"
"Less good","2005","Urban Area","1924","0.158260256019499","0.152190928801137","0.164329583237861"
"Less good","2005","Rural Area","947","0.151727613969455","0.143231843233089","0.160223384705822"
"Poor","2005","Urban Area","530","0.0481425449269087","0.0445828220982903","0.0517022677555271"
"Poor","2005","Rural Area","261","0.0406031184838166","0.03592919442541","0.0452770425422232"
"Very good","2006","Urban Area","1369","0.0926245023329243","0.0879271545864188","0.0973218500794299"
"Very good","2006","Rural Area","628","0.0882106356665997","0.0817547054431354","0.0946665658900639"
"Good","2006","Urban Area","5939","0.375559682908122","0.367713088680598","0.383406277135646"
"Good","2006","Rural Area","2925","0.372982968656887","0.361974288339848","0.383991648973926"
"Satisfactory","2006","Urban Area","4767","0.337948886999177","0.330284674897535","0.345613099100819"
"Satisfactory","2006","Rural Area","2533","0.340030299585692","0.329246497749293","0.350814101422092"
"Less good","2006","Urban Area","1974","0.145695806137471","0.139979361005804","0.151412251269137"
"Less good","2006","Rural Area","999","0.146569483203835","0.138518351087146","0.154620615320523"
"Poor","2006","Urban Area","583","0.0481711216223063","0.0447016042800377","0.0516406389645748"
"Poor","2006","Rural Area","328","0.0522066128869864","0.0471428811850842","0.0572703445888886"
"Very good","2007","Urban Area","1170","0.0835365504389202","0.0788871745265977","0.0881859263512427"
"Very good","2007","Rural Area","558","0.0795161694897074","0.0731634307787793","0.0858689082006356"
"Good","2007","Urban Area","5578","0.378147006663178","0.369998593981174","0.386295419345183"
"Good","2007","Rural Area","2741","0.380192134164532","0.368793435017225","0.391590833311839"
"Satisfactory","2007","Urban Area","4445","0.34072722785719","0.332763162639473","0.348691293074907"
"Satisfactory","2007","Rural Area","2422","0.345453133176892","0.334287325892255","0.356618940461528"
"Less good","2007","Urban Area","1881","0.152086025896492","0.146051830486471","0.158120221306513"
"Less good","2007","Rural Area","989","0.156745131501634","0.148208202990002","0.165282060013265"
"Poor","2007","Urban Area","531","0.0455031891442193","0.0420012630473563","0.0490051152410822"
"Poor","2007","Rural Area","257","0.0380934316672352","0.0335985663836938","0.0425882969507766"
"Very good","2008","Urban Area","1180","0.0905043790320791","0.0855412973473991","0.0954674607167592"
"Very good","2008","Rural Area","519","0.083805138653781","0.0771022813154773","0.0905079959920847"
"Good","2008","Urban Area","5166","0.376637857695233","0.368255841076144","0.385019874314321"
"Good","2008","Rural Area","2570","0.378630015861831","0.366896899416661","0.390363132307001"
"Satisfactory","2008","Urban Area","4138","0.335834504131337","0.3276645967646","0.344004411498074"
"Satisfactory","2008","Rural Area","2288","0.350282778006077","0.338742871033313","0.361822684978842"
"Less good","2008","Urban Area","1876","0.154013505294566","0.14776929619091","0.160257714398221"
"Less good","2008","Rural Area","923","0.145279146022531","0.136755124941769","0.153803167103293"
"Poor","2008","Urban Area","477","0.0430097538467854","0.0395001867109406","0.0465193209826302"
"Poor","2008","Rural Area","265","0.0420029214557799","0.0371505664473229","0.0468552764642369"
"Very good","2009","Urban Area","1017","0.0851408896724565","0.0801133544280429","0.09016842491687"
"Very good","2009","Rural Area","444","0.0757426308097499","0.0691804449988403","0.0823048166206595"
"Good","2009","Urban Area","4698","0.369305666883514","0.360611832283002","0.377999501484027"
"Good","2009","Rural Area","2374","0.375255738770007","0.363247019877499","0.387264457662515"
"Satisfactory","2009","Urban Area","3976","0.352038012561915","0.343434447092146","0.360641578031685"
"Satisfactory","2009","Rural Area","2299","0.365499218074","0.353555455088365","0.377442981059634"
"Less good","2009","Urban Area","1682","0.1510186120842","0.144568411129459","0.157468813038942"
"Less good","2009","Rural Area","893","0.143333074885198","0.134642248416617","0.152023901353779"
"Poor","2009","Urban Area","465","0.0424968187979138","0.0388630503758195","0.0461305872200081"
"Poor","2009","Rural Area","235","0.0401693374610454","0.0352993649046319","0.045039310017459"
"Very good","2010","Urban Area","1951","0.100059671802744","0.0953825643290991","0.104736779276388"
"Very good","2010","Rural Area","858","0.0832800883593283","0.0773127750195182","0.0892474016991383"
"Good","2010","Urban Area","6449","0.370596750095096","0.363069155022068","0.378124345168125"
"Good","2010","Rural Area","3389","0.370043636857362","0.359616342685721","0.380470931029003"
"Satisfactory","2010","Urban Area","4759","0.328584805173474","0.321263975940755","0.335905634406192"
"Satisfactory","2010","Rural Area","2670","0.353414355767338","0.343090425929729","0.363738285604947"
"Less good","2010","Urban Area","2104","0.154883600429313","0.149244602461672","0.160522598396955"
"Less good","2010","Rural Area","1029","0.14968786764829","0.141982871769298","0.157392863527283"
"Poor","2010","Urban Area","550","0.045875172499373","0.0426143105795202","0.0491360344192259"
"Poor","2010","Rural Area","290","0.0435740513676816","0.0391651582788427","0.0479829444565206"
"Very good","2011","Urban Area","2140","0.108824973246535","0.104325869906735","0.113324076586335"
"Very good","2011","Rural Area","955","0.0824664483908478","0.0770903960471341","0.0878425007345615"
"Good","2011","Urban Area","7518","0.381174744364764","0.374158151880335","0.388191336849194"
"Good","2011","Rural Area","4074","0.367282776907482","0.357861300262964","0.376704253552001"
"Satisfactory","2011","Urban Area","5560","0.311114357349796","0.304426087708227","0.317802626991365"
"Satisfactory","2011","Rural Area","3289","0.358860266105836","0.349485662790753","0.368234869420919"
"Less good","2011","Urban Area","2507","0.155181434841306","0.14995047017835","0.160412399504262"
"Less good","2011","Rural Area","1367","0.149517845985889","0.142548484606511","0.156487207365266"
"Poor","2011","Urban Area","680","0.0437044901975994","0.0407509746065735","0.0466580057886253"
"Poor","2011","Rural Area","372","0.0418726626099454","0.0379580321531676","0.0457872930667232"
"Very good","2012","Urban Area","1914","0.103913043650891","0.0994233139059387","0.108402773395843"
"Very good","2012","Rural Area","926","0.0909804746101708","0.0853363591889378","0.0966245900314039"
"Good","2012","Urban Area","7358","0.384944892378618","0.377785661229342","0.392104123527895"
"Good","2012","Rural Area","4096","0.375632800357583","0.366128131833585","0.385137468881581"
"Satisfactory","2012","Urban Area","5538","0.328741666979834","0.321830007860543","0.335653326099125"
"Satisfactory","2012","Rural Area","3283","0.345964007055484","0.336628208644952","0.355299805466015"
"Less good","2012","Urban Area","2331","0.144111089701708","0.138943744326758","0.149278435076658"
"Less good","2012","Rural Area","1310","0.146725483571777","0.139781121699614","0.15366984544394"
"Poor","2012","Urban Area","604","0.0382893072889492","0.0354659160273289","0.0411126985505696"
"Poor","2012","Rural Area","358","0.040697234404986","0.0368193444692322","0.0445751243407398"
"Very good","2013","Urban Area","2649","0.110543141552327","0.106240978617796","0.114845304486858"
"Very good","2013","Rural Area","1094","0.0915191771128132","0.085959240662528","0.0970791135630985"
"Good","2013","Urban Area","8188","0.370520432634644","0.363894371952915","0.377146493316372"
"Good","2013","Rural Area","4129","0.3711834922227","0.361867863180506","0.380499121264894"
"Satisfactory","2013","Urban Area","6091","0.323192581261589","0.316775733207923","0.329609429315255"
"Satisfactory","2013","Rural Area","3333","0.348213405318313","0.339027301540128","0.357399509096498"
"Less good","2013","Urban Area","2733","0.151268072811226","0.146352010085919","0.156184135536532"
"Less good","2013","Rural Area","1421","0.146779780520181","0.139956085963693","0.153603475076668"
"Poor","2013","Urban Area","746","0.0444757717402143","0.0416473699278201","0.0473041735526084"
"Poor","2013","Rural Area","355","0.0423041448259931","0.0384229883157049","0.0461853013362814"
"Very good","2014","Urban Area","1933","0.104693731522561","0.100206294758019","0.109181168287103"
"Very good","2014","Rural Area","845","0.0891854495808525","0.0833947831291848","0.0949761160325202"
"Good","2014","Urban Area","7215","0.372966743643239","0.365878599650119","0.38005488763636"
"Good","2014","Rural Area","3721","0.373592298055255","0.363763643563433","0.383420952547077"
"Satisfactory","2014","Urban Area","5547","0.325329834766635","0.31846294796109","0.33219672157218"
"Satisfactory","2014","Rural Area","3117","0.341610917334837","0.331975428596863","0.351246406072811"
"Less good","2014","Urban Area","2559","0.156887899398869","0.151557133943032","0.162218664854706"
"Less good","2014","Rural Area","1298","0.156247323111899","0.148870311933357","0.16362433429044"
"Poor","2014","Urban Area","627","0.0401217906686959","0.0372453831876576","0.0429981981497342"
"Poor","2014","Rural Area","325","0.0393640119171571","0.0354131152563953","0.0433149085779189"
"Very good","2015","Urban Area","2113","0.108069868692853","0.103501464375976","0.11263827300973"
"Very good","2015","Rural Area","913","0.0853461705917407","0.0796307637725192","0.0910615774109622"
"Good","2015","Urban Area","7157","0.373803167421654","0.366684089846808","0.380922244996499"
"Good","2015","Rural Area","3652","0.376296888784127","0.366386720724602","0.386207056843653"
"Satisfactory","2015","Urban Area","5417","0.324916105209321","0.318024644307413","0.331807566111229"
"Satisfactory","2015","Rural Area","3028","0.337947919981739","0.32827187861264","0.347623961350838"
"Less good","2015","Urban Area","2483","0.152277615120087","0.146990829957714","0.15756440028246"
"Less good","2015","Rural Area","1254","0.156284076815144","0.148855899894523","0.163712253735765"
"Poor","2015","Urban Area","572","0.0409332435560861","0.0380177686876482","0.043848718424524"
"Poor","2015","Rural Area","333","0.0441249438272491","0.0399237821275741","0.0483261055269241"
"Very good","2016","Urban Area","2991","0.102569594111361","0.0982604589580015","0.10687872926472"
"Very good","2016","Rural Area","1253","0.081733662558607","0.0763135303956459","0.0871537947215681"
"Good","2016","Urban Area","7262","0.379294371017688","0.372402907712438","0.386185834322937"
