"ple0008","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very good","1992","(0) in school","71","0.450531430994504","0.370100443961112","0.530962418027896"
"Very good","1992","(1a) inadequately completed","93","0.154248934673411","0.128029900462113","0.180467968884709"
"Very good","1992","(1b) general elementary school","270","0.0823651850984418","0.0710904376715518","0.0936399325253319"
"Very good","1992","(1c) basic vocational qualification","490","0.102817639824998","0.0937248702406743","0.111910409409322"
"Very good","1992","(2b) intermediate general qualification","164","0.237002094521469","0.201234812328178","0.272769376714761"
"Very good","1992","(2a) intermediate vocational","467","0.156071558969684","0.142037582800673","0.170105535138694"
"Very good","1992","(2c_gen) general maturity certificate","117","0.260037656063458","0.216049137044951","0.304026175081964"
"Very good","1992","(2c_voc) vocational maturity certificate","102","0.179407274755798","0.146460486464593","0.212354063047002"
"Very good","1992","(3a) lower tertiary education","144","0.170551067393077","0.145544144788246","0.195557989997908"
"Very good","1992","(3b) higher tertiary education","145","0.168854039926388","0.142664299439142","0.195043780413635"
"Good","1992","(0) in school","60","0.430959576783891","0.350906274632615","0.511012878935167"
"Good","1992","(1a) inadequately completed","242","0.323026637315463","0.289080584283088","0.356972690347837"
"Good","1992","(1b) general elementary school","726","0.256967267679133","0.239047064989427","0.27488747036884"
"Good","1992","(1c) basic vocational qualification","1651","0.362520318636844","0.348128311767276","0.376912325506413"
"Good","1992","(2b) intermediate general qualification","247","0.44392394136689","0.402134211990693","0.485713670743087"
"Good","1992","(2a) intermediate vocational","1287","0.467464987171235","0.448171325156158","0.486758649186313"
"Good","1992","(2c_gen) general maturity certificate","185","0.525671028874832","0.475596916858596","0.575745140891068"
"Good","1992","(2c_voc) vocational maturity certificate","230","0.440271725210487","0.397645365052828","0.482898085368145"
"Good","1992","(3a) lower tertiary education","429","0.45887992134659","0.425748920550038","0.492010922143142"
"Good","1992","(3b) higher tertiary education","397","0.476903968577598","0.441986480075365","0.511821457079831"
"Satisfactory","1992","(0) in school","12","","",""
"Satisfactory","1992","(1a) inadequately completed","207","0.262647781987108","0.230702355455309","0.294593208518907"
"Satisfactory","1992","(1b) general elementary school","782","0.393067223305088","0.373036171576431","0.413098275033745"
"Satisfactory","1992","(1c) basic vocational qualification","1413","0.335175893147178","0.32104362807395","0.349308158220406"
