"ple0008","year","migback","n","percent","lower_confidence","upper_confidence","value"
"Good","2014","direct migration background","2082","0.381606762499202","0.368313554340296","0.394899970658107","2"
"Good","2014","indirect migration background","812","0.435490829280111","0.412540815321717","0.458440843238505","2"
"Less good","2014","no migration background","3003","0.162390116275949","0.157312192286753","0.167468040265146","4"
"Less good","2014","direct migration background","712","0.150638325176361","0.14085011067413","0.160426539678592","4"
"Less good","2014","indirect migration background","142","0.0810652620478264","0.068431936828694","0.0936985872669588","4"
"Poor","2014","no migration background","711","0.0400623269877542","0.0373622564729617","0.0427623975025468","5"
"Poor","2014","direct migration background","205","0.0467356427114124","0.0409597356604943","0.0525115497623305","5"
"Poor","2014","indirect migration background","36","0.0171271688962344","0.0111216657112912","0.0231326720811777","5"
"Satisfactory","2014","no migration background","6750","0.34199258235986","0.33546113786366","0.348524026856061","3"
"Satisfactory","2014","direct migration background","1473","0.295614900734701","0.283127914032779","0.308101887436623","3"
"Satisfactory","2014","indirect migration background","441","0.243784119670502","0.223910199145681","0.263658040195322","3"
"Very good","2014","no migration background","1758","0.0877044016752765","0.0838097915605727","0.0915990117899804","1"
"Very good","2014","direct migration background","658","0.125404368878324","0.116341840204699","0.13446689755195","1"
"Very good","2014","indirect migration background","362","0.222532620105326","0.203279732516453","0.2417855076942","1"
"Good","2015","no migration background","7552","0.367764921113296","0.360961495543313","0.374568346683278","2"
"Good","2015","indirect migration background","765","0.457921093762254","0.434174415620125","0.481667771904382","2"
"Good","2015","direct migration background","2492","0.383579602707394","0.37120758385655","0.395951621558237","2"
"Less good","2015","no migration background","2844","0.159926592586973","0.154755025612951","0.165098159560994","4"
"Less good","2015","indirect migration background","168","0.0858467584522418","0.0724947149236159","0.0991988019808678","4"
"Less good","2015","direct migration background","725","0.14166763655306","0.132795312649568","0.150539960456551","4"
"Poor","2015","no migration background","681","0.0422221602001246","0.0393848565977241","0.045059463802525","5"
"Poor","2015","direct migration background","199","0.0486783560852438","0.0432030807869999","0.0541536313834877","5"
"Poor","2015","indirect migration background","25","","","","5"
"Satisfactory","2015","direct migration background","1444","0.27408053999059","0.262731538838661","0.28542954114252","3"
"Satisfactory","2015","no migration background","6585","0.344383141824312","0.337678907416438","0.351087376232187","3"
"Satisfactory","2015","indirect migration background","416","0.246216938241375","0.225683653128102","0.266750223354648","3"
"Very good","2015","no migration background","1635","0.0857031842752947","0.081753655563433","0.0896527129871563","1"
"Very good","2015","direct migration background","1074","0.151993864663712","0.142859321210576","0.161128408116848","1"
"Very good","2015","indirect migration background","317","0.193235927023886","0.174417058867448","0.212054795180324","1"
"Good","2016","no migration background","6986","0.375061942870093","0.367976888735552","0.382146997004633","2"
"Good","2016","indirect migration background","683","0.446832589729103","0.42225594828272","0.471409231175486","2"
"Good","2016","direct migration background","3450","0.385036846628342","0.375172588403561","0.394901104853123","2"
"Less good","2016","no migration background","2634","0.161072088686848","0.155692542333547","0.16645163504015","4"
"Less good","2016","indirect migration background","159","0.0832406579652067","0.0695848549180072","0.0968964610124062","4"
"Less good","2016","direct migration background","1150","0.155113169655418","0.147774584370552","0.162451754940284","4"
"Poor","2016","no migration background","658","0.0417229131683938","0.0387966993897601","0.0446491269470274","5"
"Poor","2016","direct migration background","371","0.0452927636294505","0.0410773688166348","0.0495081584422661","5"
"Poor","2016","indirect migration background","30","0.0147694671544888","0.00880635242710492","0.0207325818818728","5"
"Satisfactory","2016","direct migration background","1933","0.272482805642164","0.263457125859181","0.281508485425148","3"
"Satisfactory","2016","no migration background","6146","0.342053875154147","0.335111379587219","0.348996370721074","3"
"Satisfactory","2016","indirect migration background","413","0.259791238479989","0.23811363934533","0.281468837614647","3"
"Very good","2016","no migration background","1513","0.0800891801205186","0.0761169630418074","0.0840613971992299","1"
"Very good","2016","direct migration background","2444","0.142074414444625","0.134997051197101","0.149151777692149","1"
"Very good","2016","indirect migration background","287","0.195366046671212","0.175766521875582","0.214965571466843","1"
"Good","2017","direct migration background","3842","0.382497707245413","0.373070806698474","0.391924607792352","2"
"Good","2017","no migration background","7958","0.368813976335372","0.362178938115966","0.375449014554779","2"
"Good","2017","indirect migration background","735","0.450064697001892","0.42651225427468","0.473617139729104","2"
"Less good","2017","no migration background","2860","0.158225170511455","0.153206406088854","0.163243934934055","4"
"Less good","2017","indirect migration background","180","0.0989067922447168","0.0847735891844871","0.113039995304946","4"
"Less good","2017","direct migration background","1173","0.155275346855388","0.148250383573828","0.162300310136948","4"
"Poor","2017","no migration background","685","0.0391064961861464","0.0364407233479167","0.0417722690243762","5"
"Poor","2017","direct migration background","338","0.0378931534246824","0.0341895263803331","0.0415967804690316","5"
"Poor","2017","indirect migration background","26","","","","5"
"Satisfactory","2017","no migration background","6868","0.346617917572852","0.340073512516659","0.353162322629046","3"
"Satisfactory","2017","direct migration background","2159","0.289137694455134","0.280343818814562","0.297931570095706","3"
"Satisfactory","2017","indirect migration background","452","0.237514900558502","0.217368206428664","0.25766159468834","3"
"Very good","2017","no migration background","1942","0.087236439394174","0.083355926156253","0.091116952632095","1"
"Very good","2017","direct migration background","2698","0.135196098019383","0.128563615425802","0.141828580612963","1"
"Very good","2017","indirect migration background","321","0.200347789371045","0.181398822751957","0.219296755990133","1"
"Good","2018","direct migration background","3065","0.367890307337099","0.357789050503097","0.377991564171101","2"
"Good","2018","indirect migration background","725","0.428128056309551","0.404661984376861","0.451594128242242","2"
"Good","2018","no migration background","7746","0.374517306978488","0.36774508606256","0.381289527894415","2"
"Less good","2018","no migration background","2744","0.152215392638872","0.147188963413732","0.157241821864012","4"
"Less good","2018","indirect migration background","151","0.0879738666160538","0.0745405070504037","0.101407226181704","4"
"Less good","2018","direct migration background","972","0.146930590606708","0.139514614663961","0.154346566549454","4"
"Poor","2018","no migration background","645","0.0377796889239185","0.0351118846071428","0.0404474932406943","5"
"Poor","2018","direct migration background","305","0.0409996956139792","0.0368461431107612","0.0451532481171971","5"
"Poor","2018","indirect migration background","49","0.0241674914546606","0.0168845371399908","0.0314504457693303","5"
"Satisfactory","2018","no migration background","6583","0.346939705342292","0.340279445626378","0.353599965058207","3"
"Satisfactory","2018","direct migration background","2034","0.297640294655377","0.288062937733334","0.30721765157742","3"
"Satisfactory","2018","indirect migration background","420","0.238445016609452","0.218235826228969","0.258654206989935","3"
"Very good","2018","no migration background","1903","0.0885479061164292","0.0845728469836125","0.0925229652492458","1"
"Very good","2018","direct migration background","2379","0.146539111786838","0.139131322764564","0.153946900809112","1"
"Very good","2018","indirect migration background","363","0.221285569010282","0.201599009877248","0.240972128143317","1"
"Good","2019","no migration background","8247","0.388083254474975","0.381378489109787","0.394788019840164","2"
"Good","2019","direct migration background","2949","0.37100647676647","0.360221499253249","0.381791454279691","2"
"Good","2019","indirect migration background","741","0.450677208657711","0.427059785752301","0.47429463156312","2"
"Less good","2019","direct migration background","889","0.143880814202061","0.136045183309566","0.151716445094556","4"
"Less good","2019","no migration background","2707","0.154635137305203","0.149660617643236","0.159609656967171","4"
"Less good","2019","indirect migration background","159","0.0810184190688587","0.0680665875889167","0.0939702505488006","4"
"Poor","2019","no migration background","623","0.0358431461993614","0.0332854328417231","0.0384008595569998","5"
"Poor","2019","direct migration background","253","0.0370252135517135","0.0328095916161796","0.0412408354872474","5"
"Poor","2019","indirect migration background","40","0.0259336669080682","0.0183894853760285","0.0334778484401078","5"
"Satisfactory","2019","no migration background","6539","0.333344703122173","0.326858770845146","0.3398306353992","3"
"Satisfactory","2019","direct migration background","1750","0.305008969777448","0.294729959105545","0.315287980449351","3"
"Satisfactory","2019","indirect migration background","419","0.253495360095664","0.232846924076267","0.274143796115062","3"
"Very good","2019","no migration background","2177","0.0880937588982866","0.0841941358545881","0.0919933819419851","1"
"Very good","2019","direct migration background","1866","0.143078525702308","0.135261110969906","0.150895940434709","1"
"Very good","2019","indirect migration background","346","0.188875345269698","0.170296559107093","0.207454131432304","1"
