"ple0008","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Satisfactory","2002","Couple + C. GT 16 ","1219","0.319153408617711","0.304723803701722","0.3335830135337"
"Satisfactory","2002","Couple + C. LE and GT 16","521","0.267706499867194","0.248064747473216","0.287348252261171"
"Less good","2002","1-pers.-HH","462","0.163873291981185","0.150667069469055","0.177079514493315"
"Less good","2002","(Married) couple without C. ","1254","0.184149743535038","0.175363479884838","0.192936007185238"
"Less good","2002","Single parent ","146","0.127240824798337","0.107836721162489","0.146644928434185"
"Less good","2002","Couple + C. LE 16 ","338","0.07307710539068","0.0656788217915804","0.0804753889897795"
"Less good","2002","Couple + C. GT 16 ","424","0.115210058803205","0.105326909633254","0.125093207973155"
"Less good","2002","Couple + C. LE and GT 16","164","0.0845414784134142","0.0722001349417366","0.0968828218850917"
"Poor","2002","1-pers.-HH","180","0.0619947958981182","0.0533914236445325","0.070598168151704"
"Poor","2002","(Married) couple without C. ","339","0.0517528030440567","0.0467312140127561","0.0567743920753573"
"Poor","2002","Single parent ","45","0.0494972236069412","0.0368673137590298","0.0621271334548526"
"Poor","2002","Couple + C. LE 16 ","48","0.0121144464892565","0.00900470987168566","0.0152241831068274"
"Poor","2002","Couple + C. GT 16 ","89","0.0281589539864035","0.0230381760755554","0.0332797318972516"
"Poor","2002","Couple + C. LE and GT 16","27","","",""
"Very good","2003","1-pers.-HH","266","0.0756983346148607","0.0662219045288868","0.0851747647008346"
"Very good","2003","(Married) couple without C. ","494","0.0583823157125022","0.0530111257514164","0.063753505673588"
"Very good","2003","Single parent ","152","0.142552762472154","0.122095704109375","0.163009820834933"
"Very good","2003","Couple + C. LE 16 ","473","0.105867106858505","0.0967597075864378","0.114974506130572"
"Very good","2003","Couple + C. GT 16 ","523","0.135171012966153","0.124508576748153","0.145833449184153"
"Very good","2003","Couple + C. LE and GT 16","288","0.147859431519338","0.131649416586138","0.164069446452538"
"Good","2003","1-pers.-HH","1048","0.339868420364761","0.322899063079915","0.356837777649608"
"Good","2003","(Married) couple without C. ","2516","0.317291760329793","0.306629739668471","0.327953780991115"
"Good","2003","Single parent ","472","0.406255259376656","0.377517622779137","0.434992895974175"
"Good","2003","Couple + C. LE 16 ","2384","0.531374091425797","0.516602538539738","0.546145644311856"
"Good","2003","Couple + C. GT 16 ","1792","0.435408378408869","0.419946396934051","0.450870359883687"
"Good","2003","Couple + C. LE and GT 16","865","0.480135304580732","0.457319790376998","0.502950818784466"
"Satisfactory","2003","1-pers.-HH","984","0.338720030501063","0.321764637659813","0.355675423342314"
"Satisfactory","2003","(Married) couple without C. ","2715","0.388608651161832","0.377442373383899","0.399774928939766"
"Satisfactory","2003","Single parent ","326","0.29119969751362","0.264616386680217","0.317783008347024"
"Satisfactory","2003","Couple + C. LE 16 ","1180","0.281241523260563","0.267932566047904","0.294550480473222"
"Satisfactory","2003","Couple + C. GT 16 ","1149","0.293209150901488","0.279012569977947","0.307405731825029"
"Satisfactory","2003","Couple + C. LE and GT 16","489","0.25419321339871","0.234309457668375","0.274076969129045"
"Less good","2003","1-pers.-HH","487","0.171339574571003","0.157840255141303","0.184838894000704"
"Less good","2003","(Married) couple without C. ","1250","0.180020383912099","0.171218919841204","0.188821847982995"
"Less good","2003","Single parent ","132","0.126554991411265","0.107100983615436","0.146008999207095"
"Less good","2003","Couple + C. LE 16 ","297","0.0694163155346694","0.061892791468306","0.0769398396010329"
"Less good","2003","Couple + C. GT 16 ","405","0.11202972949843","0.102193800168048","0.121865658828811"
"Less good","2003","Couple + C. LE and GT 16","178","0.104271965203641","0.0903155095160398","0.118228420891243"
"Poor","2003","1-pers.-HH","208","0.0743736399483112","0.0649737643051791","0.0837735155914434"
"Poor","2003","(Married) couple without C. ","345","0.0556968888837731","0.0504432075197791","0.0609505702477671"
"Poor","2003","Single parent ","40","0.0334372892263041","0.0229181013545","0.0439564770981082"
"Poor","2003","Couple + C. LE 16 ","50","0.012100962920466","0.00886443718692185","0.0153374886540102"
"Poor","2003","Couple + C. GT 16 ","81","0.0241817282250602","0.0193912630862411","0.0289721933638792"
"Poor","2003","Couple + C. LE and GT 16","22","","",""
"Very good","2004","1-pers.-HH","252","0.0811366524863075","0.0712500223367246","0.0910232826358904"
"Very good","2004","(Married) couple without C. ","451","0.0576042628801972","0.0522506654092999","0.0629578603510945"
"Very good","2004","Single parent ","150","0.145845610544414","0.12495940021278","0.166731820876048"
"Very good","2004","Couple + C. LE 16 ","463","0.114490389108587","0.104703479907286","0.124277298309889"
"Very good","2004","Couple + C. GT 16 ","511","0.138908659042325","0.128084764137556","0.149732553947094"
"Very good","2004","Couple + C. LE and GT 16","312","0.179972850820237","0.162191057429172","0.197754644211302"
"Good","2004","1-pers.-HH","1017","0.321456505330038","0.304545702110815","0.338367308549261"
"Good","2004","(Married) couple without C. ","2473","0.310783429389442","0.300149138680761","0.321417720098123"
"Good","2004","Single parent ","498","0.436625952300696","0.407276637355626","0.465975267245766"
"Good","2004","Couple + C. LE 16 ","2144","0.504697719611386","0.489329794382465","0.520065644840307"
"Good","2004","Couple + C. GT 16 ","1766","0.40997009266696","0.39457765522466","0.425362530109259"
"Good","2004","Couple + C. LE and GT 16","868","0.452642934833157","0.429603533851768","0.475682335814545"
"Satisfactory","2004","1-pers.-HH","909","0.318913514797883","0.302038200345054","0.335788829250712"
"Satisfactory","2004","(Married) couple without C. ","2745","0.385602677029192","0.374418695958362","0.396786658100023"
"Satisfactory","2004","Single parent ","283","0.260560202323527","0.234585520927885","0.28653488371917"
"Satisfactory","2004","Couple + C. LE 16 ","1107","0.280432394160381","0.266624918206505","0.294239870114256"
"Satisfactory","2004","Couple + C. GT 16 ","1136","0.30766421217371","0.293220089178365","0.322108335169056"
"Satisfactory","2004","Couple + C. LE and GT 16","457","0.257419703271935","0.237182497400035","0.277656909143836"
"Less good","2004","1-pers.-HH","544","0.199940330719796","0.18545842642484","0.214422235014752"
"Less good","2004","(Married) couple without C. ","1220","0.182658912690328","0.173780734741983","0.191537090638673"
"Less good","2004","Single parent ","131","0.119570194810644","0.100370089366356","0.138770300254933"
"Less good","2004","Couple + C. LE 16 ","311","0.0863597229529609","0.0777258104631538","0.094993635442768"
"Less good","2004","Couple + C. GT 16 ","421","0.121384415676771","0.111163843406532","0.131604987947009"
"Less good","2004","Couple + C. LE and GT 16","134","0.0963747260616636","0.0827152604459757","0.110034191677351"
"Poor","2004","1-pers.-HH","208","0.078552996665976","0.0688113843858935","0.0882946089460585"
"Poor","2004","(Married) couple without C. ","387","0.0633507180108405","0.0577535799583256","0.0689478560633553"
"Poor","2004","Single parent ","35","0.037398040020718","0.026170294283843","0.0486257857575929"
"Poor","2004","Couple + C. LE 16 ","41","0.0140197741666854","0.0104059333776732","0.0176336149556975"
"Poor","2004","Couple + C. GT 16 ","88","0.0220726204402344","0.0174745613651153","0.0266706795153535"
"Poor","2004","Couple + C. LE and GT 16","22","","",""
"Very good","2005","1-pers.-HH","252","0.0870532024823655","0.0769058942375694","0.0972005107271615"
"Very good","2005","(Married) couple without C. ","390","0.049434240884495","0.0443730703245756","0.0544954114444143"
"Very good","2005","Single parent ","139","0.13416170495667","0.114066167241539","0.154257242671802"
"Very good","2005","Couple + C. LE 16 ","405","0.103648081342302","0.0938479894453359","0.113448173239268"
"Very good","2005","Couple + C. GT 16 ","446","0.112359815686898","0.102111684818174","0.122607946555622"
"Very good","2005","Couple + C. LE and GT 16","270","0.164499732535833","0.146876745366154","0.182122719705512"
"Good","2005","1-pers.-HH","993","0.313026869453612","0.296335328721714","0.329718410185511"
"Good","2005","(Married) couple without C. ","2329","0.312055272720404","0.301237484101105","0.322873061339703"
"Good","2005","Single parent ","475","0.404117070173248","0.375183566846304","0.433050573500191"
"Good","2005","Couple + C. LE 16 ","1911","0.497409663128272","0.481333795757345","0.513485530499199"
"Good","2005","Couple + C. GT 16 ","1611","0.43894303809388","0.422839242972211","0.455046833215549"
"Good","2005","Couple + C. LE and GT 16","802","0.417985918399947","0.394539786599282","0.441432050200611"
"Satisfactory","2005","1-pers.-HH","949","0.321156476831195","0.30434991320339","0.337963040459"
"Satisfactory","2005","(Married) couple without C. ","2742","0.395675071779131","0.384258109800489","0.407092033757773"
"Satisfactory","2005","Single parent ","331","0.30759776637155","0.28038718813265","0.33480834461045"
"Satisfactory","2005","Couple + C. LE 16 ","1040","0.290482185561737","0.27588558773846","0.305078783385015"
"Satisfactory","2005","Couple + C. GT 16 ","1098","0.301117376529436","0.286230941494003","0.316003811564868"
"Satisfactory","2005","Couple + C. LE and GT 16","477","0.307617948065136","0.285679678601877","0.329556217528394"
"Less good","2005","1-pers.-HH","584","0.208692935827475","0.194065704226353","0.223320167428597"
"Less good","2005","(Married) couple without C. ","1238","0.186140370958298","0.177052942687816","0.19522779922878"
"Less good","2005","Single parent ","124","0.117521807031351","0.0985338529209886","0.136509761141714"
"Less good","2005","Couple + C. LE 16 ","311","0.0922146981996474","0.082912150912657","0.101517245486638"
"Less good","2005","Couple + C. GT 16 ","388","0.117402000962696","0.106956244532427","0.127847757392964"
"Less good","2005","Couple + C. LE and GT 16","134","0.101864895883951","0.0874866224358828","0.11624316933202"
"Poor","2005","1-pers.-HH","187","0.0700705154053524","0.0608823584142514","0.0792586723964533"
"Poor","2005","(Married) couple without C. ","348","0.056695043657672","0.0512956553658587","0.0620944319494854"
"Poor","2005","Single parent ","36","0.0366016514671806","0.0255298002439315","0.0476735026904297"
"Poor","2005","Couple + C. LE 16 ","49","0.0162453717680413","0.012180765712324","0.0203099778237586"
"Poor","2005","Couple + C. GT 16 ","105","0.0301777687270909","0.0246262692048854","0.0357292682492964"
"Poor","2005","Couple + C. LE and GT 16","17","","",""
"Very good","2006","1-pers.-HH","305","0.0908697633239226","0.0811367249188747","0.10060280172897"
"Very good","2006","(Married) couple without C. ","437","0.0535633349141548","0.048593358062775","0.0585333117655347"
"Very good","2006","Single parent ","132","0.110684384124102","0.0927070083767049","0.128661759871499"
"Very good","2006","Couple + C. LE 16 ","435","0.114519157467418","0.104559456544857","0.124478858389978"
"Very good","2006","Couple + C. GT 16 ","430","0.12575620817712","0.115022918360664","0.136489497993576"
"Very good","2006","Couple + C. LE and GT 16","212","0.1561911051275","0.137794720010137","0.174587490244863"
"Good","2006","1-pers.-HH","1083","0.313832555544778","0.298118447365326","0.32954666372423"
"Good","2006","(Married) couple without C. ","2673","0.324331576367977","0.31399834362792","0.334664809108035"
"Good","2006","Single parent ","501","0.419636904569253","0.391359347225934","0.447914461912572"
"Good","2006","Couple + C. LE 16 ","2054","0.487473689646682","0.471840366212941","0.503107013080422"
"Good","2006","Couple + C. GT 16 ","1626","0.425337618041039","0.409333743345641","0.441341492736436"
"Good","2006","Couple + C. LE and GT 16","719","0.433075994227397","0.407967147053366","0.458184841401429"
"Satisfactory","2006","1-pers.-HH","1147","0.339881473566761","0.323841620171211","0.355921326962311"
"Satisfactory","2006","(Married) couple without C. ","3001","0.378948193101928","0.368239693660723","0.389656692543133"
"Satisfactory","2006","Single parent ","338","0.299318191355868","0.273077085240879","0.325559297470856"
"Satisfactory","2006","Couple + C. LE 16 ","1089","0.303327511340616","0.288949862515845","0.317705160165387"
"Satisfactory","2006","Couple + C. GT 16 ","1137","0.314898140918221","0.299862758382641","0.329933523453802"
"Satisfactory","2006","Couple + C. LE and GT 16","420","0.302660149891571","0.279380193754822","0.32594010602832"
"Less good","2006","1-pers.-HH","578","0.178290351134706","0.165329044027223","0.191251658242188"
"Less good","2006","(Married) couple without C. ","1358","0.182539036753018","0.174012234882798","0.191065838623238"
"Less good","2006","Single parent ","149","0.132319162105945","0.112903753520669","0.151734570691222"
"Less good","2006","Couple + C. LE 16 ","302","0.0777828556173318","0.0694060935911879","0.0861596176434758"
"Less good","2006","Couple + C. GT 16 ","382","0.110011531649898","0.099882611298572","0.120140452001224"
"Less good","2006","Couple + C. LE and GT 16","116","0.0870815194441913","0.0727938533288739","0.101369185559509"
"Poor","2006","1-pers.-HH","237","0.0771258564298332","0.0680915061189706","0.0861602067406957"
"Poor","2006","(Married) couple without C. ","415","0.0606178588629222","0.0553504597164934","0.065885258009351"
"Poor","2006","Single parent ","50","0.0380413578448329","0.027080075475627","0.0490026402140387"
"Poor","2006","Couple + C. LE 16 ","47","0.0168967859279528","0.0128657260498546","0.0209278458060509"
"Poor","2006","Couple + C. GT 16 ","91","0.0239965012137221","0.0190425524543348","0.0289504499731094"
"Poor","2006","Couple + C. LE and GT 16","29","","",""
"Very good","2007","1-pers.-HH","237","0.0711340589453043","0.0621929468264551","0.0800751710641535"
"Very good","2007","(Married) couple without C. ","382","0.0498886841466405","0.0449181550892617","0.0548592132040192"
"Very good","2007","Single parent ","139","0.118888941294644","0.0997362048238128","0.138041677765476"
"Very good","2007","Couple + C. LE 16 ","397","0.12074792290384","0.110081960540094","0.131413885267585"
"Very good","2007","Couple + C. GT 16 ","383","0.109149364640077","0.0988656315399281","0.119433097740227"
"Very good","2007","Couple + C. LE and GT 16","144","0.11020944091095","0.0934364273208289","0.126982454501071"
"Good","2007","1-pers.-HH","1081","0.326128842060302","0.309822398005082","0.342435286115522"
"Good","2007","(Married) couple without C. ","2458","0.319617412289699","0.308970929462167","0.330263895117231"
"Good","2007","Single parent ","458","0.405807072790651","0.376748898638168","0.434865246943134"
"Good","2007","Couple + C. LE 16 ","1892","0.503761052484123","0.487394348472283","0.520127756495964"
"Good","2007","Couple + C. GT 16 ","1571","0.427008479258549","0.410695619945962","0.443321338571135"
"Good","2007","Couple + C. LE and GT 16","697","0.473029178578873","0.446287106666802","0.499771250490944"
"Satisfactory","2007","1-pers.-HH","1076","0.348556776433363","0.331981862695648","0.365131690171078"
"Satisfactory","2007","(Married) couple without C. ","2824","0.384696482692998","0.373588935843085","0.395804029542912"
"Satisfactory","2007","Single parent ","320","0.29998124422417","0.272863930444323","0.327098558004016"
"Satisfactory","2007","Couple + C. LE 16 ","993","0.281261204722065","0.266543368325091","0.295979041119038"
"Satisfactory","2007","Couple + C. GT 16 ","1115","0.323913352961809","0.308480246620863","0.339346459302755"
"Satisfactory","2007","Couple + C. LE and GT 16","382","0.318252129019912","0.293303001860126","0.343201256179698"
"Less good","2007","1-pers.-HH","589","0.189977176208961","0.176332112482919","0.203622239935003"
"Less good","2007","(Married) couple without C. ","1320","0.189844674351759","0.180891074073528","0.19879827462999"
"Less good","2007","Single parent ","144","0.145962652200937","0.125069494522106","0.166855809879768"
"Less good","2007","Couple + C. LE 16 ","266","0.0827362682273533","0.0737185100238636","0.091754026430843"
"Less good","2007","Couple + C. GT 16 ","378","0.115188727522021","0.104660189802691","0.125717265241352"
"Less good","2007","Couple + C. LE and GT 16","101","0.0811205203221155","0.066496982831913","0.095744057812318"
"Poor","2007","1-pers.-HH","192","0.0642031463520699","0.0556771494129883","0.0727291432911515"
"Poor","2007","(Married) couple without C. ","386","0.055952746518903","0.050705615381631","0.061199877656175"
"Poor","2007","Single parent ","36","0.0293600894895978","0.019370387400036","0.0393497915791596"
"Poor","2007","Couple + C. LE 16 ","37","0.0114935516626191","0.00800439563576975","0.0149827076894684"
"Poor","2007","Couple + C. GT 16 ","85","0.0247400756175436","0.0196173812669224","0.0298627699681647"
"Poor","2007","Couple + C. LE and GT 16","15","","",""
"Very good","2008","1-pers.-HH","213","0.0686825868934367","0.0597039006950584","0.0776612730918151"
"Very good","2008","(Married) couple without C. ","386","0.0557201790158587","0.050375633439446","0.0610647245922714"
"Very good","2008","Single parent ","150","0.142550444823314","0.121776344650801","0.163324544995826"
"Very good","2008","Couple + C. LE 16 ","368","0.121603523018276","0.110304431505872","0.132902614530679"
"Very good","2008","Couple + C. GT 16 ","378","0.119388340529027","0.108436182381938","0.130340498676115"
"Very good","2008","Couple + C. LE and GT 16","163","0.140246643592857","0.120721549733955","0.15977173745176"
"Good","2008","1-pers.-HH","981","0.313052749048933","0.296589669921495","0.32951582817637"
"Good","2008","(Married) couple without C. ","2415","0.326313803613376","0.315389324815866","0.337238282410886"
"Good","2008","Single parent ","453","0.409478860320644","0.380259741742503","0.438697978898786"
"Good","2008","Couple + C. LE 16 ","1680","0.504689569696097","0.487404304132914","0.521974835259281"
"Good","2008","Couple + C. GT 16 ","1474","0.42257919831954","0.405894175577631","0.439264221061448"
"Good","2008","Couple + C. LE and GT 16","589","0.487483219004125","0.459377556165628","0.515588881842623"
"Satisfactory","2008","1-pers.-HH","1080","0.363864904320319","0.346785002407968","0.380944806232671"
"Satisfactory","2008","(Married) couple without C. ","2641","0.379439449892628","0.368133228076205","0.390745671709051"
"Satisfactory","2008","Single parent ","296","0.279725865818555","0.253054278289202","0.306397453347909"
"Satisfactory","2008","Couple + C. LE 16 ","870","0.27509183832709","0.259653324101366","0.290530352552814"
"Satisfactory","2008","Couple + C. GT 16 ","1068","0.326361153879759","0.310523555543906","0.342198752215612"
"Satisfactory","2008","Couple + C. LE and GT 16","351","0.277483060658868","0.252306163443275","0.302659957874462"
"Less good","2008","1-pers.-HH","589","0.187484254870101","0.173628222060945","0.201340287679256"
"Less good","2008","(Married) couple without C. ","1289","0.188829044714124","0.179710096006208","0.19794799342204"
"Less good","2008","Single parent ","150","0.12932057248407","0.109381883725721","0.14925926124242"
"Less good","2008","Couple + C. LE 16 ","251","0.0825381378206762","0.0730245025402201","0.0920517731011323"
"Less good","2008","Couple + C. GT 16 ","361","0.107650817027393","0.0971818793805748","0.118119754674212"
"Less good","2008","Couple + C. LE and GT 16","98","0.0818815730690885","0.0664644835984967","0.0972986625396803"
"Poor","2008","1-pers.-HH","185","0.0669155048672104","0.0580446703918385","0.0757863393425824"
"Poor","2008","(Married) couple without C. ","345","0.0496975227640127","0.0446340033406345","0.0547610421873908"
"Poor","2008","Single parent ","39","0.0389242565534164","0.0274315421466065","0.0504169709602263"
"Poor","2008","Couple + C. LE 16 ","45","0.0160769311378611","0.0117287532603496","0.0204251090153727"
"Poor","2008","Couple + C. GT 16 ","86","0.0240204902442816","0.018848736753853","0.0291922437347101"
"Poor","2008","Couple + C. LE and GT 16","14","","",""
"Very good","2009","1-pers.-HH","178","0.0622894539215399","0.0535024271820004","0.0710764806610794"
"Very good","2009","(Married) couple without C. ","355","0.0555339798830805","0.0500341286504362","0.0610338311157247"
"Very good","2009","Single parent ","120","0.131385058735263","0.110352219548833","0.152417897921692"
"Very good","2009","Couple + C. LE 16 ","282","0.110974349939867","0.0994547488562889","0.122493951023446"
"Very good","2009","Couple + C. GT 16 ","337","0.107276724478975","0.0964834502995484","0.118069998658402"
"Very good","2009","Couple + C. LE and GT 16","154","0.136447384875362","0.116853606179025","0.156041163571698"
"Good","2009","1-pers.-HH","937","0.316027291761171","0.299123584335595","0.332930999186747"
"Good","2009","(Married) couple without C. ","2152","0.316976897659789","0.305802866550386","0.328150928769192"
"Good","2009","Single parent ","408","0.386043471554742","0.355732616982508","0.416354326126976"
"Good","2009","Couple + C. LE 16 ","1463","0.4801742019802","0.461851171013226","0.498497232947173"
"Good","2009","Couple + C. GT 16 ","1405","0.441731059414682","0.424411265112145","0.459050853717219"
"Good","2009","Couple + C. LE and GT 16","591","0.475230280911287","0.446724849075708","0.503735712746866"
"Satisfactory","2009","1-pers.-HH","1071","0.380316342058991","0.362665810000599","0.397966874117383"
"Satisfactory","2009","(Married) couple without C. ","2616","0.391531985936252","0.379810548484611","0.403253423387893"
"Satisfactory","2009","Single parent ","304","0.309235737493423","0.280460359759765","0.338011115227081"
"Satisfactory","2009","Couple + C. LE 16 ","842","0.306059697072465","0.289157890892152","0.322961503252778"
"Satisfactory","2009","Couple + C. GT 16 ","993","0.320027353071092","0.303757587348093","0.336297118794092"
"Satisfactory","2009","Couple + C. LE and GT 16","337","0.3115445700456","0.285108968552069","0.337980171539132"
"Less good","2009","1-pers.-HH","556","0.186940480391013","0.1727658046507","0.201115156131326"
"Less good","2009","(Married) couple without C. ","1182","0.181667239761472","0.172407865217097","0.190926614305848"
"Less good","2009","Single parent ","126","0.132100122709802","0.111018808186329","0.153181437233274"
"Less good","2009","Couple + C. LE 16 ","229","0.0864255590382848","0.0761202253563162","0.0967308927202534"
"Less good","2009","Couple + C. GT 16 ","352","0.106149952073258","0.0954067371701676","0.116893166976348"
"Less good","2009","Couple + C. LE and GT 16","86","0.0635978037385726","0.04966804933666","0.0775275581404852"
"Poor","2009","1-pers.-HH","164","0.0544264318672854","0.0461783515822196","0.0626745121523512"
"Poor","2009","(Married) couple without C. ","356","0.0542898967594064","0.0488484185239135","0.0597313749948993"
"Poor","2009","Single parent ","33","0.041235609506771","0.0288561004846314","0.0536151185289106"
"Poor","2009","Couple + C. LE 16 ","40","0.0163661919691835","0.0117129082444075","0.0210194756939595"
"Poor","2009","Couple + C. GT 16 ","71","0.0248149109619924","0.0193893841394498","0.0302404377845349"
"Poor","2009","Couple + C. LE and GT 16","11","","",""
"Very good","2010","1-pers.-HH","181","0.074838632403442","0.0650094668190076","0.0846677979878763"
"Very good","2010","(Married) couple without C. ","358","0.0620533648467749","0.0561116052003357","0.0679951244932141"
"Very good","2010","Single parent ","330","0.148618748532784","0.134011444379984","0.163226052685585"
"Very good","2010","Couple + C. LE 16 ","1380","0.141177717289028","0.133441347728113","0.148914086849943"
"Very good","2010","Couple + C. GT 16 ","302","0.119160293605033","0.107340384095648","0.130980203114417"
"Very good","2010","Couple + C. LE and GT 16","214","0.132856445261526","0.116333274243982","0.149379616279071"
"Good","2010","1-pers.-HH","892","0.316358936179733","0.298986964639062","0.333730907720404"
"Good","2010","(Married) couple without C. ","2076","0.314388033310539","0.302953576325695","0.325822490295383"
"Good","2010","Single parent ","962","0.431783463264341","0.411442984625087","0.452123941903595"
"Good","2010","Couple + C. LE 16 ","3749","0.495316475582059","0.484208026506337","0.50642492465778"
"Good","2010","Couple + C. GT 16 ","1240","0.408156479157507","0.390224974889543","0.42608798342547"
"Good","2010","Couple + C. LE and GT 16","784","0.496876313430113","0.472536451373812","0.521216175486413"
"Satisfactory","2010","1-pers.-HH","961","0.347232121028492","0.329447921600854","0.36501632045613"
"Satisfactory","2010","(Married) couple without C. ","2435","0.381204636786001","0.369242852681643","0.39316642089036"
"Satisfactory","2010","Single parent ","604","0.257835822442425","0.239872244064134","0.275799400820716"
"Satisfactory","2010","Couple + C. LE 16 ","1908","0.256197373076472","0.246498558245314","0.265896187907629"
"Satisfactory","2010","Couple + C. GT 16 ","965","0.351501612097604","0.334082819880669","0.368920404314539"
"Satisfactory","2010","Couple + C. LE and GT 16","426","0.250259892984116","0.229173243314987","0.271346542653246"
"Less good","2010","1-pers.-HH","537","0.194072035004302","0.179298834980127","0.208845235028478"
"Less good","2010","(Married) couple without C. ","1140","0.19015387086828","0.180488974812314","0.199818766924247"
"Less good","2010","Single parent ","294","0.124331878935127","0.110782098766688","0.137881659103565"
"Less good","2010","Couple + C. LE 16 ","634","0.0928349732960448","0.0863873235762145","0.0992826230158752"
"Less good","2010","Couple + C. GT 16 ","302","0.0915305056651995","0.0810099656444559","0.102051045685943"
"Less good","2010","Couple + C. LE and GT 16","167","0.0959376627116994","0.081600925030494","0.110274400392905"
"Poor","2010","1-pers.-HH","182","0.067498275384031","0.0581266235572021","0.0768699272108599"
"Poor","2010","(Married) couple without C. ","324","0.0522000941884045","0.0467219012857294","0.0576782870910795"
"Poor","2010","Single parent ","88","0.0374300868253237","0.0296354158109336","0.0452247578397137"
"Poor","2010","Couple + C. LE 16 ","111","0.0144734607563968","0.0118199378947394","0.0171269836180543"
"Poor","2010","Couple + C. GT 16 ","77","0.0296511094746569","0.0234626242468437","0.0358395947024701"
"Poor","2010","Couple + C. LE and GT 16","30","0.0240696856125453","0.0166086142031128","0.0315307570219777"
"Very good","2011","1-pers.-HH","322","0.0932500989714571","0.0837474151100225","0.102752782832892"
"Very good","2011","(Married) couple without C. ","509","0.0659114804998975","0.0605198866198763","0.0713030743799187"
"Very good","2011","Single parent ","373","0.141222440153011","0.128452608547409","0.153992271758613"
"Very good","2011","Couple + C. LE 16 ","1135","0.134201818464565","0.126736997983852","0.141666638945278"
"Very good","2011","Couple + C. GT 16 ","364","0.117862419186725","0.10684601180655","0.1288788265669"
"Very good","2011","Couple + C. LE and GT 16","341","0.184639666448881","0.16794103005296","0.201338302844803"
"Good","2011","1-pers.-HH","1168","0.326223807350041","0.310902580994917","0.341545033705166"
"Good","2011","(Married) couple without C. ","2749","0.333130943418579","0.322889282537312","0.343372604299845"
"Good","2011","Single parent ","1138","0.39793658639065","0.379988381269723","0.415884791511576"
"Good","2011","Couple + C. LE 16 ","4043","0.510024096755216","0.499076607143215","0.520971586367217"
"Good","2011","Couple + C. GT 16 ","1383","0.401129980826333","0.384384678334094","0.417875283318573"
"Good","2011","Couple + C. LE and GT 16","934","0.453490464264389","0.432065176348191","0.474915752180587"
"Satisfactory","2011","1-pers.-HH","1218","0.328876751537507","0.313523668426064","0.344229834648949"
"Satisfactory","2011","(Married) couple without C. ","3065","0.372905957299633","0.362398234209633","0.383413680389632"
"Satisfactory","2011","Single parent ","803","0.277182415166922","0.260769332272103","0.293595498061741"
"Satisfactory","2011","Couple + C. LE 16 ","2005","0.250710345648199","0.241218671313052","0.260202019983347"
"Satisfactory","2011","Couple + C. GT 16 ","1059","0.333514800230815","0.317406973092046","0.349622627369585"
"Satisfactory","2011","Couple + C. LE and GT 16","546","0.242755895966035","0.224303763715923","0.261208028216146"
"Less good","2011","1-pers.-HH","661","0.186344876601154","0.173619906160453","0.199069847041855"
"Less good","2011","(Married) couple without C. ","1403","0.180440773320039","0.172084740580594","0.188796806059484"
"Less good","2011","Single parent ","432","0.142621975322357","0.129799485341309","0.155444465303405"
"Less good","2011","Couple + C. LE 16 ","698","0.0865879964590771","0.0804292257500131","0.0927467671681411"
"Less good","2011","Couple + C. GT 16 ","382","0.119916002158924","0.108816978356676","0.131015025961173"
"Less good","2011","Couple + C. LE and GT 16","221","0.105464915805628","0.0922459825613721","0.118683849049883"
"Poor","2011","1-pers.-HH","228","0.0653044655398411","0.0572305463976368","0.0733783846820453"
"Poor","2011","(Married) couple without C. ","410","0.0476108454618522","0.0429838104208421","0.0522378805028622"
"Poor","2011","Single parent ","111","0.0410365829670606","0.033762477624815","0.0483106883093062"
"Poor","2011","Couple + C. LE 16 ","129","0.0184757426729423","0.0155266847411279","0.0214248006047568"
"Poor","2011","Couple + C. GT 16 ","103","0.0275767975972021","0.0219820084723419","0.0331715867220624"
"Poor","2011","Couple + C. LE and GT 16","32","0.0136490575150674","0.00865549169297431","0.0186426233371606"
"Very good","2012","1-pers.-HH","327","0.0934017678178185","0.0840980895153834","0.102705446120254"
"Very good","2012","(Married) couple without C. ","491","0.0705128147799349","0.0649706893251131","0.0760549402347566"
"Very good","2012","Single parent ","344","0.148599124230115","0.135386513293256","0.161811735166974"
"Very good","2012","Couple + C. LE 16 ","959","0.124412411594024","0.116855111850955","0.131969711337092"
"Very good","2012","Couple + C. GT 16 ","343","0.120672006293234","0.109216188917641","0.132127823668826"
"Very good","2012","Couple + C. LE and GT 16","327","0.168869445165785","0.152624282281232","0.185114608050338"
"Good","2012","1-pers.-HH","1238","0.321814984379423","0.306878550212928","0.336751418545918"
"Good","2012","(Married) couple without C. ","2926","0.351463062604839","0.341127649828197","0.36179847538148"
"Good","2012","Single parent ","1103","0.361293317712582","0.343449237366303","0.379137398058862"
"Good","2012","Couple + C. LE 16 ","3711","0.51534043492234","0.503897155591863","0.526783714252817"
"Good","2012","Couple + C. GT 16 ","1378","0.424667082291152","0.407283820288863","0.442050344293441"
"Good","2012","Couple + C. LE and GT 16","927","0.440823912898477","0.419295065684483","0.462352760112471"
"Satisfactory","2012","1-pers.-HH","1315","0.35107520033626","0.335814763517201","0.366335637155318"
