"ple0008","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Very good","1992","Schleswig-Holstein","lower secondary degree","25","","",""
"Very good","1992","Schleswig-Holstein","secondary school degree","7","","",""
"Very good","1992","Schleswig-Holstein","college entrance qualification","4","","",""
"Very good","1992","Schleswig-Holstein","Other degree","3","","",""
"Very good","1992","Schleswig-Holstein","no degree/no degree yet","7","","",""
"Very good","1992","Hamburg","lower secondary degree","8","","",""
"Very good","1992","Hamburg","secondary school degree","6","","",""
"Very good","1992","Hamburg","college entrance qualification","6","","",""
"Very good","1992","Hamburg","Other degree","","","",""
"Very good","1992","Hamburg","no degree/no degree yet","1","","",""
"Very good","1992","Lower Saxony","lower secondary degree","52","0.0817592459700546","0.0571705429133337","0.106347949026776"
"Very good","1992","Lower Saxony","secondary school degree","47","0.163696753001818","0.115775046621884","0.211618459381751"
"Very good","1992","Lower Saxony","college entrance qualification","34","0.248210615350132","0.177160925081129","0.319260305619135"
"Very good","1992","Lower Saxony","Other degree","7","","",""
"Very good","1992","Lower Saxony","no degree/no degree yet","9","","",""
"Very good","1992","Bremen","lower secondary degree","4","","",""
"Very good","1992","Bremen","secondary school degree","4","","",""
"Very good","1992","Bremen","college entrance qualification","2","","",""
"Very good","1992","Bremen","Other degree","2","","",""
"Very good","1992","Bremen","no degree/no degree yet","","","",""
"Very good","1992","North Rhine-Westphalia","lower secondary degree","170","0.114560158155324","0.0959077284527373","0.133212587857911"
"Very good","1992","North Rhine-Westphalia","secondary school degree","94","0.158385866542","0.125378271337432","0.191393461746567"
"Very good","1992","North Rhine-Westphalia","college entrance qualification","77","0.174555610573674","0.137356812164792","0.211754408982556"
"Very good","1992","North Rhine-Westphalia","Other degree","34","0.11847672648111","0.0777599092561703","0.159193543706049"
"Very good","1992","North Rhine-Westphalia","no degree/no degree yet","45","0.229050448251883","0.175550609734343","0.282550286769422"
"Very good","1992","Hesse","lower secondary degree","44","0.0685785395028059","0.0438108593087661","0.0933462196968458"
"Very good","1992","Hesse","secondary school degree","31","0.146682470072051","0.0928631151365975","0.200501825007505"
"Very good","1992","Hesse","college entrance qualification","37","0.215648227885204","0.147522295204898","0.283774160565511"
"Very good","1992","Hesse","Other degree","15","","",""
"Very good","1992","Hesse","no degree/no degree yet","18","","",""
"Very good","1992","Rhineland-Palatinate,Saarland","lower secondary degree","44","0.0843147257757637","0.057118994847237","0.11151045670429"
"Very good","1992","Rhineland-Palatinate,Saarland","secondary school degree","14","","",""
"Very good","1992","Rhineland-Palatinate,Saarland","college entrance qualification","21","","",""
"Very good","1992","Rhineland-Palatinate,Saarland","Other degree","4","","",""
"Very good","1992","Rhineland-Palatinate,Saarland","no degree/no degree yet","7","","",""
"Very good","1992","Baden-Württemberg","lower secondary degree","94","0.0789506138137504","0.0601226135191075","0.0977786141083934"
"Very good","1992","Baden-Württemberg","secondary school degree","64","0.174927697729129","0.129862418983113","0.219992976475144"
"Very good","1992","Baden-Württemberg","college entrance qualification","41","0.180689381961619","0.124790515028703","0.236588248894535"
"Very good","1992","Baden-Württemberg","Other degree","32","0.134722208854433","0.0938452978178496","0.175599119891017"
"Very good","1992","Baden-Württemberg","no degree/no degree yet","28","","",""
"Very good","1992","Bavaria","lower secondary degree","122","0.117541583645726","0.0951398962072991","0.139943271084153"
"Very good","1992","Bavaria","secondary school degree","61","0.147113983770585","0.109295369155915","0.184932598385256"
"Very good","1992","Bavaria","college entrance qualification","48","0.209734373498285","0.155566775619357","0.263901971377214"
"Very good","1992","Bavaria","Other degree","14","","",""
"Very good","1992","Bavaria","no degree/no degree yet","12","","",""
"Very good","1992","Berlin","lower secondary degree","13","","",""
"Very good","1992","Berlin","secondary school degree","31","0.115349159731681","0.0720411612628757","0.158657158200486"
"Very good","1992","Berlin","college entrance qualification","30","0.212041576108517","0.13950946152848","0.284573690688555"
"Very good","1992","Berlin","Other degree","5","","",""
"Very good","1992","Berlin","no degree/no degree yet","8","","",""
"Very good","1992","Brandenburg","lower secondary degree","24","","",""
"Very good","1992","Brandenburg","secondary school degree","57","0.169341609953935","0.12785801958418","0.210825200323691"
"Very good","1992","Brandenburg","college entrance qualification","24","","",""
"Very good","1992","Brandenburg","Other degree","2","","",""
"Very good","1992","Brandenburg","no degree/no degree yet","5","","",""
"Very good","1992","Mecklenburg-Western Pomerania","lower secondary degree","11","","",""
"Very good","1992","Mecklenburg-Western Pomerania","secondary school degree","38","0.181391090458026","0.128641709192592","0.23414047172346"
"Very good","1992","Mecklenburg-Western Pomerania","college entrance qualification","9","","",""
"Very good","1992","Mecklenburg-Western Pomerania","Other degree","3","","",""
"Very good","1992","Mecklenburg-Western Pomerania","no degree/no degree yet","2","","",""
"Very good","1992","Saxony","lower secondary degree","30","0.0632772615207449","0.0411249795941949","0.0854295434472948"
"Very good","1992","Saxony","secondary school degree","99","0.187383681538326","0.153844298262341","0.22092306481431"
"Very good","1992","Saxony","college entrance qualification","23","","",""
"Very good","1992","Saxony","Other degree","1","","",""
"Very good","1992","Saxony","no degree/no degree yet","10","","",""
"Very good","1992","Saxony-Anhalt","lower secondary degree","23","","",""
"Very good","1992","Saxony-Anhalt","secondary school degree","87","0.262093979467528","0.216152412007064","0.308035546927992"
"Very good","1992","Saxony-Anhalt","college entrance qualification","12","","",""
"Very good","1992","Saxony-Anhalt","Other degree","","","",""
"Very good","1992","Saxony-Anhalt","no degree/no degree yet","4","","",""
"Very good","1992","Thuringia","lower secondary degree","20","","",""
"Very good","1992","Thuringia","secondary school degree","63","0.203782547206376","0.159921911130918","0.247643183281834"
"Very good","1992","Thuringia","college entrance qualification","14","","",""
"Very good","1992","Thuringia","Other degree","1","","",""
"Very good","1992","Thuringia","no degree/no degree yet","4","","",""
"Good","1992","Schleswig-Holstein","lower secondary degree","51","0.345131209051222","0.267482165920879","0.422780252181565"
"Good","1992","Schleswig-Holstein","secondary school degree","28","","",""
"Good","1992","Schleswig-Holstein","college entrance qualification","15","","",""
"Good","1992","Schleswig-Holstein","Other degree","4","","",""
"Good","1992","Schleswig-Holstein","no degree/no degree yet","5","","",""
"Good","1992","Hamburg","lower secondary degree","19","","",""
"Good","1992","Hamburg","secondary school degree","18","","",""
"Good","1992","Hamburg","college entrance qualification","8","","",""
"Good","1992","Hamburg","Other degree","9","","",""
"Good","1992","Hamburg","no degree/no degree yet","3","","",""
"Good","1992","Lower Saxony","lower secondary degree","158","0.303866987882965","0.262592967277254","0.345141008488677"
"Good","1992","Lower Saxony","secondary school degree","104","0.433772641026645","0.369584196281686","0.497961085771605"
"Good","1992","Lower Saxony","college entrance qualification","63","0.417220252938193","0.336116895113014","0.498323610763371"
"Good","1992","Lower Saxony","Other degree","18","","",""
"Good","1992","Lower Saxony","no degree/no degree yet","13","","",""
"Good","1992","Bremen","lower secondary degree","16","","",""
"Good","1992","Bremen","secondary school degree","9","","",""
"Good","1992","Bremen","college entrance qualification","5","","",""
"Good","1992","Bremen","Other degree","2","","",""
"Good","1992","Bremen","no degree/no degree yet","2","","",""
"Good","1992","North Rhine-Westphalia","lower secondary degree","392","0.329353790848251","0.301829435887479","0.356878145809023"
"Good","1992","North Rhine-Westphalia","secondary school degree","216","0.451982209468755","0.406987944537713","0.496976474399797"
"Good","1992","North Rhine-Westphalia","college entrance qualification","210","0.517927652435725","0.468960059643767","0.566895245227682"
"Good","1992","North Rhine-Westphalia","Other degree","93","0.360392230982651","0.299902036153098","0.420882425812205"
"Good","1992","North Rhine-Westphalia","no degree/no degree yet","82","0.379833458702033","0.318042534210369","0.441624383193697"
"Good","1992","Hesse","lower secondary degree","157","0.368324232809451","0.321054804476613","0.415593661142288"
"Good","1992","Hesse","secondary school degree","84","0.47605507098892","0.400080988225739","0.552029153752101"
"Good","1992","Hesse","college entrance qualification","61","0.419653044273177","0.337905800732451","0.501400287813903"
"Good","1992","Hesse","Other degree","57","0.391234311604088","0.304988286906359","0.477480336301817"
"Good","1992","Hesse","no degree/no degree yet","34","0.320613815008391","0.229593805660586","0.411633824356197"
"Good","1992","Rhineland-Palatinate,Saarland","lower secondary degree","138","0.314722169587902","0.269268085191845","0.360176253983958"
"Good","1992","Rhineland-Palatinate,Saarland","secondary school degree","39","0.361912244657517","0.26676923243898","0.457055256876055"
"Good","1992","Rhineland-Palatinate,Saarland","college entrance qualification","38","0.588357214721879","0.474682823111609","0.70203160633215"
"Good","1992","Rhineland-Palatinate,Saarland","Other degree","19","","",""
"Good","1992","Rhineland-Palatinate,Saarland","no degree/no degree yet","12","","",""
"Good","1992","Baden-Württemberg","lower secondary degree","318","0.356463438537829","0.323022451219341","0.389904425856318"
"Good","1992","Baden-Württemberg","secondary school degree","112","0.406548364166082","0.34828231887178","0.464814409460385"
"Good","1992","Baden-Württemberg","college entrance qualification","86","0.501063110903962","0.428422176891749","0.573704044916176"
"Good","1992","Baden-Württemberg","Other degree","117","0.454362110006532","0.394750066703096","0.513974153309967"
"Good","1992","Baden-Württemberg","no degree/no degree yet","72","0.371886996027008","0.30651935202959","0.437254640024427"
