"ple0008","year","n","percent","lower_confidence","upper_confidence"
"Very good","1992","2133","0.137660634902153","0.131819142078112","0.143502127726194"
"Good","1992","5544","0.387365073444566","0.379105816752703","0.395624330136429"
"Satisfactory","1992","3745","0.303080760923172","0.295288737150007","0.310872784696337"
"Less good","1992","1441","0.123687045977028","0.118105280541164","0.129268811412892"
"Poor","1992","501","0.0482064847530802","0.0445748349759594","0.0518381345302011"
"Very good","1993","","","",""
"Good","1993","","","",""
"Satisfactory","1993","","","",""
"Less good","1993","","","",""
"Poor","1993","","","",""
"Very good","1994","1344","0.087312132791602","0.082444151639727","0.0921801139434769"
"Good","1994","5235","0.375373515232891","0.367023400131743","0.383723630334038"
"Satisfactory","1994","4093","0.335634844389317","0.327491788886727","0.343777899891907"
"Less good","1994","1768","0.154548022668667","0.148314598945581","0.160781446391754"
"Poor","1994","478","0.0471314849175237","0.043477030907027","0.0507859389280204"
"Very good","1995","1312","0.0811609975814904","0.0765250052801229","0.0857969898828578"
"Good","1995","5483","0.38281119459867","0.374559357576524","0.391063031620817"
"Satisfactory","1995","4246","0.338100167923779","0.330069195480224","0.346131140367333"
"Less good","1995","1803","0.152713729610375","0.146607073927962","0.158820385292789"
"Poor","1995","485","0.0452139102856849","0.0416866429001951","0.0487411776711747"
"Very good","1996","1292","0.0834232442103103","0.0786874793093076","0.0881590091113129"
"Good","1996","5260","0.373642721299483","0.36535754975751","0.381927892841457"
"Satisfactory","1996","4371","0.350760756858624","0.342587972164351","0.358933541552897"
"Less good","1996","1709","0.147565529290375","0.141491384516074","0.153639674064676"
"Poor","1996","465","0.0446077483412074","0.0410721885542338","0.048143308128181"
"Very good","1997","1179","0.0839457857296754","0.0791596984244276","0.0887318730349232"
"Good","1997","5456","0.379512533319654","0.37113723766281","0.387887828976497"
"Satisfactory","1997","4188","0.349208981955545","0.340981175696541","0.357436788214549"
"Less good","1997","1613","0.143602338209808","0.137549778662039","0.149654897757577"
"Poor","1997","460","0.0437303607853178","0.0402009493153985","0.0472597722552372"
"Very good","1998","1480","0.0986320481614203","0.0937442181535601","0.103519878169281"
"Good","1998","6118","0.394902310296701","0.386888969819027","0.402915650774375"
"Satisfactory","1998","4421","0.323550276770995","0.315881172179787","0.331219381362204"
"Less good","1998","1751","0.138014653703424","0.132360487730593","0.143668819676255"
"Poor","1998","525","0.044900711067459","0.0415059682242845","0.0482954539106335"
"Very good","1999","1307","0.0900565005387649","0.0852696366162024","0.0948433644613274"
"Good","1999","5716","0.386660135108722","0.37851681267854","0.394803457538905"
"Satisfactory","1999","4478","0.333823929907507","0.325938242056344","0.341709617758669"
"Less good","1999","1733","0.144242006619778","0.138367009000707","0.15011700423885"
"Poor","1999","504","0.045217427825228","0.0417429343248255","0.0486919213256305"
"Very good","2000","2694","0.109811470748743","0.10587432901615","0.113748612481337"
"Good","2000","9802","0.38007289826669","0.373960382941229","0.386185413592151"
"Satisfactory","2000","7850","0.336237568976553","0.330288545941961","0.342186592011146"
"Less good","2000","3018","0.132723737408124","0.128451363743042","0.136996111073205"
"Poor","2000","861","0.0411543245998895","0.0386528373453745","0.0436558118544045"
"Very good","2001","2430","0.109019577552174","0.104904221099982","0.113134934004366"
"Good","2001","8840","0.377183363301333","0.370783399812145","0.383583326790521"
"Satisfactory","2001","7180","0.334327986712653","0.328098709683741","0.340557263741564"
"Less good","2001","2786","0.137622019898262","0.133073040993946","0.142170998802577"
"Poor","2001","796","0.0418470525355788","0.0392029944805783","0.0444911105905793"
"Very good","2002","2353","0.0928035602917636","0.0890630217880815","0.0965440987954456"
"Good","2002","9510","0.379585905847781","0.373329901972971","0.385841909722592"
"Satisfactory","2002","7557","0.344789181825366","0.338661891096891","0.350916472553841"
"Less good","2002","2916","0.140844223880172","0.136359800380598","0.145328647379746"
"Poor","2002","779","0.0419771281549179","0.0393919204446534","0.0445623358651823"
"Very good","2003","2257","0.0917480958930818","0.0879557607518823","0.0955404310342814"
"Good","2003","9307","0.391415437281455","0.385003570906366","0.397827303656544"
"Satisfactory","2003","7048","0.330776286166955","0.324595298653699","0.336957273680211"
"Less good","2003","2857","0.141787343857543","0.137204646125087","0.14637004159"
"Poor","2003","789","0.0442728368009647","0.0415704926179169","0.0469751809840124"
"Very good","2004","2208","0.0977856148870863","0.0938329440246782","0.101738285749494"
"Good","2004","8986","0.376617665475896","0.370169652806035","0.383065678145757"
"Satisfactory","2004","6814","0.323477828794625","0.317252510378755","0.329703147210495"
"Less good","2004","2858","0.153802275989776","0.149001454025373","0.158603097954179"
"Poor","2004","826","0.0483166148526163","0.0454630168890098","0.0511702128162229"
"Very good","2005","1952","0.0888606273070619","0.084988319511629","0.0927329351024948"
"Good","2005","8335","0.374436836329812","0.367850443292236","0.381023229367388"
"Satisfactory","2005","6793","0.334676098430924","0.328254373668584","0.341097823193264"
"Less good","2005","2871","0.156228627686621","0.151287620583258","0.161169634789984"
"Poor","2005","791","0.0457978102455813","0.0429529211727352","0.0486426993184274"
"Very good","2006","1997","0.0912363160239709","0.0874352764468739","0.0950373556010679"
"Good","2006","8864","0.374749291540177","0.368359443267517","0.381139139812837"
"Satisfactory","2006","7300","0.338603503160994","0.332356529022042","0.344850477299947"
"Less good","2006","2973","0.145970582571301","0.141309764777633","0.150631400364968"
"Poor","2006","911","0.0494403067035572","0.0465786118991915","0.0523020015079229"
"Very good","2007","1728","0.0822600677343726","0.078505463383755","0.0860146720849901"
"Good","2007","8319","0.378796340623579","0.372167619880362","0.385425061366797"
"Satisfactory","2007","6867","0.342227716611896","0.335744280915396","0.348711152308397"
"Less good","2007","2870","0.153565305546543","0.148638639604574","0.158491971488513"
"Poor","2007","788","0.0431505694836085","0.0403738954404933","0.0459272435267238"
"Very good","2008","1699","0.0883914386807786","0.0843971988349189","0.0923856785266382"
"Good","2008","7736","0.377266184361942","0.370445938897767","0.384086429826116"
"Satisfactory","2008","6426","0.34039148957337","0.333724077259921","0.347058901886819"
"Less good","2008","2799","0.151258688463627","0.146217038650336","0.156300338276918"
"Poor","2008","742","0.0426921989202831","0.039847574709391","0.0455368231311751"
"Very good","2009","1461","0.0821473455303313","0.0781451702867543","0.0861495207739083"
"Good","2009","7072","0.37120089057348","0.364159258755817","0.378242522391143"
"Satisfactory","2009","6275","0.356325691109114","0.349345464762632","0.363305917455595"
"Less good","2009","2575","0.148570606001664","0.143386741789997","0.15375447021333"
"Poor","2009","700","0.0417554667854112","0.0388400026955463","0.0446709308752761"
"Very good","2010","2809","0.0948370162894973","0.0911340316246858","0.0985400009543088"
"Good","2010","9838","0.370424593264729","0.364321171759883","0.376528014769574"
"Satisfactory","2010","7429","0.336313017839645","0.330341935383017","0.342284100296272"
"Less good","2010","3133","0.153266425453208","0.148713437674658","0.157819413231757"
"Poor","2010","840","0.0451589471529213","0.0425345048745554","0.0477833894312872"
"Very good","2011","3095","0.10043345882044","0.0969414828980465","0.103925434742833"
"Good","2011","11592","0.376752089987751","0.37112254058911","0.382381639386392"
"Satisfactory","2011","8849","0.326314771041645","0.320867709738129","0.331761832345161"
"Less good","2011","3874","0.153378371587808","0.149191958063923","0.157564785111692"
"Poor","2011","1052","0.043121308562357","0.040761429259461","0.045481187865253"
"Very good","2012","2840","0.0997692309115165","0.0962411187412136","0.103297343081819"
"Good","2012","11454","0.381961141398786","0.376241291555145","0.387680991242428"
"Satisfactory","2012","8821","0.334259994543569","0.328706559783316","0.339813429303822"
"Less good","2012","3641","0.144948785490566","0.140804301176184","0.149093269804949"
"Poor","2012","962","0.0390608476555617","0.0367800543903582","0.0413416409207651"
"Very good","2013","3743","0.10446147101634","0.101042279479625","0.107880662553055"
"Good","2013","12317","0.370732402646105","0.365332932042121","0.376131873250089"
"Satisfactory","2013","9424","0.331191356119254","0.325930048935837","0.336452663302671"
"Less good","2013","4154","0.149833234396229","0.145843358726257","0.153823110066201"
"Poor","2013","1101","0.0437815358220718","0.0414942139524004","0.0460688576917432"
"Very good","2014","2778","0.099768210033518","0.0962058262082414","0.103330593858795"
"Good","2014","10936","0.373165423400967","0.367416392833776","0.378914453968158"
"Satisfactory","2014","8664","0.33050080227651","0.324909297027743","0.336092307525278"
"Less good","2014","3857","0.15668444860537","0.152363536334216","0.161005360876524"
"Poor","2014","952","0.0398811156836348","0.0375550948356347","0.0422071365316348"
"Very good","2015","3026","0.10094558235003","0.097347003031876","0.104544161668184"
"Good","2015","10809","0.374584993732073","0.368803317507906","0.38036666995624"
"Satisfactory","2015","8445","0.329001812544114","0.32338933973647","0.334614285351757"
"Less good","2015","3737","0.153533712618396","0.149227443772283","0.157839981464509"
"Poor","2015","905","0.0419338987553874","0.0395396195743578","0.0443281779364169"
"Very good","2016","4244","0.0960645048242698","0.0926645535295243","0.0994644561190152"
"Good","2016","11119","0.380458317974256","0.374856728100653","0.386059907847859"
"Satisfactory","2016","8492","0.326625282503109","0.32121430406114","0.332036260945077"
"Less good","2016","3943","0.155992432652073","0.151805967919895","0.160178897384251"
"Poor","2016","1059","0.0408594620462921","0.0385753892205965","0.0431435348719878"
"Very good","2017","4961","0.101203527101969","0.0979112279855443","0.104495826218395"
"Good","2017","12535","0.375492579492146","0.370206419999801","0.38077873898449"
"Satisfactory","2017","9479","0.331333489326546","0.326195322098681","0.33647165655441"
"Less good","2017","4213","0.15448649628553","0.150541230035945","0.158431762535115"
"Poor","2017","1049","0.0374839077938094","0.0354104403945071","0.0395573751931117"
"Very good","2018","4645","0.105672570718166","0.102198731508259","0.109146409928074"
"Good","2018","11536","0.376530773587378","0.371055724082507","0.382005823092249"
"Satisfactory","2018","9037","0.332632707193957","0.327308619068388","0.337956795319525"
"Less good","2018","3867","0.147644650718834","0.143635988112152","0.151653313325515"
"Poor","2018","999","0.0375192977816658","0.0353719436752623","0.0396666518880693"
"Very good","2019","4389","0.103216777855182","0.0997569682611812","0.106676587449183"
"Good","2019","11937","0.389130250639946","0.383585843436174","0.394674657843717"
